,total_grants,id,last_grant_year
11124,0,ur.01122061047.41,
11125,0,ur.0654502304.50,
11126,2,ur.01116162450.15,2019.0
11127,0,ur.0647773166.57,
11128,0,ur.0772031543.91,
11129,8,ur.01116332626.23,2022.0
11130,2,ur.01122221646.06,2019.0
11131,4,ur.01115240247.49,2024.0
11132,1,ur.0650421444.38,2016.0
11133,0,ur.0654342105.89,
11134,2,ur.01113112223.23,2022.0
11135,0,ur.0650056626.63,
11136,0,ur.01126723630.66,
11137,0,ur.01117542050.50,
11138,6,ur.0650544665.58,2019.0
11139,0,ur.01116254752.65,
11140,0,ur.01117126127.74,
11141,21,ur.011177417752.14,2023.0
11142,5,ur.0651237571.00,2015.0
11143,3,ur.01127334656.47,2022.0
11144,0,ur.011222620377.25,
11145,13,ur.0651073557.73,2016.0
11146,1,ur.01113120212.76,2007.0
11147,6,ur.01117707053.86,2021.0
11148,23,ur.011223313474.27,2020.0
11149,10,ur.0653643570.13,2022.0
11150,0,ur.0646033765.14,
11151,0,ur.01113236745.33,
11152,3,ur.01116307543.43,2021.0
11153,0,ur.0772242562.73,
11154,2,ur.01113256130.30,2023.0
11155,0,ur.01113654740.31,
11156,8,ur.01121354467.31,2021.0
11157,0,ur.01113633275.14,
11158,10,ur.01122151050.31,2011.0
11159,10,ur.01122077744.49,2021.0
11160,0,ur.01117110035.48,
11161,0,ur.01122366005.94,
11162,0,ur.0650336744.89,
11163,3,ur.01114530206.19,2021.0
11164,0,ur.011265671100.75,
11165,1,ur.01121616240.33,2024.0
11166,6,ur.01122240641.01,2020.0
11167,0,ur.01117611174.13,
11168,3,ur.01116252067.19,2007.0
11169,1,ur.01114112577.52,2024.0
11170,25,ur.01113646353.92,2021.0
11171,1,ur.01116764250.98,2018.0
11172,0,ur.011206632351.86,
11173,0,ur.01113715721.23,
11174,2,ur.011131347107.00,2023.0
11175,0,ur.0647771153.56,
11176,3,ur.011267217121.93,2020.0
11177,2,ur.01127237737.08,2019.0
11178,27,ur.01113746553.47,2023.0
11179,0,ur.01115326167.53,
11180,5,ur.01117573014.53,2020.0
11181,5,ur.0112736626.56,2012.0
11182,1,ur.0646067613.23,2019.0
11183,0,ur.01117530714.26,
11184,49,ur.011160236772.74,2021.0
11185,2,ur.0651306747.06,2019.0
11186,11,ur.0651002670.18,2021.0
11187,5,ur.01000071254.32,2018.0
11188,9,ur.0653631700.32,2018.0
11189,0,ur.01121666164.18,
11190,0,ur.01125725747.02,
11191,0,ur.0646301202.09,
11192,0,ur.01120203016.34,
11193,3,ur.01116460663.37,2023.0
11194,0,ur.01122023117.22,
11195,1,ur.0650701067.05,2017.0
11196,27,ur.01114347237.05,2022.0
11197,0,ur.0650744523.37,
11198,0,ur.0650331407.60,
11199,0,ur.01121442621.35,
11200,0,ur.01073070134.31,
11201,0,ur.01073036636.08,
11202,0,ur.01130162525.02,
11203,0,ur.01122635222.37,
11204,0,ur.01130152261.91,
11205,0,ur.01073113043.35,
11206,0,ur.01073440263.33,
11207,0,ur.01122604437.00,
11208,0,ur.01077341344.67,
11209,0,ur.01123522147.86,
11210,0,ur.01101767505.30,
11211,0,ur.011313407241.23,
11212,0,ur.011232412607.78,
11213,0,ur.011026066217.41,
11214,0,ur.01102346532.59,
11215,0,ur.011013557350.46,
11216,0,ur.011264306065.08,
11217,3,ur.01077067126.90,2022.0
11218,0,ur.01100740575.23,
11219,2,ur.01073343677.91,2022.0
11220,35,ur.011302506457.43,2022.0
11221,1,ur.01125310137.28,2018.0
11222,0,ur.01122527741.69,
11223,0,ur.01125356655.24,
11224,0,ur.01100017105.36,
11225,1,ur.01073605241.64,2016.0
11226,0,ur.01074214017.55,
11227,0,ur.01101164010.05,
11228,0,ur.01076773600.03,
11229,0,ur.01075751566.39,
11230,0,ur.01126145036.07,
11231,0,ur.01127662416.99,
11232,0,ur.01130541736.09,
11233,0,ur.01101317552.41,
11234,0,ur.01101463473.43,
11235,0,ur.01126442151.03,
11236,0,ur.01073200660.34,
11237,0,ur.01126122011.06,
11238,0,ur.01127566275.95,
11239,0,ur.01074252031.60,
11240,0,ur.01125111131.01,
11241,1,ur.01077537001.33,2016.0
11242,0,ur.010744607562.66,
11243,0,ur.01073156700.74,
11244,0,ur.01123553644.52,
11245,0,ur.01130675130.85,
11246,15,ur.01075764253.17,2021.0
11247,0,ur.01124322244.60,
11248,4,ur.01123742357.06,2022.0
11249,0,ur.01125374421.20,
11250,0,ur.01100001011.90,
11251,0,ur.01112740523.68,
11252,0,ur.01100564721.07,
11253,1,ur.01124576721.33,2022.0
11254,0,ur.01101531411.46,
11255,0,ur.01130741100.12,
11256,5,ur.01125434330.40,2019.0
11257,0,ur.01124040005.37,
11258,0,ur.01073361154.05,
11259,0,ur.010773556747.82,
11260,0,ur.01125107237.14,
11261,0,ur.01102354605.36,
11262,0,ur.01131161604.97,
11263,21,ur.010766746034.23,2019.0
11264,4,ur.01101056755.25,2023.0
11265,11,ur.01125311260.54,2018.0
11266,2,ur.01125417674.20,2016.0
11267,0,ur.01123741444.71,
11268,2,ur.01124735102.54,2017.0
11269,0,ur.01130525254.92,
11270,0,ur.01122566752.19,
11271,1,ur.01122557457.80,2012.0
11272,12,ur.01076475705.66,2024.0
11273,9,ur.01074613757.54,2023.0
11274,0,ur.01102771071.46,
11275,0,ur.01102512140.58,
11276,0,ur.010741134144.34,
11277,13,ur.01076267512.31,2023.0
11278,8,ur.01077763343.97,2021.0
11279,0,ur.01073415242.17,
11280,0,ur.01076324472.62,
11281,0,ur.01112772704.11,
11282,4,ur.01125163710.09,2021.0
11283,1,ur.01122633504.87,2013.0
11284,1,ur.011224663762.68,2024.0
11285,28,ur.01101251170.02,2024.0
11286,0,ur.01131056760.48,
11287,1,ur.01130427741.10,2021.0
11288,6,ur.01123147570.26,2022.0
11289,26,ur.01125127612.53,2024.0
11290,0,ur.01100607070.06,
11291,0,ur.01073321141.26,
11292,3,ur.01112756352.29,2018.0
11293,10,ur.01125133646.44,2015.0
11294,8,ur.01126233257.84,2024.0
11295,23,ur.010766225754.87,2024.0
11296,0,ur.01124616600.36,
11297,0,ur.01102121350.12,
11298,26,ur.01100245540.51,2019.0
11299,21,ur.01123666001.12,2023.0
11300,0,ur.01123202367.73,
11301,7,ur.01101207144.34,2023.0
11302,0,ur.01102172002.33,
11303,1,ur.01125041307.00,2012.0
11304,18,ur.01123524541.36,2022.0
11305,0,ur.011304376735.23,
11306,0,ur.01124402547.59,
11307,0,ur.011310751576.12,
11308,0,ur.01130467152.07,
11309,17,ur.01122762056.28,2020.0
11310,0,ur.011230455644.42,
11311,0,ur.011276336043.49,
11312,0,ur.01100456345.01,
11313,0,ur.01112743337.34,
11314,1,ur.010777114607.25,2018.0
11315,4,ur.01101663257.22,2016.0
11316,0,ur.011307064427.78,
11317,0,ur.01077362031.32,
11318,0,ur.01075725237.77,
11319,0,ur.01076440533.87,
11320,0,ur.01125071234.10,
11321,2,ur.01125076145.84,2023.0
11322,0,ur.01127760476.26,
11323,0,ur.01123212716.74,
11324,0,ur.01124462471.19,
11325,0,ur.01073570445.21,
11326,0,ur.01124647201.91,
11327,0,ur.011256543217.87,
11328,0,ur.01124255742.42,
11329,0,ur.01102116221.60,
11330,0,ur.01101205646.66,
11331,0,ur.01076445352.94,
11332,0,ur.01127720470.76,
11333,0,ur.01123736653.38,
11334,0,ur.01077167626.52,
11335,0,ur.01100520712.62,
11336,0,ur.01076123576.55,
11337,0,ur.01101661631.84,
11338,1,ur.01101175257.65,2017.0
11339,0,ur.01102600173.33,
11340,1,ur.01122524533.05,2018.0
11341,0,ur.01100414516.09,
11342,0,ur.01077351561.24,
11343,0,ur.01122720513.45,
11344,0,ur.01125636643.55,
11345,6,ur.01124267425.03,2021.0
11346,0,ur.01100145274.50,
11347,0,ur.01073415146.47,
11348,0,ur.01073242450.27,
11349,0,ur.01131142662.10,
11350,0,ur.01123741766.17,
11351,0,ur.01130630045.82,
11352,4,ur.01125062773.31,2021.0
11353,0,ur.01126345040.64,
11354,9,ur.01100531345.05,2021.0
11355,0,ur.011001735607.54,
11356,5,ur.01124015154.02,2021.0
11357,0,ur.01073070421.55,
11358,1,ur.01125460166.67,2007.0
11359,0,ur.01077311025.97,
11360,0,ur.01074752557.31,
11361,0,ur.01130520260.78,
11362,5,ur.01130517772.81,2022.0
11363,3,ur.01073640062.67,2019.0
11364,0,ur.01077666254.53,
11365,0,ur.01131216557.48,
11366,0,ur.01130630760.72,
11367,0,ur.01125510764.60,
11368,0,ur.01102346777.93,
11369,0,ur.010770007320.40,
11370,5,ur.01127720751.27,2021.0
11371,0,ur.011255530011.27,
11372,1,ur.01076647026.84,2020.0
11373,2,ur.011302306211.95,2020.0
11374,9,ur.01101152233.36,2024.0
11375,8,ur.01127733104.70,2021.0
11376,0,ur.01101036555.42,
11377,3,ur.01124101671.13,2020.0
11378,3,ur.01075662517.55,2019.0
11379,5,ur.01123741254.34,2024.0
11380,3,ur.01130515604.30,2009.0
11381,3,ur.011301645114.34,2019.0
11382,0,ur.01125605405.40,
11383,0,ur.01101036024.12,
11384,10,ur.01124375224.11,2022.0
11385,11,ur.01123270630.19,2022.0
11386,5,ur.01123026705.03,2021.0
11387,5,ur.01074627001.97,2021.0
11388,11,ur.01124202675.15,2024.0
11389,22,ur.01124651751.58,2024.0
11390,5,ur.01125247434.90,2021.0
11391,7,ur.01122636673.85,2018.0
11392,3,ur.01073524726.19,2020.0
11393,3,ur.01130177377.63,2022.0
11394,47,ur.011004747357.02,2024.0
11395,1,ur.01073372357.03,2020.0
11396,2,ur.01074562745.22,1994.0
11397,13,ur.01102216710.63,2024.0
11398,0,ur.01124406260.97,
11399,0,ur.01074225776.01,
11400,25,ur.01101163020.01,2022.0
11401,1,ur.01124237770.13,2009.0
11402,9,ur.01123332230.30,2022.0
11403,0,ur.011020155116.08,
11404,13,ur.01126334467.66,2019.0
11405,0,ur.01103007503.12,
11406,1,ur.01102014712.27,2015.0
11407,13,ur.01127535431.54,2024.0
11408,0,ur.01073412227.54,
11409,19,ur.01124531240.57,2024.0
11410,9,ur.01124573634.47,2021.0
11411,0,ur.01101155610.31,
11412,0,ur.01126363373.54,
11413,0,ur.01124612424.26,
11414,0,ur.01130330571.20,
11415,0,ur.01103000457.17,
11416,0,ur.01101716223.68,
11417,0,ur.011302406725.84,
11418,0,ur.01124451525.40,
11419,0,ur.01130150524.14,
11420,0,ur.01131263165.16,
11421,0,ur.010773414553.98,
11422,1,ur.01102060537.11,2018.0
11423,0,ur.011250564554.11,
11424,0,ur.010732550457.48,
11425,0,ur.01125467706.09,
11426,0,ur.01130142761.43,
11427,0,ur.01102651361.41,
11428,0,ur.01124136353.52,
11429,1,ur.01123274241.94,2018.0
11430,0,ur.01101006307.37,
11431,0,ur.01130542042.49,
11432,0,ur.01074515213.15,
11433,0,ur.01073262410.36,
11434,0,ur.01126234737.37,
11435,0,ur.01101340141.32,
11436,2,ur.01126210047.21,2011.0
11437,0,ur.01124112265.57,
11438,0,ur.01123556253.63,
11439,3,ur.01130712001.61,2018.0
11440,1,ur.01073621331.50,2018.0
11441,0,ur.01077435434.19,
11442,0,ur.01131332472.97,
11443,0,ur.01077523570.72,
11444,0,ur.01124532414.44,
11445,11,ur.01123501204.86,2019.0
11446,0,ur.01100242614.07,
11447,0,ur.011000413413.23,
11448,0,ur.01127670603.26,
11449,1,ur.01130615551.21,2018.0
11450,0,ur.01074474033.80,
11451,0,ur.01101452050.22,
11452,0,ur.01100624071.42,
11453,0,ur.01123104753.70,
11454,0,ur.011254326147.05,
11455,0,ur.01074220223.52,
11456,1,ur.01122671474.66,2006.0
11457,1,ur.01124427334.35,2019.0
11458,1,ur.01074671350.53,2019.0
11459,0,ur.01077474727.42,
11460,0,ur.010763450670.54,
11461,7,ur.01076170224.01,2020.0
11462,2,ur.01126427147.74,2016.0
11463,7,ur.01131240503.10,2022.0
11464,11,ur.010757253652.24,2022.0
11465,1,ur.01127636715.31,2015.0
11466,1,ur.01131304021.05,2014.0
11467,1,ur.01073572514.30,2014.0
11468,0,ur.01122767417.03,
11469,0,ur.01102630207.44,
11470,1,ur.01073771430.45,2011.0
11471,0,ur.01077700026.49,
11472,0,ur.01073755566.03,
11473,0,ur.010742414255.42,
11474,0,ur.01100150657.18,
11475,0,ur.011237564252.55,
11476,0,ur.01074750117.51,
11477,1,ur.01131146043.61,2016.0
11478,0,ur.01130665441.72,
11479,0,ur.01123667625.55,
11480,25,ur.01077663515.98,2022.0
11481,2,ur.01125503655.53,2018.0
11482,8,ur.01076442560.54,2024.0
11483,0,ur.01125231012.09,
11484,0,ur.011006767024.01,
11485,11,ur.01101740101.24,2023.0
11486,12,ur.011232615740.23,2015.0
11487,4,ur.01124244144.55,2019.0
11488,2,ur.01124440503.77,2017.0
11489,0,ur.01124117204.88,
11490,0,ur.01122627377.36,
11491,0,ur.01073034637.11,
11492,2,ur.01073441144.35,2016.0
11493,0,ur.01075733373.79,
11494,0,ur.010777615776.31,
11495,0,ur.01100513734.64,
11496,24,ur.011014311105.44,2022.0
11497,1,ur.011024336651.62,2018.0
11498,5,ur.01122645031.38,2022.0
11499,0,ur.01123355155.32,
11500,9,ur.01125514227.61,2022.0
11501,11,ur.01124702161.29,2023.0
11502,14,ur.01074505475.56,2022.0
11503,4,ur.01077545263.08,2018.0
11504,27,ur.010733345357.55,2023.0
11505,1,ur.01123027057.56,2013.0
11506,0,ur.01073627070.31,
11507,40,ur.01124305446.95,2021.0
11508,24,ur.01126164604.61,2023.0
11509,4,ur.01101562331.77,2023.0
11510,4,ur.01101224526.50,2020.0
11511,0,ur.01126315551.96,
11512,1,ur.01102320411.01,2008.0
11513,1,ur.01125344726.09,2020.0
11514,6,ur.010765263137.32,2024.0
11515,1,ur.01077622701.25,2013.0
11516,0,ur.01102117073.65,
11517,0,ur.01101347301.19,
11518,0,ur.01101075053.01,
11519,0,ur.01102273072.16,
11520,0,ur.01103022025.32,
11521,0,ur.01123615226.07,
11522,0,ur.01074364375.58,
11523,1,ur.01075710066.52,2019.0
11524,0,ur.01077432244.65,
11525,0,ur.011232422435.21,
11526,0,ur.01076234760.44,
11527,1,ur.01100220031.50,2024.0
11528,0,ur.01131302516.03,
11529,0,ur.01074746463.17,
11530,0,ur.01102236605.21,
11531,0,ur.01124455317.93,
11532,0,ur.01124064361.49,
11533,19,ur.011013226044.60,2012.0
11534,0,ur.010745363134.01,
11535,0,ur.011010423317.37,
11536,0,ur.011254673733.26,
11537,0,ur.01074267624.91,
11538,0,ur.01125453216.27,
11539,0,ur.01100560476.61,
11540,0,ur.01126124275.73,
11541,0,ur.010736266405.94,
11542,0,ur.01130174013.42,
11543,0,ur.01101160761.64,
11544,0,ur.01074064645.34,
11545,0,ur.01075763604.50,
11546,0,ur.01122664461.91,
11547,0,ur.01122777222.76,
11548,0,ur.011240604352.67,
11549,0,ur.01073305277.71,
11550,1,ur.01101471404.83,2006.0
11551,0,ur.01102544074.34,
11552,0,ur.01127745431.61,
11553,0,ur.01074211367.17,
11554,0,ur.01130504507.25,
11555,0,ur.01076736062.35,
11556,3,ur.011024272057.19,2023.0
11557,0,ur.01101730335.58,
11558,0,ur.011263554153.63,
11559,0,ur.01077737207.79,
11560,4,ur.01123414773.04,2015.0
11561,21,ur.01126425145.53,2020.0
11562,0,ur.010741435255.52,
11563,3,ur.01125546200.29,2018.0
11564,9,ur.01127750715.90,2022.0
11565,0,ur.01101441611.92,
11566,46,ur.01101766574.88,2021.0
11567,2,ur.01074516164.53,2009.0
11568,3,ur.01130002754.11,2022.0
11569,0,ur.01101666715.53,
11570,6,ur.01126412434.53,2023.0
11571,6,ur.01102676206.05,2021.0
11572,3,ur.01073221257.65,2018.0
11573,6,ur.01101244402.00,2019.0
11574,10,ur.01125671505.27,2022.0
11575,0,ur.01130745030.36,
11576,2,ur.01125714710.96,2022.0
11577,1,ur.01126352612.71,2010.0
11578,0,ur.01123617772.23,
11579,1,ur.011312201077.20,2020.0
11580,1,ur.01076356174.67,2017.0
11581,0,ur.01077227450.78,
11582,0,ur.011264025747.73,
11583,3,ur.01125174361.29,2022.0
11584,5,ur.01102147675.34,2022.0
11585,9,ur.01102006535.73,2022.0
11586,3,ur.01075742033.44,2020.0
11587,0,ur.01076272225.85,
11588,1,ur.01126402006.20,2016.0
11589,0,ur.01102465230.71,
11590,8,ur.01073434554.57,2023.0
11591,2,ur.011225373277.75,2006.0
11592,0,ur.01102155434.38,
11593,0,ur.01100145060.60,
11594,4,ur.01130615252.37,2021.0
11595,31,ur.01101404734.28,2024.0
11596,12,ur.01102371165.51,2021.0
11597,0,ur.01074152112.73,
11598,1,ur.01102145270.78,2021.0
11599,4,ur.01123552371.86,2023.0
11600,0,ur.01075323461.27,
11601,0,ur.01075270523.48,
11602,0,ur.011123754720.49,
11603,0,ur.01157350111.19,
11604,0,ur.01157137521.33,
11605,0,ur.01151504134.22,
11606,0,ur.01156075225.52,
11607,0,ur.01154725227.29,
11608,0,ur.011122405333.95,
11609,0,ur.011101041767.38,
11610,0,ur.011105236452.20,
11611,0,ur.011051251356.27,
11612,0,ur.01105431553.24,
11613,0,ur.011054703467.39,
11614,0,ur.01105540317.15,
11615,1,ur.011071605232.41,2014.0
11616,0,ur.011113414217.32,
11617,1,ur.01105260343.88,2019.0
11618,0,ur.01107752145.75,
11619,0,ur.01106563577.54,
11620,0,ur.01157027137.68,
11621,0,ur.01151110760.81,
11622,0,ur.01075432630.75,
11623,0,ur.01157353730.57,
11624,0,ur.01075502212.24,
11625,0,ur.01110553766.35,
11626,0,ur.01111637556.13,
11627,0,ur.01156423201.46,
11628,0,ur.01157400635.81,
11629,1,ur.01106165745.53,2018.0
11630,0,ur.01103535200.37,
11631,0,ur.01104355500.99,
11632,0,ur.01151614015.24,
11633,0,ur.01155211221.51,
11634,0,ur.01110320405.31,
11635,0,ur.01107733253.25,
11636,1,ur.01107612217.41,2010.0
11637,12,ur.01154723432.38,2022.0
11638,3,ur.01155047434.95,2018.0
11639,0,ur.01111210664.47,
11640,1,ur.01151203750.20,2017.0
11641,0,ur.01105535400.38,
11642,0,ur.010752225657.91,
11643,9,ur.01075513015.96,2019.0
11644,0,ur.01107151006.89,
11645,0,ur.01107115441.10,
11646,8,ur.01155466132.48,2021.0
11647,0,ur.01156444664.39,
11648,2,ur.01154727253.82,2018.0
11649,3,ur.01155770717.53,2020.0
11650,0,ur.01104725045.85,
11651,0,ur.01106407472.40,
11652,0,ur.01153746016.83,
11653,0,ur.011102117007.93,
11654,0,ur.01103352276.46,
11655,0,ur.01106422437.08,
11656,1,ur.01111262274.35,2016.0
11657,2,ur.01157206530.47,2018.0
11658,0,ur.01154521414.47,
11659,9,ur.01106004665.25,2022.0
11660,0,ur.01153716352.15,
11661,4,ur.01112444042.19,2018.0
11662,7,ur.01131443247.62,2018.0
11663,14,ur.01107220206.45,2020.0
11664,9,ur.01155264157.72,2021.0
11665,1,ur.01105422602.82,2019.0
11666,1,ur.01104611045.10,2001.0
11667,12,ur.01154724116.01,2023.0
11668,1,ur.01075232355.58,2018.0
11669,11,ur.011550635352.46,2024.0
11670,8,ur.01156724047.31,2019.0
11671,0,ur.01105261446.06,
11672,0,ur.01154542400.29,
11673,15,ur.01156360632.48,2024.0
11674,0,ur.01106324732.24,
11675,1,ur.01075661771.42,2021.0
11676,7,ur.01112225335.20,2021.0
11677,6,ur.011510620177.85,2024.0
11678,0,ur.01151327261.34,
11679,3,ur.01151233434.98,2019.0
11680,8,ur.01155000414.09,2023.0
11681,0,ur.01107346040.81,
11682,5,ur.01155762022.03,2020.0
11683,0,ur.011574450425.45,
11684,11,ur.01107460041.32,2019.0
11685,3,ur.01110322407.20,2021.0
11686,0,ur.01104657521.80,
11687,0,ur.01106612027.38,
11688,18,ur.011062752524.91,2022.0
11689,0,ur.01155641473.97,
11690,0,ur.01075234713.67,
11691,0,ur.01112624463.75,
11692,0,ur.011514252266.89,
11693,0,ur.011075675626.27,
11694,0,ur.01105045051.04,
11695,0,ur.01107761064.50,
11696,0,ur.01105147724.35,
11697,0,ur.01111500130.13,
11698,0,ur.01110346052.73,
11699,0,ur.01103767007.31,
11700,0,ur.011061272727.28,
11701,0,ur.011550626057.77,
11702,0,ur.011071503017.20,
11703,0,ur.011114364033.91,
11704,0,ur.01111562446.47,
11705,0,ur.011065550317.11,
11706,0,ur.01155306565.44,
11707,2,ur.01106352073.48,2009.0
11708,0,ur.01107015144.19,
11709,0,ur.01103466673.53,
11710,0,ur.01157171303.41,
11711,0,ur.01153762210.70,
11712,0,ur.01112512523.68,
11713,0,ur.01154371271.66,
11714,0,ur.01103541470.46,
11715,3,ur.01107624135.31,2022.0
11716,0,ur.01105170030.53,
11717,0,ur.01107703721.31,
11718,0,ur.01154523245.22,
11719,0,ur.01156720701.53,
11720,5,ur.01105367572.38,2022.0
11721,0,ur.01110540304.91,
11722,3,ur.01110325253.20,2022.0
11723,0,ur.01154127012.91,
11724,0,ur.01112054121.15,
11725,0,ur.01103713500.02,
11726,0,ur.01131353670.01,
11727,0,ur.01075015125.30,
11728,0,ur.01107266033.57,
11729,0,ur.01154514251.34,
11730,0,ur.01154123761.46,
11731,0,ur.01154260525.33,
11732,0,ur.01105136645.02,
11733,0,ur.01107622166.38,
11734,0,ur.01103775323.53,
11735,0,ur.01151246250.00,
11736,0,ur.01110130531.35,
11737,0,ur.01111073245.98,
11738,3,ur.01110054413.50,2012.0
11739,0,ur.01156423326.02,
11740,0,ur.01111172750.74,
11741,3,ur.01075233242.06,2021.0
11742,0,ur.01157253214.37,
11743,0,ur.01104406242.34,
11744,0,ur.011126546441.73,
11745,0,ur.01103143037.10,
11746,0,ur.011063204037.23,
11747,0,ur.01104607045.98,
11748,2,ur.01106472247.46,2021.0
11749,11,ur.01155705471.47,2022.0
11750,5,ur.01104463346.27,2023.0
11751,15,ur.01105173674.02,2014.0
11752,0,ur.011566120611.29,
11753,1,ur.01157003364.30,2012.0
11754,4,ur.01106026503.22,2024.0
11755,7,ur.01111026634.56,2024.0
11756,0,ur.01075124420.79,
11757,16,ur.01112601212.37,2016.0
11758,1,ur.01155251052.09,2013.0
11759,0,ur.011546141245.28,
11760,2,ur.011106621034.07,2018.0
11761,0,ur.01155132617.65,
11762,4,ur.01154274276.55,2021.0
11763,9,ur.01107704025.08,2020.0
11764,0,ur.011032472665.21,
11765,2,ur.01110003160.28,2022.0
11766,3,ur.01104254147.45,2024.0
11767,0,ur.01103103027.63,
11768,2,ur.01154016757.24,2010.0
11769,0,ur.01151466721.16,
11770,0,ur.01107232410.64,
11771,0,ur.01110233506.79,
11772,0,ur.01154017755.41,
11773,13,ur.01151233521.90,2020.0
11774,0,ur.01106475777.82,
11775,0,ur.01103226763.23,
11776,3,ur.01110225151.70,2023.0
11777,5,ur.01110761135.38,2018.0
11778,8,ur.01154534615.37,2021.0
11779,19,ur.01106217250.35,2023.0
11780,2,ur.01106222204.17,2016.0
11781,0,ur.01104374270.94,
11782,5,ur.01157526127.43,2018.0
11783,0,ur.01154325211.47,
11784,0,ur.01155042653.30,
11785,0,ur.01106620303.63,
11786,18,ur.011076250734.19,2019.0
11787,9,ur.011032316472.32,2022.0
11788,31,ur.01157071653.40,2026.0
11789,0,ur.01107703504.60,
11790,0,ur.01155462363.03,
11791,0,ur.01156461550.55,
11792,0,ur.01156017121.40,
11793,0,ur.01151044061.07,
11794,0,ur.01154453726.41,
11795,0,ur.011104016605.54,
11796,0,ur.011042517673.50,
11797,0,ur.011113152747.88,
11798,0,ur.01106226741.54,
11799,0,ur.011043736433.19,
11800,0,ur.011547666426.41,
11801,0,ur.011565367720.54,
11802,0,ur.011564323360.65,
11803,0,ur.01106243307.29,
11804,0,ur.01106437221.57,
11805,0,ur.011050063735.39,
11806,2,ur.01110003602.56,2021.0
11807,0,ur.01103466661.86,
11808,0,ur.01104726527.69,
11809,0,ur.01112645425.82,
11810,0,ur.01151354342.70,
11811,0,ur.01110610675.44,
11812,0,ur.01155665532.50,
11813,12,ur.01110543712.01,2016.0
11814,0,ur.01154100047.99,
11815,0,ur.01155646631.68,
11816,1,ur.01112623773.99,2010.0
11817,0,ur.01155240226.92,
11818,0,ur.01107214731.24,
11819,0,ur.01104044470.05,
11820,1,ur.01154245162.34,2010.0
11821,0,ur.01104673437.66,
11822,0,ur.01104122145.12,
11823,0,ur.01157337155.85,
11824,0,ur.01110773407.99,
11825,0,ur.01112351743.21,
11826,0,ur.01110302264.08,
11827,0,ur.01110367772.03,
11828,2,ur.01105411421.12,2018.0
11829,10,ur.01107074456.79,2017.0
11830,0,ur.01111015576.13,
11831,1,ur.01107714242.32,2012.0
11832,0,ur.01104465722.67,
11833,1,ur.01106311005.93,2010.0
11834,1,ur.01155756715.83,2016.0
11835,0,ur.011512530467.88,
11836,0,ur.01075441717.87,
11837,4,ur.01150064724.91,2020.0
11838,18,ur.01111140233.88,2023.0
11839,4,ur.01155645330.06,2022.0
11840,7,ur.01154332450.85,2020.0
11841,2,ur.011105264504.24,2020.0
11842,4,ur.01156062246.27,2023.0
11843,3,ur.01156413254.41,2016.0
11844,4,ur.01154266171.29,2022.0
11845,5,ur.01104624007.32,2024.0
11846,4,ur.011117143544.40,2021.0
11847,2,ur.01155435561.90,2018.0
11848,0,ur.01157467155.77,
11849,2,ur.01075467143.22,2019.0
11850,18,ur.011066311727.03,2020.0
11851,0,ur.011065706573.23,
11852,0,ur.011545157643.25,
11853,12,ur.01105107355.11,2020.0
11854,0,ur.01105431103.05,
11855,2,ur.01156633243.21,1993.0
11856,7,ur.01151032220.23,2017.0
11857,8,ur.01154520300.67,2023.0
11858,0,ur.01075035041.03,
11859,0,ur.01075630304.11,
11860,4,ur.01107101164.59,2022.0
11861,3,ur.01103206175.59,2024.0
11862,0,ur.01107220340.29,
11863,7,ur.01151167320.23,2023.0
11864,0,ur.01104651123.97,
11865,2,ur.01104041722.66,2018.0
11866,0,ur.01103266707.20,
11867,12,ur.01107357743.58,2023.0
11868,8,ur.01155616503.00,2020.0
11869,0,ur.01151457016.73,
11870,1,ur.01104403043.36,2017.0
11871,0,ur.01107451252.26,
11872,0,ur.011512310764.46,
11873,0,ur.01106445617.00,
11874,0,ur.01075260156.92,
11875,17,ur.01103444236.12,2019.0
11876,75,ur.01156303306.06,2020.0
11877,3,ur.01157214000.77,2007.0
11878,2,ur.01105310013.21,2016.0
11879,3,ur.01111477410.08,2008.0
11880,3,ur.01107671534.55,2019.0
11881,0,ur.01157107214.98,
11882,3,ur.01103755052.43,2020.0
11883,0,ur.01157227170.11,
11884,9,ur.01156344335.14,2022.0
11885,17,ur.01104743131.27,2024.0
11886,0,ur.01075521647.98,
11887,1,ur.011122731257.67,2019.0
11888,1,ur.01155400115.78,2022.0
11889,0,ur.01112041701.15,
11890,0,ur.01155766257.60,
11891,0,ur.01111154250.24,
11892,0,ur.01110213454.18,
11893,0,ur.01151672646.97,
11894,0,ur.01151602624.93,
11895,0,ur.01105343331.62,
11896,0,ur.01151006724.36,
11897,0,ur.01154015002.49,
11898,0,ur.01111514030.07,
11899,2,ur.01106206155.04,2021.0
11900,0,ur.01105216736.99,
11901,0,ur.01104122500.36,
11902,0,ur.01104477604.01,
11903,0,ur.01154135773.62,
11904,0,ur.01103451407.27,
11905,0,ur.01105144047.20,
11906,0,ur.01112566215.94,
11907,0,ur.01110275117.88,
11908,0,ur.01105502745.77,
11909,0,ur.01104204201.34,
11910,0,ur.01156305575.83,
11911,0,ur.01107750653.84,
11912,0,ur.01106257045.20,
11913,0,ur.01075150005.35,
11914,0,ur.01105360524.89,
11915,0,ur.01105167766.99,
11916,0,ur.01112207145.78,
11917,0,ur.011511417217.64,
11918,0,ur.011540451250.44,
11919,0,ur.011036744456.13,
