,total_grants,id,last_grant_year
4249,0,ur.01210514711.19,
4250,6,ur.01370274103.22,2024.0
4251,26,ur.0626036444.14,2020.0
4252,0,ur.016067245752.95,
4253,11,ur.01203732515.74,2020.0
4254,0,ur.01201471661.71,
4255,0,ur.01060025771.82,
4256,0,ur.01332732245.43,
4257,0,ur.0632302260.69,
4258,1,ur.01203164167.97,2021.0
4259,3,ur.0735311444.93,2024.0
4260,0,ur.01201423351.57,
4261,11,ur.013347276237.81,2019.0
4262,1,ur.01210732407.21,2015.0
4263,1,ur.0737614173.25,2006.0
4264,2,ur.01057255014.58,2024.0
4265,7,ur.01212712201.52,2017.0
4266,0,ur.0633274123.27,
4267,0,ur.0734622137.87,
4268,14,ur.0625571026.24,2021.0
4269,0,ur.01210043431.22,
4270,33,ur.01200470024.54,2022.0
4271,0,ur.016044666524.52,
4272,0,ur.016250637211.53,
4273,3,ur.01205632046.74,2021.0
4274,21,ur.01203460064.68,2023.0
4275,4,ur.01334066373.61,2020.0
4276,13,ur.0630306320.16,2023.0
4277,1,ur.01212551272.92,2018.0
4278,10,ur.01060421735.36,2024.0
4279,10,ur.0736224330.81,2023.0
4280,5,ur.01202315245.46,2020.0
4281,4,ur.01333741366.14,2022.0
4282,22,ur.01366404500.15,2024.0
4283,12,ur.01263437571.00,2024.0
4284,19,ur.07731254667.64,2021.0
4285,11,ur.01057636442.12,2024.0
4286,0,ur.0736324320.56,
4287,0,ur.07357631064.78,
4288,0,ur.016065620127.22,
4289,0,ur.0634712225.61,
4290,4,ur.01061425303.86,2024.0
4291,0,ur.01264545215.61,
4292,0,ur.01063733063.03,
4293,0,ur.01061227653.99,
4294,0,ur.01204223737.71,
4295,0,ur.07431210631.06,
4296,0,ur.010562340477.97,
4297,0,ur.0635541165.39,
4298,0,ur.01265137721.92,
4299,0,ur.01370211650.49,
4300,5,ur.01210613030.05,2010.0
4301,0,ur.01335607740.86,
4302,0,ur.01370251163.09,
4303,0,ur.01211503730.44,
4304,1,ur.0736011503.61,2019.0
4305,0,ur.0631522754.32,
4306,0,ur.01263327336.94,
4307,0,ur.0735275127.37,
4308,0,ur.01200672737.61,
4309,0,ur.0633237777.53,
4310,5,ur.01056245563.36,2022.0
4311,1,ur.01205100125.57,2015.0
4312,0,ur.01201423075.83,
4313,0,ur.016307067112.12,
4314,0,ur.010067635134.61,
4315,0,ur.016040662124.31,
4316,0,ur.010612514654.78,
4317,0,ur.016163055477.02,
4318,0,ur.016074150203.96,
4319,2,ur.01262005420.50,2020.0
4320,0,ur.01000760312.89,
4321,1,ur.0636127660.21,2023.0
4322,0,ur.01334024106.63,
4323,0,ur.0625054574.71,
4324,0,ur.0632414040.04,
4325,0,ur.01335043342.70,
4326,0,ur.01370154406.32,
4327,0,ur.0633525515.34,
4328,0,ur.010611524140.36,
4329,0,ur.016032221640.85,
4330,0,ur.012126066574.70,
4331,0,ur.010601240774.35,
4332,0,ur.013703371374.29,
4333,0,ur.016073712774.26,
4334,0,ur.01264637563.65,
4335,0,ur.016315660315.41,
4336,3,ur.01060342777.66,2016.0
4337,0,ur.011767252763.51,
4338,0,ur.0633513115.36,
4339,2,ur.01176774637.02,2021.0
4340,0,ur.01265671725.13,
4341,0,ur.016063537717.47,
4342,2,ur.0625674246.54,2021.0
4343,0,ur.01051232370.58,
4344,14,ur.01056210156.08,2023.0
4345,0,ur.010623310603.52,
4346,12,ur.0632513621.17,2019.0
4347,21,ur.01370425453.91,2019.0
4348,0,ur.0736130721.12,
4349,2,ur.01057470314.40,2015.0
4350,6,ur.01203726311.07,2018.0
4351,0,ur.07352542417.46,
4352,7,ur.013335137357.86,2021.0
4353,8,ur.012615746657.69,2019.0
4354,2,ur.01062522214.37,2015.0
4355,1,ur.01335642531.51,2021.0
4356,8,ur.0773072764.66,2020.0
4357,0,ur.013376731502.35,
4358,3,ur.0636164473.45,2022.0
4359,1,ur.010143435455.92,2018.0
4360,15,ur.016062032414.10,2020.0
4361,15,ur.01207503671.81,2021.0
4362,15,ur.01213047447.50,2023.0
4363,0,ur.01201320610.32,
4364,1,ur.01056701460.17,2020.0
4365,0,ur.01211277021.41,
4366,30,ur.01057773173.07,2023.0
4367,9,ur.0632251544.22,2017.0
4368,1,ur.01260704212.30,2003.0
4369,0,ur.01176647777.08,
4370,3,ur.01333627531.83,2022.0
4371,21,ur.012021254442.12,2023.0
4372,9,ur.01263064531.96,2022.0
4373,1,ur.01063650635.26,2013.0
4374,10,ur.01177457406.60,2021.0
4375,3,ur.01007013223.56,2023.0
4376,8,ur.01200064306.91,2024.0
4377,0,ur.0625237752.66,
4378,0,ur.0737436566.13,
4379,0,ur.01202243605.19,
4380,7,ur.01370202755.27,2021.0
4381,1,ur.01212125364.28,2015.0
4382,0,ur.016053560063.64,
4383,0,ur.01061131571.58,
4384,4,ur.010621045547.38,2014.0
4385,0,ur.0627504014.71,
4386,0,ur.0634057525.44,
4387,0,ur.016053235527.88,
4388,4,ur.013377553177.45,2020.0
4389,0,ur.01062342135.10,
4390,11,ur.0735116427.86,2021.0
4391,32,ur.01205270246.71,2024.0
4392,23,ur.010012211100.61,2020.0
4393,0,ur.01335510055.87,
4394,0,ur.01062072620.45,
4395,8,ur.01212477773.98,2027.0
4396,0,ur.01051034201.52,
4397,13,ur.01056671244.11,2021.0
4398,4,ur.01203401127.19,2014.0
4399,0,ur.016066435325.63,
4400,0,ur.01070621422.50,
4401,0,ur.01367501633.08,
4402,0,ur.01100441626.59,
4403,0,ur.0727514765.95,
4404,0,ur.01102107326.83,
4405,2,ur.014201347177.01,2018.0
4406,7,ur.01054014010.25,2020.0
4407,10,ur.013274513237.38,2012.0
4408,0,ur.01054577161.55,
4409,0,ur.01065605403.97,
4410,0,ur.0724407273.39,
4411,0,ur.0727361072.33,
4412,0,ur.011022275120.07,
4413,1,ur.0767276001.13,2016.0
4414,0,ur.01367767607.18,
4415,0,ur.0741051127.37,
4416,0,ur.01077073771.28,
4417,0,ur.01101476162.97,
4418,0,ur.01050473202.26,
4419,0,ur.01077662140.96,
4420,1,ur.01054666256.76,2018.0
4421,0,ur.01325435724.52,
4422,0,ur.01075155561.61,
4423,2,ur.01053151245.65,2015.0
4424,9,ur.01066626041.77,2022.0
4425,0,ur.010702545755.86,
4426,0,ur.01055166050.55,
4427,0,ur.013667141473.05,
4428,0,ur.010715467374.45,
4429,0,ur.013404601174.51,
4430,0,ur.01365607212.63,
4431,0,ur.01072155617.37,
4432,0,ur.01052666716.12,
4433,1,ur.01336122623.10,2018.0
4434,0,ur.0727730534.39,
4435,0,ur.0742010416.53,
4436,0,ur.01072333377.90,
4437,1,ur.01076470631.32,2022.0
4438,0,ur.01071533647.14,
4439,0,ur.0767467764.73,
4440,0,ur.0742423163.92,
4441,2,ur.0740436340.53,2012.0
4442,5,ur.01071375146.18,2019.0
4443,2,ur.01067004213.38,2015.0
4444,6,ur.0776734405.58,2019.0
4445,0,ur.01366721501.43,
4446,36,ur.0743632150.50,2023.0
4447,10,ur.01326461004.29,2021.0
4448,0,ur.01340457717.77,
4449,1,ur.01014144014.15,2022.0
4450,10,ur.01052411656.50,2023.0
4451,1,ur.01324213132.08,2012.0
4452,3,ur.01325131113.99,2014.0
4453,0,ur.01075007022.15,
4454,0,ur.01052742313.07,
4455,0,ur.0723160607.62,
4456,2,ur.0723723076.31,2023.0
4457,13,ur.014157133617.44,2023.0
4458,24,ur.013375471017.95,2023.0
4459,0,ur.01323761231.02,
4460,19,ur.013751061307.10,2022.0
4461,4,ur.01100200445.54,2023.0
4462,3,ur.01052123660.46,2014.0
4463,3,ur.01065575120.38,2018.0
4464,20,ur.01013626061.76,2020.0
4465,1,ur.01065554771.82,2020.0
4466,1,ur.01365650116.63,2022.0
4467,11,ur.010701042302.74,2021.0
4468,14,ur.013323152642.06,2024.0
4469,0,ur.01366112736.06,
4470,2,ur.0734042544.03,2017.0
4471,0,ur.01100556767.38,
4472,12,ur.01054265367.99,2023.0
4473,5,ur.0767457505.17,2022.0
4474,3,ur.0724452702.25,2023.0
4475,1,ur.0734362031.26,2015.0
4476,1,ur.01050135307.86,2018.0
4477,10,ur.0766526513.53,2021.0
4478,28,ur.0730446413.79,2022.0
4479,4,ur.0741021114.48,2020.0
4480,15,ur.014027365337.29,2021.0
4481,0,ur.01077145146.19,
4482,0,ur.01013345646.30,
4483,1,ur.0724204165.10,2020.0
4484,24,ur.0721703362.26,2021.0
4485,0,ur.01077006502.27,
4486,0,ur.0726161015.34,
4487,0,ur.0734112165.28,
4488,17,ur.010137533460.90,2021.0
4489,6,ur.01074750275.17,2019.0
4490,0,ur.010671444415.03,
4491,0,ur.01073635631.37,
4492,0,ur.014215413724.68,
4493,0,ur.01054474514.32,
4494,0,ur.01367142366.63,
4495,1,ur.01325467772.02,2012.0
4496,0,ur.013250522377.39,
4497,0,ur.07401141717.71,
4498,0,ur.07442616074.83,
4499,0,ur.07766764464.35,
4500,0,ur.010134143231.68,
4501,0,ur.014201325004.61,
4502,0,ur.01052272251.00,
4503,0,ur.014167154363.17,
4504,0,ur.01066107432.84,
4505,0,ur.01332220722.11,
4506,0,ur.01365771032.92,
4507,0,ur.01331205401.36,
4508,1,ur.0733542764.88,2018.0
4509,1,ur.01101677524.52,2005.0
4510,1,ur.01367420204.63,2018.0
4511,0,ur.01066657177.25,
4512,0,ur.0723526173.64,
4513,0,ur.0722736217.42,
4514,0,ur.0726714004.18,
4515,0,ur.0740724104.78,
4516,0,ur.0731530161.12,
4517,1,ur.01051515771.98,2014.0
4518,0,ur.01071365761.57,
4519,1,ur.0741530051.03,2018.0
4520,1,ur.01367152771.63,2010.0
4521,0,ur.0726645407.29,
4522,0,ur.01075303611.18,
4523,0,ur.0744052017.48,
4524,1,ur.01077546014.89,2021.0
4525,0,ur.01326551660.05,
4526,0,ur.01071531013.57,
4527,0,ur.0733222172.22,
4528,0,ur.01074612250.51,
4529,0,ur.01067426524.30,
4530,0,ur.010707222021.42,
4531,0,ur.01075423610.54,
4532,1,ur.0732056655.25,2015.0
4533,7,ur.0731207221.12,2024.0
4534,1,ur.0731145074.86,2006.0
4535,0,ur.01336720547.35,
4536,0,ur.010710024066.01,
4537,0,ur.01336577575.80,
4538,0,ur.0722564721.82,
4539,0,ur.01074122717.52,
4540,0,ur.0723564063.60,
4541,6,ur.01340020713.77,2019.0
4542,0,ur.014034363331.83,
4543,3,ur.01065661546.67,2021.0
4544,2,ur.0732441037.42,2019.0
4545,10,ur.010735434242.45,2024.0
4546,0,ur.013245217142.11,
4547,0,ur.0104742527.27,
4548,14,ur.01051630066.08,2021.0
4549,8,ur.0731335642.68,2021.0
4550,8,ur.01073263657.86,2018.0
4551,8,ur.014011320674.07,2023.0
4552,1,ur.0744215721.66,
4553,13,ur.010544521117.34,2020.0
4554,2,ur.0726454205.02,2024.0
4555,21,ur.01367241125.08,2022.0
4556,0,ur.01073126776.18,
4557,1,ur.01000734150.17,2021.0
4558,5,ur.01100421174.06,2019.0
4559,44,ur.01072105370.02,2024.0
4560,8,ur.013723361541.54,2020.0
4561,0,ur.010664323350.16,
4562,2,ur.01073405507.64,2018.0
4563,8,ur.01073047135.76,2020.0
4564,0,ur.01366306575.96,
4565,27,ur.0740031411.33,2023.0
4566,2,ur.0741760747.01,2016.0
4567,2,ur.01074475170.66,2013.0
4568,0,ur.010666675366.19,
4569,15,ur.01327633623.85,2020.0
4570,1,ur.01100745713.47,2016.0
4571,25,ur.01070563441.39,2024.0
4572,0,ur.0741150242.38,
4573,4,ur.01337224156.05,2020.0
4574,2,ur.0723035145.31,2011.0
4575,61,ur.013260042324.47,2023.0
4576,0,ur.0743352217.37,
4577,0,ur.07443467737.22,
4578,3,ur.07675207637.48,2021.0
4579,7,ur.014121545367.53,2024.0
4580,5,ur.013307116742.31,2018.0
4581,7,ur.01325200747.26,2016.0
4582,0,ur.01070613520.52,
4583,0,ur.01071761131.43,
4584,0,ur.01331473661.48,
4585,0,ur.01327251634.32,
4586,0,ur.013673511541.26,
4587,0,ur.013722244444.43,
4588,0,ur.01330253612.43,
4589,0,ur.01066071156.29,
4590,0,ur.01073776706.75,
4591,0,ur.010666052013.78,
4592,0,ur.014176125013.40,
4593,0,ur.010732324127.55,
4594,0,ur.011003132022.08,
4595,0,ur.010133563634.10,
4596,0,ur.010647354174.80,
4597,0,ur.01066734445.98,
4598,0,ur.0732103415.10,
4599,0,ur.01340450464.00,
4600,0,ur.0744272547.23,
4601,0,ur.0740064700.51,
4602,0,ur.0742546274.26,
4603,1,ur.01073003161.54,2016.0
4604,1,ur.01051743272.57,2019.0
4605,1,ur.0740522153.05,2013.0
4606,1,ur.01075047344.81,2015.0
4607,0,ur.01077014106.99,
4608,0,ur.0741032142.43,
4609,0,ur.01372072214.78,
4610,0,ur.01337176431.79,
4611,0,ur.01327703351.49,
4612,0,ur.014105720540.30,
4613,0,ur.07404766040.53,
4614,0,ur.010547252040.96,
4615,0,ur.01074502310.16,
4616,0,ur.01074300121.64,
4617,0,ur.01366430230.42,
4618,0,ur.01075373624.69,
4619,0,ur.010475362723.78,
4620,7,ur.0742250446.54,2023.0
4621,0,ur.013274213674.80,
4622,0,ur.01076670104.80,
4623,0,ur.0767601360.56,
4624,8,ur.01336766254.50,2015.0
4625,0,ur.01000762307.12,
4626,0,ur.01072203002.81,
4627,0,ur.013725441203.40,
4628,31,ur.010720771777.48,2023.0
4629,18,ur.014062720317.64,2024.0
4630,0,ur.01076041207.19,
4631,6,ur.013271236237.70,2017.0
4632,0,ur.01075265536.91,
4633,10,ur.01077071703.34,2023.0
4634,0,ur.01330663014.00,
4635,1,ur.01323454455.36,2016.0
4636,1,ur.01072530632.71,2012.0
4637,2,ur.01066435117.21,2012.0
4638,1,ur.01327653705.32,2013.0
4639,0,ur.0767250461.10,
4640,0,ur.0743574772.38,
4641,0,ur.01076660616.50,
4642,0,ur.013757062503.14,
4643,3,ur.010500653267.44,2021.0
4644,0,ur.01072727431.53,
4645,4,ur.01337036173.04,2020.0
4646,0,ur.013661274722.16,
4647,0,ur.0744143154.28,
4648,0,ur.0730035007.32,
4649,5,ur.01076044663.20,2019.0
4650,0,ur.01366572036.20,
4651,5,ur.0731072024.16,2019.0
4652,0,ur.0725244632.23,
4653,6,ur.01070412514.02,2018.0
4654,0,ur.013756275714.11,
4655,0,ur.0740447065.93,
4656,2,ur.01372655533.68,2024.0
4657,3,ur.0724757564.96,2020.0
4658,14,ur.0766641215.87,2022.0
4659,2,ur.0730527416.11,2018.0
4660,10,ur.01327672373.79,2018.0
4661,14,ur.0742110431.61,2024.0
4662,7,ur.0724421520.68,2020.0
4663,1,ur.0727335224.95,2022.0
4664,0,ur.01367311117.16,
4665,0,ur.014066071017.69,
4666,12,ur.01100565407.94,2021.0
4667,8,ur.0732634125.00,2024.0
4668,1,ur.0734144065.39,2015.0
4669,1,ur.01070203170.76,2013.0
4670,36,ur.01070727074.20,2023.0
4671,1,ur.01076766505.13,2019.0
4672,5,ur.07771027574.44,2024.0
4673,1,ur.01074752006.25,2016.0
4674,6,ur.01072735240.57,2025.0
4675,0,ur.0733153203.17,
4676,0,ur.01371745416.94,
4677,3,ur.0742344670.09,2020.0
4678,0,ur.01055115210.33,
4679,0,ur.0776626013.24,
4680,1,ur.010520105257.45,2018.0
4681,9,ur.0731507463.76,2014.0
4682,3,ur.01075541555.36,2021.0
4683,6,ur.0732441751.39,2023.0
4684,0,ur.014216216031.21,
4685,17,ur.0740045122.18,2020.0
4686,13,ur.01050731510.22,2021.0
4687,4,ur.01001656432.42,2020.0
4688,0,ur.0766574233.30,
4689,1,ur.01070020015.09,2009.0
4690,4,ur.01101265514.33,2021.0
4691,5,ur.01076313145.88,2024.0
4692,9,ur.0724555170.55,2013.0
4693,0,ur.01065565564.16,
4694,6,ur.0724322277.44,2021.0
4695,0,ur.0721677441.98,
4696,1,ur.01325606065.11,2004.0
4697,4,ur.0767047363.32,2023.0
4698,0,ur.01101304325.28,
4699,0,ur.0743005361.49,
4700,0,ur.01326152414.09,
4701,0,ur.01051012127.07,
4702,0,ur.0732141320.28,
4703,0,ur.0732450644.89,
4704,0,ur.010716100431.77,
4705,0,ur.014225744323.84,
4706,1,ur.0743633373.37,2021.0
4707,0,ur.01367577025.91,
4708,0,ur.01326520607.47,
4709,0,ur.0740213453.71,
4710,0,ur.01326017172.27,
4711,0,ur.01075102346.16,
4712,0,ur.01066005511.94,
4713,0,ur.01047736566.56,
4714,0,ur.0741226643.71,
4715,0,ur.01331467005.97,
4716,2,ur.0724477527.87,2019.0
4717,0,ur.0732356171.30,
4718,0,ur.0742371045.20,
4719,0,ur.013374532567.21,
4720,0,ur.01324312631.75,
4721,0,ur.013326222304.08,
4722,0,ur.010545126034.20,
4723,0,ur.010014316414.08,
4724,0,ur.010016672344.32,
4725,0,ur.0730631462.59,
4726,0,ur.013325032573.82,
4727,0,ur.0733744644.37,
4728,0,ur.01053430700.24,
4729,3,ur.0725216116.43,2022.0
4730,0,ur.01100715672.71,
4731,0,ur.0741734754.96,
4732,0,ur.01367163160.83,
4733,0,ur.0725571010.56,
4734,0,ur.01070147645.18,
4735,0,ur.013363303405.07,
4736,0,ur.013404675015.94,
4737,0,ur.01065271476.70,
4738,0,ur.0740300155.33,
4739,10,ur.0743765737.26,2024.0
4740,0,ur.013234326672.64,
4741,19,ur.01337161010.91,2022.0
4742,0,ur.01330543567.31,
4743,1,ur.01067644543.73,2023.0
4744,0,ur.01075431047.04,
4745,0,ur.01067450027.76,
4746,5,ur.01324152413.08,2019.0
4747,0,ur.01066266746.37,
4748,2,ur.01337320400.05,2016.0
4749,0,ur.0767467146.76,
4750,0,ur.010536762777.37,
4751,6,ur.01337051255.88,2021.0
4752,4,ur.0740612555.07,2023.0
4753,8,ur.01102242521.30,2020.0
4754,12,ur.014235656724.89,2019.0
4755,3,ur.01074310056.31,2018.0
4756,11,ur.0727040307.01,2019.0
4757,0,ur.0776534717.61,
4758,9,ur.01077727244.03,2020.0
4759,4,ur.01053100320.07,2019.0
4760,0,ur.0724245644.55,
4761,1,ur.013667001354.41,2010.0
4762,1,ur.01367101560.30,2019.0
4763,11,ur.01013750574.48,2022.0
4764,0,ur.0730315404.86,
4765,14,ur.014153213240.64,2024.0
4766,0,ur.01070401766.07,
4767,1,ur.0740164336.63,2006.0
4768,2,ur.0734001247.76,2021.0
4769,5,ur.01336234401.38,2019.0
4770,4,ur.01335744366.03,2022.0
4771,5,ur.01366065402.85,2019.0
4772,4,ur.010744522177.42,2024.0
4773,3,ur.01331645101.36,2022.0
4774,0,ur.01372436673.71,
4775,7,ur.0727626545.37,2021.0
4776,0,ur.01071770561.15,
4777,3,ur.01100673260.01,2020.0
4778,10,ur.01050753065.21,2016.0
4779,12,ur.0723114325.33,2019.0
4780,0,ur.01055303674.89,
4781,2,ur.0741205072.53,2017.0
4782,0,ur.01067375637.38,
4783,6,ur.01102373241.66,2024.0
4784,22,ur.013756710137.24,2025.0
4785,0,ur.01070204451.30,
4786,0,ur.01070204521.42,
4787,8,ur.0733661451.03,2023.0
4788,13,ur.01366231613.48,2021.0
4789,0,ur.01075440114.42,
4790,0,ur.01340264370.44,
4791,0,ur.01101216323.06,
4792,0,ur.01325721651.05,
4793,131,ur.01074705012.55,2021.0
4794,0,ur.0733536233.17,
4795,0,ur.01326646124.25,
4796,11,ur.0732415023.51,2023.0
4797,0,ur.013725555437.03,
4798,18,ur.010546161737.19,2021.0
4799,0,ur.01067211253.29,
4800,0,ur.01352305132.52,
4801,0,ur.01016307021.39,
4802,0,ur.01022613307.72,
4803,0,ur.01361375202.63,
4804,0,ur.013645104705.42,
4805,0,ur.013514466555.48,
4806,0,ur.01046246761.63,
4807,0,ur.010225551441.88,
4808,1,ur.010166147237.17,2007.0
4809,0,ur.0757550306.45,
4810,0,ur.01357205034.47,
4811,0,ur.010151220632.98,
4812,0,ur.013527276456.62,
4813,0,ur.010200311472.16,
4814,0,ur.07630750534.22,
4815,0,ur.013575261246.10,
4816,0,ur.07552346604.38,
4817,1,ur.010157556777.24,2010.0
4818,0,ur.01016416026.55,
4819,0,ur.013501057637.09,
4820,0,ur.010467463777.49,
4821,3,ur.01033160527.60,2022.0
4822,0,ur.01355550653.80,
4823,0,ur.01033322723.04,
4824,2,ur.0757321017.45,2022.0
4825,0,ur.01365251165.46,
4826,1,ur.01046445441.85,2020.0
4827,0,ur.01342306412.25,
4828,2,ur.01027260716.59,2016.0
4829,0,ur.0760450724.41,
4830,0,ur.0762651423.89,
4831,0,ur.01341220654.22,
4832,0,ur.01357643160.13,
4833,0,ur.01045260211.47,
4834,22,ur.0766403104.57,2020.0
4835,0,ur.0764704226.54,
4836,0,ur.01044002127.50,
4837,0,ur.01015034603.79,
4838,3,ur.01023607761.58,2017.0
4839,0,ur.01023501205.54,
4840,0,ur.01024353410.27,
4841,0,ur.01024137747.28,
4842,0,ur.013611212603.14,
4843,0,ur.0747563035.17,
4844,0,ur.07621316574.62,
4845,0,ur.010416677174.66,
4846,0,ur.01023112716.27,
4847,0,ur.0745052340.10,
4848,31,ur.01044771434.80,2018.0
4849,0,ur.01046037216.41,
4850,1,ur.01357510206.01,2012.0
4851,1,ur.01022777420.63,2006.0
4852,2,ur.01352623433.93,2024.0
4853,0,ur.01025324205.45,
4854,1,ur.01027202352.65,2012.0
4855,0,ur.01046510445.80,
4856,2,ur.0763317414.17,2023.0
4857,4,ur.01356701344.11,2018.0
4858,0,ur.01021230325.26,
4859,0,ur.01024540664.51,
4860,1,ur.01025465572.57,2015.0
4861,1,ur.01353221757.47,2014.0
4862,2,ur.01032444404.10,2019.0
4863,2,ur.01352734630.78,2019.0
4864,0,ur.0764606503.89,
4865,0,ur.01351527046.30,
4866,0,ur.0762443264.44,
4867,1,ur.013544612323.26,2022.0
4868,8,ur.010254226477.98,2027.0
4869,20,ur.010322621517.31,2022.0
4870,1,ur.0757211005.48,2022.0
4871,5,ur.01031061402.48,2020.0
4872,8,ur.0755622763.97,2020.0
4873,5,ur.01352621667.39,2020.0
4874,1,ur.01022735361.32,2019.0
4875,16,ur.01022255644.17,2021.0
4876,63,ur.01023772235.08,2022.0
4877,0,ur.01043522775.44,
4878,8,ur.013653422452.04,2021.0
4879,4,ur.0764645121.57,2023.0
4880,17,ur.0764776565.38,2024.0
4881,0,ur.01027042361.45,
4882,0,ur.07576422467.13,
4883,2,ur.0766433345.48,2018.0
4884,2,ur.01016426053.16,2021.0
4885,20,ur.0747556301.06,2020.0
4886,11,ur.01016216273.82,2024.0
4887,25,ur.01363754546.81,2025.0
4888,3,ur.01361007034.71,2014.0
4889,0,ur.01354245472.37,
4890,7,ur.0757004616.26,2022.0
4891,8,ur.01343531144.04,2014.0
4892,1,ur.0763374301.68,2013.0
4893,15,ur.01022362302.77,2025.0
4894,5,ur.01023564410.54,2016.0
4895,0,ur.01340767006.12,
4896,0,ur.01025273646.80,
4897,10,ur.0765320221.78,2023.0
4898,3,ur.010453127437.04,2002.0
4899,1,ur.01355177015.23,2023.0
4900,0,ur.0757353774.68,
4901,15,ur.01347730371.16,2023.0
4902,0,ur.013440233362.19,
4903,0,ur.01031533121.67,
4904,0,ur.01045441067.97,
4905,20,ur.07573167157.40,2023.0
4906,64,ur.07602700032.49,2024.0
4907,9,ur.01033504345.06,2017.0
4908,0,ur.01030542013.51,
4909,0,ur.07571346235.22,
4910,0,ur.01356646125.05,
4911,0,ur.01356757155.14,
4912,0,ur.0760553117.12,
4913,0,ur.01026555647.20,
4914,0,ur.01022022406.32,
4915,0,ur.01022674405.23,
4916,0,ur.01025336254.49,
4917,0,ur.01000170500.65,
4918,0,ur.013521027574.25,
4919,0,ur.010427054674.57,
4920,0,ur.010172063274.53,
4921,0,ur.010473660004.33,
4922,0,ur.013576313644.59,
4923,0,ur.07557507004.53,
4924,2,ur.01354703763.10,2019.0
4925,0,ur.01356624531.80,
4926,3,ur.013417263037.34,2015.0
4927,0,ur.010470176057.91,
4928,0,ur.013564642023.75,
4929,0,ur.0760711501.54,
4930,0,ur.01354450257.89,
4931,1,ur.010174527260.80,2019.0
4932,0,ur.01027627427.14,
4933,1,ur.0762506764.08,2019.0
4934,0,ur.0760731605.99,
4935,0,ur.013566637247.07,
4936,0,ur.010211640212.68,
4937,0,ur.01357352412.88,
4938,0,ur.01030405766.33,
4939,0,ur.01347521406.03,
4940,0,ur.01033503521.61,
4941,0,ur.07630722417.40,
4942,1,ur.010247251467.20,2021.0
4943,2,ur.010237260372.91,2020.0
4944,0,ur.01360666214.93,
4945,0,ur.01042052637.80,
4946,0,ur.01364660435.29,
4947,0,ur.01364477361.11,
4948,1,ur.01017204431.10,2008.0
4949,0,ur.01030443523.57,
4950,0,ur.01030451617.07,
4951,0,ur.0760652166.60,
4952,0,ur.01364602236.15,
4953,0,ur.0756267672.95,
4954,0,ur.01000634420.06,
4955,0,ur.01361156634.07,
4956,0,ur.0746175655.34,
4957,2,ur.01023653354.04,2020.0
4958,0,ur.0755302636.19,
4959,15,ur.01015075706.23,2022.0
4960,1,ur.01045505166.80,1997.0
4961,2,ur.010317565147.14,2015.0
4962,3,ur.01016721737.77,2023.0
4963,0,ur.07551500277.15,
4964,0,ur.013425705105.17,
4965,2,ur.01032514313.08,2018.0
4966,4,ur.010310276761.71,2018.0
4967,0,ur.010444147611.55,
4968,1,ur.01354721144.29,2013.0
4969,2,ur.01023715476.40,2021.0
4970,0,ur.07553274331.89,
4971,0,ur.01030063156.40,
4972,0,ur.01047115650.26,
4973,23,ur.01364774350.53,2017.0
4974,0,ur.0761344604.66,
4975,0,ur.0746430714.26,
4976,2,ur.01350775415.50,2018.0
4977,17,ur.01353433201.63,2023.0
4978,4,ur.013572701325.94,2022.0
4979,3,ur.01365472511.30,2016.0
4980,2,ur.0760355633.84,2023.0
4981,4,ur.01356532450.48,2022.0
4982,0,ur.0744515657.65,
4983,1,ur.01343154553.61,
4984,0,ur.0764632407.78,
4985,30,ur.01363715242.65,2024.0
4986,17,ur.01026521124.04,2020.0
4987,20,ur.01032106636.44,2024.0
4988,3,ur.01351124774.04,2012.0
4989,5,ur.01042615746.44,2018.0
4990,10,ur.0747776044.49,2023.0
4991,3,ur.0777716355.29,2013.0
4992,6,ur.01026162025.21,2022.0
4993,5,ur.010277125705.37,2021.0
4994,16,ur.07502733057.17,2023.0
4995,1,ur.01042142266.65,2010.0
4996,0,ur.01000437634.10,
4997,4,ur.0764131534.48,2017.0
4998,27,ur.01357125251.51,2024.0
4999,8,ur.0777545072.91,2019.0
5000,4,ur.01342532724.55,2022.0
5001,10,ur.0762766773.09,2021.0
5002,0,ur.01342233540.95,
5003,87,ur.01353472360.41,2022.0
5004,0,ur.01365151614.23,
5005,6,ur.0745662354.26,2023.0
5006,1,ur.01043240671.18,2021.0
5007,0,ur.013602676557.33,
5008,0,ur.010167725647.94,
5009,0,ur.0766030743.78,
5010,0,ur.0757407231.25,
5011,0,ur.07444003456.94,
5012,0,ur.013577641521.11,
5013,0,ur.0763714477.13,
5014,2,ur.01043045063.88,2022.0
5015,0,ur.0763641767.07,
5016,1,ur.01354600261.59,2016.0
5017,4,ur.01361473052.23,2017.0
5018,0,ur.0764305203.65,
5019,0,ur.01356232414.96,
5020,0,ur.0761147012.20,
5021,3,ur.01025372531.32,2012.0
5022,0,ur.01353160740.54,
5023,0,ur.01015050362.30,
5024,0,ur.0761727056.08,
5025,2,ur.01020021427.17,2018.0
5026,0,ur.01342254632.76,
5027,0,ur.01357114134.34,
5028,1,ur.013502425777.58,2016.0
5029,0,ur.01351636264.82,
5030,0,ur.01342411551.99,
5031,0,ur.010253650032.17,
5032,3,ur.01030000267.17,2016.0
5033,12,ur.013611750377.27,2018.0
5034,0,ur.01356457735.33,
5035,0,ur.0760045675.61,
