,id,last_grant_year,total_grants
4801,ur.0716334632.28,2022.0,1.0
4802,ur.01113455370.12,,
4803,ur.0722736217.42,,
4804,ur.01117263347.40,,
4805,ur.0713454141.59,,
4806,ur.014501332721.39,,
4807,ur.01313573033.45,,
4808,ur.01122443760.13,,
4809,ur.01320477032.55,,
4810,ur.0714005542.35,2003.0,1.0
4811,ur.0704343766.01,,
4812,ur.01111603670.20,,
4813,ur.01103734222.35,2013.0,1.0
4814,ur.0705517122.44,,
4815,ur.01315550126.60,,
4816,ur.0706556020.34,,
4817,ur.01342233540.95,,
4818,ur.0713145365.99,2022.0,1.0
4819,ur.01113243415.98,,
4820,ur.0705274245.41,,
4821,ur.0705555227.02,,
4822,ur.01112215735.29,,
4823,ur.01103532043.24,,
4824,ur.0723564063.60,,
4825,ur.01102600173.33,,
4826,ur.0712761123.80,,
4827,ur.014626005525.71,,
4828,ur.014734226335.38,,
4829,ur.0722564721.82,,
4830,ur.01023130623.55,,
4831,ur.014711102245.73,,
4832,ur.014746574501.53,,
4833,ur.01311753732.26,2023.0,21.0
4834,ur.01111555224.02,,
4835,ur.01022022406.32,,
4836,ur.014551340755.79,,
4837,ur.011216437247.25,,
4838,ur.013102111647.53,,
4839,ur.01022674405.23,,
4840,ur.01361626031.46,,
4841,ur.014747571635.10,,
4842,ur.01305376073.06,,
4843,ur.01314317327.27,,
4844,ur.01101036555.42,,
4845,ur.01100745713.47,,1.0
4846,ur.01314404546.15,2014.0,3.0
4847,ur.01101677524.52,2005.0,1.0
4848,ur.01307230613.73,2022.0,10.0
4849,ur.01110126303.14,,
4850,ur.01104000003.11,2020.0,2.0
4851,ur.014570252611.24,,
4852,ur.014435572617.39,2021.0,3.0
4853,ur.011076130257.92,2017.0,1.0
4854,ur.014636242260.85,2023.0,9.0
4855,ur.014505217643.47,,
4856,ur.014451262672.36,2025.0,9.0
4857,ur.014552726274.54,,
4858,ur.014500751774.47,,
4859,ur.013106010774.26,,
4860,ur.0704660362.51,2021.0,3.0
4861,ur.0713466430.47,2017.0,42.0
4862,ur.01105171247.76,2018.0,1.0
4863,ur.0723035145.31,2011.0,1.0
4864,ur.01024467052.58,2023.0,9.0
4865,ur.01342532724.55,2022.0,2.0
4866,ur.01310357672.42,,
4867,ur.0720260271.74,,
4868,ur.01103502031.20,2021.0,8.0
4869,ur.0710337377.75,2005.0,1.0
4870,ur.01110374663.54,,
4871,ur.0723526173.64,,
4872,ur.0720022504.02,2023.0,7.0
4873,ur.01304253406.10,,
4874,ur.0714162736.25,2007.0,1.0
4875,ur.01111353176.72,,
4876,ur.01112743532.63,2020.0,2.0
4877,ur.01306073142.27,2020.0,6.0
4878,ur.01120520114.09,,
4879,ur.01113503552.43,2020.0,13.0
4880,ur.0704555535.24,,
4881,ur.01122555253.14,,
4882,ur.01311563255.02,,
4883,ur.011076371162.80,2023.0,30.0
4884,ur.01305333250.33,2019.0,2.0
4885,ur.0712202502.95,2023.0,5.0
4886,ur.0720615314.99,2023.0,8.0
4887,ur.011125251607.50,,2.0
4888,ur.010247251467.20,2021.0,1.0
4889,ur.013060300250.15,,
4890,ur.01112122137.56,2013.0,3.0
4891,ur.01311124344.08,,
4892,ur.013624255265.83,2012.0,7.0
4893,ur.01100421174.06,2019.0,5.0
4894,ur.01111231777.65,2023.0,16.0
4895,ur.01077546014.89,2021.0,1.0
4896,ur.01121172646.82,2015.0,1.0
4897,ur.011072777257.12,2018.0,2.0
4898,ur.014641373637.45,2021.0,18.0
4899,ur.01305004322.38,2022.0,8.0
4900,ur.01310763002.87,2023.0,3.0
4901,ur.011100167017.81,2020.0,13.0
4902,ur.014645240657.77,2014.0,1.0
4903,ur.0712205625.17,,
4904,ur.014461632207.70,2021.0,3.0
4905,ur.013123430607.18,2018.0,5.0
4906,ur.011043216637.39,,
4907,ur.011100633777.07,,
4908,ur.014344342657.91,,
4909,ur.013046423657.06,,
4910,ur.01342263262.04,,
4911,ur.013077543421.69,,
4912,ur.01313052256.88,2021.0,1.0
4913,ur.0713636270.49,,
4914,ur.01342205752.62,2024.0,23.0
4915,ur.01111126462.18,,
4916,ur.01306157045.01,,
4917,ur.01100000113.16,2019.0,5.0
4918,ur.014543263773.70,,
4919,ur.01112056565.69,,
4920,ur.0712127205.54,,
4921,ur.01306564721.70,2016.0,1.0
4922,ur.07620466745.36,,
4923,ur.014364124513.40,,
4924,ur.014350637127.93,,
4925,ur.0711274031.24,,
4926,ur.014375751721.00,,
4927,ur.01120403414.36,,
4928,ur.01102673006.81,,
4929,ur.01312612322.86,2019.0,5.0
4930,ur.0710043326.03,,
4931,ur.013143047737.21,2022.0,12.0
4932,ur.0717475640.15,,
4933,ur.013140502017.19,,
4934,ur.01117115435.96,,
4935,ur.014500376464.78,,
4936,ur.014453241250.22,,
4937,ur.014437260640.28,,
4938,ur.014505374040.98,,
4939,ur.014625463540.75,,
4940,ur.011051703340.35,,
4941,ur.014432636574.42,,
4942,ur.014615400625.01,2023.0,11.0
4943,ur.011221306256.75,,
4944,ur.014452652525.18,,
4945,ur.011217057135.49,,
4946,ur.0762520453.49,,
4947,ur.01076254527.09,,
4948,ur.0714746277.26,2023.0,2.0
4949,ur.01103766407.92,,
4950,ur.01105326270.13,,
4951,ur.01100673260.01,2016.0,2.0
4952,ur.01105216736.99,,
4953,ur.01100253667.46,,
4954,ur.01076377511.57,2018.0,2.0
4955,ur.0710137575.66,,
4956,ur.01311573733.72,,
4957,ur.01104634220.10,,
4958,ur.01102671465.67,2021.0,11.0
4959,ur.0711471012.17,,
4960,ur.0714633341.44,,
4961,ur.01311267006.27,,
4962,ur.01117710630.56,,
4963,ur.01075440114.42,,
4964,ur.01112430764.39,,
4965,ur.01313625457.77,2019.0,1.0
4966,ur.01314517307.74,2016.0,2.0
4967,ur.01024575002.28,2018.0,9.0
4968,ur.01101216323.06,,
4969,ur.01103462233.30,,
4970,ur.0711744437.69,,
4971,ur.01102242521.30,2019.0,6.0
4972,ur.0721156515.39,2017.0,2.0
4973,ur.01306517553.34,2022.0,6.0
4974,ur.01121342167.12,2019.0,21.0
4975,ur.01103352213.60,2023.0,4.0
4976,ur.01075431047.04,,
4977,ur.01112670022.48,,
4978,ur.01110310304.51,,
4979,ur.01112174741.53,,
4980,ur.01314625751.23,,
4981,ur.01113176565.09,,
4982,ur.0717743733.26,2018.0,12.0
4983,ur.013057211741.01,,
4984,ur.01101666715.53,,
4985,ur.013116106347.20,,
4986,ur.013116254476.64,2023.0,2.0
4987,ur.01316151277.52,2021.0,2.0
4988,ur.0714313413.19,2009.0,3.0
4989,ur.0723114325.33,2019.0,12.0
4990,ur.014427251417.13,2014.0,9.0
4991,ur.01120734350.41,2018.0,12.0
4992,ur.01021704452.58,2020.0,2.0
4993,ur.0704436426.82,2020.0,1.0
4994,ur.0704503310.11,2019.0,18.0
4995,ur.014622124117.17,,
4996,ur.0714217557.62,2018.0,2.0
4997,ur.01102742762.02,,
4998,ur.01304276254.67,,
4999,ur.014743012100.28,2024.0,13.0
5000,ur.01114540451.35,,
5001,ur.01305713156.18,,1.0
5002,ur.01110772341.58,2019.0,4.0
5003,ur.0762174003.83,2010.0,4.0
5004,ur.0716410453.42,,
5005,ur.01314323041.47,,
5006,ur.01076660616.50,,
5007,ur.01114637056.52,,
5008,ur.011154121505.06,,
5009,ur.014426275555.40,,
5010,ur.014560325653.59,,
5011,ur.014374416057.64,,
5012,ur.01310026103.29,,
5013,ur.014464017205.06,,
5014,ur.01110577373.52,2016.0,8.0
5015,ur.01022461243.25,,
5016,ur.0707614563.93,2005.0,1.0
5017,ur.0713344652.04,2019.0,33.0
5018,ur.014412221657.71,2024.0,11.0
5019,ur.011042740767.44,2001.0,2.0
5020,ur.01121653260.31,2021.0,17.0
5021,ur.01024646170.85,2021.0,21.0
5022,ur.01024506242.99,2019.0,1.0
5023,ur.0706500722.43,,
5024,ur.01306343200.21,2022.0,2.0
5025,ur.013144503320.17,,
5026,ur.013143535373.46,,
5027,ur.014465470020.85,,
5028,ur.014631160175.76,,
5029,ur.01076313145.88,2022.0,4.0
5030,ur.01120052374.02,,
5031,ur.01104714720.50,,
5032,ur.0704772066.83,2017.0,1.0
5033,ur.0717001252.52,,
5034,ur.01116062460.36,,
5035,ur.01100565407.94,2016.0,5.0
5036,ur.01111702236.74,,
5037,ur.01115155064.31,,
5038,ur.011157517532.11,,
5039,ur.01314007264.71,,
5040,ur.01024653300.84,2022.0,9.0
5041,ur.0714217763.14,2014.0,8.0
5042,ur.01077071703.34,2023.0,9.0
5043,ur.01110410573.36,2017.0,6.0
5044,ur.01316114667.01,2017.0,5.0
5045,ur.011110773103.43,,
5046,ur.013076647073.24,,
5047,ur.014437360212.82,,
5048,ur.014504261544.35,,
5049,ur.011077174404.96,,
5050,ur.011112537704.47,,
5051,ur.011003132022.08,,
5052,ur.014566403134.98,,
5053,ur.014375006540.34,,
5054,ur.011003570140.58,,
5055,ur.011214257574.41,,
5056,ur.0705744303.67,,
5057,ur.01313724475.14,,
5058,ur.01076670104.80,,
5059,ur.01077014106.99,,
5060,ur.01111740706.43,,
5061,ur.01022470357.73,,
5062,ur.01103563257.98,,3.0
5063,ur.01342411551.99,,
5064,ur.01075541555.36,2021.0,3.0
5065,ur.01076044663.20,2021.0,5.0
5066,ur.0762132444.91,,
5067,ur.0707460176.53,2015.0,1.0
5068,ur.01106444027.55,2014.0,3.0
5069,ur.0704164612.56,,
5070,ur.01107340516.68,,
5071,ur.01122101236.13,,
5072,ur.01104543717.17,2021.0,2.0
5073,ur.0703626045.26,,
5074,ur.01103126067.66,2017.0,2.0
5075,ur.01307635351.03,,
5076,ur.01101304325.28,,
5077,ur.0713074677.52,,
5078,ur.01314201467.23,,
5079,ur.0703510301.30,,
5080,ur.0706604215.29,,
5081,ur.0704624723.55,2018.0,1.0
5082,ur.0721677441.98,,
5083,ur.01117025247.96,,
5084,ur.0707307031.57,,
5085,ur.011101107677.54,2022.0,3.0
5086,ur.01342254632.76,,
5087,ur.01023301152.09,,
5088,ur.01120560217.98,2024.0,13.0
5089,ur.01106624551.50,2015.0,1.0
5090,ur.01076041207.19,,
5091,ur.01070020015.09,,1.0
5092,ur.01075373624.69,,
5093,ur.01107557716.26,,
5094,ur.0716577624.89,,
5095,ur.0704466334.91,,
5096,ur.01304174421.99,2020.0,9.0
5097,ur.01076766505.13,2019.0,1.0
5098,ur.0705001625.31,2021.0,3.0
5099,ur.013157712337.84,2021.0,20.0
5100,ur.014577044753.02,,
5101,ur.01102107326.83,,
5102,ur.01121532567.09,2015.0,1.0
5103,ur.01022613307.72,,
5104,ur.0711214524.78,,
5105,ur.01110311240.36,,
5106,ur.011213112067.15,2014.0,1.0
5107,ur.0712013744.56,2016.0,1.0
5108,ur.01112744260.13,,
5109,ur.01110152036.84,,
5110,ur.01114723647.42,,
5111,ur.011173622161.39,,
5112,ur.010225551441.88,,
5113,ur.014562564347.03,,
5114,ur.013060124314.30,,
5115,ur.013052322316.04,,
5116,ur.011160144634.61,,
5117,ur.07621316574.62,,
5118,ur.014364523374.73,,
5119,ur.011103672274.87,,
5120,ur.01100556767.38,,
5121,ur.013620523207.70,,
5122,ur.011207331473.34,,
5123,ur.011171002122.79,,
5124,ur.011026337272.50,2010.0,1.0
5125,ur.014503756304.63,,
5126,ur.013157765274.75,,
5127,ur.0717734163.20,,
5128,ur.011164307235.45,,
5129,ur.0706143575.32,,
5130,ur.01315623607.06,,
5131,ur.01122202007.25,,
5132,ur.0711647574.74,,
5133,ur.01107161131.95,2018.0,21.0
5134,ur.01101476162.97,,
5135,ur.01305601741.16,,
5136,ur.01022362302.77,2025.0,15.0
5137,ur.01112407650.11,,
5138,ur.0762651423.89,,
5139,ur.014733655452.76,,
5140,ur.011022275120.07,,
5141,ur.014537444320.52,,
5142,ur.014640417467.06,,
5143,ur.013136004117.38,,
5144,ur.0712074012.22,,
5145,ur.0713725724.47,,
5146,ur.01105047074.25,,
5147,ur.013044541302.90,,
5148,ur.0717041006.20,2011.0,1.0
5149,ur.01106342376.35,,
5150,ur.01341220654.22,,
5151,ur.01342145361.24,2003.0,1.0
5152,ur.01112327621.96,2023.0,14.0
5153,ur.01022735361.32,,1.0
5154,ur.01342306412.25,,
5155,ur.01306735136.89,2015.0,1.0
5156,ur.01304550500.48,2015.0,1.0
5157,ur.01076500142.30,2019.0,1.0
5158,ur.01022255644.17,2021.0,11.0
5159,ur.01024353410.27,,
5160,ur.01362072542.67,2016.0,3.0
5161,ur.010230701157.30,,
5162,ur.011172505277.69,2019.0,1.0
5163,ur.0717173555.68,,
5164,ur.01105002423.24,,
5165,ur.01100200445.54,2014.0,3.0
5166,ur.01112016704.95,,
5167,ur.0720112620.43,2022.0,9.0
5168,ur.01077662140.96,,
5169,ur.0723723076.31,2007.0,1.0
5170,ur.01022777420.63,2006.0,1.0
5171,ur.0711321332.40,,
5172,ur.01112773771.58,,
5173,ur.0714610213.43,,
5174,ur.0723160607.62,,
5175,ur.01117455274.97,2019.0,1.0
5176,ur.01315020244.79,2013.0,1.0
5177,ur.01103352276.46,,
5178,ur.01077073771.28,,
5179,ur.01106236477.82,,
5180,ur.0721426211.81,,
5181,ur.0720640043.71,2021.0,5.0
5182,ur.01107771513.33,,
5183,ur.01121220267.18,2025.0,14.0
5184,ur.0762443264.44,,
5185,ur.01077145146.19,,
5186,ur.01076470631.32,2022.0,1.0
5187,ur.014352111422.37,2018.0,7.0
5188,ur.0705275515.35,,
5189,ur.01110567332.18,,
5190,ur.011216171403.61,,
5191,ur.01075541006.42,2019.0,4.0
5192,ur.013111646177.43,2021.0,8.0
5193,ur.01023112716.27,,
5194,ur.01310221506.79,,
5195,ur.0712432254.85,2021.0,18.0
5196,ur.0706012747.14,,
5197,ur.01313560653.12,2021.0,19.0
5198,ur.0712434301.07,2025.0,13.0
5199,ur.0715064124.15,2022.0,20.0
5200,ur.01317413356.26,,
5201,ur.0601714344.13,2020.0,1.0
5202,ur.01125351775.47,,
5203,ur.01071365761.57,,
5204,ur.0601545713.42,,
5205,ur.0601674532.75,2024.0,7.0
5206,ur.0602446456.93,,
5207,ur.01363263366.49,2014.0,4.0
5208,ur.01302562670.97,2023.0,18.0
5209,ur.01074612250.51,,
5210,ur.01353371104.33,,
5211,ur.01354416040.10,2023.0,19.0
5212,ur.01074122717.52,,
5213,ur.01362364633.63,,
5214,ur.01123025335.63,,
5215,ur.01361675431.39,,
5216,ur.0602744563.83,,
5217,ur.016700227125.16,,
5218,ur.016602712035.28,,
5219,ur.014556454405.39,2020.0,3.0
5220,ur.0726714004.18,,
5221,ur.01361370316.79,2015.0,9.0
5222,ur.01363065261.67,,
5223,ur.014552015121.50,,
5224,ur.013630015271.96,,
5225,ur.016652736667.34,,
5226,ur.013615001027.88,,
5227,ur.014574352677.16,2003.0,2.0
5228,ur.013543262677.26,2021.0,4.0
5229,ur.015240220737.44,2020.0,14.0
5230,ur.015304554233.53,,
5231,ur.01113607655.40,,
5232,ur.011240042323.21,,
5233,ur.01073635631.37,,
5234,ur.015122110721.98,,
5235,ur.01361466227.08,,
5236,ur.01317533147.91,,
5237,ur.01124462177.83,,
5238,ur.01302305232.60,2022.0,9.0
5239,ur.0702172344.10,2019.0,1.0
5240,ur.0726454205.02,2019.0,2.0
5241,ur.0726334003.14,,
5242,ur.01353401253.19,,
5243,ur.010707222021.42,,
5244,ur.016712240022.22,2021.0,7.0
5245,ur.014557640772.31,2017.0,8.0
5246,ur.013616617732.76,,
5247,ur.01361656437.09,,
5248,ur.015316134360.15,2019.0,1.0
5249,ur.011235420437.05,,
5250,ur.014254037517.83,1999.0,4.0
5251,ur.015067325417.11,,
5252,ur.015034522011.34,,
5253,ur.014573033055.12,,
5254,ur.016704275112.51,,
5255,ur.010735434242.45,2021.0,7.0
5256,ur.015110001510.36,,
5257,ur.014471020122.25,2013.0,1.0
5258,ur.013616230224.11,,
5259,ur.015061336320.63,,
5260,ur.014571313432.54,,
5261,ur.014563100376.71,,
5262,ur.013173643220.98,,
5263,ur.016705064717.08,,
5264,ur.01361404112.36,,
5265,ur.01074475170.66,2013.0,2.0
5266,ur.014552653337.45,2019.0,2.0
5267,ur.014306646240.53,2021.0,1.0
5268,ur.013535111672.11,,
5269,ur.0601722411.40,,
5270,ur.01362300356.22,,
5271,ur.01361376313.97,,
5272,ur.013616077772.54,2020.0,10.0
5273,ur.0602731123.75,2022.0,6.0
5274,ur.01075303611.18,,
5275,ur.0726645407.29,,
5276,ur.01353445704.17,,
5277,ur.0602643340.16,2021.0,12.0
5278,ur.01072105370.02,2024.0,43.0
5279,ur.01073126776.18,,
5280,ur.01353472360.41,2018.0,83.0
5281,ur.01071531013.57,,
5282,ur.0602023055.02,,
5283,ur.01124267425.03,2015.0,3.0
5284,ur.01317142435.65,2017.0,1.0
5285,ur.01074246365.22,2019.0,6.0
5286,ur.013614542513.10,,
5287,ur.016575312347.07,2023.0,12.0
5288,ur.0715774313.63,,
5289,ur.016562562275.65,,
5290,ur.014557706062.69,1989.0,1.0
5291,ur.016530504722.42,2022.0,13.0
5292,ur.01075423610.54,,
5293,ur.01362623255.10,,
5294,ur.015053142714.30,,
5295,ur.015051456740.33,,
5296,ur.016567243077.67,2015.0,1.0
5297,ur.0602422363.19,2019.0,2.0
5298,ur.01073047135.76,2020.0,8.0
5299,ur.016644441107.89,2008.0,10.0
5300,ur.015061176275.37,,
5301,ur.0725571010.56,,
5302,ur.0730315404.86,,
5303,ur.010744522177.42,,
5304,ur.015067032207.51,,
5305,ur.01361660374.94,,
5306,ur.01317602776.27,,
5307,ur.01070401766.07,,
5308,ur.01362713175.84,,
5309,ur.01070147645.18,,
5310,ur.015032616177.31,,
5311,ur.014225744323.84,,
5312,ur.013541124553.39,,
5313,ur.015306161105.32,,
5314,ur.014602256755.22,,
5315,ur.014601624437.39,,
5316,ur.016530422613.87,,
5317,ur.015054306353.40,,
5318,ur.016564656753.97,,
5319,ur.016532700333.17,,
5320,ur.0601774560.84,,
5321,ur.015112314635.75,,
5322,ur.016660761615.28,,
5323,ur.010716100431.77,,
5324,ur.016540436131.02,,
5325,ur.014607637121.45,,
5326,ur.01124424527.31,,
5327,ur.014556165557.42,2022.0,8.0
5328,ur.01362043676.29,,
5329,ur.01124317253.95,,
5330,ur.014576241045.08,,
5331,ur.015026264264.33,,
5332,ur.015046510322.20,2017.0,1.0
5333,ur.016660017002.42,2024.0,23.0
5334,ur.015041354042.96,2015.0,5.0
5335,ur.014307566134.82,2023.0,5.0
5336,ur.013623242142.34,2023.0,2.0
5337,ur.016646317046.50,,
5338,ur.016533130436.18,,
5339,ur.016645262512.23,,
5340,ur.0601761757.43,,
5341,ur.014556613645.40,,
5342,ur.016651712325.06,,
5343,ur.01354177653.15,,
5344,ur.01354410532.18,,
5345,ur.01354262033.98,2016.0,2.0
5346,ur.0727040307.01,2019.0,11.0
5347,ur.01125470613.65,,
5348,ur.01317426222.01,,
5349,ur.0725216116.43,2022.0,3.0
5350,ur.0700340034.34,,
5351,ur.01362416105.45,,
5352,ur.01363230256.09,,
5353,ur.01106211122.17,,
5354,ur.0601530734.82,,
5355,ur.01125235336.16,2019.0,4.0
5356,ur.01362004575.22,,
5357,ur.01317104717.17,,
5358,ur.0700341467.53,2021.0,13.0
5359,ur.01361636503.94,2017.0,2.0
5360,ur.01353534700.70,,1.0
5361,ur.0724245644.55,,
5362,ur.0702036673.47,,
5363,ur.0716041441.26,,
5364,ur.0727626545.37,2019.0,4.0
5365,ur.0724477527.87,2022.0,2.0
5366,ur.0602736673.12,,
5367,ur.01075102346.16,,
5368,ur.0725410167.16,,
5369,ur.01312203656.05,2009.0,1.0
5370,ur.01074310056.31,2018.0,3.0
5371,ur.0700210441.17,,
5372,ur.01317155562.29,2021.0,10.0
5373,ur.01361463666.64,,
5374,ur.01106450301.38,2021.0,1.0
5375,ur.01071770561.15,,
5376,ur.01353220711.48,,
5377,ur.01124502132.49,,
5378,ur.016670015471.30,,
5379,ur.0602542555.92,,
5380,ur.01362567647.62,,
5381,ur.013624316474.21,,
5382,ur.01100715672.71,,
5383,ur.01354346024.40,,
5384,ur.013202115535.03,,
5385,ur.01311772701.06,2021.0,3.0
5386,ur.01074705012.55,2021.0,123.0
5387,ur.016607266622.71,,
5388,ur.01353523356.79,2020.0,5.0
5389,ur.01070204451.30,,
5390,ur.01354007167.23,,1.0
5391,ur.0701551045.24,2023.0,7.0
5392,ur.011054712507.07,2022.0,23.0
5393,ur.013625416717.45,,
5394,ur.01361352403.59,,
5395,ur.014600362555.98,,
5396,ur.014575474155.93,,
5397,ur.01073776706.75,,
5398,ur.0601667621.09,,
5399,ur.01354354447.29,,
5400,ur.014603055773.16,,
5401,ur.016614447067.05,,
5402,ur.014573567167.09,,
5403,ur.01362410163.74,,
5404,ur.01125332271.38,2022.0,2.0
5405,ur.01361647563.78,,
5406,ur.015025756341.80,,
5407,ur.015026424627.07,,
5408,ur.014576772207.02,,
5409,ur.015073712675.36,,
5410,ur.014576442127.82,,
5411,ur.014765477147.08,,
5412,ur.014264030557.03,,
5413,ur.014600353237.93,,
5414,ur.013632325533.41,,
5415,ur.016662400277.67,,
5416,ur.014544661017.21,2009.0,1.0
5417,ur.015033512617.09,,
5418,ur.01302644523.54,,
5419,ur.01070613520.52,,
5420,ur.010732324127.55,,
5421,ur.014474741307.01,,
5422,ur.014770173647.24,2019.0,4.0
5423,ur.015317453537.75,2023.0,20.0
5424,ur.015277676607.09,,
5425,ur.01105407254.85,,
5426,ur.01074502310.16,,
5427,ur.016550313365.15,,
5428,ur.014553732007.43,2018.0,4.0
5429,ur.01105552505.39,,
5430,ur.0716134550.32,2006.0,5.0
5431,ur.0725244632.23,2017.0,1.0
5432,ur.0711002122.44,,
5433,ur.01075265536.91,,
5434,ur.01126176644.88,,
5435,ur.01071761131.43,,
5436,ur.014336424125.57,,
5437,ur.01354045521.83,,
5438,ur.01125660254.82,2015.0,1.0
5439,ur.01074752006.25,2016.0,1.0
5440,ur.01320172170.08,,
5441,ur.01361531025.63,,
5442,ur.013543267224.82,2020.0,5.0
5443,ur.016542514371.41,,
5444,ur.014575056535.43,,
5445,ur.015245364701.02,,
5446,ur.015035124541.97,,
5447,ur.016542700247.80,2021.0,4.0
5448,ur.01125625450.41,2015.0,2.0
5449,ur.01125257474.07,2018.0,6.0
5450,ur.016567273044.05,2015.0,1.0
5451,ur.015273476077.56,,
5452,ur.016573073152.64,2023.0,2.0
5453,ur.016707660532.50,,
5454,ur.016572255110.62,,
5455,ur.016671362564.56,,
5456,ur.015315165124.42,,
5457,ur.013633151024.09,2019.0,16.0
5458,ur.013027621702.19,,
5459,ur.014606417270.34,,
5460,ur.014551525240.54,,
5461,ur.013034560020.81,,
5462,ur.015321041020.39,,
5463,ur.013540771707.20,,
5464,ur.015055076624.41,,
5465,ur.014327046214.72,,
5466,ur.013166213472.13,,
5467,ur.016654351110.96,,
5468,ur.015045655374.70,,
5469,ur.014316410174.44,,
5470,ur.014777542174.59,,
5471,ur.01073003161.54,2016.0,1.0
5472,ur.01362763062.84,,
5473,ur.0602352540.32,,
5474,ur.01072735240.57,2025.0,6.0
5475,ur.01105677044.10,,
5476,ur.0724322277.44,,
5477,ur.0602601023.14,,
5478,ur.01070203170.76,2013.0,1.0
5479,ur.01126112151.36,,
5480,ur.01317070556.87,2021.0,6.0
5481,ur.01317040720.18,,1.0
5482,ur.01362761066.34,,
5483,ur.0601355073.17,,
5484,ur.01361515031.50,2013.0,4.0
5485,ur.0602461633.61,,
5486,ur.01125463161.68,,
5487,ur.0601745053.57,2023.0,2.0
5488,ur.0730035007.32,,
5489,ur.016666224052.07,2018.0,3.0
5490,ur.01074300121.64,,
5491,ur.01354414725.53,,
5492,ur.01105464011.51,,
5493,ur.014766035523.05,,
5494,ur.015302664524.63,2017.0,5.0
5495,ur.01306776126.44,2009.0,1.0
5496,ur.01302173104.51,,
5497,ur.01075047344.81,2015.0,1.0
5498,ur.01072530632.71,2012.0,1.0
5499,ur.01125176354.64,2019.0,2.0
5500,ur.01320300334.40,,
5501,ur.010720771777.48,2023.0,7.0
5502,ur.01105505711.31,,
5503,ur.01072203002.81,,
5504,ur.01070412514.02,2018.0,6.0
5505,ur.0710624727.27,,
5506,ur.014764732437.38,2018.0,2.0
5507,ur.014260253117.43,2023.0,9.0
5508,ur.01320447262.91,,
5509,ur.0727514765.95,,
5510,ur.01363155335.16,,
5511,ur.01320434727.06,,
5512,ur.01363047550.16,,
5513,ur.01070621422.50,,
5514,ur.0602463644.22,,1.0
5515,ur.010702545755.86,,
5516,ur.01353163024.13,,
5517,ur.01075155561.61,,
5518,ur.016550750325.43,,
5519,ur.014761324375.36,,
5520,ur.016575374671.36,,
5521,ur.015275226025.17,,
5522,ur.0701147373.33,2020.0,4.0
5523,ur.016570006457.82,,
5524,ur.015051420117.50,2007.0,3.0
5525,ur.010715467374.45,,
5526,ur.014544456425.13,,
5527,ur.016606401113.37,,
5528,ur.014277507677.07,,
5529,ur.015243701437.03,,
5530,ur.013023675033.44,,
5531,ur.014612012167.29,,
5532,ur.015243150630.69,,
5533,ur.015062001640.49,,
5534,ur.013037675574.96,,
5535,ur.013026635725.90,,
5536,ur.0601726101.89,2020.0,6.0
5537,ur.0602741477.42,,
5538,ur.01303746353.89,,
5539,ur.0724443352.04,,
5540,ur.01303457124.28,,
5541,ur.01302632324.67,2023.0,9.0
5542,ur.01361516710.82,2013.0,1.0
5543,ur.0701351163.02,2019.0,3.0
5544,ur.0724407273.39,,
5545,ur.015046100414.17,2023.0,4.0
5546,ur.015050220024.04,2020.0,6.0
5547,ur.016533163052.29,2023.0,30.0
5548,ur.016661511737.23,,
5549,ur.01361341062.20,2018.0,1.0
5550,ur.0602714440.73,2022.0,8.0
5551,ur.014551357042.56,,
5552,ur.013632733053.25,,
5553,ur.015240467412.38,,
5554,ur.01071375146.18,2019.0,5.0
5555,ur.01126122440.26,,
5556,ur.0727730534.39,,
5557,ur.01362342261.04,,
5558,ur.01354322515.51,,
5559,ur.01124011422.15,2010.0,2.0
5560,ur.01354146132.94,,
5561,ur.01000071554.73,2022.0,2.0
5562,ur.01072155617.37,,
5563,ur.01362476502.51,,
5564,ur.0727361072.33,,
5565,ur.016561510057.63,,
5566,ur.01123520621.15,2017.0,2.0
5567,ur.01362321667.24,,
5568,ur.01124164653.75,,
5569,ur.0702070431.09,,
5570,ur.01072333377.90,,
5571,ur.0700272035.40,,
5572,ur.01316607307.25,2017.0,1.0
5573,ur.01363056660.81,,
5574,ur.01301711561.78,,
5575,ur.0601347253.62,,
5576,ur.01307104624.36,,
5577,ur.01125652341.21,,
5578,ur.01106472653.68,,
5579,ur.01071533647.14,,
5580,ur.0711104047.01,,
5581,ur.0602403514.63,,
5582,ur.014335002177.17,2021.0,10.0
5583,ur.015243357617.35,2011.0,4.0
5584,ur.014613512207.60,,
5585,ur.01303061642.91,2020.0,10.0
5586,ur.0710740265.82,,
5587,ur.014606253407.10,,
5588,ur.01124406447.05,,
5589,ur.01362446505.23,2015.0,1.0
5590,ur.01072152660.47,2020.0,23.0
5591,ur.01316704737.12,,
5592,ur.0730065143.43,2023.0,16.0
5593,ur.016663733117.00,,
5594,ur.01316356315.68,2022.0,21.0
5595,ur.0730446413.79,2022.0,25.0
5596,ur.01317171150.53,2014.0,4.0
5597,ur.016600106301.91,,
5598,ur.0601570670.49,,
5599,ur.01125345475.84,2017.0,2.0
5600,ur.01354642310.31,,
5601,ur.01355574646.51,,
5602,ur.0602116370.20,,
5603,ur.0602216005.37,2019.0,2.0
5604,ur.0576077063.15,,
5605,ur.0575737337.47,,
5606,ur.0576503562.85,2022.0,3.0
5607,ur.0577047624.28,2019.0,9.0
5608,ur.01353563364.03,,
