,name,surname,frequency,search_url
36,Igor,Rudan,9,https://www.google.com/search?q=Igor+Rudan
37,Sandosh,Padmanabhan,9,https://www.google.com/search?q=Sandosh+Padmanabhan
38,Jaspal S.,Kooner,9,https://www.google.com/search?q=Jaspal%20S.+Kooner
39,Lars,Lind,9,https://www.google.com/search?q=Lars+Lind
40,Jerome I.,Rotter,9,https://www.google.com/search?q=Jerome%20I.+Rotter
41,Andre,Franke,9,https://www.google.com/search?q=Andre+Franke
42,Ying,Wu,9,https://www.google.com/search?q=Ying+Wu
43,Manuel,Mattheisen,8,https://www.google.com/search?q=Manuel+Mattheisen
44,Yongmei,Liu,8,https://www.google.com/search?q=Yongmei+Liu
45,Albert,Hofman,8,https://www.google.com/search?q=Albert+Hofman
46,Peter,Almgren,8,https://www.google.com/search?q=Peter+Almgren
47,Weihua,Zhang,8,https://www.google.com/search?q=Weihua+Zhang
48,,Understanding Society Scientific Group,8,https://www.google.com/search?q=+Understanding%20Society%20Scientific%20Group
