,name,surname,frequency,search_url
970,Marie-Pierre,Dubé,2,https://www.google.com/search?q=Marie-Pierre+Dub%C3%A9
971,Nicole J.,Moreland,2,https://www.google.com/search?q=Nicole%20J.+Moreland
972,Nicole M.,Probst-Hensch,2,https://www.google.com/search?q=Nicole%20M.+Probst-Hensch
973,Marie-Laure,Moutet,2,https://www.google.com/search?q=Marie-Laure+Moutet
974,Niels,Grarup,2,https://www.google.com/search?q=Niels+Grarup
975,Nigel J.,Cairns,2,https://www.google.com/search?q=Nigel%20J.+Cairns
976,Dieter,Niederacher,2,https://www.google.com/search?q=Dieter+Niederacher
977,Diego,Pereira,2,https://www.google.com/search?q=Diego+Pereira
978,Georg,Stoecklin,2,https://www.google.com/search?q=Georg+Stoecklin
979,Didier,Leys,2,https://www.google.com/search?q=Didier+Leys
980,Didier,Hannequin,2,https://www.google.com/search?q=Didier+Hannequin
981,Marie,Moitry,2,https://www.google.com/search?q=Marie+Moitry
