,affiliations,corresponding,current_organization_id,first_name,is_bogus,last_name,orcid,researcher_id,pub_id
7903,"[{'id': 'grid.25055.37', 'name': 'Memorial University of Newfoundland', 'city': ""St. John's"", 'city_id': 6324733, 'country': 'Canada', 'country_code': 'CA', 'state': 'Newfoundland and Labrador', 'state_code': 'CA-NL'}]",,grid.25055.37,Patrick S.,,Parfrey,,ur.0736121775.37,pub.1110204867
7904,"[{'id': 'grid.261331.4', 'name': 'The Ohio State University', 'city': 'Columbus', 'city_id': 4509177, 'country': 'United States', 'country_code': 'US', 'state': 'Ohio', 'state_code': 'US-OH'}]",,grid.261331.4,Rachel,,Pearlman,['0000-0002-9293-5860'],ur.01041646516.16,pub.1110204867
7905,"[{'id': 'grid.10992.33', 'name': 'Paris Descartes University', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}, {'id': 'grid.14925.3b', 'name': 'Institut Gustave Roussy', 'city': 'Villejuif', 'city_id': 2968705, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.10992.33,Vittorio,,Perduca,['0000-0003-0339-0473'],ur.01225451171.49,pub.1110204867
7906,"[{'id': 'grid.5335.0', 'name': 'University of Cambridge', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.5335.0,Paul D. P.,,Pharoah,,ur.01034602463.88,pub.1110204867
7907,"[{'id': 'grid.413469.d', 'name': 'Carmel Medical Center', 'city': 'Haifa', 'city_id': 294801, 'country': 'Israel', 'country_code': 'IL', 'state': None, 'state_code': None}]",,grid.6451.6,Mila,,Pinchev,,ur.0650033673.89,pub.1110204867
7908,"[{'id': 'grid.21107.35', 'name': 'Johns Hopkins University', 'city': 'Baltimore', 'city_id': 4347778, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.21107.35,Elizabeth A.,,Platz,,ur.01155264157.72,pub.1110204867
7909,"[{'id': 'grid.270240.3', 'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}]",,grid.270240.3,Ross L.,,Prentice,,ur.0612733273.11,pub.1110204867
7910,"[{'id': 'grid.21107.35', 'name': 'Johns Hopkins University', 'city': 'Baltimore', 'city_id': 4347778, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.21107.35,Elizabeth,,Pugh,,ur.01255257364.36,pub.1110204867
7911,"[{'id': 'grid.152326.1', 'name': 'Vanderbilt University', 'city': 'Nashville', 'city_id': 4644585, 'country': 'United States', 'country_code': 'US', 'state': 'Tennessee', 'state_code': 'US-TN'}]",,grid.417886.4,Leon,,Raskin,['0000-0003-1195-7214'],ur.0650421444.38,pub.1110204867
7912,"[{'id': 'grid.413469.d', 'name': 'Carmel Medical Center', 'city': 'Haifa', 'city_id': 294801, 'country': 'Israel', 'country_code': 'IL', 'state': None, 'state_code': None}, {'name': 'Clalit National Cancer Control Center, Haifa, Israel'}, {'id': 'grid.6451.6', 'name': 'Technion – Israel Institute of Technology', 'city': 'Haifa', 'city_id': 294801, 'country': 'Israel', 'country_code': 'IL', 'state': None, 'state_code': None}]",,grid.6451.6,Gad,,Rennert,,ur.014466471117.86,pub.1110204867
7913,"[{'id': 'grid.413469.d', 'name': 'Carmel Medical Center', 'city': 'Haifa', 'city_id': 294801, 'country': 'Israel', 'country_code': 'IL', 'state': None, 'state_code': None}, {'name': 'Clalit National Cancer Control Center, Haifa, Israel'}, {'id': 'grid.6451.6', 'name': 'Technion – Israel Institute of Technology', 'city': 'Haifa', 'city_id': 294801, 'country': 'Israel', 'country_code': 'IL', 'state': None, 'state_code': None}]",,grid.413469.d,Hedy S.,,Rennert,,ur.01143475630.92,pub.1110204867
7915,"[{'id': 'grid.413448.e', 'name': 'Instituto de Salud Carlos III', 'city': 'Madrid', 'city_id': 3117735, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}, {'id': 'grid.4489.1', 'name': 'University of Granada', 'city': 'Granada', 'city_id': 2517117, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.413740.5,Miguel,,Rodríguez-Barranco,['0000-0002-9972-9779'],ur.01143744323.47,pub.1110204867
7916,"[{'id': 'grid.21107.35', 'name': 'Johns Hopkins University', 'city': 'Baltimore', 'city_id': 4347778, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.21107.35,Jane,,Romm,,ur.0633355252.71,pub.1110204867
7917,"[{'id': 'grid.270240.3', 'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}, {'id': 'grid.280062.e', 'name': 'Kaiser Permanente', 'city': 'Oakland', 'city_id': 5378538, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.280062.e,Lori C.,,Sakoda,['0000-0002-0900-5735'],ur.01332544703.24,pub.1110204867
7918,"[{'id': 'grid.412468.d', 'name': 'University Hospital Schleswig-Holstein', 'city': 'Kiel', 'city_id': 2891122, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.412468.d,Clemens,,Schafmayer,,ur.0613704750.91,pub.1110204867
7919,"[{'id': 'grid.412689.0', 'name': 'University of Pittsburgh Medical Center', 'city': 'Pittsburgh', 'city_id': 5206379, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.412689.0,Robert E.,,Schoen,,ur.01036566002.93,pub.1110204867
7921,"[{'id': 'grid.5335.0', 'name': 'University of Cambridge', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.5335.0,Mitul,,Shah,,ur.01003725424.65,pub.1110204867
7922,"[{'id': 'grid.21107.35', 'name': 'Johns Hopkins University', 'city': 'Baltimore', 'city_id': 4347778, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.21107.35,Tameka,,Shelford,,ur.011275355441.08,pub.1110204867
7923,"[{'id': 'grid.14005.30', 'name': 'Chonnam National University', 'city': 'Gwangju', 'city_id': 1841811, 'country': 'South Korea', 'country_code': 'KR', 'state': None, 'state_code': None}]",,grid.14005.30,Min-Ho,,Shin,['0000-0002-2217-5624'],ur.01301471362.07,pub.1110204867
7924,"[{'id': 'grid.414084.d', 'name': 'Hillel Yaffe Medical Center', 'city': 'Hadera', 'city_id': 294946, 'country': 'Israel', 'country_code': 'IL', 'state': None, 'state_code': None}]",,grid.414084.d,Katerina,,Shulman,,ur.01274655250.10,pub.1110204867
7925,"[{'id': 'grid.417893.0', 'name': 'Istituto Nazionale dei Tumori', 'city': 'Milan', 'city_id': 3173435, 'country': 'Italy', 'country_code': 'IT', 'state': None, 'state_code': None}]",,grid.417893.0,Sabina,,Sieri,['0000-0001-5201-172X'],ur.0744006030.52,pub.1110204867
7926,"[{'id': 'grid.223827.e', 'name': 'University of Utah', 'city': 'Salt Lake City', 'city_id': 5780993, 'country': 'United States', 'country_code': 'US', 'state': 'Utah', 'state_code': 'US-UT'}]",,grid.223827.e,Martha L.,,Slattery,,ur.013207217057.32,pub.1110204867
7927,"[{'id': 'grid.1008.9', 'name': 'University of Melbourne', 'city': 'Melbourne', 'city_id': 2158177, 'country': 'Australia', 'country_code': 'AU', 'state': 'Victoria', 'state_code': 'AU-VIC'}]",,grid.1008.9,Melissa C.,,Southey,['0000-0002-6313-9005'],ur.014514614637.17,pub.1110204867
7928,"[{'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.51462.34,Zsofia K.,,Stadler,,ur.0756516237.66,pub.1110204867
7929,"[{'id': 'grid.482902.5', 'name': 'Krebsregister Saarland', 'city': 'Saarbrücken', 'city_id': 2842647, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.482902.5,Christa,,Stegmaier,,ur.01322541106.31,pub.1110204867
7931,"[{'id': 'grid.270240.3', 'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}]",,grid.270240.3,Catherine M.,,Tangen,,ur.016161134217.18,pub.1110204867
7932,"[{'id': 'grid.66875.3a', 'name': 'Mayo Clinic', 'city': 'Rochester', 'city_id': 5043473, 'country': 'United States', 'country_code': 'US', 'state': 'Minnesota', 'state_code': 'US-MN'}]",,grid.66875.3a,Stephen N.,,Thibodeau,,ur.011206006064.48,pub.1110204867
7934,"[{'id': 'grid.270240.3', 'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}]",,grid.270240.3,Sushma S.,,Thomas,,ur.01006575215.48,pub.1110204867
7935,"[{'id': 'grid.261331.4', 'name': 'The Ohio State University', 'city': 'Columbus', 'city_id': 4509177, 'country': 'United States', 'country_code': 'US', 'state': 'Ohio', 'state_code': 'US-OH'}]",,grid.261331.4,Amanda E.,,Toland,['0000-0002-0271-1792'],ur.01235071123.27,pub.1110204867
7936,"[{'id': 'grid.424637.0', 'name': 'Hellenic Health Foundation', 'city': 'Athens', 'city_id': 264371, 'country': 'Greece', 'country_code': 'GR', 'state': None, 'state_code': None}, {'id': 'grid.5216.0', 'name': 'National and Kapodistrian University of Athens', 'city': 'Athens', 'city_id': 264371, 'country': 'Greece', 'country_code': 'GR', 'state': None, 'state_code': None}]",,grid.424637.0,Antonia,,Trichopoulou,,ur.01017060476.31,pub.1110204867
7937,"[{'id': 'grid.223827.e', 'name': 'University of Utah', 'city': 'Salt Lake City', 'city_id': 5780993, 'country': 'United States', 'country_code': 'US', 'state': 'Utah', 'state_code': 'US-UT'}]",,grid.223827.e,Cornelia M.,,Ulrich,['0000-0001-7641-059X'],ur.01254137070.48,pub.1110204867
7938,"[{'id': 'grid.42505.36', 'name': 'University of Southern California', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.42505.36,David J.,,Van Den Berg,['0000-0002-5404-5218'],ur.01027352664.02,pub.1110204867
7939,"[{'id': 'grid.4818.5', 'name': 'Wageningen University & Research', 'city': 'Wageningen', 'city_id': 2745088, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.4818.5,Franzel J. B.,,van Duijnhoven,,ur.01124244144.55,pub.1110204867
7940,"[{'id': 'grid.12650.30', 'name': 'Umeå University', 'city': 'Umeå', 'city_id': 602150, 'country': 'Sweden', 'country_code': 'SE', 'state': None, 'state_code': None}]",,grid.12650.30,Bethany,,Van Guelpen,['0000-0002-9692-101X'],ur.01112316533.09,pub.1110204867
7941,"[{'id': 'grid.31147.30', 'name': 'National Institute for Public Health and the Environment', 'city': 'De Bilt', 'city_id': 2757783, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.31147.30,Henk,,van Kranen,,ur.0745703530.50,pub.1110204867
7943,"[{'id': 'grid.21107.35', 'name': 'Johns Hopkins University', 'city': 'Baltimore', 'city_id': 4347778, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.21107.35,Kala,,Visvanathan,,ur.0731747211.18,pub.1110204867
7944,"[{'id': 'grid.418095.1', 'name': 'Academy of Sciences of the Czech Republic', 'city': 'Prague', 'city_id': 3067696, 'country': 'Czechia', 'country_code': 'CZ', 'state': None, 'state_code': None}, {'id': 'grid.4491.8', 'name': 'Charles University', 'city': 'Prague', 'city_id': 3067696, 'country': 'Czechia', 'country_code': 'CZ', 'state': None, 'state_code': None}]",,grid.4491.8,Pavel,,Vodicka,['0000-0003-2376-1243'],ur.01364051167.93,pub.1110204867
7945,"[{'id': 'grid.418095.1', 'name': 'Academy of Sciences of the Czech Republic', 'city': 'Prague', 'city_id': 3067696, 'country': 'Czechia', 'country_code': 'CZ', 'state': None, 'state_code': None}, {'id': 'grid.4491.8', 'name': 'Charles University', 'city': 'Prague', 'city_id': 3067696, 'country': 'Czechia', 'country_code': 'CZ', 'state': None, 'state_code': None}]",,grid.4491.8,Ludmila,,Vodickova,,ur.01240547355.48,pub.1110204867
7946,"[{'id': 'grid.418095.1', 'name': 'Academy of Sciences of the Czech Republic', 'city': 'Prague', 'city_id': 3067696, 'country': 'Czechia', 'country_code': 'CZ', 'state': None, 'state_code': None}, {'id': 'grid.4491.8', 'name': 'Charles University', 'city': 'Prague', 'city_id': 3067696, 'country': 'Czechia', 'country_code': 'CZ', 'state': None, 'state_code': None}]",,grid.4491.8,Veronika,,Vymetalkova,['0000-0001-6870-6788'],ur.01311075472.21,pub.1110204867
7947,"[{'id': 'grid.7497.d', 'name': 'German Cancer Research Center', 'city': 'Heidelberg', 'city_id': 2907911, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'id': 'grid.7700.0', 'name': 'Heidelberg University', 'city': 'Heidelberg', 'city_id': 2907911, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.7497.d,Korbinian,,Weigl,,ur.0642024247.40,pub.1110204867
7948,"[{'id': 'grid.94365.3d', 'name': 'National Institutes of Health', 'city': 'Bethesda', 'city_id': 4348599, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.94365.3d,Stephanie J.,,Weinstein,,ur.01006015331.07,pub.1110204867
7950,"[{'id': 'grid.416153.4', 'name': 'Royal Melbourne Hospital', 'city': 'Melbourne', 'city_id': 2158177, 'country': 'Australia', 'country_code': 'AU', 'state': 'Victoria', 'state_code': 'AU-VIC'}, {'id': 'grid.1008.9', 'name': 'University of Melbourne', 'city': 'Melbourne', 'city_id': 2158177, 'country': 'Australia', 'country_code': 'AU', 'state': 'Victoria', 'state_code': 'AU-VIC'}]",,grid.1008.9,Aung Ko,,Win,['0000-0002-2794-5261'],ur.0747160644.13,pub.1110204867
7951,"[{'id': 'grid.8241.f', 'name': 'University of Dundee', 'city': 'Dundee', 'city_id': 2650752, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.8241.f,C. Roland,,Wolf,['0000-0002-6969-0113'],ur.01022073066.27,pub.1110204867
7952,"[{'id': 'grid.4714.6', 'name': 'Karolinska Institute', 'city': 'Stockholm', 'city_id': 2673730, 'country': 'Sweden', 'country_code': 'SE', 'state': None, 'state_code': None}, {'id': 'grid.8993.b', 'name': 'Uppsala University', 'city': 'Uppsala', 'city_id': 2666199, 'country': 'Sweden', 'country_code': 'SE', 'state': None, 'state_code': None}]",,grid.4714.6,Alicja,,Wolk,,ur.0607606036.45,pub.1110204867
7959,"[{'id': 'grid.67105.35', 'name': 'Case Western Reserve University', 'city': 'Cleveland', 'city_id': 5150529, 'country': 'United States', 'country_code': 'US', 'state': 'Ohio', 'state_code': 'US-OH'}]",,grid.67105.35,Peter C.,,Scacheri,,ur.01371406126.45,pub.1110204867
7961,"[{'id': 'grid.168010.e', 'name': 'Stanford University', 'city': 'Stanford', 'city_id': 5398563, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.168010.e,Michael C.,,Bassik,,ur.01015000422.63,pub.1110204867
7962,"[{'id': 'grid.168010.e', 'name': 'Stanford University', 'city': 'Stanford', 'city_id': 5398563, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.168010.e,Anshul,,Kundaje,['0000-0003-3084-2287'],ur.01016157627.69,pub.1110204867
7965,"[{'id': 'grid.214458.e', 'name': 'University of Michigan–Ann Arbor', 'city': 'Ann Arbor', 'city_id': 4984247, 'country': 'United States', 'country_code': 'US', 'state': 'Michigan', 'state_code': 'US-MI'}]",,grid.214458.e,Goncalo R.,,Abecasis,['0000-0003-1509-1825'],ur.0641525362.39,pub.1110204867
7966,"[{'id': 'grid.34477.33', 'name': 'University of Washington', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}]",,grid.34477.33,Deborah A.,,Nickerson,,ur.011702707617.34,pub.1110204867
7968,"[{'id': 'grid.270240.3', 'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}, {'id': 'grid.34477.33', 'name': 'University of Washington', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}]",,grid.34477.33,Li,,Hsu,,ur.0762516345.89,pub.1110204867
7969,"[{'id': 'grid.270240.3', 'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}, {'id': 'grid.34477.33', 'name': 'University of Washington', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}]",True,grid.270240.3,Ulrike,,Peters,,ur.01033315763.32,pub.1110204867
7970,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}, {'id': 'grid.418021.e', 'name': 'Frederick National Laboratory for Cancer Research', 'city': 'Frederick', 'city_id': 4355585, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Weiyin,,Zhou,,ur.0656377023.84,pub.1110346437
7971,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Mitchell J.,,Machiela,['0000-0001-6538-9705'],ur.01077600005.78,pub.1110346437
7972,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Neal D.,,Freedman,['0000-0003-0074-1098'],ur.01114645561.56,pub.1110346437
7973,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Nathaniel,,Rothman,,ur.014423762617.76,pub.1110346437
7974,"[{'id': 'grid.7719.8', 'name': 'Spanish National Cancer Research Centre', 'city': 'Madrid', 'city_id': 3117735, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.7719.8,Nuria,,Malats,['0000-0003-2538-3784'],ur.01114216640.24,pub.1110346437
7975,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}, {'id': 'grid.418021.e', 'name': 'Frederick National Laboratory for Cancer Research', 'city': 'Frederick', 'city_id': 4355585, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.418021.e,Casey,,Dagnall,['0000-0001-7334-4718'],ur.014761324375.36,pub.1110346437
7976,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Neil,,Caporaso,,ur.012314005757.07,pub.1110346437
7977,"[{'id': 'grid.422418.9', 'name': 'American Cancer Society', 'city': 'Atlanta', 'city_id': 4180439, 'country': 'United States', 'country_code': 'US', 'state': 'Georgia', 'state_code': 'US-GA'}]",,grid.422418.9,Lauren T.,,Teras,,ur.01342002401.51,pub.1110346437
7978,"[{'id': 'grid.422418.9', 'name': 'American Cancer Society', 'city': 'Atlanta', 'city_id': 4180439, 'country': 'United States', 'country_code': 'US', 'state': 'Georgia', 'state_code': 'US-GA'}]",,grid.422418.9,Mia M.,,Gaudet,['0000-0002-6429-4007'],ur.01110221360.02,pub.1110346437
7979,"[{'id': 'grid.422418.9', 'name': 'American Cancer Society', 'city': 'Atlanta', 'city_id': 4180439, 'country': 'United States', 'country_code': 'US', 'state': 'Georgia', 'state_code': 'US-GA'}]",,grid.422418.9,Susan M.,,Gapstur,,ur.01035265572.24,pub.1110346437
7980,"[{'id': 'grid.422418.9', 'name': 'American Cancer Society', 'city': 'Atlanta', 'city_id': 4180439, 'country': 'United States', 'country_code': 'US', 'state': 'Georgia', 'state_code': 'US-GA'}]",,grid.422418.9,Victoria L.,,Stevens,['0000-0003-0259-4407'],ur.01253727547.17,pub.1110346437
7981,"[{'id': 'grid.418021.e', 'name': 'Frederick National Laboratory for Cancer Research', 'city': 'Frederick', 'city_id': 4355585, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}, {'name': 'Bioinformed, LLC, Gaithersburg, MD, USA'}]",,grid.418021.e,Kevin B.,,Jacobs,,ur.01354236121.38,pub.1110346437
7982,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Joshua,,Sampson,,ur.015104331537.92,pub.1110346437
7983,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Demetrius,,Albanes,,ur.01024575002.28,pub.1110346437
7984,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.94365.3d,Stephanie,,Weinstein,,ur.01006015331.07,pub.1110346437
7985,"[{'id': 'grid.14758.3f', 'name': 'National Institute for Health and Welfare', 'city': 'Helsinki', 'city_id': 658225, 'country': 'Finland', 'country_code': 'FI', 'state': None, 'state_code': None}]",,grid.14758.3f,Jarmo,,Virtamo,,ur.01032314435.64,pub.1110346437
7986,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Sonja,,Berndt,,ur.01062060613.35,pub.1110346437
7987,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Robert N.,,Hoover,,ur.01105431553.24,pub.1110346437
7988,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Amanda,,Black,,ur.01130174013.42,pub.1110346437
7989,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Debra,,Silverman,,ur.0772146447.52,pub.1110346437
7990,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.4305.2,Jonine,,Figueroa,,ur.01354702574.20,pub.1110346437
7991,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}, {'id': 'grid.18886.3f', 'name': 'Institute of Cancer Research', 'city': 'London', 'city_id': 2643743, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.48336.3a,Montserrat,,Garcia-Closas,,ur.016601220537.48,pub.1110346437
7992,"[{'id': 'grid.7719.8', 'name': 'Spanish National Cancer Research Centre', 'city': 'Madrid', 'city_id': 3117735, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}, {'id': 'grid.5612.0', 'name': 'Pompeu Fabra University', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.7719.8,Francisco X.,,Real,['0000-0001-9501-498X'],ur.0612664055.66,pub.1110346437
7994,"[{'id': 'grid.7719.8', 'name': 'Spanish National Cancer Research Centre', 'city': 'Madrid', 'city_id': 3117735, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.10306.34,Gaelle,,Marenne,['0000-0002-4363-7170'],ur.01150647147.79,pub.1110346437
7995,"[{'id': 'grid.5612.0', 'name': 'Pompeu Fabra University', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}, {'id': 'grid.452372.5', 'name': 'Centre for Biomedical Network Research on Rare Diseases', 'city': 'Madrid', 'city_id': 3117735, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}, {'name': 'Quantitative Genomic Medicine Laboratory, qGenomics, Esplugues de Llobregat, Spain'}]",,grid.5612.0,Benjamin,,Rodriguez-Santiago,['0000-0003-1167-3852'],ur.0645632277.82,pub.1110346437
7996,"[{'id': 'grid.254880.3', 'name': 'Dartmouth College', 'city': 'Hanover', 'city_id': 5087168, 'country': 'United States', 'country_code': 'US', 'state': 'New Hampshire', 'state_code': 'US-NH'}]",,grid.254880.3,Margaret,,Karagas,['0000-0002-6398-7362'],ur.07573167157.40,pub.1110346437
7998,"[{'name': 'Maine Cancer Registry, Augusta, ME, USA'}]",,,Molly,,Schwenn,,ur.0636273623.37,pub.1110346437
8002,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}, {'id': 'grid.418021.e', 'name': 'Frederick National Laboratory for Cancer Research', 'city': 'Frederick', 'city_id': 4355585, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Amy,,Hutchinson,,ur.01061162467.77,pub.1110346437
8003,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.94365.3d,Margaret,,Tucker,,ur.01167360427.05,pub.1110346437
8005,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Michael,,Dean,['0000-0003-2234-0631'],ur.01130656014.58,pub.1110346437
