,affiliations,corresponding,current_organization_id,first_name,is_bogus,last_name,orcid,researcher_id,pub_id
20490,"[{'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.51462.34,Eric,,Still,,ur.011755452215.85,pub.1085409536
20491,"[{'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.6363.0,Ian C,,MacArthur,,ur.010616020363.63,pub.1085409536
20492,"[{'id': 'grid.10097.3f', 'name': 'Barcelona Supercomputing Center', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.10097.3f,Elias,,Rodríguez-Fos,['0000-0002-2555-0178'],ur.013207765537.45,pub.1085409536
20493,"[{'id': 'grid.10097.3f', 'name': 'Barcelona Supercomputing Center', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.225360.0,Santiago,,Gonzalez,['0000-0001-5685-4580'],ur.01100624071.42,pub.1085409536
20494,"[{'id': 'grid.10097.3f', 'name': 'Barcelona Supercomputing Center', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.10097.3f,Montserrat,,Puiggròs,['0000-0001-5034-7924'],ur.01033774323.12,pub.1085409536
20495,"[{'id': 'grid.450000.1', 'name': 'Wellcome / CRUK Gurdon Institute', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.4991.5,Andrew N,,Blackford,['0000-0003-1979-021X'],ur.01323271443.06,pub.1085409536
20497,"[{'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.51462.34,Elisa,,de Stanchina,,ur.01255530067.36,pub.1085409536
20498,"[{'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.51462.34,Mithat,,Gönen,,ur.0721426211.81,pub.1085409536
20499,"[{'id': 'grid.429884.b', 'name': 'New York Genome Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.429884.b,Anne-Katrin,,Emde,,ur.01126644107.03,pub.1085409536
20500,"[{'id': 'grid.429884.b', 'name': 'New York Genome Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.429884.b,Minita,,Shah,,ur.011366224763.29,pub.1085409536
20501,"[{'id': 'grid.429884.b', 'name': 'New York Genome Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.429884.b,Kanika,,Arora,,ur.0646666531.72,pub.1085409536
20502,"[{'id': 'grid.429884.b', 'name': 'New York Genome Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.429884.b,Catherine,,Reeves,,ur.015457045551.13,pub.1085409536
20503,"[{'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.51462.34,Nicholas D,,Socci,,ur.010357032237.05,pub.1085409536
20504,"[{'id': 'grid.413808.6', 'name': ""Lurie Children's Hospital"", 'city': 'Chicago', 'city_id': 4887398, 'country': 'United States', 'country_code': 'US', 'state': 'Illinois', 'state_code': 'US-IL'}]",,grid.413808.6,Elizabeth,,Perlman,,ur.01361007034.71,pub.1085409536
20505,"[{'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.51462.34,Cristina R,,Antonescu,,ur.012544437337.82,pub.1085409536
20506,"[{'id': 'grid.240871.8', 'name': ""St. Jude Children's Research Hospital"", 'city': 'Memphis', 'city_id': 4641239, 'country': 'United States', 'country_code': 'US', 'state': 'Tennessee', 'state_code': 'US-TN'}]",,grid.240871.8,Charles W M,,Roberts,['0000-0003-1135-1896'],ur.012404741132.65,pub.1085409536
20507,"[{'id': 'grid.2515.3', 'name': ""Boston Children's Hospital"", 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Hanno,,Steen,,ur.0746651416.42,pub.1085409536
20509,"[{'id': 'grid.450000.1', 'name': 'Wellcome / CRUK Gurdon Institute', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}, {'id': 'grid.5335.0', 'name': 'University of Cambridge', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}, {'id': 'grid.10306.34', 'name': 'Wellcome Sanger Institute', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.5335.0,Stephen P,,Jackson,['0000-0001-9317-7937'],ur.010347035222.99,pub.1085409536
20510,"[{'id': 'grid.10097.3f', 'name': 'Barcelona Supercomputing Center', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}, {'id': 'grid.425902.8', 'name': 'Institució Catalana de Recerca i Estudis Avançats', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.10097.3f,David,,Torrents,['0000-0002-6086-9037'],ur.01215532237.43,pub.1085409536
20511,"[{'id': 'grid.168645.8', 'name': 'University of Massachusetts Medical School', 'city': 'Worcester', 'city_id': 4956184, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.168645.8,Zhiping,,Weng,,ur.01335774574.76,pub.1085409536
20512,"[{'id': 'grid.5386.8', 'name': 'Cornell University', 'city': 'Ithaca', 'city_id': 5122432, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}, {'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.65499.37,Scott A,,Armstrong,,ur.0605712636.64,pub.1085409536
20513,"[{'id': 'grid.5386.8', 'name': 'Cornell University', 'city': 'Ithaca', 'city_id': 5122432, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}, {'id': 'grid.51462.34', 'name': 'Memorial Sloan Kettering Cancer Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.51462.34,Alex,,Kentsis,['0000-0002-8063-9191'],ur.01231737377.70,pub.1085409536
20514,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.489359.a,Lan T M,,Dao,,ur.0751025670.93,pub.1085862021
20515,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Ariel O,,Galindo-Albarrán,['0000-0002-5492-7368'],ur.01233473264.97,pub.1085862021
20516,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Jaime A,,Castro-Mondragon,['0000-0003-4069-357X'],ur.01041365775.17,pub.1085862021
20517,"[{'id': 'grid.7452.4', 'name': 'Paris Diderot University', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}, {'id': 'grid.469994.f', 'name': 'Sorbonne Paris Cité', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}, {'id': 'grid.429192.5', 'name': 'Institut de Génétique Moléculaire de Montpellier', 'city': 'Montpellier', 'city_id': 2992166, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.429192.5,Charlotte,,Andrieu-Soler,,ur.01126034067.24,pub.1085862021
20518,"[{'id': 'grid.9486.3', 'name': 'National Autonomous University of Mexico', 'city': 'Mexico City', 'city_id': 3530597, 'country': 'Mexico', 'country_code': 'MX', 'state': None, 'state_code': None}]",,grid.9486.3,Alejandra,,Medina-Rivera,,ur.01200452545.09,pub.1085862021
20519,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.462411.4,Charbel,,Souaid,,ur.012116243527.02,pub.1085862021
20520,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.9851.5,Guillaume,,Charbonnier,,ur.0704623245.95,pub.1085862021
20521,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.493853.0,Aurélien,,Griffon,,ur.01306542011.96,pub.1085862021
20522,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.493853.0,Laurent,,Vanhille,,ur.01271111643.33,pub.1085862021
20523,"[{'id': 'grid.7452.4', 'name': 'Paris Diderot University', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}, {'id': 'grid.429192.5', 'name': 'Institut de Génétique Moléculaire de Montpellier', 'city': 'Montpellier', 'city_id': 2992166, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.7452.4,Tharshana,,Stephen,,ur.0763771053.93,pub.1085862021
20524,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Jaafar,,Alomairi,,ur.0766257645.40,pub.1085862021
20525,"[{'id': 'grid.429192.5', 'name': 'Institut de Génétique Moléculaire de Montpellier', 'city': 'Montpellier', 'city_id': 2992166, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.429192.5,David,,Martin,,ur.016477106527.25,pub.1085862021
20526,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Magali,,Torres,,ur.011500212173.92,pub.1085862021
20527,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Nicolas,,Fernandez,,ur.0611666241.85,pub.1085862021
20528,"[{'id': 'grid.7452.4', 'name': 'Paris Diderot University', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}, {'id': 'grid.469994.f', 'name': 'Sorbonne Paris Cité', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}, {'id': 'grid.429192.5', 'name': 'Institut de Génétique Moléculaire de Montpellier', 'city': 'Montpellier', 'city_id': 2992166, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5645.2,Eric,,Soler,['0000-0003-0521-7463'],ur.0774025252.72,pub.1085862021
20529,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Jacques,,van Helden,['0000-0002-8799-8584'],ur.0626672543.46,pub.1085862021
20530,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Denis,,Puthier,,ur.01210263065.33,pub.1085862021
20531,"[{'id': 'grid.5399.6', 'name': 'Aix-Marseille University', 'city': 'Marseille', 'city_id': 2995469, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.5399.6,Salvatore,,Spicuglia,['0000-0002-8101-7108'],ur.0675700103.52,pub.1085862021
20532,"[{'id': 'grid.239578.2', 'name': 'Cleveland Clinic', 'city': 'Cleveland', 'city_id': 5150529, 'country': 'United States', 'country_code': 'US', 'state': 'Ohio', 'state_code': 'US-OH'}]",,grid.239578.2,Stephen C,,Mack,['0000-0001-9620-4742'],ur.01145603737.32,pub.1090275516
20533,"[{'id': 'grid.42327.30', 'name': 'Hospital for Sick Children', 'city': 'Toronto', 'city_id': 6167865, 'country': 'Canada', 'country_code': 'CA', 'state': 'Ontario', 'state_code': 'CA-ON'}]",,grid.42327.30,Hiromichi,,Suzuki,,ur.010657674303.10,pub.1090275516
20534,"[{'id': 'grid.42327.30', 'name': 'Hospital for Sick Children', 'city': 'Toronto', 'city_id': 6167865, 'country': 'Canada', 'country_code': 'CA', 'state': 'Ontario', 'state_code': 'CA-ON'}]",,grid.42327.30,Michael D,,Taylor,,ur.012731463207.92,pub.1090275516
20536,"[{'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.66859.34,Emilie M,,Wigdor,['0000-0002-2370-0128'],ur.014551357042.56,pub.1085410382
20537,"[{'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.6363.0', 'name': 'Charité', 'city': 'Berlin', 'city_id': 2950159, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.66859.34,Stephan,,Ripke,,ur.01133572106.62,pub.1085410382
20538,"[{'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.66859.34,Raymond K,,Walters,,ur.014620326475.28,pub.1085410382
20539,"[{'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.66859.34,Jack A,,Kosmicki,,ur.015366710405.54,pub.1085410382
20540,"[{'id': 'grid.452548.a', 'name': 'Lundbeck Foundation', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'id': 'grid.7048.b', 'name': 'Aarhus University', 'city': 'Aarhus', 'city_id': 2624652, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'iPSYCH-Broad Autism Group'}]",,grid.7048.b,Jakob,,Grove,['0000-0003-2284-5744'],ur.01073110664.66,pub.1085410382
20541,"[{'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.32224.35,Kaitlin E,,Samocha,['0000-0002-1704-3352'],ur.01004460445.52,pub.1085410382
20542,"[{'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.66859.34,Jacqueline I,,Goldstein,['0000-0003-1902-6916'],ur.01134423165.52,pub.1085410382
20543,"[{'id': 'grid.12380.38', 'name': 'VU University Amsterdam', 'city': 'Amsterdam', 'city_id': 2759794, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.12380.38,Aysu,,Okbay,,ur.015760333745.28,pub.1085410382
20544,"[{'id': 'grid.452548.a', 'name': 'Lundbeck Foundation', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'id': 'grid.6203.7', 'name': 'Statens Serum Institut', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'iPSYCH-Broad Autism Group'}]",,grid.6203.7,Jonas,,Bybjerg-Grauholm,['0000-0003-1705-4008'],ur.01002225271.16,pub.1085410382
20545,"[{'id': 'grid.452548.a', 'name': 'Lundbeck Foundation', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'Institute of Biological Psychiatry, Mental Health Center Sct. Hans, Mental Health Services Copenhagen, Copenhagen, Denmark.'}, {'id': 'grid.5254.6', 'name': 'University of Copenhagen', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'iPSYCH-Broad Autism Group'}]",,grid.5254.6,Thomas,,Werge,,ur.01223240773.33,pub.1085410382
20549,"[{'id': 'grid.452548.a', 'name': 'Lundbeck Foundation', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'id': 'grid.6203.7', 'name': 'Statens Serum Institut', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'iPSYCH-Broad Autism Group'}]",,grid.6203.7,Marie,,Bækvad-Hansen,['0000-0002-5881-1776'],ur.01323354264.17,pub.1085410382
20552,"[{'id': 'grid.452548.a', 'name': 'Lundbeck Foundation', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'Institute of Biological Psychiatry, Mental Health Center Sct. Hans, Mental Health Services Copenhagen, Copenhagen, Denmark.'}, {'name': 'iPSYCH-Broad Autism Group'}]",,grid.475435.4,Thomas F,,Hansen,['0000-0001-6703-7762'],ur.013014002502.78,pub.1085410382
20555,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.66859.34,Jennifer,,Moran,['0000-0002-5664-4716'],ur.0743005361.49,pub.1085410382
20557,"[{'id': 'grid.452548.a', 'name': 'Lundbeck Foundation', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'id': 'grid.5254.6', 'name': 'University of Copenhagen', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'iPSYCH-Broad Autism Group'}]",,grid.5254.6,Merete,,Nordentoft,['0000-0003-4895-7023'],ur.01121646425.11,pub.1085410382
20558,"[{'id': 'grid.452548.a', 'name': 'Lundbeck Foundation', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'id': 'grid.6203.7', 'name': 'Statens Serum Institut', 'city': 'Copenhagen', 'city_id': 2618425, 'country': 'Denmark', 'country_code': 'DK', 'state': None, 'state_code': None}, {'name': 'iPSYCH-Broad Autism Group'}]",,grid.6203.7,Bent,,Nørgaard-Pedersen,,ur.071653233.49,pub.1085410382
20566,"[{'id': 'grid.21925.3d', 'name': 'University of Pittsburgh', 'city': 'Pittsburgh', 'city_id': 5206379, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.21925.3d,Lambertus,,Klei,,ur.0675760002.16,pub.1085410382
20567,"[{'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': 'Psychiatric Genomics Consortium Autism Group'}]",,grid.32224.35,Phil H,,Lee,,ur.014362300302.36,pub.1085410382
20572,"[{'name': ""Division of Genetics, Children's Hospital Boston, Harvard Medical School, Boston, Massachusetts, USA.""}]",,grid.2515.3,Timothy W,,Yu,['0000-0003-2988-7701'],ur.011560234447.05,pub.1085410382
20573,"[{'id': 'grid.6572.6', 'name': 'University of Birmingham', 'city': 'Birmingham', 'city_id': 2655603, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.6572.6,Kerstin,,Wittemeyer,,ur.01002174333.79,pub.1085410382
20576,"[{'id': 'grid.214572.7', 'name': 'University of Iowa', 'city': 'Iowa City', 'city_id': 4862034, 'country': 'United States', 'country_code': 'US', 'state': 'Iowa', 'state_code': 'US-IA'}]",,grid.214572.7,Thomas H,,Wassink,['0000-0002-0952-8333'],ur.0735374253.10,pub.1085410382
20577,"[{'id': 'grid.7839.5', 'name': 'Goethe University Frankfurt', 'city': 'Frankfurt am Main', 'city_id': 2925533, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.411088.4,Regina,,Waltes,,ur.01332720341.39,pub.1085410382
20580,"[{'id': 'grid.7692.a', 'name': 'University Medical Center Utrecht', 'city': 'Utrecht', 'city_id': 2745912, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.42327.30,Jacob A S,,Vorstman,,ur.014212510247.90,pub.1085410382
20581,"[{'id': 'grid.240344.5', 'name': ""Nationwide Children's Hospital"", 'city': 'Columbus', 'city_id': 4509177, 'country': 'United States', 'country_code': 'US', 'state': 'Ohio', 'state_code': 'US-OH'}]",,grid.261331.4,Veronica J,,Vieland,,ur.0706540366.84,pub.1085410382
20582,"[{'name': 'Instituto Nacional de Saœde Dr. Ricardo Jorge, Lisboa, Portugal.'}, {'id': 'grid.9983.b', 'name': 'University of Lisbon', 'city': 'Lisbon', 'city_id': 2267057, 'country': 'Portugal', 'country_code': 'PT', 'state': None, 'state_code': None}]",,grid.422270.1,Astrid M,,Vicente,['0000-0001-7134-8037'],ur.01172436643.95,pub.1085410382
20590,"[{'id': 'grid.421812.c', 'name': 'deCODE Genetics (Iceland)', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}]",,grid.421812.c,Hreinn,,Stefansson,['0000-0002-9331-6666'],ur.0611467633.09,pub.1085410382
20592,"[{'id': 'grid.59734.3c', 'name': 'Icahn School of Medicine at Mount Sinai', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}, {'id': 'grid.240684.c', 'name': 'Rush University Medical Center', 'city': 'Chicago', 'city_id': 4887398, 'country': 'United States', 'country_code': 'US', 'state': 'Illinois', 'state_code': 'US-IL'}]",,grid.240684.c,Latha,,Soorya,,ur.0702105757.55,pub.1085410382
20593,"[{'id': 'grid.412274.6', 'name': 'Tbilisi State Medical University', 'city': 'Tbilisi', 'city_id': 611717, 'country': 'Georgia', 'country_code': 'GE', 'state': None, 'state_code': None}]",,grid.412274.6,Teimuraz,,Silagadze,,ur.01067202436.78,pub.1085410382
20594,"[{'id': 'grid.42327.30', 'name': 'Hospital for Sick Children', 'city': 'Toronto', 'city_id': 6167865, 'country': 'Canada', 'country_code': 'CA', 'state': 'Ontario', 'state_code': 'CA-ON'}, {'id': 'grid.17063.33', 'name': 'University of Toronto', 'city': 'Toronto', 'city_id': 6167865, 'country': 'Canada', 'country_code': 'CA', 'state': 'Ontario', 'state_code': 'CA-ON'}]",,grid.42327.30,Stephen W,,Scherer,['0000-0002-8326-1999'],ur.011066475117.55,pub.1085410382
20595,"[{'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.25879.31,Gerard D,,Schellenberg,,ur.016441201067.85,pub.1085410382
20596,"[{'name': 'State Diagnostic and Counseling Centre, Kopavogur, Iceland.'}]",,grid.59734.3c,Sven,,Sandin,['0000-0001-6994-4884'],ur.0641615405.18,pub.1085410382
20597,"[{'name': 'State Diagnostic and Counseling Centre, Kopavogur, Iceland.'}]",,grid.14013.37,Evald,,Saemundsen,,ur.01120507170.93,pub.1085410382
