,geonamesId,name,count,lat,lng,countryCode,countryName
1299,2958595,Albstadt,1,48.21644,9.02596,DE,Germany
1300,2960992,Waterford,1,52.25833,-7.11194,IE,Ireland
1301,2962334,Naas,1,53.21583,-6.66694,IE,Ireland
1302,2759887,Almelo,1,52.35667,6.6625,NL,Netherlands
1303,2759821,Amersfoort,1,52.155,5.3875,NL,Netherlands
1304,2759661,Arnhem,1,51.98,5.91111,NL,Netherlands
1305,2643339,Luton,1,51.87967,-0.41748,GB,United Kingdom
1306,3121424,Gijón,1,43.53573,-5.66152,ES,Spain
1317,2875115,Lüneburg,1,53.2509,10.41409,DE,Germany
1329,2515270,Las Palmas de Gran Canaria,1,28.09973,-15.41343,ES,Spain
1331,2514891,Lorca,1,37.67119,-1.7017,ES,Spain
1350,2269514,Castelo Branco,1,39.82219,-7.49087,PT,Portugal
1351,2267827,Funchal,1,32.66568,-16.92547,PT,Portugal
1355,2264268,Queluz,1,38.75657,-9.25451,PT,Portugal
1387,3121437,Getafe,1,40.30571,-3.73295,ES,Spain
1388,2634910,Wakefield,1,53.68331,-1.49768,GB,United Kingdom
1389,3169561,Ravenna,1,44.41344,12.20121,IT,Italy
1390,3170006,Pozzilli,1,41.51142,14.06252,IT,Italy
1391,2636841,Stoke-on-Trent,1,53.00415,-2.18538,GB,United Kingdom
1392,3170797,Pietra Ligure,1,44.1492,8.28206,IT,Italy
1393,3171058,Piacenza,1,45.05242,9.69342,IT,Italy
1394,2635563,Tranent,1,55.94439,-2.95412,GB,United Kingdom
1395,2634966,Victoria,1,51.75,-3.2,GB,United Kingdom
1396,2634887,Walkden,1,53.51667,-2.4,GB,United Kingdom
1397,2636910,Stirling,1,56.11903,-3.93682,GB,United Kingdom
1398,2634677,Watford,1,51.65531,-0.39602,GB,United Kingdom
1399,3174051,Mantova,1,45.16031,10.79784,IT,Italy
1400,3174945,Lecco,1,45.85589,9.39704,IT,Italy
1401,2633729,Witney,1,51.7836,-1.4854,GB,United Kingdom
1402,2633709,Woking,1,51.31903,-0.55893,GB,United Kingdom
1403,3175786,Grosseto,1,42.76296,11.10941,IT,Italy
1404,2624019,Bjerringbro,1,56.37797,9.66065,DK,Denmark
1405,3169522,Reggio nell'Emilia,1,44.69825,10.63125,IT,Italy
1406,2636940,Stevenage,1,51.90224,-0.20256,GB,United Kingdom
1407,3177608,Desio,1,45.61831,9.20249,IT,Italy
1408,2640104,Pontypridd,1,51.6021,-3.34211,GB,United Kingdom
1409,2642607,Middlesbrough,1,54.57623,-1.23483,GB,United Kingdom
1410,3124132,Cuenca,1,40.06667,-2.13333,ES,Spain
1411,2641689,Newbury,1,51.40148,-1.32471,GB,United Kingdom
1412,2641589,Newquay,1,50.41557,-5.07319,GB,United Kingdom
1413,3134331,Tønsberg,1,59.26754,10.40762,NO,Norway
1414,2641267,North Shields,1,55.01646,-1.44925,GB,United Kingdom
1415,2640354,Peterborough,1,52.57364,-0.24777,GB,United Kingdom
1416,3162955,Arendal,1,58.46151,8.77253,NO,Norway
1417,3168414,San Donato Milanese,1,45.41047,9.26838,IT,Italy
1418,2639996,Portsmouth,1,50.79899,-1.09125,GB,United Kingdom
1419,3165035,Urbino,1,43.72621,12.63633,IT,Italy
1420,3165201,Treviso,1,45.66673,12.2416,IT,Italy
1421,3165624,Tivoli,1,41.95952,12.8016,IT,Italy
1422,3165926,Taranto,1,40.46438,17.24707,IT,Italy
1423,2637627,Slough,1,51.50949,-0.59541,GB,United Kingdom
1424,3168234,San Giovanni Rotondo,1,41.70643,15.7277,IT,Italy
1425,3177337,Este,1,45.22338,11.66379,IT,Italy
1426,3177876,Cotignola,1,44.38572,11.93852,IT,Italy
1427,2518494,El Ejido,1,36.77629,-2.81456,ES,Spain
1429,3189595,Subotica,1,46.1,19.66667,RS,Serbia
1430,3190261,Split,1,43.50891,16.43915,HR,Croatia
1431,3194360,Novi Sad,1,45.25167,19.83694,RS,Serbia
1432,2524907,Cosenza,1,39.2989,16.25307,IT,Italy
1437,3185728,Durrës,1,41.32355,19.45469,AL,Albania
1439,2520058,Cartagena,1,37.60512,-0.98623,ES,Spain
1445,252601,Trípoli,1,37.50889,22.37944,GR,Greece
1446,255274,Piraeus,1,37.94203,23.64619,GR,Greece
1447,2621356,Glostrup,1,55.6666,12.40377,DK,Denmark
1448,258620,Lamía,1,38.9,22.43333,GR,Greece
1449,3179655,Castellaneta,1,40.62794,16.9329,IT,Italy
1450,3180224,Casalecchio di Reno,1,44.47563,11.27495,IT,Italy
1451,2620147,Holbæk,1,55.7175,11.71279,DK,Denmark
1452,2619856,Hørsholm,1,55.88098,12.50111,DK,Denmark
1453,3181528,Brindisi,1,40.63215,17.93607,IT,Italy
1454,2615961,Nykøbing Falster,1,54.76906,11.87425,DK,Denmark
1455,2611828,Taastrup,1,55.65006,12.3016,DK,Denmark
1456,258576,Lárisa,1,39.63689,22.41761,GR,Greece
1457,3183719,Vlorë,1,40.4686,19.48318,AL,Albania
1458,3182210,Belluno,1,46.14262,12.2156,IT,Italy
1459,3182636,Avezzano,1,42.02896,13.42641,IT,Italy
1460,3182640,Aversa,1,40.97259,14.20745,IT,Italy
1461,3182714,Asti,1,44.90162,8.20751,IT,Italy
1462,3182854,Ariano Irpino-Martiri,1,41.16024,15.10625,IT,Italy
1463,3182884,Arezzo,1,43.46276,11.88068,IT,Italy
1464,3182997,Aosta,1,45.73764,7.31722,IT,Italy
