researcher_id,pubs,full_name,citations_mean,altmetric_mean,last_pub_year,url
ur.07754031155.08,1,Huiwen Fu,5.0,21.0,2020,
ur.0775401206.85,1,Shuning He,98.0,32.0,2018,
ur.01367013567.16,1,Andreas Kloetgen,44.0,109.0,2020,
ur.01367032764.76,1,Joel H Kramer,546.0,654.0,2017,
ur.01366054505.04,1,Charles Duyckaerts,30.0,223.0,2021,
ur.01366052511.28,1,Sandor Szalma,38.0,59.0,2021,
ur.01372217202.52,1,Yaakov Maman,259.0,48.0,2015,
ur.07771521633.45,1,Scott P Dickinson,290.0,88.0,2017,
ur.01364734360.33,1,Marco Gottardo,8.0,18.0,2018,
ur.01364771345.09,1,Xingwang Ye,222.0,43.0,2015,
ur.0777357277.63,1,Keith Harshman,85.0,70.0,2016,
ur.0777321437.45,1,Kohei Hamanaka,154.0,55.0,2019,
ur.01365003321.40,1,Thomas Magg,66.0,32.0,2018,
ur.07772763065.17,1,Jon White,272.0,384.0,2019,
ur.0777260274.45,1,Federico A Santoni,261.0,102.0,2016,
ur.0777202350.17,1,Briana Gross,119.0,56.0,2016,
ur.0777153120.21,1,Ishminder K. Kooner,31.0,1090.0,2021,
ur.01365026210.96,1,Keith T Flaherty,327.0,67.0,2015,
ur.01365043257.16,1,Maria L Guevara-Fujita,108.0,77.0,2016,
ur.0777403544.79,1,David S Hibbett,640.0,150.0,2015,
ur.0777143204.30,1,Timothy William,127.0,109.0,2016,
ur.01365055424.93,1,Olafur Thorarensen,519.0,418.0,2015,
ur.01365061317.03,1,Damien C Croteau-Chonka,139.0,69.0,2017,
ur.0777142412.98,1,Ignacio Melero,4.0,2450.0,2021,
ur.07771404222.35,1,Chester W Brown,180.0,55.0,2016,
ur.0777140135.07,1,Thomas F Eleveld,322.0,58.0,2015,
ur.01365125115.62,1,Dimitrios A. Garyfallos,81.0,642.0,2018,
ur.013651251676.35,1,Eliza Cerveira,220.0,361.0,2016,
ur.0777075627.01,1,Anja Bauerfeind,353.0,210.0,2015,
ur.01365126546.80,1,Bénédicte Duban,46.0,85.0,2016,
ur.01364731540.19,1,Noelia Díaz,9.0,146.0,2020,
ur.0777404105.53,1,Andrew W. George,5.0,26.0,2020,
ur.01366025620.45,1,Monika Szulinska,5.0,874.0,2021,
ur.0777675143.48,1,Christopher A. Barker,1352.0,423.0,2019,
ur.01364453336.69,1,Sebastian Ginzel,127.0,152.0,2015,
ur.07777554065.82,1,Bosen Xu,44.0,15.0,2016,
ur.01364457173.35,1,David C Rubinsztein,546.0,654.0,2017,
ur.013644771065.52,1,Barbara Uszczynska-Ratajczak,145.0,167.0,2017,
ur.0777714700.17,1,Tamison Jewett,180.0,55.0,2016,
ur.01364513573.21,1,Emmanuelle Masson,127.0,30.0,2015,
ur.01364521601.50,1,Jelinar Mohamed-Noor,108.0,77.0,2016,
ur.0777700476.16,1,Daryl Domman,24.0,129.0,2018,
ur.01364533520.19,1,Ibrahim A. Alorainy,40.0,71.0,2017,
ur.01364544065.46,1,Eleonore Toufektchan,52.0,50.0,2020,
ur.01364576130.10,1,Ari Melnick,54.0,17.0,2017,
ur.01364665044.11,1,Andrew G. Cox,30.0,164.0,2019,
ur.01364600256.92,1,Jan P. Dumanski,24.0,3.0,2018,
ur.07776230743.70,1,Patrick König,157.0,151.0,2018,
ur.01364615235.65,1,Alan J. Thomas,30.0,223.0,2021,
ur.0777610575.22,1,Diana S. Johnson,21.0,10.0,2018,
ur.01364625763.95,1,Sandra Rebouissou,954.0,55.0,2015,
ur.0777554766.51,1,Milagros Moreno,224.0,109.0,2016,
ur.01364631671.78,1,Roberto T Zori,180.0,55.0,2016,
ur.0777552411.06,1,Giuseppe Semplicio,21.0,10.0,2018,
ur.0777436500.79,1,Janine E. Deakin,104.0,1755.0,2018,
ur.0777432016.22,1,Lucio Tremolizzo,4.0,106.0,2021,
ur.0777052453.77,1,Arvin Saremi,94.0,149.0,2019,
ur.0777041123.52,1,Benoit Labonte,90.0,42.0,2017,
ur.01365157652.07,1,Shuna Colville,349.0,349.0,2016,
ur.0776525362.16,1,Max M van Noesel,245.0,8.0,2015,
ur.01365523522.59,1,Khai Koon Heng,79.0,47.0,2017,
ur.013655473425.84,1,Eric Biggers,327.0,140.0,2015,
ur.01365561632.23,1,Peter Humburg,256.0,110.0,2015,
ur.013655621327.72,1,Hakhamanesh Mostafavi,53.0,66.0,2019,
ur.01365573011.21,1,Alisa B. Lee-Sherick,212.0,89.0,2015,
ur.01365577420.92,1,Monique L den Boer,93.0,36.0,2015,
ur.01365616000.62,1,Vivien Grant,4.0,225.0,2021,
ur.01365621762.03,1,Renee L. Sears,173.0,26.0,2015,
ur.01365640357.01,1,Guangwei Li,25.0,100.0,2021,
ur.01365643723.49,1,Anny H. Xiang,31.0,1090.0,2021,
ur.01365673201.04,1,Rikin Trivedi,25.0,85.0,2021,
ur.0777031047.08,1,Ko Willems van Dijk,292.0,667.0,2017,
ur.0776513443.35,1,Elisabeth Sundström,42.0,127.0,2015,
ur.01365736131.57,1,Giorgia Sebastiani,61.0,37.0,2018,
ur.0776511143.21,1,Dejan Juric,1.0,94.0,2021,
ur.013657373177.54,1,Lut Overbergh,90.0,192.0,2016,
ur.0776475443.84,1,Hanka Venselaar,50.0,340.0,2017,
ur.01365763541.49,1,Caroline I. Le Roy,59.0,291.0,2021,
ur.0776474134.03,1,Wanling Yang,193.0,69.0,2016,
ur.0776456322.00,1,Natalie K Wolf,170.0,57.0,2015,
ur.01365774750.42,1,Satu Mustjoki,5.0,85.0,2021,
ur.01366010411.10,1,Christina M. Lill,272.0,384.0,2019,
ur.0776560165.61,1,Jesse W. Rowley,212.0,89.0,2015,
ur.0776577405.11,1,Naveeduddin Ahmed,145.0,345.0,2017,
ur.0776604235.83,1,David St Clair,573.0,264.0,2016,
ur.01365456213.09,1,William Devine,104.0,130.0,2017,
ur.013651635533.41,1,Rachel L Bilski,321.0,167.0,2017,
ur.01365214276.10,1,Alexander W Charney,725.0,318.0,2019,
ur.01365221535.54,1,Ashley Moffett,8.0,102.0,2021,
ur.01365222217.07,1,Harry Bulstrode,25.0,85.0,2021,
ur.0776762265.15,1,Jan Heeringa,196.0,62.0,2017,
ur.01365227460.97,1,Jeremy F. Taylor,154.0,242.0,2018,
ur.0776760447.38,1,Anna Castells-Nobau,294.0,223.0,2017,
ur.013652407112.68,1,Bertil Johansson,108.0,3.0,2015,
ur.01365243667.41,1,Tomas Radivoyevitch,250.0,23.0,2016,
ur.0776732710.68,1,Hongmei Zhang,15.0,107.0,2021,
ur.0776725051.17,1,Xun Bao,85.0,173.0,2018,
ur.01365311267.76,1,Gan-Yuan Zhong,35.0,157.0,2020,
ur.01365314703.74,1,Philippe Collas,67.0,121.0,2019,
ur.0776676014.12,1,Tony Roscioli,21.0,10.0,2018,
ur.07766631264.44,1,Lambert van den Heuvel,50.0,340.0,2017,
ur.01365403540.77,1,Oliver Elliott,421.0,26.0,2016,
ur.07766317527.94,1,Monika Ridinger,307.0,83.0,2015,
ur.07766306525.14,1,Josh Tycko,285.0,94.0,2017,
ur.01365412742.80,1,Olga Ignatyeva,112.0,99.0,2015,
ur.013654244147.36,1,Chii Min Hwu,41.0,58.0,2020,
ur.01365430341.13,1,Antoinette Tuthill,6.0,96.0,2021,
ur.01367241647.68,1,Miguel Beato,205.0,139.0,2018,
ur.01367247364.80,1,Marc J van de Vijver,60.0,71.0,2017,
ur.0775133171.09,1,Giulia Pignata,108.0,77.0,2016,
ur.0773416276.95,1,Changwei Shao,125.0,208.0,2016,
ur.0773477106.26,1,Christopher K Edlund,190.0,177.0,2018,
ur.0773476645.92,1,Martin Zenker,99.0,23.0,2017,
ur.01371214213.02,1,Daniella Bach-Holm,79.0,47.0,2017,
ur.0773472743.01,1,Gülfem Demir,115.0,111.0,2019,
ur.01371215547.26,1,Michael C. Stephens,97.0,44.0,2017,
ur.0773444455.86,1,Jeroen Breckpot,226.0,207.0,2016,
ur.01371227306.10,1,Andrew Dimond,266.0,43.0,2015,
ur.0773443154.65,1,Kushal K. Dey,38.0,35.0,2020,
ur.0773441766.02,1,Austin Bautista,31.0,44.0,2018,
ur.0773431111.02,1,Katalin Sterbova,172.0,113.0,2015,
ur.01371233613.91,1,Ginger Metcalf,43.0,63.0,2015,
ur.01371176464.58,1,Jianjian Qi,49.0,55.0,2019,
ur.01371250122.51,1,Edythe London,497.0,478.0,2018,
ur.01371252271.48,1,Ye Yin,27.0,135.0,2018,
ur.0773414311.69,1,Maurizio Scaltriti,58.0,51.0,2020,
ur.01371261677.29,1,Mats Jernetz,205.0,248.0,2017,
ur.0773403274.73,1,Jonathan Kreplak,147.0,296.0,2019,
ur.0773366243.93,1,Unn K. Haukvik,94.0,149.0,2019,
ur.01371341460.63,1,Jilin Zhang,125.0,208.0,2016,
ur.013713464204.16,1,Harry J. Han,162.0,167.0,2016,
ur.0773330630.03,1,Dorota Pasko,337.0,149.0,2017,
ur.0773311041.23,1,Nhat Trung Doan,94.0,149.0,2019,
ur.013712040034.83,1,Maria Dilia Palumbieri,143.0,288.0,2018,
ur.01371171317.49,1,Gerard Zalcman,166.0,5.0,2015,
ur.01367254577.12,1,Jan Cools,14.0,9.0,2015,
ur.0773627013.03,1,Richard A. Stone,64.0,162.0,2020,
ur.013706051020.08,1,Allen C. Zhu,44.0,51.0,2020,
ur.07737560744.70,1,Koenraad Devriendt,226.0,207.0,2016,
ur.0773710352.16,1,Sangeet Lamichhaney,249.0,148.0,2015,
ur.013706660053.55,1,Joelle Sasse,209.0,52.0,2015,
ur.01370671040.27,1,Paolo Gallipoli,0.0,17.0,2021,
ur.0773704147.10,1,Maire Duggan,3.0,862.0,2021,
ur.0773676021.57,1,Ramin Naraghi,114.0,125.0,2015,
ur.0773675772.82,1,Susan S. Baker,97.0,44.0,2017,
ur.01370760647.78,1,Tarja Laitinen,269.0,116.0,2017,
ur.0773673724.28,1,Mary Olanich,3.0,862.0,2021,
ur.013710543240.82,1,Scott Newman,188.0,95.0,2019,
ur.01371150152.07,1,Xiao-Yan Wen,85.0,70.0,2016,
ur.07736074375.59,1,Palmira Granados Moreno,16.0,77.0,2020,
ur.07735522362.08,1,Peter D Sly,191.0,247.0,2017,
ur.01371061635.20,1,Eleonóra Fabiánová,99.0,99.0,2016,
ur.07735261457.78,1,Vince D. Calhoun,94.0,149.0,2019,
ur.01371067633.04,1,Ashwin Peres-da-Silva,139.0,58.0,2016,
ur.013711232774.91,1,Andrea Local,100.0,45.0,2017,
ur.0773514765.76,1,Diego Alignani,220.0,40.0,2015,
ur.01371133635.87,1,Amy R. Cross,4.0,2450.0,2021,
ur.0773505760.16,1,Bernard Lerer,573.0,264.0,2016,
ur.0773501424.55,1,Regina C. LaRocque,24.0,129.0,2018,
ur.013713554063.22,1,Naomi T Nkinsi,33.0,121.0,2020,
ur.01371364612.90,1,Qi-Min Zhan,154.0,116.0,2016,
ur.0773303517.98,1,Jesse S Boehm,393.0,209.0,2017,
ur.0773032705.31,1,Stobdan Kalon,359.0,191.0,2015,
ur.0773125516.85,1,Carol Wicking,96.0,80.0,2017,
ur.0773113615.16,1,Robert W Haile,190.0,177.0,2018,
ur.013720074247.55,1,Cody A Ramirez,321.0,167.0,2017,
ur.07730777557.77,1,Mahan Salehi,5.0,874.0,2021,
ur.01372014732.60,1,Ruiqiong Wu,4.0,130.0,2021,
ur.01372023057.78,1,Kouya Shiraishi,97.0,100.0,2020,
ur.0773075327.10,1,Kathleen Leppig,180.0,55.0,2016,
ur.01372040277.44,1,Polina A Selivanova,269.0,116.0,2017,
ur.013720421742.60,1,Jose M. Ordovas,337.0,149.0,2017,
ur.0773067534.50,1,Ryan J Buus,158.0,273.0,2015,
ur.01372074662.08,1,Simone Reppermund,94.0,149.0,2019,
ur.01371425447.36,1,Stefania Maria Bova,43.0,10.0,2017,
ur.0773026141.45,1,Laura K. H. Donohue,0.0,29.0,2021,
ur.01372075407.67,1,Sandra Freitag-Wolf,251.0,75.0,2019,
ur.013721017504.77,1,John F Thompson,186.0,23.0,2015,
ur.0772770401.63,1,Alex Lubwama,119.0,12.0,2015,
ur.0772755577.30,1,Peter C Dedon,99.0,23.0,2017,
ur.01372123443.83,1,Silvia Montoto,115.0,89.0,2015,
ur.01372137306.83,1,Laura Nisenbaum,573.0,264.0,2016,
ur.0772750427.17,1,Jordi Moreno-Romero,85.0,42.0,2018,
ur.01372143635.04,1,Brian G. Poll,79.0,29.0,2015,
ur.013721645434.55,1,Carrie A. M. Northover,1.0,485.0,2021,
ur.0773144517.21,1,Patrick E. MacDonald,31.0,44.0,2018,
ur.013717750733.32,1,Aaron P Graubert,321.0,167.0,2017,
ur.013717424311.64,1,Luis Felipe Ribeiro,4.0,88.0,2021,
ur.01371735210.28,1,Thomas Berg,73.0,223.0,2017,
ur.0773275510.01,1,Daniel M. Ibrahim,130.0,167.0,2019,
ur.01371435441.90,1,Michael P. Lux,119.0,105.0,2018,
ur.0773256711.41,1,Max Crispin,50.0,443.0,2021,
ur.0773242513.25,1,Concepción Gimeno Cardona,3.0,137.0,2021,
ur.01371501141.49,1,Logan A Walsh,82.0,62.0,2016,
ur.013715014664.51,1,Markus Färkkilä,355.0,1126.0,2016,
ur.0773240555.48,1,Indira Basu,224.0,109.0,2016,
ur.01371510147.96,1,Alberto García-Redondo,157.0,970.0,2016,
ur.01371526307.43,1,Alberta Palazzo,83.0,18.0,2015,
ur.013715352110.89,1,Lars Romoth,107.0,141.0,2018,
ur.01371574303.19,1,Simone McInerny,14.0,3.0,2018,
ur.0773240517.43,1,Maki Fukami,155.0,12.0,2016,
ur.01371625275.46,1,Paolina Salamone,4.0,106.0,2021,
ur.07732246534.02,1,Bin Chen,5.0,19.0,2021,
ur.013716323030.32,1,Daniel Sprague,94.0,141.0,2018,
ur.0773210261.88,1,Karine Gallardo,147.0,296.0,2019,
ur.01371677602.75,1,Melissa A Merritt,205.0,248.0,2017,
ur.0773177703.18,1,Martin Weltman,73.0,223.0,2017,
ur.013717043157.88,1,Emanuella De Lucia Rolfe,312.0,339.0,2016,
ur.0773174033.05,1,Katharina Domschke,1384.0,1317.0,2018,
ur.01371721244.68,1,Yogen Patel,546.0,654.0,2017,
ur.013705565757.31,1,Saman Nazarian,314.0,170.0,2018,
ur.01370502221.30,1,Jane Merlevede,83.0,18.0,2015,
ur.07737606455.26,1,Tao Jiang,5.0,74.0,2021,
ur.07745615777.14,1,Jinyoung Byun,195.0,421.0,2017,
ur.0774644674.59,1,Muhammad T Salam,269.0,116.0,2017,
ur.0774624217.01,1,Manuel Aranda,11.0,184.0,2021,
ur.01367601343.61,1,Valerie McCormack,4.0,88.0,2021,
ur.0774616620.61,1,Boqiang Hu,147.0,71.0,2017,
ur.01367604671.31,1,Rolf D. Horstmann,112.0,99.0,2015,
ur.0774615111.82,1,Philip C Haycock,85.0,162.0,2020,
ur.01367645250.90,1,Nicholas B. Griner,13.0,124.0,2020,
ur.01367657734.75,1,Jeff C. Glaubitz,212.0,46.0,2018,
ur.013676666410.35,1,Paul J. Hop,4.0,106.0,2021,
ur.0774600172.57,1,Andrea D. Coviello,251.0,118.0,2015,
ur.01367753446.30,1,Davide Seripa,546.0,654.0,2017,
ur.0774375175.73,1,Haoyu Chen,53.0,11.0,2016,
ur.0774532755.16,1,Carol Durno,259.0,107.0,2015,
ur.0774532135.47,1,Yeon Jeong Kim,228.0,42.0,2015,
ur.0774471663.39,1,Eugen Widmeier,99.0,23.0,2017,
ur.01370012004.66,1,Pornthep Siriwanarangsan,416.0,104.0,2015,
ur.01370014511.38,1,Gary Saunders,234.0,43.0,2015,
ur.013700334040.26,1,Hongbin Wei,41.0,60.0,2020,
ur.07744357361.46,1,Shenglin Mei,16.0,90.0,2021,
ur.01370040756.55,1,Soesma A Jankipersadsing,439.0,125.0,2016,
ur.07744320647.25,1,Andrew C Chang,237.0,24.0,2015,
ur.0774422313.24,1,Olli Pietiläinen,573.0,264.0,2016,
ur.07746544547.34,1,Jeffrey Reid,57.0,38.0,2021,
ur.01367567653.82,1,Yoshihiro Muragaki,550.0,33.0,2015,
ur.01367562426.99,1,Michael A. Rosenberg,314.0,170.0,2018,
ur.07747064054.54,1,Dirk Jaeger,99.0,96.0,2018,
ur.01367256160.54,1,Toshihiko Wakabayashi,550.0,33.0,2015,
ur.0775073524.07,1,Peter Timms,104.0,1755.0,2018,
ur.01367336053.25,1,Nilufer Ertekin-Taner,546.0,654.0,2017,
ur.07750714733.10,1,Daniele Cusi,30.0,223.0,2021,
ur.07750567207.08,1,Andrea Lauria,7.0,130.0,2021,
ur.01367410524.56,1,Ryuji Fukuzawa,155.0,12.0,2016,
ur.013674166537.11,1,Tyrone D. Cannon,497.0,478.0,2018,
ur.07750436730.13,1,James R. Torpy,11.0,244.0,2021,
ur.01367427363.17,1,Yuhua He,57.0,137.0,2019,
ur.01367433311.77,1,Albert Y. Hung,10.0,109.0,2021,
ur.01367461526.13,1,Hans-Joachim Schulze,175.0,53.0,2015,
ur.013674745677.97,1,Ken Chen,122.0,264.0,2020,
ur.0775031060.08,1,Christian M. Korff,172.0,113.0,2015,
ur.013675031150.19,1,Ariana Huebner,71.0,160.0,2020,
ur.0775027552.38,1,Michael T Gabbett,4.0,0.0,2015,
ur.01367505610.54,1,Noémie Braekeveldt,39.0,169.0,2018,
ur.0774757552.05,1,Larbi Bedrani,59.0,291.0,2021,
ur.0774751552.05,1,Adebowale Adeniran,12.0,42.0,2019,
ur.0774711610.36,1,Marco Garieri,261.0,102.0,2016,
ur.013675443673.61,1,Ying Sun,24.0,47.0,2021,
ur.0774707576.44,1,Amy Holroyd,92.0,137.0,2017,
ur.0774411355.34,1,Josselyn E Garcia-Perez,90.0,192.0,2016,
ur.0774365577.56,1,Akiyoshi Kakita,158.0,47.0,2018,
ur.0773765054.22,1,Congcong Zhou,274.0,38.0,2015,
ur.0774070266.21,1,Julia E VanderMeer,49.0,124.0,2016,
ur.013702411337.07,1,Xuemei Chen,126.0,17.0,2016,
ur.01370241640.39,1,Peter S. Winter,27.0,28.0,2020,
ur.01370246037.88,1,Rajesh Rawal,644.0,742.0,2016,
ur.07741137145.72,1,Jesse L. Hoff,154.0,242.0,2018,
ur.0774111264.91,1,Ruth Bennett,107.0,141.0,2018,
ur.0774103643.99,1,Marco Maccaferri,283.0,290.0,2019,
ur.0774103305.12,1,Nina De Rocker,99.0,23.0,2017,
ur.01370274103.22,1,Tuuli Lappalainen,116.0,356.0,2018,
ur.0774101324.23,1,Gavin Kelsey,8.0,5.0,2015,
ur.013703345025.91,1,Jennifer A. Marshall Graves,104.0,1755.0,2018,
ur.01370364137.47,1,Benjamin Allen,234.0,87.0,2017,
ur.0774334672.45,1,Jordan S Orange,198.0,48.0,2015,
ur.01370365577.28,1,Aliya F. Spigelman,31.0,44.0,2018,
ur.01370366626.82,1,Tamara J Beck,66.0,112.0,2017,
ur.0774061526.48,1,Pooran M. Gaur,101.0,181.0,2019,
ur.01370370261.62,1,Corneliu Henegar,42.0,127.0,2015,
ur.013703735020.81,1,Samantha N Piekos,33.0,28.0,2018,
ur.0774053221.90,1,Flavio S. Schenkel,154.0,242.0,2018,
ur.0774052511.66,1,Erkan Demirkaya,367.0,28.0,2015,
ur.0774025252.72,1,Eric Soler,152.0,111.0,2017,
ur.07740136224.84,1,Shengwei Ma,95.0,12.0,2019,
ur.01370427644.00,1,Wencheng Ding,273.0,33.0,2015,
ur.01370235414.07,1,Jonine L Bernstein,171.0,329.0,2017,
ur.01370227614.23,1,Yan Liang,319.0,32.0,2015,
ur.0774131436.40,1,Mi-Ok Kim,97.0,44.0,2017,
ur.01370221565.84,1,Ian Y Yeo,53.0,11.0,2016,
ur.013701066275.88,1,Emily Moe,180.0,55.0,2016,
ur.01370111211.14,1,Claudia Scheckel,140.0,473.0,2019,
ur.0774327646.03,1,Nicolas Girard,166.0,5.0,2015,
ur.0774320252.24,1,Ming Zhang,234.0,87.0,2017,
ur.01370113205.21,1,Anna K Kähler,573.0,264.0,2016,
ur.0774313404.03,1,Simon Haas,159.0,100.0,2017,
ur.07743132433.57,1,Heike Wollmann,26.0,30.0,2017,
ur.01370122220.96,1,Tina Schick,786.0,198.0,2015,
ur.0774253567.42,1,Donald R. Polaski,98.0,23.0,2018,
ur.01370133073.92,1,Alain Viari,60.0,71.0,2017,
ur.0774227137.49,1,Wanting Zhang,274.0,38.0,2015,
ur.0774223077.55,1,Taras Velychko,29.0,130.0,2020,
ur.0774220504.34,1,Mikkel Schubert,42.0,127.0,2015,
ur.0774215061.37,1,Yingying Lei,53.0,39.0,2018,
ur.07742125117.60,1,Edyta Rychlicka-Buniowska,24.0,3.0,2018,
ur.01370173646.17,1,Shujun Ou,319.0,32.0,2015,
ur.01370200035.08,1,Matthias L. Schroeter,94.0,149.0,2019,
ur.01370201360.00,1,Roy Combe,120.0,110.0,2015,
ur.0774163325.61,1,James I Campbell,310.0,314.0,2015,
ur.01370212753.88,1,Jonathan Davila,129.0,133.0,2015,
ur.0774154570.43,1,Patrick F Chinnery,8.0,219.0,2021,
ur.0766232356.53,1,Naoko Yagishita,2.0,1.0,2019,
ur.0766220260.33,1,Michael C. Zody,14.0,152.0,2021,
ur.07662105064.52,1,Noriyuki Katsumata,155.0,12.0,2016,
ur.014666756641.98,1,Haifang He,8.0,18.0,2021,
ur.014660060503.13,1,Maria V McSharry,33.0,121.0,2020,
ur.014660221440.61,1,Jun Zhu,115.0,122.0,2017,
ur.014661016707.18,1,Stephanie Yoon,63.0,103.0,2018,
ur.0757253570.56,1,Jiansong Fang,25.0,154.0,2021,
ur.014661474335.43,1,Caucasella Diaz-Trujillo,54.0,38.0,2018,
ur.014661720474.42,1,Andrew Brass,12.0,23.0,2019,
ur.0757237353.89,1,Stacey L Tannheimer,187.0,82.0,2015,
ur.014662324316.37,1,Ray N. Scheid,56.0,123.0,2018,
ur.014663212323.43,1,Qing Shao,59.0,64.0,2019,
ur.014664464627.24,1,Claudette Boni,310.0,1548.0,2019,
ur.0757220676.71,1,Tudor Groza,21.0,109.0,2018,
ur.014657307325.63,1,Edward J. Rice,60.0,125.0,2018,
ur.014667030551.54,1,Xiangsong Chen,56.0,123.0,2018,
ur.014667570367.97,1,Laura R Loehr,269.0,116.0,2017,
ur.0757217247.93,1,Christina Galonska,306.0,29.0,2015,
ur.0757202353.10,1,Tanya A Kranenburg,49.0,15.0,2015,
ur.014670153657.59,1,DongAhn Yoo,24.0,313.0,2020,
ur.014670427034.98,1,Stacy M Meuer,786.0,198.0,2015,
ur.014671004554.40,1,James Walker,99.0,111.0,2017,
ur.0757200344.48,1,Rintis Noviyanti,127.0,109.0,2016,
ur.0757175700.01,1,Brook C Barajas,177.0,60.0,2017,
ur.014671574242.57,1,Samantha A. Bender,58.0,138.0,2020,
ur.0757261632.51,1,Jose L Pruneda-Paz,126.0,109.0,2017,
ur.014657050657.85,1,Kenneth B. Margulies,314.0,170.0,2018,
ur.0757565147.19,1,Jason F Kreisberg,84.0,187.0,2018,
ur.014646666135.13,1,Delphine Douillet,34.0,22.0,2020,
ur.014640114227.81,1,Chris C Goodnow,90.0,192.0,2016,
ur.0757546037.66,1,Thierry Le Tourneau,75.0,39.0,2015,
ur.014640320555.19,1,Ashley N. Siverly,317.0,54.0,2018,
ur.0757543201.65,1,Zhaojie Zhang,169.0,121.0,2015,
ur.07575367437.14,1,Berthold Göttgens,81.0,642.0,2018,
ur.07575346575.26,1,Carolyn Nakisige,13.0,124.0,2020,
ur.014643012251.01,1,Ivan J. Johnson,115.0,111.0,2019,
ur.0757513244.22,1,Daniele Imperiale,4.0,106.0,2021,
ur.014645060103.39,1,Eco J. C. de Geus,31.0,1090.0,2021,
ur.0757503071.54,1,Walter L Eckalbar,49.0,124.0,2016,
ur.014647045167.69,1,Hehuang Xie,23.0,63.0,2020,
ur.014656447625.17,1,Joelle Mbatchou,57.0,38.0,2021,
ur.014650510601.30,1,Yugao Zhang,259.0,46.0,2019,
ur.07574627777.75,1,Marcus Valentine,48.0,87.0,2019,
ur.07574044771.88,1,Yuanbo Huang,193.0,69.0,2016,
ur.014652411502.18,1,Henrik B Rasmussen,573.0,264.0,2016,
ur.014652524373.36,1,Martí Cabanes-Creus,54.0,15.0,2017,
ur.014652731707.13,1,Joanne Lim,43.0,89.0,2020,
ur.014653173254.73,1,Klothilda Lim,3.0,137.0,2021,
ur.014654444322.73,1,Nicholas A. Fletcher,79.0,52.0,2016,
ur.014654704563.40,1,Roy Oelen,37.0,213.0,2021,
ur.014656163625.94,1,Philip L De Jager,15.0,0.0,2016,
ur.0757130724.88,1,Panagiotis Papasaikas,3.0,41.0,2021,
ur.0757123130.63,1,Rodney D Gilbert,256.0,110.0,2015,
ur.0757122550.11,1,Gennaro Napolitano,89.0,11.0,2015,
ur.0756710473.27,1,Timothy J Vece,198.0,48.0,2015,
ur.014715157701.33,1,Asaf Rotem,22.0,220.0,2021,
ur.014715562671.49,1,Qin Yang,103.0,75.0,2017,
ur.014717722323.73,1,Agnieszka D'Antonio-Chronowska,16.0,87.0,2019,
ur.0757002357.08,1,Anthony K Shum,198.0,48.0,2015,
ur.014720637573.54,1,Sigrun Hjartardottir,120.0,218.0,2017,
ur.014722153571.14,1,Lesibana Malinga,157.0,56.0,2017,
ur.0756772657.69,1,Fabrizio Menardo,119.0,174.0,2016,
ur.014723541111.33,1,Jing Wang,35.0,80.0,2021,
ur.0756757401.03,1,Vi Nguyen,126.0,17.0,2016,
ur.0756745766.49,1,Michael V. Wiles,16.0,28.0,2021,
ur.014725050373.92,1,Shadi Shams,66.0,123.0,2020,
ur.014672640140.06,1,Jessica Lam,1.0,29.0,2021,
ur.014725366762.79,1,Djawad Radjabzadeh,59.0,291.0,2021,
ur.0756677565.18,1,Maritha J. Kotze,15.0,26.0,2019,
ur.014726050071.73,1,Cathal Seoighe,4.0,5.0,2018,
ur.014726603647.97,1,Alfredo Cuellar-Barboza,69.0,310.0,2021,
ur.0756672326.37,1,Marina Ruiz-Romero,64.0,45.0,2015,
ur.014726620757.07,1,Dayong Wu,189.0,28.0,2015,
ur.014727106157.34,1,Carmy Forney,173.0,988.0,2018,
ur.014727727763.68,1,Muhammad Jamal,53.0,39.0,2018,
ur.0756657070.53,1,Morten Engstrøm,115.0,407.0,2019,
ur.014731103241.52,1,Phillip Rosenbaum,5.0,48.0,2021,
ur.0757007155.65,1,Aline Marnef,8.0,41.0,2019,
ur.014713522302.13,1,Michael J. Rieder,160.0,15.0,2015,
ur.0757011170.31,1,Jiaoyuan Li,61.0,20.0,2018,
ur.07570112233.24,1,Michael Miller,24.0,47.0,2021,
ur.014673551361.01,1,Fan Xu,80.0,23.0,2018,
ur.014674554253.44,1,Xiao Qing Chen,205.0,248.0,2017,
ur.014675136413.16,1,Elena P Sorokin,27.0,43.0,2017,
ur.0757112423.33,1,Adrian Thorogood,7.0,31.0,2021,
ur.0757112137.57,1,Carlos Alberto Aguilar-Salinas,31.0,1090.0,2021,
ur.014701550404.13,1,K Otfried Schwab,50.0,340.0,2017,
ur.014703403600.86,1,Lauren K Fong,17.0,22.0,2019,
ur.0757063232.09,1,Michael Ittmann,35.0,80.0,2021,
ur.014703547205.39,1,Taeseob Lee,88.0,55.0,2020,
ur.014704362221.85,1,Takashi Takahashi,97.0,100.0,2020,
ur.0757045612.02,1,Rasmus F. Brøndum,154.0,242.0,2018,
ur.014704660720.15,1,Lena Backlund,69.0,310.0,2021,
ur.014705662353.15,1,Steven Horner,138.0,129.0,2017,
ur.0757036111.41,1,Ute I. Scholl,121.0,168.0,2018,
ur.014706656523.82,1,Kreete Lüll,59.0,291.0,2021,
ur.014710636053.51,1,Sébastien Lacube,73.0,41.0,2019,
ur.0757021320.11,1,Pamela Keagle,157.0,970.0,2016,
