researcher_id,pubs,full_name,citations_mean,altmetric_mean,last_pub_year,url
ur.01325467772.02,2,Rohit Malik,973.0,131.5,2018,
ur.0623764366.44,2,Qin Cao,75.5,24.5,2019,
ur.01325520147.47,2,Yutaka Kohno,139.5,70.5,2019,
ur.0625720233.08,2,Won C. Yim,179.0,189.5,2019,
ur.01327653705.32,2,Maria Ban,51.5,11.0,2015,
ur.01211501151.59,2,Niccolo Bolli,141.0,250.5,2020,
ur.01327657366.42,2,Hidetoshi Date,141.5,66.5,2019,
ur.01211466463.97,2,Michael Inouye,79.5,102.5,2021,
ur.01211451731.04,2,Arja I Tervahauta,66.0,100.0,2019,
ur.014577044753.02,2,Emma Impey,66.5,38.0,2019,
ur.01254703044.58,2,Christopher Ogden,219.5,369.0,2018,
ur.01270061622.88,2,Jennifer J. Knox,80.5,47.0,2020,
ur.016607614102.17,2,Mark Caulfield,51.5,444.5,2021,
ur.012113301166.79,2,Christopher D. Lanier,17.5,40.5,2021,
ur.01211277021.41,2,Natasha Karp,142.5,149.0,2017,
ur.01254740502.18,2,Robin Andersson,77.0,109.0,2018,
ur.01211270763.38,2,Edward C. Jones-López,88.0,35.5,2018,
ur.012112543017.50,2,Lawrence J. Beilin,117.0,973.0,2021,
ur.01327755143.47,2,Tetsuya Ando,199.5,879.0,2020,
ur.0625674246.54,2,Asaf Vivante,37.0,9.5,2019,
ur.01211243525.75,2,Matthias Schlesner,111.5,112.5,2020,
ur.01327633623.85,2,Paul G. Ekert,34.0,53.0,2018,
ur.01211503730.44,2,Ellen M Westerhout,252.0,38.0,2017,
ur.01327565654.71,2,Aleixo M. Muise,35.5,50.5,2021,
ur.01254563151.32,2,Arie B Brinkman,30.5,36.0,2017,
ur.016614713737.00,2,George Nicholson,103.0,89.5,2017,
ur.01327223222.22,2,Yunjiang Qiu,67.5,71.5,2021,
ur.01327251634.32,2,Josefina Campos,217.0,219.0,2016,
ur.01327306300.84,2,Rebecca D Jackson,111.5,96.5,2018,
ur.01212052755.65,2,Shalini V. Rao,25.0,18.0,2020,
ur.0625474350.36,2,Jussi Taipale,171.5,57.5,2018,
ur.0625532044.92,2,Elizabeth Ormondroyd,148.0,102.5,2021,
ur.01327333123.66,2,Michaela Bowden,123.0,28.0,2019,
ur.016176207377.25,2,Sonja I Berndt,177.5,195.5,2018,
ur.0625541064.80,2,Xinli Hu,103.0,29.5,2016,
ur.01211560330.70,2,Charles Karan,52.0,49.0,2019,
ur.014604440167.54,2,Jelena Randjelovic,17.5,40.5,2021,
ur.013274213674.80,2,Kai Wang,108.5,88.0,2018,
ur.0625571026.24,2,Paul Newton,351.0,213.0,2015,
ur.013274513237.38,2,J William Langston,18.5,19.0,2016,
ur.014602535626.18,2,Qisheng You,38.5,21.5,2015,
ur.014576442127.82,2,Balamuralikrishna Jayaprakash,66.0,100.0,2019,
ur.016177552573.21,2,Cassandra Foster,94.5,436.0,2019,
ur.01325535770.36,2,Gyorgy Petrovics,31.0,131.0,2021,
ur.012111465267.34,2,Matthew H. Bailey,17.5,40.5,2021,
ur.0626061227.06,2,Nabila Bouatia-Naji,176.5,105.0,2016,
ur.01210760547.68,2,Matthew Denniff,5.0,474.0,2021,
ur.01210752347.03,2,Ozren Bogdanovic,81.5,106.5,2020,
ur.014570252611.24,2,Steve R. Webb,56.5,36.0,2019,
ur.01330253612.43,2,Amalia Barreto-Luis,29.0,138.0,2018,
ur.01330313615.86,2,Ulrich Schall,321.0,287.0,2021,
ur.01210732407.21,2,Annette Künkele,38.0,151.0,2020,
ur.012107166277.76,2,Ernesto Preciado,85.5,75.0,2017,
ur.01255145070.12,2,Roberta Battini,39.5,26.0,2017,
ur.01330347472.11,2,Jessica S. Johnson,397.0,314.0,2021,
ur.014562564347.03,2,Conny M van Ravenswaaij-Arts,113.5,35.5,2016,
ur.014557252224.23,2,Adolfo Correa,286.0,306.0,2019,
ur.01330543567.31,2,Antonio Fea,93.5,62.0,2017,
ur.0626362447.37,2,Janie F. Shelton,22.5,329.0,2021,
ur.0626374011.11,2,Valentina Serra,8.5,21.0,2020,
ur.01210613030.05,2,Luciana Chessa,57.0,57.0,2017,
ur.01330545071.35,2,Maria E Arcila,96.0,79.5,2020,
ur.013302054310.63,2,Mathilde Boissel,161.5,47.5,2019,
ur.012107715113.61,2,Julie Lecarpentier,200.0,334.5,2017,
ur.0626036444.14,2,Pavel Hamet,184.0,87.0,2019,
ur.01255100245.12,2,Emilie Lalonde,276.5,92.5,2019,
ur.01211137374.29,2,Jacob M. Keaton,151.5,129.5,2020,
ur.01211120132.58,2,Gulshan Karbani,52.0,191.5,2015,
ur.012550053555.31,2,Yin-Ling Woo,128.0,71.5,2015,
ur.01327765331.73,2,Yi-Hsiang Hsu,152.0,89.0,2019,
ur.013300167177.59,2,Julia A. Newton Bishop,113.5,145.5,2020,
ur.014573567167.09,2,Caterina M. Barbieri,212.0,227.5,2018,
ur.01275757454.19,2,Bastian Schilling,126.0,117.0,2020,
ur.01330130651.90,2,Hunna J. Watson,199.5,879.0,2020,
ur.01270044445.20,2,Melissa E Garcia,398.5,386.0,2017,
ur.01270047323.77,2,Nina Hutri-Kähönen,184.0,87.0,2019,
ur.0626003444.81,2,Giuseppe Lauria,80.5,538.0,2021,
ur.01330133106.36,2,Richard Kim,205.5,126.5,2020,
ur.0626023133.44,2,Mikko Muona,184.0,566.5,2016,
ur.0626026315.88,2,Veryan Codd,28.5,156.0,2021,
ur.01330142155.73,2,Airi Lamminmäki,66.0,100.0,2019,
ur.0626033551.00,2,Zhiying Ma,89.5,15.0,2021,
ur.013271236237.70,2,Simon Thom,212.0,227.5,2018,
ur.01212125364.28,2,Augusto Villanueva,481.0,30.0,2017,
ur.014610761435.34,2,Jessica Giordano,17.5,40.5,2021,
ur.01270122124.47,2,Pierre A Zalloua,902.5,118.0,2017,
ur.012134745721.40,2,Christiane Maier,31.0,131.0,2021,
ur.01325745523.08,2,Xiaohui Zhao,120.5,16.5,2020,
ur.014636242260.85,2,Mikko Taipale,34.0,53.0,2018,
ur.016631517147.71,2,Jiayang Li,217.5,139.5,2016,
ur.01270344172.00,2,Sherman J Silber,35.0,13.5,2016,
ur.016624644423.38,2,Coral Chen,6.0,83.0,2021,
ur.012134045013.18,2,Chang Wang,3.5,34.5,2021,
ur.01326017172.27,2,Junwen Wang,401.0,393.5,2016,
ur.01254147625.16,2,Marc Zapatka,159.0,139.0,2020,
ur.01213336512.81,2,Alexey A. Shadrin,10.0,75.0,2021,
ur.012133302275.88,2,Vasiliki Nakou,64.5,71.5,2017,
ur.013261032445.06,2,Rachel Palmieri Weber,128.0,71.5,2015,
ur.0624373031.34,2,Anneke J van der Kooi,253.0,659.5,2016,
ur.01213270277.03,2,Finn C. Nielsen,76.0,555.5,2020,
ur.012132537225.23,2,Carolyn Lou,52.0,79.5,2017,
ur.0624433122.56,2,Gill Levitt,18.5,28.5,2016,
ur.012542004130.03,2,Natalie Timme,38.0,151.0,2020,
ur.01213524220.78,2,Ajinkya Revandkar,36.5,6.5,2018,
ur.016632164465.58,2,Dylan Fingerman,17.5,40.5,2021,
ur.012136524614.14,2,Hong Gao,82.5,96.0,2018,
ur.013256724037.80,2,Elisabeth B. Binder,699.5,712.0,2021,
ur.01214150146.97,2,Xueli Yang,747.0,117.5,2017,
ur.014645240657.77,2,Leo A. B. Joosten,396.0,201.5,2019,
ur.0623765053.52,2,Ashley R Jones,253.0,659.5,2016,
ur.014643172401.02,2,Alexa Morales Arana,17.5,40.5,2021,
ur.01325606065.11,2,Katsuyoshi Koh,178.0,164.5,2017,
ur.012703625177.57,2,Manuel A Ferreira,268.5,243.5,2017,
ur.01325660023.96,2,Yana A. Wilson,19.5,130.0,2021,
ur.0624044020.60,2,Tobias Kurth,184.0,566.5,2016,
ur.0624115306.18,2,Toshiya Sakurai,77.0,44.5,2017,
ur.012537624524.45,2,Lance E. Palmer,2.0,77.0,2021,
ur.01325721651.05,2,Amanda Larson Gedman,231.0,70.0,2016,
ur.012140034417.04,2,Matthew T. G. Holden,37.5,178.0,2019,
ur.01270355710.21,2,Jorma Vahala,66.0,100.0,2019,
ur.0624072336.39,2,Roarke A. Kamber,40.5,121.0,2021,
ur.01213757477.38,2,Unna Danner,199.5,879.0,2020,
ur.01213744633.62,2,Kate Witkowska,238.0,176.5,2016,
ur.014630114467.55,2,Xiaoming Liu,139.5,49.0,2015,
ur.012132436725.04,2,Peter Turnpenny,114.0,141.0,2016,
ur.01254245211.48,2,Carole Brewer,200.0,334.5,2017,
ur.01212323260.06,2,Wenjin Li,155.5,19.5,2017,
ur.012126066574.70,2,Setu Chakrabarty,108.5,88.0,2018,
ur.012701631413.15,2,Michael Untch,102.0,104.5,2020,
ur.01212551272.92,2,Reuven J Schore,92.0,17.5,2016,
ur.012543420057.39,2,Wanqing Wen,51.5,555.0,2021,
ur.012544342367.49,2,Niels A Müller,167.0,89.5,2016,
ur.01326551660.05,2,Jue Ji,155.5,19.5,2017,
ur.01326646124.25,2,Vikneswari Rajasegaran,115.0,358.5,2017,
ur.01212264177.29,2,Jerome Kelleher,51.0,97.5,2019,
ur.01270174106.89,2,Paola Ghiorzo,113.5,145.5,2020,
ur.01326667727.67,2,Ronny Myhre,278.0,533.0,2019,
ur.0625260633.11,2,Eric W Klee,43.5,115.5,2021,
ur.014615400625.01,2,Xiaolin Li,82.5,96.0,2018,
ur.01326763470.27,2,Srinivas R. Viswanathan,48.5,75.5,2020,
ur.01326764277.46,2,Julie Earl,48.0,24.0,2018,
ur.013267735177.04,2,Jordan G. Bryan,411.0,98.0,2021,
ur.014613512207.60,2,Philip H. Jones,315.0,148.5,2020,
ur.01212613713.00,2,Hongfeng Lu,18.5,25.0,2021,
ur.01326520607.47,2,Ulla Gustafson,145.5,137.5,2015,
ur.01213225540.53,2,Burak H Alver,184.5,73.0,2016,
ur.01213123440.18,2,Marta Tyszkiewicz-Nwafor,199.5,879.0,2020,
ur.01326152414.09,2,Chen Wu,123.5,15.0,2018,
ur.01213175025.19,2,Igor Antoshechkin,38.5,73.5,2015,
ur.016621022547.47,2,Katharine F. Curry,286.0,161.0,2018,
ur.014626005525.71,2,Vanesa Garcia-Barberan,200.0,334.5,2017,
ur.01254330075.28,2,Qiurong Ding,46.5,92.0,2018,
ur.014624577135.79,2,Yan Kai,7.5,7.0,2021,
ur.01213131730.25,2,Xiaoqin Liu,52.5,66.0,2019,
ur.01326376231.24,2,Andrew D. Farmer,339.5,249.5,2019,
ur.013265051104.94,2,Xintao Qiu,31.0,134.0,2021,
ur.01326405523.97,2,Vincenza Frisardi,499.5,177.0,2019,
ur.01213067220.75,2,William R Scott,147.0,31.5,2019,
ur.01213047447.50,2,Richard Mithen,159.0,47.0,2015,
ur.01326461004.29,2,Ding Ma,137.0,18.0,2016,
ur.01212770220.24,2,Lars Rönnblom,322.0,51.0,2016,
ur.01212712201.52,2,Annie Huang,172.0,75.0,2017,
ur.012126676102.17,2,Gerald R. Crabtree,138.0,20.0,2016,
ur.01252765042.01,2,Andreas Heinz,295.5,313.5,2019,
ur.01322130132.87,2,Michael Nothnagel,239.5,98.0,2015,
ur.0614175775.24,2,Tushar R Bhangale,350.0,101.0,2017,
ur.012242315174.31,2,Guofeng Wang,108.5,88.0,2018,
ur.0575461106.51,2,Samuel S. Freeman,48.5,85.0,2021,
ur.01272712602.22,2,Katsumichi Fujimaki,76.5,19.5,2016,
ur.01224543341.26,2,Simon Topp,253.0,659.5,2016,
ur.012727024557.25,2,Alan D D'Andrea,268.5,100.5,2017,
ur.01316042016.54,2,Steve Bevan,286.0,306.0,2019,
ur.01316114667.01,2,Gary Donohoe,535.0,371.0,2018,
ur.054774325.09,2,Janis Racevskis,170.5,84.5,2019,
ur.01316151277.52,2,Laura Clarke,220.0,200.5,2016,
ur.01316203656.91,2,Philip Gorwood,199.5,879.0,2020,
ur.015147316366.43,2,Gao Boning,17.5,40.5,2021,
ur.01316251302.79,2,Jianfeng Huang,747.0,117.5,2017,
ur.01224360717.75,2,Huy Q Dinh,149.0,125.5,2018,
ur.01224360066.31,2,Carlos Flores,29.0,138.0,2018,
ur.01224353612.89,2,Yiqin Wang,199.5,27.5,2018,
ur.01316256232.99,2,Artemis Tsitsika,199.5,879.0,2020,
ur.01224310445.74,2,Ferran Casals,52.0,238.0,2018,
ur.016101060111.70,2,Kentaro K Shimizu,135.0,138.5,2016,
ur.01224563513.92,2,Tatyana Pyntikova,88.0,30.0,2019,
ur.013157765274.75,2,Mengjuan Wang,108.5,88.0,2018,
ur.01224564124.32,2,Amy Eisenberg,22.0,30.0,2020,
ur.012246735457.16,2,Thomas D. Dyer,52.5,69.5,2017,
ur.012247524100.02,2,Shota Shibata,141.5,66.5,2019,
ur.01251734205.38,2,Ziruo Wen,147.0,19.5,2015,
ur.01251736674.35,2,Neal S Peachey,411.0,103.0,2015,
ur.01224745242.24,2,Metka Ravnik-Glavač,176.5,227.5,2021,
ur.01224742157.06,2,Avinash Sreedasyam,137.5,208.0,2020,
ur.01224707123.73,2,Tim Kacprowski,58.0,66.5,2020,
ur.012246737240.82,2,Peter Almgren,212.0,227.5,2018,
ur.01224660605.40,2,Steve A Kay,63.0,63.5,2017,
ur.01224564662.27,2,Sachet Shukla,419.0,95.0,2016,
ur.013156161735.96,2,Clara Berenguer,121.0,138.5,2020,
ur.01315623607.06,2,Luis Caraballo,94.5,436.0,2019,
ur.01224650043.72,2,Hamza Chettouh,126.0,112.0,2017,
ur.013157712337.84,2,Timothy J Vyse,322.0,51.0,2016,
ur.012246365534.01,2,Teemu H Teeri,66.0,100.0,2019,
ur.01224620617.18,2,Inigo Barrio-Hernandez,31.0,53.5,2021,
ur.01224574176.68,2,Emma Ahlqvist,133.0,131.0,2019,
ur.016102724550.80,2,Qian Zhu,7.5,7.0,2021,
ur.01224231057.36,2,Albena Pramatarova,152.0,89.0,2019,
ur.015156200623.29,2,Suzanna C. MacLennan,19.5,130.0,2021,
ur.015143557712.17,2,David W. Haas,1.0,26.0,2021,
ur.01272456130.13,2,Clara Cieza-Borrella,184.0,428.0,2019,
ur.01272343750.40,2,Yuichiro Shirota,141.5,66.5,2019,
ur.015137404677.19,2,William J Gibson,150.5,119.5,2016,
ur.01223350561.94,2,Barbara A. Scholz,14.0,29.0,2020,
ur.01223347604.54,2,Annemarie van Elburg,199.5,879.0,2020,
ur.015137127446.14,2,Laetitia Laurent,152.0,89.0,2019,
ur.015136040403.57,2,Martin Burkert,38.0,151.0,2020,
ur.013165542573.51,2,David J Hunter,495.5,223.0,2017,
ur.01316607307.25,2,Michiel Vandenbussche,130.5,304.0,2018,
ur.013166213472.13,2,Alison Hugill,46.5,92.0,2018,
ur.016106630517.39,2,Chirag M. Lakhani,13.5,309.0,2019,
ur.01223175003.62,2,Yaa Oppong,88.0,35.5,2018,
ur.01316622021.42,2,Christoph M. Friedrich,17.0,130.0,2020,
ur.01316704737.12,2,Catherine Wu,419.0,95.0,2016,
ur.0616327434.02,2,Silvia Tognazzo,197.0,152.5,2017,
ur.012231554767.02,2,Dennis A. Dean,17.5,40.5,2021,
ur.0616343562.54,2,Anthoula Chatzikyriakidou,38.5,21.5,2015,
ur.01223364111.43,2,Tiina Laatikainen,10.5,88.0,2021,
ur.01223375051.93,2,Lars L.P. Hanssen,161.0,86.0,2018,
ur.01316434744.98,2,Karlhans Endlich,184.0,87.0,2019,
ur.01316356315.68,2,Suzanne Chambers,184.0,428.0,2019,
ur.01224052340.44,2,Lucy Xia,157.0,263.0,2018,
ur.012240157547.49,2,Elena J. Ghirardello,286.0,161.0,2018,
ur.0615567447.28,2,Octavian Henegariu,186.5,50.0,2016,
ur.013163102014.05,2,Otis D. Wilson,139.0,97.5,2019,
ur.015143016124.05,2,Vanessa B. Jensen,17.5,40.5,2021,
ur.012236732727.14,2,Ronald D. Smith,130.5,191.5,2019,
ur.016712172410.32,2,Charlotte Tolonen,196.0,102.5,2019,
ur.0615722471.03,2,Rick A. Kittles,31.0,131.0,2021,
ur.015140401023.70,2,Laura K Donovan,76.0,74.0,2019,
ur.01272616555.12,2,Peter Wenzl,85.5,75.0,2017,
ur.01223574762.34,2,Maria Roberta Cilio,52.0,191.5,2015,
ur.01223571744.44,2,Rick M Fairhurst,259.5,110.5,2016,
ur.015142277205.48,2,Marco Losa,36.5,6.5,2018,
ur.01272462751.26,2,Niccolo E Mencacci,64.5,71.5,2017,
ur.01223441713.02,2,Steven L. Salzberg,94.5,436.0,2019,
ur.01252152351.58,2,Janessa Laskin,80.5,47.0,2020,
ur.012247544157.63,2,Daniel L. Kastner,226.5,25.0,2017,
ur.01315550126.60,2,Geneive Carrión-Grant,186.5,50.0,2016,
ur.01322117247.95,2,Chaolong Wang,141.0,582.5,2021,
ur.01225606200.68,2,Alona Keren-Paz,55.5,16.5,2015,
ur.01314517307.74,2,Ariel M Pani,21.0,19.5,2016,
ur.0575753557.38,2,Karin Egberts,199.5,879.0,2020,
ur.0575736217.50,2,Sriram Sankararaman,19.0,49.5,2021,
ur.015211546337.28,2,Sylvia Wassertheil-Smoller,286.0,306.0,2019,
ur.0575731053.18,2,Peter A Robbins,172.0,84.5,2016,
ur.015207771305.06,2,Francesco Chiani,68.0,69.0,2021,
ur.016070300227.74,2,Christopher J. Lelliott,152.0,89.0,2019,
ur.01226167210.55,2,Erik-Jan Kamsteeg,64.5,71.5,2017,
ur.012261431577.52,2,Sarah A. Pendergrass,184.0,87.0,2019,
ur.012261012471.51,2,Kazuto Kato,11.5,54.0,2021,
ur.0614623635.74,2,Kyung Sue Hong,127.5,220.5,2021,
ur.0614633057.57,2,Juan Fortea,288.0,438.5,2021,
ur.01314625751.23,2,Inga Hofmann,176.0,60.0,2015,
ur.0614675552.38,2,Alessandro Rotondo,199.5,879.0,2020,
ur.01314644561.29,2,Brandi Davis-Dusenbery,17.5,40.5,2021,
ur.015202121652.18,2,Ting-Yuan David Cheng,157.0,263.0,2018,
ur.0614776244.41,2,Li-Ching Chang,126.5,566.5,2021,
ur.01273203620.46,2,Zujia Wen,155.5,19.5,2017,
ur.013145106477.51,2,Angie S. Hinrichs,52.0,74.5,2021,
ur.0614443131.42,2,Rebecca F. Gottesman,286.0,306.0,2019,
ur.015214735220.11,2,Jonathan Pratt,34.0,53.0,2018,
ur.0576004404.51,2,Edward D. Yeboah,31.0,131.0,2021,
ur.01314317327.27,2,Angela Barnicoat,103.5,92.0,2016,
ur.01314320410.22,2,Steffen Tiedt,286.0,306.0,2019,
ur.01226637353.04,2,Jaime Robledo,88.0,35.5,2018,
ur.0614277641.61,2,Trevor Hastie,34.0,43.0,2021,
ur.013143535373.46,2,Alvaro Mayorga,94.5,436.0,2019,
ur.015216103261.99,2,Lei Zhang,135.5,17.0,2018,
ur.013144503320.17,2,Sharon Abish,34.0,53.0,2018,
ur.01226336633.39,2,Alexey Ruzov,38.0,33.5,2021,
ur.01226474564.92,2,Elisabeth Sanchez-Padilla,291.5,150.0,2016,
ur.01226465571.97,2,Asao Fujiyama,161.0,57.5,2018,
ur.01273213270.17,2,Sebastian M. Waszak,174.0,170.0,2020,
ur.015214213132.42,2,Marcos A. S. Fonseca,49.0,121.5,2020,
ur.016067245752.95,2,Fabien Calvo,627.5,69.0,2015,
ur.015213203061.93,2,Heather Elding,30.5,46.0,2018,
ur.01226350537.84,2,Gaelle Pierron,170.0,25.5,2017,
ur.01314741226.51,2,Nicholas McGranahan,181.0,187.5,2020,
ur.01314774613.35,2,James F. Meschia,286.0,306.0,2019,
ur.01225050200.35,2,Saravana M. Dhanasekaran,973.0,131.5,2018,
ur.015177157475.43,2,Zhengwen Sun,89.5,15.0,2021,
ur.016073746552.33,2,Andrew R. D’Avino,51.0,46.5,2020,
ur.0575570660.47,2,Gary J Muehlbauer,133.5,242.0,2016,
ur.01225227464.09,2,Arnold Ganser,80.0,119.0,2020,
ur.012252247211.95,2,Wenhao Zhang,55.5,54.0,2020,
ur.01272774017.38,2,Viviana Pensato,176.5,227.5,2021,
ur.0575520355.44,2,Rengaraj Venkatesh,93.5,62.0,2017,
ur.01225154174.08,2,J. Craig Venter,153.5,545.5,2018,
ur.0615206533.09,2,Jon G Jonasson,311.5,216.0,2015,
ur.016074150203.96,2,Sergio Lainez,66.5,38.0,2019,
ur.015172534015.85,2,Pingping Liang,108.5,88.0,2018,
ur.01225122555.02,2,Francesco Bertoni,36.5,6.5,2018,
ur.01315373636.53,2,Moona M Rahikainen,66.0,100.0,2019,
ur.01225120011.16,2,Kevin B. Jacobs,48.0,24.0,2018,
ur.01315530330.18,2,Benjamin A. Rybicki,31.0,131.0,2021,
ur.015157657107.46,2,Hill F Ip,79.5,143.0,2021,
ur.016076030113.63,2,Janice Lodato,3.5,34.5,2021,
ur.0615225075.85,2,Wing-Kin Sung,49.0,48.0,2019,
ur.01225333265.47,2,Henrik Gronberg,221.0,461.5,2018,
ur.0615103024.39,2,Nicolai J. Birkbak,181.0,187.5,2020,
ur.015173757137.34,2,Kathryn M. Rexrode,286.0,306.0,2019,
ur.012254306437.84,2,K. C. Kent Lloyd,90.5,108.0,2021,
ur.0575627640.70,2,Shuichi Miyawaki,363.0,23.0,2016,
ur.01315014256.25,2,Sebastiaan Engelborghs,499.5,177.0,2019,
ur.0615031504.00,2,Raffi V Aroian,38.5,73.5,2015,
ur.01273052616.78,2,Anabela Miranda,88.0,35.5,2018,
ur.01225455607.37,2,Antti Lindgren,17.0,130.0,2020,
ur.01315020244.79,2,Joseph A Marsh,80.0,71.0,2018,
ur.01273050060.86,2,Xia Shen,114.5,370.0,2020,
ur.012254243751.28,2,Gina M. Butler,1.0,31.0,2021,
ur.012253461045.06,2,James Bentham,322.0,51.0,2016,
ur.016073712774.26,2,Haifeng Jia,108.5,88.0,2018,
ur.0615064000.06,2,Beatrice Gini,190.0,131.0,2017,
ur.015175655441.36,2,Diana Chang,350.0,101.0,2017,
ur.01225415652.98,2,Amit Kawalia,499.5,177.0,2019,
ur.0615064135.46,2,Yuji Mishina,6.0,83.0,2021,
ur.0615073661.55,2,Sofia Bakogianni,98.5,91.5,2020,
ur.01225351146.26,2,Quinten Waisfisz,267.5,104.5,2018,
ur.01272305533.58,2,Matthew Parker,238.5,97.5,2015,
ur.016704275112.51,2,Gao Wang,79.5,73.5,2020,
ur.015125532437.08,2,Kyung M. Lee,100.5,113.5,2020,
ur.01321425711.75,2,Sibylle Loibl,157.0,263.0,2018,
ur.0620367703.73,2,Trevor R Carmichael,77.0,44.5,2017,
ur.0620370003.15,2,Pedro J. Tomaselli,82.5,22.5,2019,
ur.016131265767.67,2,Ryan Jeon,17.5,40.5,2021,
ur.01321176234.61,2,Wiesje M. van der Flier,440.5,97.5,2020,
ur.0620406065.58,2,Matthew J. Bown,17.0,130.0,2020,
ur.016133101666.02,2,Jeffrey Grover,17.5,40.5,2021,
ur.012203472074.86,2,Ali G. Gharavi,37.0,9.5,2019,
ur.015017124737.67,2,Ramona A. J. Zwamborn,9.5,106.5,2021,
ur.01220331156.29,2,René Luijk,149.0,108.5,2021,
ur.01252600521.33,2,Johannes Kettunen,147.0,130.0,2021,
ur.01321310050.78,2,Stéphanie Millecamps,176.5,227.5,2021,
ur.01220246700.26,2,Jean-Baptiste Rivière,52.0,53.5,2019,
ur.015011703632.26,2,Paul J. R. Barton,117.5,201.0,2021,
ur.012715305267.71,2,Benjamin W. Domingue,17.0,152.5,2021,
ur.012202160213.00,2,Kaman Wu,3.5,34.5,2021,
ur.015010666322.70,2,Michel D Ferrari,184.0,566.5,2016,
ur.016671362564.56,2,H. Marike Boezen,180.5,172.5,2019,
ur.01321127560.42,2,Monia Lobina,8.5,21.0,2020,
ur.01252515466.66,2,Boshou Liao,331.0,169.5,2019,
ur.01220530606.25,2,Claude Becker,340.0,197.5,2018,
ur.01320715336.20,2,Charlotte B. Acharya,130.5,191.5,2019,
ur.013206125425.23,2,Muagututi‘a Sefuiva Reupena,95.0,205.5,2020,
ur.013206321441.04,2,Emmet J. Jordan,733.0,259.5,2019,
ur.013206613047.66,2,Phraew Sakon,7.5,7.0,2021,
ur.01221046713.09,2,Bernard H. Bochner,733.0,259.5,2019,
ur.01221036371.38,2,Akihide Masumoto,54.5,134.0,2021,
ur.01320662430.23,2,Zheng Hu,137.0,18.0,2016,
ur.01221024701.91,2,Belen Ponte,184.0,87.0,2019,
ur.01320730502.32,2,Didier Decaudin,17.5,40.5,2021,
ur.0620314170.14,2,Collin Melton,144.5,125.5,2018,
ur.01220670751.85,2,Corey R Quackenbush,81.5,137.0,2015,
ur.01220662612.16,2,Annikki Welling,66.0,100.0,2019,
ur.012525041657.85,2,Ekaterina Batourina,37.0,9.5,2019,
ur.015026424627.07,2,Alvaro N. Barbeira,300.0,81.5,2019,
ur.01271620467.87,2,Theolis Barbosa Bessa,88.0,35.5,2018,
ur.01321005453.83,2,Steffen Durinck,282.5,397.0,2020,
ur.01220572243.12,2,John F. Baines,191.5,157.0,2021,
ur.01321411014.82,2,Caroline F. Wright,163.0,178.5,2016,
ur.015007402217.85,2,Murray B. Stein,150.0,258.0,2021,
ur.01317003400.48,2,Hui Wang,137.0,18.0,2016,
ur.01220125371.89,2,Hongyu Zhao,80.5,89.5,2021,
ur.01271464135.57,2,Ralf Ewert,91.0,68.0,2019,
ur.016665570013.93,2,Lei Li,59.5,37.5,2019,
ur.01217540046.40,2,Aaron J. Deutsch,141.0,32.5,2015,
ur.01217525355.67,2,Chris H. L. Thio,184.0,87.0,2019,
ur.012174624021.09,2,Huifeng Ke,89.5,15.0,2021,
ur.01321763611.99,2,David Glahn,269.0,268.0,2020,
ur.01217443527.06,2,Vikram G. Shakkottai,16.0,113.5,2021,
ur.01252746772.30,2,Tom Grotmol,90.0,139.5,2017,
ur.014777542174.59,2,Huimin Xu,108.5,88.0,2018,
ur.014777255473.05,2,Quentin Szabo,57.0,133.5,2020,
ur.01217427436.96,2,Ton J. Rabelink,184.0,87.0,2019,
ur.012714243330.85,2,Kelly L Bolton,40.5,32.0,2020,
ur.016145667274.07,2,Teng Ma,108.5,88.0,2018,
ur.014775257107.78,2,Jun Hata,286.0,306.0,2019,
ur.0621342413.63,2,John P Didion,81.5,137.0,2015,
ur.012174201774.34,2,Fang Deng,108.5,88.0,2018,
ur.01271212574.29,2,Kristiina Himanen,66.0,100.0,2019,
ur.01217600145.09,2,Xiao Yu Ng,93.5,62.0,2017,
ur.01217614021.35,2,Felix E G Beaudry,193.0,167.5,2016,
ur.01217654123.19,2,Tejas Shah,723.0,104.5,2016,
ur.016671273374.51,2,Qing Ma,108.5,88.0,2018,
ur.01321467134.17,2,Weng Khong Lim,115.0,358.5,2017,
ur.0620670445.51,2,Jurjen Luykx,199.5,879.0,2020,
ur.013215140213.84,2,Kuang Lin,17.0,130.0,2020,
ur.015005520413.60,2,Trevar J. Simmons,3.5,34.5,2021,
ur.0620700321.83,2,Steven A. Belinsky,180.5,172.5,2019,
ur.012715205541.41,2,Jinchu Vijay,152.0,89.0,2019,
ur.0620700464.43,2,Irwin D. Waldman,470.5,581.0,2021,
ur.01321635324.18,2,D. Woodrow Benson,52.5,66.0,2019,
ur.01217656627.45,2,Ji Nie,24.0,130.5,2020,
ur.0621021746.22,2,Robert Huether,231.0,70.0,2016,
ur.0621024605.08,2,Manja Meggendorfer,149.0,55.0,2019,
ur.013216436173.37,2,Giacomo Corleone,26.5,412.5,2017,
ur.01217730457.63,2,Hideki Chuman,77.0,44.5,2017,
ur.01217664064.92,2,Majdi Kara,93.0,71.0,2018,
ur.01321712041.02,2,Karen E Morrison,253.0,659.5,2016,
ur.0621056450.08,2,Runjan Chetty,80.5,47.0,2020,
ur.015034522011.34,2,Andrew Blumberg,285.5,106.0,2017,
ur.01320543042.94,2,Kwangwoo Kim,128.0,74.0,2017,
