,publication_ids,publication_date,FOR,inventor_names,id,year,filing_status,assignee_names,assignees,title,RCDC,granted_year,times_cited
1304,"['pub.1018941891', 'pub.1012786061', 'pub.1046133798', 'pub.1002094829', 'pub.1021480946', 'pub.1034535692', 'pub.1023493123', 'pub.1032803074', 'pub.1049237141', 'pub.1033909837', 'pub.1001323174', 'pub.1011967086', 'pub.1039287158', 'pub.1032338246', 'pub.1022871031', 'pub.1047277803', 'pub.1007876463', 'pub.1020209741', 'pub.1001724417', 'pub.1052516710', 'pub.1003129120', 'pub.1022056176', 'pub.1005922468']",2018-04-11,"[{'id': '3103', 'name': '1107 Immunology'}]","['LEEN, ANN MARIE', 'VERA, Juan F']",EP-3305890-A1,2012,Application,"['Baylor College of Medicine', 'BAYLOR COLLEGE MEDICINE']","[{'id': 'grid.39382.33', 'acronym': 'BCM', 'name': 'Baylor College of Medicine', 'country_name': 'United States'}]",REVERSING THE EFFECTS OF THE TUMOR MICROENVIRONMENT USING CHIMERIC CYTOKINE RECEPTORS,"[{'id': '503', 'name': 'Cancer'}]",,
1305,"['pub.1038421312', 'pub.1000972427', 'pub.1013319340', 'pub.1045056050', 'pub.1042568490', 'pub.1027048337', 'pub.1044668279', 'pub.1022430209', 'pub.1020287753', 'pub.1047741665', 'pub.1042650132', 'pub.1000177550', 'pub.1049469252', 'pub.1034811095', 'pub.1024458772', 'pub.1049760463', 'pub.1044804517', 'pub.1004546178', 'pub.1067426282', 'pub.1003126756', 'pub.1002908712', 'pub.1017259214', 'pub.1072443432', 'pub.1022734557', 'pub.1022117318', 'pub.1004485531', 'pub.1037773328', 'pub.1043120390', 'pub.1013250246', 'pub.1040851914', 'pub.1015660267', 'pub.1024025077', 'pub.1020067445', 'pub.1034919732', 'pub.1007595170', 'pub.1062612899', 'pub.1038623122', 'pub.1042042411', 'pub.1026395475', 'pub.1052229890', 'pub.1047127908', 'pub.1039549855', 'pub.1037177485', 'pub.1026084435', 'pub.1078838186', 'pub.1034005595', 'pub.1029800275', 'pub.1014018546', 'pub.1059697736', 'pub.1009522861', 'pub.1030138028', 'pub.1033415250', 'pub.1001306092', 'pub.1035393528', 'pub.1049134125', 'pub.1020995986', 'pub.1039112779', 'pub.1044913548', 'pub.1045988654', 'pub.1018078574', 'pub.1044353759', 'pub.1043431788', 'pub.1051385550', 'pub.1071369946', 'pub.1042178439', 'pub.1072303905', 'pub.1071369514', 'pub.1009031536', 'pub.1029002167', 'pub.1026182336', 'pub.1039956892', 'pub.1042229476', 'pub.1014269324', 'pub.1028535385', 'pub.1024663517', 'pub.1030464480', 'pub.1041738307', 'pub.1017573048', 'pub.1027411069', 'pub.1035569044', 'pub.1029882282', 'pub.1058857273', 'pub.1015239841', 'pub.1053800513', 'pub.1005078412', 'pub.1022874424', 'pub.1016370011', 'pub.1052116015', 'pub.1002791386', 'pub.1048375602', 'pub.1018540853', 'pub.1017684253', 'pub.1033438588', 'pub.1052692984', 'pub.1011260491', 'pub.1033702871', 'pub.1060372283', 'pub.1029664871', 'pub.1012591957', 'pub.1042002885', 'pub.1002893147', 'pub.1040341749', 'pub.1042675889', 'pub.1044289985', 'pub.1046819125', 'pub.1035269056', 'pub.1018685029', 'pub.1017485403', 'pub.1028961936', 'pub.1072443570', 'pub.1038720020', 'pub.1007296118', 'pub.1006908122', 'pub.1027190109', 'pub.1015171890', 'pub.1060372061', 'pub.1071806736', 'pub.1028599598', 'pub.1021143911', 'pub.1047744193', 'pub.1014404908', 'pub.1014483836', 'pub.1024329137', 'pub.1031395350', 'pub.1060370509', 'pub.1045833260', 'pub.1002390779', 'pub.1045998193', 'pub.1003693070', 'pub.1037505443', 'pub.1033811801', 'pub.1002253325', 'pub.1020988175', 'pub.1034376680', 'pub.1012299079', 'pub.1041720852', 'pub.1002925158', 'pub.1009127638', 'pub.1019075154', 'pub.1008250349', 'pub.1040847025', 'pub.1029715153', 'pub.1021888981', 'pub.1059698271', 'pub.1025822504', 'pub.1016529775', 'pub.1062465635', 'pub.1006853469', 'pub.1030274630', 'pub.1052487030', 'pub.1052646065', 'pub.1010454797', 'pub.1008932088', 'pub.1030806330', 'pub.1072303925', 'pub.1064076519', 'pub.1003138355', 'pub.1011028354', 'pub.1025792191', 'pub.1071872468', 'pub.1032192206', 'pub.1030247383', 'pub.1029937256', 'pub.1023770009', 'pub.1024534012', 'pub.1059708066', 'pub.1002294354', 'pub.1064076526', 'pub.1006226240', 'pub.1035331588', 'pub.1012030958', 'pub.1030338069', 'pub.1035033706', 'pub.1008606821', 'pub.1064076489', 'pub.1058838136', 'pub.1028085378', 'pub.1051622933', 'pub.1033232110', 'pub.1071368017', 'pub.1003152317', 'pub.1009608011', 'pub.1053699223', 'pub.1011992622', 'pub.1042895047', 'pub.1064076473', 'pub.1071369903', 'pub.1059308632', 'pub.1053345718', 'pub.1001200538', 'pub.1027179576', 'pub.1000149813', 'pub.1016228435', 'pub.1025325016', 'pub.1030653875', 'pub.1037425004', 'pub.1046654224', 'pub.1015080500', 'pub.1012096058', 'pub.1036915661', 'pub.1033639542', 'pub.1026088952', 'pub.1045389681', 'pub.1060377517', 'pub.1004865477', 'pub.1017768459', 'pub.1058853004', 'pub.1072303955', 'pub.1045699889', 'pub.1048512314', 'pub.1042590788', 'pub.1037173174', 'pub.1032895607', 'pub.1037891629', 'pub.1038678511', 'pub.1052311378', 'pub.1006639812', 'pub.1042218139', 'pub.1056292975', 'pub.1058421163', 'pub.1003108838', 'pub.1011435998', 'pub.1038826472', 'pub.1044391513', 'pub.1002648177', 'pub.1034655975', 'pub.1026249990', 'pub.1048380409', 'pub.1040586610', 'pub.1011637883', 'pub.1078838187', 'pub.1006904891', 'pub.1052698268', 'pub.1017950814', 'pub.1038936403', 'pub.1049335767', 'pub.1029851254', 'pub.1060330965', 'pub.1005892445', 'pub.1022764933', 'pub.1043522187', 'pub.1020656036', 'pub.1050500982', 'pub.1033342206', 'pub.1001521393', 'pub.1008274652', 'pub.1007512293', 'pub.1019623541', 'pub.1014662548', 'pub.1042236025', 'pub.1018979371', 'pub.1011673520', 'pub.1012595519', 'pub.1001719399', 'pub.1011794389']",2017-06-13,"[{'id': '2428', 'name': '0301 Analytical Chemistry'}]","['Lee A. Jones', 'Courtney R. Jones', 'Edwin J. Hlavka', 'Ryan D. Gordon']",US-9675648-B2,2014,Grant,"['Rebiotix Inc', 'REBIOTIX INC']",,"Microbiota restoration therapy (MRT), compositions and methods of manufacture",,2017.0,1.0
1306,"['pub.1037840886', 'pub.1050441104', 'pub.1021336841', 'pub.1009738218', 'pub.1052084459', 'pub.1059031259', 'pub.1025469211', 'pub.1058431773', 'pub.1025179641']",2016-10-26,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Contini, Enrico', 'Aben, Jean-Paul', 'KOEHN, DENNIS', 'Reinartz, Rianne']",EP-3086287-A1,2015,Application,"['Pie Medical Imaging BV', 'PIE MEDICAL IMAGING BV']",,FLOW ANALYSIS IN 4D MR IMAGE DATA,,,1.0
1307,"['pub.1020779857', 'pub.1000149813', 'pub.1047908029', 'pub.1028391036', 'pub.1060391491', 'pub.1042594265', 'pub.1030711118', 'pub.1035100947', 'pub.1060375127', 'pub.1045161481', 'pub.1029892536', 'pub.1005769511', 'pub.1083299432', 'pub.1060347489', 'pub.1002141233', 'pub.1021980193', 'pub.1060393574', 'pub.1029893272', 'pub.1022124359', 'pub.1041155098', 'pub.1024480385', 'pub.1060377532', 'pub.1008817892', 'pub.1072303955', 'pub.1030247383', 'pub.1037934115', 'pub.1036710806', 'pub.1046098614', 'pub.1032136570', 'pub.1030152929', 'pub.1025429745', 'pub.1060374034', 'pub.1071703723', 'pub.1082093271', 'pub.1013412246', 'pub.1006528590', 'pub.1001067636', 'pub.1039561037', 'pub.1037489309', 'pub.1003130512', 'pub.1060383758', 'pub.1034051097', 'pub.1060378821', 'pub.1060377148', 'pub.1024411764', 'pub.1013037466', 'pub.1014598918', 'pub.1055073088', 'pub.1005605767', 'pub.1012892230', 'pub.1010219967', 'pub.1031563848', 'pub.1017735819', 'pub.1008753955', 'pub.1039195944', 'pub.1049367135', 'pub.1027411069', 'pub.1016953084', 'pub.1041802749', 'pub.1028535385', 'pub.1029084013', 'pub.1019292400', 'pub.1035436622', 'pub.1009499090', 'pub.1046212476', 'pub.1007632267', 'pub.1072507438', 'pub.1003126756', 'pub.1008064273', 'pub.1058592709', 'pub.1012299079', 'pub.1045638953', 'pub.1053313737', 'pub.1025533697', 'pub.1017004402', 'pub.1072303904', 'pub.1082767132', 'pub.1022560637', 'pub.1049308930', 'pub.1045199343', 'pub.1030806330', 'pub.1059261768', 'pub.1072304380', 'pub.1060372061', 'pub.1037704177', 'pub.1039512088', 'pub.1007349203', 'pub.1048392247', 'pub.1011148697', 'pub.1041117963', 'pub.1003892754', 'pub.1034655975', 'pub.1049547790', 'pub.1030373484', 'pub.1071703675', 'pub.1010316603', 'pub.1048407453', 'pub.1024365377', 'pub.1045691469', 'pub.1035031400', 'pub.1002873779', 'pub.1060374339', 'pub.1004060601', 'pub.1001537317', 'pub.1009127879', 'pub.1048095994', 'pub.1013057206', 'pub.1062711747', 'pub.1019153184', 'pub.1049926282', 'pub.1024486971', 'pub.1015239841', 'pub.1040460058', 'pub.1059261953', 'pub.1060380740', 'pub.1006209961', 'pub.1060376965', 'pub.1011617369', 'pub.1012030958', 'pub.1002572738', 'pub.1030641964', 'pub.1060390896', 'pub.1015388424', 'pub.1059215362', 'pub.1037773328', 'pub.1050623537', 'pub.1043436569', 'pub.1031513223', 'pub.1031483739', 'pub.1048512314', 'pub.1004869804', 'pub.1001309781', 'pub.1049139299', 'pub.1038623122', 'pub.1040152879', 'pub.1055902273', 'pub.1047849945', 'pub.1024938204', 'pub.1025792191', 'pub.1011657931', 'pub.1027659613', 'pub.1031982605', 'pub.1010713807', 'pub.1049321032', 'pub.1074544243', 'pub.1045610497', 'pub.1018109379', 'pub.1005876773', 'pub.1017120105', 'pub.1030356021', 'pub.1033984878', 'pub.1016765646', 'pub.1071703730', 'pub.1062710242', 'pub.1018161839', 'pub.1025640609', 'pub.1052229890', 'pub.1030084383', 'pub.1020665739', 'pub.1015535472', 'pub.1026204536', 'pub.1014747208', 'pub.1034218435', 'pub.1030735975', 'pub.1020057169', 'pub.1059698423', 'pub.1030876053', 'pub.1013823511', 'pub.1009990020', 'pub.1015998264', 'pub.1045440577', 'pub.1020071215', 'pub.1021657068', 'pub.1046778538', 'pub.1044527700', 'pub.1003938437', 'pub.1020454275', 'pub.1048252528', 'pub.1060392674', 'pub.1025316800', 'pub.1000800485', 'pub.1003576686', 'pub.1038526080', 'pub.1004479086', 'pub.1011539064', 'pub.1012199413', 'pub.1049862586', 'pub.1014106520', 'pub.1037686634', 'pub.1038893200', 'pub.1047043711', 'pub.1019015967', 'pub.1043660988', 'pub.1048375602', 'pub.1051758432', 'pub.1029005029', 'pub.1108735093', 'pub.1007858316', 'pub.1020376848', 'pub.1036949660', 'pub.1060391096', 'pub.1035233653', 'pub.1011637883', 'pub.1003396124', 'pub.1002253325', 'pub.1023507753', 'pub.1044935063']",2018-09-04,"[{'id': '3114', 'name': '1108 Medical Microbiology'}]","['Geoffrey von Maltzahn', 'Matthew R. Henn', 'David N. Cook', 'David Arthur Berry', 'Noubar B. Afeyan', 'Brian Goodman', 'Mary-Jane Lombardo McKenzie', 'Marin Vulic']",US-10064900-B2,2014,Grant,"['SERES THERAPEUTICS Inc', 'SERES THERAPEUTICS INC']",,Methods of populating a gastrointestinal tract,"[{'id': '344', 'name': 'Digestive Diseases'}]",2018.0,
1308,"['pub.1002816614', 'pub.1024134470', 'pub.1020504949', 'pub.1055203024', 'pub.1042496342', 'pub.1044593417', 'pub.1013982121', 'pub.1001495242', 'pub.1014825070', 'pub.1031395593', 'pub.1048822912', 'pub.1014575127', 'pub.1069181952', 'pub.1070915252', 'pub.1062626125', 'pub.1019349302', 'pub.1024099191', 'pub.1048228468', 'pub.1055154973', 'pub.1035478354', 'pub.1027688390', 'pub.1005112202', 'pub.1024872680', 'pub.1039726203']",2017-10-19,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['CARRIERO, MARIA VINCENZA', 'CILIBERTO, GENNARO', 'BIFULCO, Katia', 'PESSI, ANTONELLO']",WO-2017178333-A1,2017,Application,['ST NAZ TUMORI IRCCS - FOND G PASCALE'],,"RETRO-INVERSO PEPTIDE INHIBITORS OF CELL MIGRATION, EXTRACELLULAR MATRIX AND ENDOTHELIAL INVASION BY TUMOR CELLS","[{'id': '503', 'name': 'Cancer'}]",,
1309,"['pub.1044951228', 'pub.1029599320', 'pub.1004417129', 'pub.1042172711']",2016-06-08,,"['Michel, Laurence', 'BENSUSSAN, ARMAND', 'BAGOT, MARTINE']",EP-3029151-A1,2014,Application,"['Centre National de la Recherche Scientifique CNRS', 'Assistance Publique Hopitaux de Paris (APHP)', 'Institut National de la Sante et de la Recherche Medicale INSERM', 'Universite Paris Diderot (Paris 7)', 'INST NAT SANTE RECH MED', 'UNIVERSITÉ PARIS DIDEROT PARIS 7', 'CENTRE NAT RECH SCIENT', 'ASSIST PUBL HOPITAUX DE PARIS']","[{'id': 'grid.4444.0', 'acronym': 'CNRS', 'name': 'French National Centre for Scientific Research', 'country_name': 'France'}, {'id': 'grid.50550.35', 'acronym': 'AP-HP', 'name': 'Assistance Publique -Hopitaux De Paris', 'country_name': 'France'}, {'id': 'grid.7429.8', 'acronym': 'INSERM', 'name': 'French Institute of Health and Medical Research', 'country_name': 'France'}, {'id': 'grid.7452.4', 'name': 'Paris Diderot University', 'country_name': 'France'}]",Use of a novel combination of blood biomarkers for malignant erythroderma,,,
1310,"['pub.1051214539', 'pub.1008387281', 'pub.1062447021', 'pub.1001788892', 'pub.1011007216', 'pub.1008061602', 'pub.1033425984', 'pub.1039754006', 'pub.1071373202', 'pub.1018591365', 'pub.1018720292', 'pub.1049163570', 'pub.1017822899', 'pub.1049684115', 'pub.1011745766', 'pub.1015164270', 'pub.1014429830', 'pub.1033294990', 'pub.1025656827', 'pub.1052566167', 'pub.1038730441', 'pub.1010011059', 'pub.1071479783', 'pub.1026995573', 'pub.1055100274', 'pub.1020517198', 'pub.1008582387', 'pub.1005116802', 'pub.1046528248', 'pub.1023875611', 'pub.1071479561', 'pub.1000771362', 'pub.1022245037', 'pub.1025783915', 'pub.1055225925']",2018-09-18,,['George D. Hartman'],US-10077239-B2,2016,Grant,"['Novira Therapeutics Inc', 'NOVIRA THERAPEUTICS INC', 'NOVIRA THERAPEUTICS INC']",,Crystalline forms of a hepatitis B antiviral agent,,2018.0,
1311,"['pub.1061638560', 'pub.1061104550', 'pub.1061391436', 'pub.1061785258', 'pub.1061160538', 'pub.1019820735', 'pub.1021804206', 'pub.1016330466', 'pub.1061639231', 'pub.1061638582']",2017-09-12,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Nicolas Alt', 'Eckehard Steinbach']",US-9757862-B2,2015,Grant,"['Technische Universitaet Muenchen', 'Technische Universität München']","[{'id': 'grid.6936.a', 'acronym': 'TUM', 'name': 'Technical University Munich', 'country_name': 'Germany'}]",Tactile sensor,"[{'id': '507', 'name': 'Clinical Research'}]",2017.0,1.0
1312,"['pub.1017822899', 'pub.1055225925']",2015-06-23,"[{'id': '3114', 'name': '1108 Medical Microbiology'}]","['George D. Hartman', 'Osvaldo A. Flores']",US-9061008-B2,2013,Grant,"['Novira Therapeutics Inc', 'NOVIRA THERAPEUTICS INC']",,Hepatitis B antiviral agents,"[{'id': '533', 'name': 'Infectious Diseases'}, {'id': '418', 'name': 'Hepatitis - B'}, {'id': '448', 'name': 'Hepatitis'}, {'id': '344', 'name': 'Digestive Diseases'}, {'id': '451', 'name': 'Liver Disease'}]",2015.0,21.0
1313,"['pub.1022765706', 'pub.1018524347', 'pub.1023405260', 'pub.1028234441', 'pub.1008791247', 'pub.1040686705', 'pub.1049252125', 'pub.1009232253', 'pub.1027245157', 'pub.1010408821', 'pub.1035070815', 'pub.1037195157', 'pub.1011319079', 'pub.1024099191', 'pub.1020930111', 'pub.1034174823', 'pub.1037552256', 'pub.1040671415', 'pub.1000102483', 'pub.1012378171', 'pub.1038501204', 'pub.1020086252', 'pub.1035831118', 'pub.1035824546', 'pub.1044769391', 'pub.1007153818', 'pub.1011921302', 'pub.1062458433', 'pub.1027912214', 'pub.1035813628', 'pub.1025846396', 'pub.1050358392', 'pub.1052617034', 'pub.1008858088', 'pub.1041519971', 'pub.1035654768', 'pub.1037003828', 'pub.1029980973', 'pub.1033497790', 'pub.1039883042']",2015-03-12,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['GAUTREAU, ALEXIS', 'Alexandrova, Antonina', 'Vacher, Sophie', 'Sousa-Blin, Carla', 'Derivery, Emmanuel', 'GORELIK, ROMAN']",WO-2015033267-A1,2014,Application,['CENTRE NAT RECH SCIENT'],"[{'id': 'grid.4444.0', 'acronym': 'CNRS', 'name': 'French National Centre for Scientific Research', 'country_name': 'France'}]",USE OF ARPIN A NEW INHIBITOR OF THE ARP2/3 COMPLEX FOR THE DIAGNOSIS AND TREATMENT OF DISEASES,,,1.0
1314,"['pub.1059225402', 'pub.1001965372', 'pub.1038897954', 'pub.1032192361', 'pub.1000882443', 'pub.1016539680', 'pub.1036154540', 'pub.1001984972', 'pub.1030149285', 'pub.1016738817', 'pub.1018879038', 'pub.1038643620', 'pub.1023467535', 'pub.1048570864', 'pub.1003469056', 'pub.1011731843', 'pub.1016155065', 'pub.1036008962', 'pub.1014609825', 'pub.1009186986', 'pub.1001513555', 'pub.1023652708', 'pub.1056033155', 'pub.1042234860', 'pub.1032572448', 'pub.1016676127', 'pub.1026955720', 'pub.1026467004', 'pub.1069192130', 'pub.1040005448', 'pub.1045701832', 'pub.1042713565', 'pub.1024881468', 'pub.1046803995', 'pub.1030179253', 'pub.1011413276', 'pub.1052578181', 'pub.1023268577', 'pub.1048341608', 'pub.1019400229', 'pub.1063416249', 'pub.1017111047', 'pub.1039401759', 'pub.1012293410', 'pub.1030139308', 'pub.1069184569', 'pub.1059201918', 'pub.1029715812', 'pub.1012137581', 'pub.1000141885', 'pub.1009726682', 'pub.1022175195', 'pub.1038289928', 'pub.1022670954', 'pub.1026180351', 'pub.1020399033', 'pub.1032980310', 'pub.1035266340', 'pub.1046928671', 'pub.1035707831', 'pub.1024827508', 'pub.1032829792', 'pub.1040905831', 'pub.1007522652', 'pub.1018333078', 'pub.1069197442', 'pub.1039004618', 'pub.1029857281', 'pub.1008218736', 'pub.1059272496', 'pub.1035362518', 'pub.1034281259', 'pub.1006537676', 'pub.1036927079', 'pub.1060357194', 'pub.1059202468', 'pub.1039835289', 'pub.1048243162', 'pub.1003196228', 'pub.1032508075', 'pub.1053517975', 'pub.1052664145', 'pub.1001909380', 'pub.1010707228', 'pub.1013605479', 'pub.1016847666', 'pub.1048288589', 'pub.1030828568', 'pub.1041549961', 'pub.1015896199', 'pub.1027631088', 'pub.1050751904', 'pub.1028268225', 'pub.1026046439', 'pub.1019631883', 'pub.1013176680', 'pub.1028800666', 'pub.1026739733', 'pub.1015658688', 'pub.1043928418', 'pub.1003838837', 'pub.1009268868', 'pub.1044155404', 'pub.1069184226', 'pub.1047485737', 'pub.1007599344', 'pub.1026398918', 'pub.1041256050', 'pub.1001312872', 'pub.1019118954', 'pub.1031862271', 'pub.1027806234', 'pub.1026955709', 'pub.1006402672', 'pub.1036561328', 'pub.1017310358', 'pub.1005946082', 'pub.1036579136', 'pub.1022520663', 'pub.1025229077', 'pub.1018185775', 'pub.1025765942', 'pub.1011630993', 'pub.1032940214', 'pub.1018159067', 'pub.1017325324', 'pub.1042593855', 'pub.1044058158', 'pub.1059202927', 'pub.1022220284', 'pub.1031078954', 'pub.1004077325', 'pub.1026050474', 'pub.1031563971', 'pub.1046299518', 'pub.1031213281', 'pub.1039802415', 'pub.1059202159', 'pub.1020393771', 'pub.1038714777', 'pub.1007234458', 'pub.1015471349', 'pub.1036209346', 'pub.1026628840', 'pub.1069184370', 'pub.1025158497', 'pub.1031423487', 'pub.1062445604', 'pub.1037407211', 'pub.1026344214', 'pub.1060359512', 'pub.1005298136', 'pub.1002788594', 'pub.1014097810', 'pub.1059272467', 'pub.1003086080', 'pub.1018930792', 'pub.1018284349', 'pub.1048091197', 'pub.1018553823', 'pub.1043635843', 'pub.1021602037', 'pub.1044258378', 'pub.1022299022', 'pub.1014244303', 'pub.1030738955', 'pub.1000036524', 'pub.1029763044', 'pub.1002429099']",2012-12-04,"[{'id': '3103', 'name': '1107 Immunology'}]","['Christopher James Nicolai', 'Semih Ullah Tareen']",US-8323662-B1,2012,Grant,"['IMMUNE DESIGN CORP', 'NICOLAI CHRISTOPHER JAMES', 'TAREEN SEMIH ULLAH', 'IMMUNE DESIGN CORP']",,Methods useful for generating highly mannosylated pseudotyped lentiviral vector particles comprising a Vpx protein,,2012.0,9.0
1315,"['pub.1033534980', 'pub.1030400360']",2015-06-10,"[{'id': '2620', 'name': '0604 Genetics'}]","['GESCHWIND DANIEL H', 'VOINEAGU IRINA']",EP-2714932-A4,2012,Application,"['University of California', 'UNIV CALIFORNIA']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]",GENES DYSREGULATED IN AUTISM AS BIOMARKERS AND TARGETS FOR THERAPEUTIC PATHWAYS,"[{'id': '380', 'name': 'Mental Health'}, {'id': '536', 'name': 'Intellectual and Developmental Disabilities (IDD)'}, {'id': '501', 'name': 'Brain Disorders'}, {'id': '526', 'name': 'Genetics'}, {'id': '310', 'name': 'Autism'}, {'id': '525', 'name': 'Genetic Testing'}, {'id': '547', 'name': 'Pediatric'}]",,
1316,['pub.1061432396'],2015-07-30,"[{'id': '3001', 'name': '1005 Communications Technologies'}, {'id': '2867', 'name': '0906 Electrical and Electronic Engineering'}]","['LINDOFF, BENGT', 'HAGERMAN, BO', 'Nordström, Fredrik']",WO-2015110141-A1,2014,Application,['ERICSSON TELEFON AB L M'],"[{'id': 'grid.28287.37', 'name': 'Ericsson (Sweden)', 'country_name': 'Sweden'}]",INTERFERENCE MITIGATION,"[{'id': '527', 'name': 'HIV/AIDS'}]",,1.0
1317,"['pub.1045910586', 'pub.1022422590', 'pub.1049288041', 'pub.1024619907', 'pub.1047579325', 'pub.1013469864', 'pub.1025037285', 'pub.1047915309', 'pub.1029698390', 'pub.1009233376', 'pub.1033597659', 'pub.1036250731', 'pub.1013672790', 'pub.1035558174', 'pub.1037445138', 'pub.1021017304', 'pub.1033630642', 'pub.1040895169', 'pub.1031599051', 'pub.1031640531', 'pub.1030425433', 'pub.1035472912', 'pub.1052205967', 'pub.1012662104', 'pub.1060301796', 'pub.1027432337', 'pub.1045042408', 'pub.1006430106', 'pub.1015335534']",2016-10-04,"[{'id': '3048', 'name': '1102 Cardiorespiratory Medicine and Haematology'}]","['Reijo Laaksonen', 'Kim Ekroos', 'Reini Hurme', 'Riika Katainen']",US-9459264-B2,2015,Grant,"['Zora Biosciences Oy', 'ZORA BIOSCIENCES OY']","[{'id': 'grid.426520.7', 'name': 'Zora Biosciences (Finland)', 'country_name': 'Finland'}]",Lipidomic biomarkers for atherosclerosis and cardiovascular disease,"[{'id': '308', 'name': 'Atherosclerosis'}, {'id': '331', 'name': 'Cardiovascular'}, {'id': '445', 'name': 'Heart Disease'}, {'id': '295', 'name': 'Aging'}]",2016.0,
1318,"['pub.1051510088', 'pub.1042306916', 'pub.1024099191', 'pub.1024091439', 'pub.1020607958', 'pub.1040356575', 'pub.1037385608', 'pub.1034875211', 'pub.1053595211', 'pub.1044225953', 'pub.1043867871', 'pub.1008102740', 'pub.1031291361', 'pub.1056294515', 'pub.1046275629', 'pub.1050516428', 'pub.1042408805', 'pub.1036999783', 'pub.1055211700', 'pub.1038283584', 'pub.1035479622', 'pub.1036315073', 'pub.1012774505', 'pub.1016234115', 'pub.1014851068', 'pub.1010946448', 'pub.1014749618', 'pub.1021372492', 'pub.1002419307', 'pub.1030207920', 'pub.1019594440', 'pub.1000797565', 'pub.1053591967', 'pub.1032102166', 'pub.1013103465', 'pub.1008596750', 'pub.1007492163', 'pub.1051652430', 'pub.1028652818']",2014-06-05,"[{'id': '3142', 'name': '1112 Oncology and Carcinogenesis'}, {'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['YARDEN, YOSEF', 'BEN-CHETRIT, NIR']",WO-2014083567-A2,2013,Application,['YEDA RES & DEV'],"[{'id': 'grid.471336.4', 'name': 'Yeda Research and Development (Israel)', 'country_name': 'Israel'}]","METHODS OF PREVENTING TUMOR METASTASIS, TREATING AND PROGNOSING CANCER AND IDENTIFYING AGENTS WHICH ARE PUTATIVE METASTASIS INHIBITORS","[{'id': '558', 'name': 'Prevention'}, {'id': '559', 'name': 'Rare Diseases'}, {'id': '503', 'name': 'Cancer'}, {'id': '501', 'name': 'Brain Disorders'}]",,21.0
1319,"['pub.1008582387', 'pub.1017822899', 'pub.1011007216', 'pub.1023875611', 'pub.1020517198', 'pub.1049163570', 'pub.1055225925', 'pub.1049684115']",2016-11-29,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]","['George D. Hartman', 'Scott Kuduk']",US-9505722-B2,2015,Grant,"['Novira Therapeutics Inc', 'NOVIRA THERAPEUTICS INC']",,Azepane derivatives and methods of treating hepatitis B infections,"[{'id': '533', 'name': 'Infectious Diseases'}, {'id': '418', 'name': 'Hepatitis - B'}, {'id': '375', 'name': 'Chronic Liver Disease and Cirrhosis'}, {'id': '344', 'name': 'Digestive Diseases'}, {'id': '451', 'name': 'Liver Disease'}, {'id': '501', 'name': 'Brain Disorders'}, {'id': '448', 'name': 'Hepatitis'}]",2016.0,9.0
