id,investigator_id,first_name,last_name,middle_name,role,aff_id,aff_name,aff_state_code,aff_state,aff_country_code,aff_city_id,aff_city,aff_country
grant.2756169,ur.01031033450.33,Stephen,Etienne,David,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2751535,ur.01344040360.31,Sarah,Staedke,Grace,PI,grid.8991.9,London Sch of Hygiene and Trop Medicine,,London,GB,2643743,,United Kingdom
grant.2751535,ur.01013107362.22,Jamie,Griffin,Thomas,Co-PI,,,,,,,,
grant.2751535,ur.01252136572.11,Alice,Eziefula,Chijioke,Co-PI,grid.8991.9,London Sch of Hygiene and Trop Medicine,,London,GB,2643743,,United Kingdom
grant.2751535,ur.0665130027.45,Grant,Dorsey,,Co-PI,grid.266102.1,"University of California, San Francisco",US-CA,Outside UK,US,5391959,,United States
grant.2751535,ur.0761730133.73,Joaniter,Nankabirwa,,Co-PI,,,,,,,,
grant.2751535,ur.011717113712.97,Steven,Lindsay,William,Co-PI,grid.8250.f,Durham University,,,GB,2650628,,United Kingdom
grant.2751535,ur.01022612721.41,Clare,Chandler,,Co-PI,grid.8991.9,London Sch of Hygiene and Trop Medicine,,London,GB,2643743,,United Kingdom
grant.2751535,ur.0755232421.14,Moses,Kamya,,Co-PI,grid.11194.3c,Makerere University,,Outside UK,UG,232422,,Uganda
grant.2751535,ur.01370602373.05,Adoke,Yeka,,Co-PI,,,,,,,,
grant.2751535,ur.016327373057.48,Chris,Drakeley,,Co-PI,grid.8991.9,London Sch of Hygiene and Trop Medicine,,London,GB,2643743,,United Kingdom
grant.2751535,ur.01303235220.85,Emily,Webb,,Co-PI,grid.8991.9,London Sch of Hygiene and Trop Medicine,,London,GB,2643743,,United Kingdom
grant.2754871,ur.07602443632.15,Peter,Kaiser,,Co-PI,grid.4305.2,University of Edinburgh,,Scotland,GB,2650225,,United Kingdom
grant.2754871,ur.0716045076.33,David,Hume,Arthur,Co-PI,,,,,,,,
grant.2754871,ur.014466000517.90,Juergen,Haas,,Co-PI,grid.4305.2,University of Edinburgh,,Scotland,GB,2650225,,United Kingdom
grant.2754871,ur.01220430525.95,Paul,Hocking,Morison,Co-PI,grid.4305.2,University of Edinburgh,,Scotland,GB,2650225,,United Kingdom
grant.3559900,ur.01053032550.47,Seeromanie,Harding,,PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.3560788,ur.01011347230.39,Caroline,Relton,Laura,PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2783189,ur.014774771433.03,Philipp,Frankel,Gabriel,Co-PI,,,,,,,,
grant.2783189,ur.0621021000.95,Angus,Wilkinson,J,Co-PI,,,,,,,,
grant.2783189,ur.01352331144.90,M. Grace,Burke,,Co-PI,,,,,,,,
grant.2783189,ur.01222737700.98,Michael,Preuss,,Co-PI,,,,,,,,
grant.2751834,ur.01126077120.17,William,Gosling,Daniel,PI,,,,,,,,
grant.2751834,ur.01242325520.19,Wesley,Fraser,,PI,,,,,,,,
grant.2751834,ur.015003046775.07,Barry Harvey,Lomax,,Co-PI,,,,,,,,
grant.2751834,ur.0711621510.63,Angela,Coe,Louise,Co-PI,grid.10837.3d,Open University,,South East,GB,2642465,,United Kingdom
grant.3798535,,Johannes,Nicaise,,PI,,,,,,,,
grant.3796813,,Till,Bartke,,PI,,,,,,,,
grant.3796813,ur.01265637765.90,Till,Bartke,,PI,grid.4567.0,HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH,,,DE,2867714,NEUHERBERG,DE
grant.4901383,ur.01202346330.31,Michael,Laub,T.,PI,grid.413575.1,HHMI,US-MD,,US,4351335,Cambridge,Usa
grant.4901383,ur.0663170327.63,Dannie,Durand,,PI,grid.147455.6,Carnegie Mellon University,US-PA,,US,5206379,Pittsburgh,Usa
grant.3795910,,John Christos,Vassilicos,,PI,,,,,,,,
grant.5236200,ur.01223704450.34,Nagihan,Bostanci,,PI,grid.7400.3,University of Zurich,,,CH,2657896,,
grant.2757581,ur.01232462603.48,Jill,Johnson,,PI,,,,,,,,
grant.2755074,ur.01171125563.29,David,Selwood,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2784965,ur.0663415061.54,Jonathan,Knight,,Co-PI,,,,,,,,
grant.2774667,ur.01032567607.61,Manjit,Mehat,Singh,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.3560151,ur.01154357674.52,Cyrus,Cooper,,PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.3560151,ur.010303602257.22,Nicholas,Harvey,Castell,PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.3559814,ur.01156344335.14,Hazel,Inskip,,PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.2753672,ur.01242674607.54,Charlotte,Williams,Katherine,PI,,,,,,,,
grant.3560117,ur.01215460023.18,Keith,Palmer,T,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.3559875,ur.0777764535.58,Arvind,Patel,H,PI,grid.8756.c,University of Glasgow,,Scotland,GB,2648579,,United Kingdom
grant.2765965,ur.012412744477.38,Jacky,Smith,,Co-PI,,,,,,,,
grant.5142178,ur.01264121313.11,Georgios,Giamas,,PI,,,,,,,,
grant.5142178,ur.01022255644.17,Simak,Ali,,Co-PI,grid.12082.39,University of Sussex,,,GB,2654710,Brighton,United Kingdom
grant.5142178,ur.01073615011.52,Justin,Stebbing,,Co-PI,,,,,,,,
grant.6845452,ur.011567111743.17,Junior,Edmundo,Inacio,PI,grid.411087.b,University of Campinas,,,BR,3467865,,
grant.3794771,ur.015614304204.11,Christofer,Toumazou,,PI,,,,,,,,
grant.3794771,ur.016065406423.24,Steve,Bloom,,PI,,,,,,,,
grant.2773439,ur.01124452174.91,Matilda,Katan,,Co-PI,,,,,,,,
grant.2773439,ur.01021005166.50,Paul,Frankel,,Co-PI,,,,,,,,
grant.2773439,ur.01116525244.13,Simon,Arridge,Robert,Co-PI,,,,,,,,
grant.2760928,ur.01153366734.10,Jeremy,O'Brien,Lloyd,PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2754257,ur.0600427460.66,Paul,O'Brien,Thomas,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.012370107177.22,Mark,Wilkinson,Ivor,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.016401524362.27,Terry,Robinson,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.015300632167.09,George,Fraser,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.07653560501.46,Sergei,Nayakshin,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.0624026010.11,Walter,Dehnen,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.01077104144.09,Nial,Tanvir,Rahil,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.0606526434.53,Michael,Watson,Geoffrey,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.010643251231.51,Graham,Wynn,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.01174030435.97,Julian,Osborne,Paul,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.01015352050.34,Richard,Alexander,David,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.014404434057.79,Simon,Vaughan,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.0743375550.83,Andrew,King,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2754257,ur.07422604553.12,Richard,Willingale,,Co-PI,grid.9918.9,University of Leicester,,East Midlands,GB,2644668,,United Kingdom
grant.2751454,ur.013400760224.04,Alexandra,Blakemore,Ida,PI,,,,,,,,
grant.3845063,ur.016133754145.89,Alison,Talbot,,PI,grid.423194.9,Edf Energy Nuclear Generation Limited,,South West,GB,2643743,GLOUCESTER,
grant.2753042,ur.016235622274.50,Joanne Elise,Cole,,Co-PI,grid.7728.a,Brunel University,,,GB,2643743,,United Kingdom
grant.2751918,ur.01050651465.54,Martin,Leach,Osmund,PI,grid.18886.3f,Institute of Cancer Research,,London,GB,2643743,,United Kingdom
grant.2751918,ur.01360534371.87,Udai,Banerji,,Co-PI,grid.18886.3f,Institute of Cancer Research,,London,GB,2643743,,United Kingdom
grant.2751918,ur.0717702361.95,Mounia,Beloueche-Babari,,Co-PI,grid.18886.3f,Institute of Cancer Research,,London,GB,2643743,,United Kingdom
grant.2765205,ur.010743140767.89,Tiziana,Rossetto,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2765205,ur.01144575370.25,Mordechai,Haklay,(Muki),Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2765205,ur.01017040260.35,Helene,Joffe,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2774578,ur.014557273135.08,Xiao-Ping,Zhang,,Co-PI,,,,,,,,
grant.2774578,ur.016260064431.82,Jun,Liang,,Co-PI,,,,,,,,
grant.2773504,ur.01152202075.77,Mika,Kivimaki,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2773504,ur.01202547343.49,Eric,Brunner,John,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2773504,ur.0713776350.23,David,Batty,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2773504,ur.0704503310.11,Aroon,Hingorani,Dinesh,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2773504,ur.0632554626.85,Klaus,Ebmeier,Peter,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2773504,ur.0752235046.32,Archana,Singh-Manoux,,Co-PI,,,,,,,,
grant.2773504,ur.01351440247.41,Meena,Kumari,,Co-PI,,,,,,,,
grant.2767989,ur.01007664517.49,Charles,Banks,,Co-PI,,,,,,,,
grant.2767989,ur.01146210620.98,Elizabeth,Shaw,,Co-PI,,,,,,,,
grant.2767989,ur.01076525310.32,Christopher,Collins,David,Co-PI,,,,,,,,
grant.2767989,ur.01322044255.76,Costas,Velis,,Co-PI,,,,,,,,
grant.2767989,ur.01145711300.25,James,Robinson,Stephen,Co-PI,,,,,,,,
grant.2767989,ur.0660611453.49,Sonia,Heaven,,Co-PI,,,,,,,,
grant.3560056,ur.07711435224.39,Stephen,O'Rahilly,,PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.3560056,ur.01002656510.36,Anthony,Coll,,Co-PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.3560056,ur.0672333020.12,Giles,Yeo,,Co-PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.3560056,ur.01306667670.36,Sadaf,Farooqi,,Co-PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.2771217,ur.0673761357.84,Robert,Heyderman,Simon,Co-PI,,,,,,,,
grant.2771217,ur.01100373466.30,Imelda,Bates,,Co-PI,,,,,,,,
grant.2771217,ur.01054254257.19,Yamikani,Chimalizeni,,Co-PI,,,,,,,,
grant.2771217,ur.0617311120.39,Michael,Boele Van Hensbroek,,Co-PI,,,,,,,,
grant.2767045,ur.0670171210.48,Pedro,Teixeira-Dias,,PI,grid.4970.a,"Royal Holloway, University of London",,South East,GB,2650188,,United Kingdom
grant.2757582,ur.0765516450.10,Glenn,Adamson,,PI,grid.422248.a,Victoria and Albert Museum,,London,GB,2643743,,United Kingdom
grant.2757582,ur.01303540640.17,Sandra,Kemp,,PI,,,,,,,,
grant.2757582,ur.01351654040.44,Jane,Pavitt,,Co-PI,,,,,,,,
grant.2757582,ur.011417003466.38,Regina,Blaszczyk,Lee,Co-PI,,,,,,,,
grant.2757582,ur.0674363140.08,Robert,Iliffe,,Co-PI,,,,,,,,
grant.2752490,ur.011723002402.15,Jim,Kaufman,,Co-PI,,,,,,,,
grant.2752490,ur.01104214370.17,Laurence,Tiley,Stephen,Co-PI,,,,,,,,
grant.2752490,ur.0663673306.67,Venugopal,Nair,,Co-PI,,,,,,,,
grant.2752490,ur.016134354667.15,Steve,Goodbourn,,Co-PI,,,,,,,,
grant.2752490,ur.0754526214.03,Ian,Goodfellow,Gordon,Co-PI,,,,,,,,
grant.2752490,ur.01012715370.15,Helen,Sang,,Co-PI,,,,,,,,
grant.3499149,ur.01320640133.74,Mark,Christian,,PI,,,,,,,,
grant.7673123,ur.01003366626.40,Nura,Mohamed,,PI,grid.412603.2,Qatar University,,,QA,290030,,
grant.3841986,ur.01163244172.38,David,Rooke,,PI,,Dynamic Extractions Limited,,South East,GB,2637627,Slough,United Kingdom
grant.3842836,ur.015217656033.02,Tomasz,Lipinski,,PI,,Thenergy Ltd,,London,,,HANWELL,
grant.3843574,ur.0612217652.27,Neil,Adcock,,PI,grid.435998.a,Ixico Technologies Limited,,London,GB,2643743,LONDON,
grant.2763606,ur.01206660626.10,John,Ainsworth,David,PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.01156663240.67,Iain,Buchan,Edward,PI,,,,,,,,
grant.2763606,ur.01223147123.22,Andrew,Renehan,Gerard,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.011045333112.09,Shon,Lewis,William,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.0763354625.04,Peter,Diggle,John,Co-PI,,,,,,,,
grant.2763606,ur.012355013052.67,Christopher,Taylor,John,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.01002370610.91,Paula,Williamson,,Co-PI,,,,,,,,
grant.2763606,ur.01307417321.23,J,Gibson,Martin,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.01341521526.49,Simon,Capewell,,Co-PI,,,,,,,,
grant.2763606,ur.011632772464.65,Tjeerd,Van Staa,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.01070526367.22,Goran,Nenadic,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.01030626610.45,Carole,Goble,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.01123434714.10,Gavin,Brown,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.01330650135.66,Graham,Dunn,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.010655764157.19,William,Dixon,Gregory,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.0642776210.24,Soren,Holm,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2763606,ur.0707622314.63,Kate,Pickett,Elizabeth,Co-PI,,,,,,,,
grant.2763606,ur.0674565030.76,Matthew,Sperrin,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2767597,ur.01140602036.66,Harvey,Goldstein,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2767597,ur.01134613317.02,Paul,Burton,Richard,Co-PI,,,,,,,,
grant.2767597,ur.01371710455.02,Rachel,Knowles,Louise,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2767597,ur.0730330472.01,Kathleen,Kiernan,Elizabeth,Co-PI,grid.5685.e,University of York,,Yorkshire and The Humber,GB,2633352,,United Kingdom
grant.2786301,ur.07473016437.24,Matthias,Willbold,,PI,grid.7450.6,University of Goettingen,,Outside UK,DE,2918632,,Germany
grant.2758311,ur.01334751073.28,Owen,Petchey,,Co-PI,,,,,,,,
grant.2769715,ur.07725461120.55,Jon,Grey,,Co-PI,,,,,,,,
grant.2763640,ur.07570676357.45,Neil,McIntyre,,Co-PI,,,,,,,,
grant.5143291,ur.016553472737.90,Eric,Lam,,PI,,,,,,,,
grant.2785939,ur.01147564663.12,David,Becker,,Co-PI,,,,,,,,
grant.2785939,ur.011457770737.29,John,Collinge,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2785939,ur.0747333456.72,Jonathan,Ashmore,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2756252,ur.0634412406.87,Matthias,Merkenschlager,,PI,,,,,,,,
grant.2777011,ur.0575775421.05,Andrew,Cooper,,Co-PI,,,,,,,,
grant.2777011,ur.01117461036.23,David,Knight,,Co-PI,grid.5600.3,Cardiff University,,Wales,GB,2653822,,United Kingdom
grant.2777011,ur.0637075004.07,Graham,Hutchings,,Co-PI,grid.5600.3,Cardiff University,,Wales,GB,2653822,,United Kingdom
grant.2777011,ur.01335327672.42,John,Claridge,Bleddyn,Co-PI,,,,,,,,
grant.2777011,ur.015203326272.87,Karen,Wilson,,Co-PI,,,,,,,,
grant.2777011,ur.0606253242.36,Matthew,Rosseinsky,,Co-PI,,,,,,,,
grant.2759166,ur.011467572751.79,John,Thuburn,,PI,grid.8391.3,University of Exeter,,South West,GB,2649808,,United Kingdom
grant.2754968,ur.01013175210.22,Peter John,O'Toole,,PI,grid.5685.e,University of York,,Yorkshire and The Humber,GB,2633352,,United Kingdom
grant.2754968,ur.01175537010.78,Jack,Silver,,Co-PI,,,,,,,,
grant.2754968,ur.01111406347.23,Dawn,Coverley,,Co-PI,grid.5685.e,University of York,,Yorkshire and The Humber,GB,2633352,,United Kingdom
grant.2754968,ur.01024127450.17,Paolo,Coppo,,Co-PI,,,,,,,,
grant.2754968,ur.01012047510.97,Mark,Leake,Christian,Co-PI,grid.5685.e,University of York,,Yorkshire and The Humber,GB,2633352,,United Kingdom
grant.2754968,ur.010721702045.95,Robert,Withnall,,Co-PI,,,,,,,,
grant.2754968,ur.0756014250.37,George Robert,Fern,,Co-PI,,,,,,,,
grant.2754968,ur.0677742110.53,Lucy Margaret,Collinson,,Co-PI,,,,,,,,
grant.2775890,ur.01163262030.73,Angela,Karp,,Co-PI,,,,,,,,
grant.2775890,ur.01100356421.86,Jane,Ward,,Co-PI,,,,,,,,
grant.2775890,ur.01356014133.06,Georgios,Kyriakou,,Co-PI,,,,,,,,
grant.2775890,ur.01277541740.15,Michael,Beale,Henry,Co-PI,,,,,,,,
grant.2760216,ur.01200270120.31,Fernando,Guadalupe Santos Lins Brandao,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.3792908,ur.016230326067.57,Edward Allen,Hinds,,PI,,,,,,,,
grant.3780962,,Thomas,Bell,,PI,,,,,,,,
grant.5138925,ur.01064440322.12,Laurence,Bugeon,,Co-PI,,,,,,,,
grant.5138925,ur.010070313643.91,Jonathan,Lamb,,Co-PI,,,,,,,,
grant.2775367,ur.010435500641.92,Vladimir,Stankovic,,PI,grid.28577.3f,City University London,,London,GB,2643743,,United Kingdom
grant.2786229,ur.01330575371.78,Ton,Peijs,,Co-PI,,,,,,,,
grant.2786229,ur.01346651000.23,Michael,Reece,,Co-PI,,,,,,,,
grant.2773003,ur.01050467313.44,Gail,Davey,,PI,grid.12082.39,University of Sussex,,South East,GB,2654710,,United Kingdom
grant.2773003,ur.0652151206.57,Fikre,Gashe,Enquselassie,Co-PI,,,,,,,,
grant.2773003,ur.01270124163.52,Trudie,Lang,,Co-PI,,,,,,,,
grant.2773003,ur.01013535066.90,Melanie,Newport,,Co-PI,grid.12082.39,University of Sussex,,South East,GB,2654710,,United Kingdom
grant.2773003,ur.01052026630.51,Andy,McKay,,Co-PI,grid.12082.39,University of Sussex,,South East,GB,2654710,,United Kingdom
grant.2755925,ur.012010006317.57,Michael,Hanna,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2755925,ur.013154275567.03,Katherine,Bushby,,Co-PI,grid.1006.7,Newcastle University,,North East,GB,2641673,,United Kingdom
grant.2755925,ur.0735120663.43,Francesco,Muntoni,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2755925,ur.010034273157.52,Mary,Reilly,Margaret,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.3800553,ur.01022477206.34,Irene,Miguel-Aliaga,,PI,,,,,,,,
grant.2769877,ur.01155531600.69,Nancy,Bell,,PI,grid.421611.1,The National Archives,,London,GB,2643743,Richmond,United Kingdom
grant.2769877,ur.01167217560.18,Andrew,Thompson,Stuart,Co-PI,,,,,,,,
grant.2769877,ur.01235634445.92,Matija,Strlic,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2769877,ur.0614467300.77,Pip,Laurenson,,Co-PI,,,,,,,,
grant.2769877,ur.07675440631.44,Kalliopi,Fouseki,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2776550,ur.01074246365.22,Angela,Simpson,,Co-PI,grid.5379.8,University of Manchester,,North West,GB,2643123,Manchester,United Kingdom
grant.2787108,ur.01271726670.64,Carla,Faria,Figueira De Morrison,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2768844,ur.01242453727.57,Adil,AL-Nahhas,,Co-PI,,,,,,,,
grant.2766515,ur.01243231702.01,Mark,Stevens,Paul,PI,grid.4305.2,University of Edinburgh,,Scotland,GB,2650225,,United Kingdom
grant.2783185,ur.01112124455.11,Lev,Kantorovich,,PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2783185,ur.0753746127.29,Christian,Lorenz,,Co-PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2752388,ur.01114602310.56,Sagnik,Bhattacharyya,,PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2752388,ur.012504460177.49,Philip,McGuire,,Co-PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2756068,ur.012460002002.30,Mary,Carrington,,Co-PI,,,,,,,,
grant.2756068,ur.0756336767.71,Salim,Khakoo,,Co-PI,,,,,,,,
grant.3565031,ur.0642136212.96,Yvonne,Stokes,,PI,,,,,,,,
grant.3565031,ur.0774755162.66,Heike,Ebendorff-Heidepriem,,Co-PI,,,,,,,,
grant.3565031,ur.010423530631.67,Darren,Crowdy,,Co-PI,,,,,,,,
grant.3565444,ur.07733671041.40,Joseph,Monaghan,,PI,,,,,,,,
grant.3565444,ur.01213231572.56,Darryl,Holm,,Co-PI,,,,,,,,
grant.3562747,ur.01340711555.08,Hugh,O'Neill,,PI,,,,,,,,
grant.3562747,ur.01035501300.08,Julie,Prytulak,,Co-PI,,,,,,,,
grant.2787125,ur.01356572501.02,Graham,Moon,,PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.2787125,ur.0600057054.54,Liz,Twigg,,Co-PI,,,,,,,,
grant.2786867,ur.013770105252.86,Christopher,Kay,William,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.3563172,ur.01234641521.22,Jennifer,Martin,,PI,,,,,,,,
grant.3563172,ur.0676516671.33,David,Drew,,Co-PI,,,,,,,,
grant.3563172,ur.01170035630.25,Maria,Halili,,Co-PI,,,,,,,,
grant.3792778,,Martin Daniel,Brazeau,,PI,,,,,,,,
grant.3842366,ur.0743100072.94,Andrew,Bush,,PI,grid.476628.9,Prosonix Limited,,South East,GB,2640729,OXFORD,
grant.3931964,ur.012242146726.25,Sarah,Bekessy,,PI,,,,,,,,
grant.3799376,,Aimee,Morgans,,PI,,,,,,,,
grant.3562195,ur.01345026546.37,Jeffrey,Davis,,PI,,,,,,,,
grant.3562195,ur.01263017573.57,Ahsan,Nazir,,Co-PI,,,,,,,,
grant.2763608,ur.0776256747.19,Peter,Gething,William,PI,grid.1032.0,Curtin University of Technology,AU-WA,Outside UK,AU,2063523,,Australia
grant.3561814,ur.0663040213.40,Ying,Tan,,PI,,,,,,,,
grant.3561814,ur.01224550140.09,Etienne,Burdet,,Co-PI,,,,,,,,
grant.3561814,ur.0612544670.27,Christopher,Freeman,,Co-PI,,,,,,,,
grant.3561814,ur.016054500527.54,Iven,Mareels,,Co-PI,,,,,,,,
grant.3561814,ur.011774332417.83,Denny,Oetomo,,Co-PI,,,,,,,,
grant.2775044,ur.01242223457.78,Marian,Dawkins,Stamp,PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2775044,ur.013032114464.40,Martin,Maiden,Christopher,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2775044,ur.01215233070.04,Stephen,Roberts,,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2775044,ur.01060217170.29,Adrian,Smith,,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2757182,ur.011567656655.36,Chris,Starmer,,PI,grid.4563.4,University of Nottingham,,East Midlands,GB,2641170,,United Kingdom
grant.2757182,ur.010030227752.14,Gordon,Brown,,Co-PI,grid.7372.1,University of Warwick,,West Midlands,GB,2652221,,United Kingdom
grant.2757182,ur.0701007320.15,Simon,Gaechter,,Co-PI,grid.4563.4,University of Nottingham,,East Midlands,GB,2641170,,United Kingdom
grant.2757182,ur.0671472260.31,Neil,Stewart,,Co-PI,grid.7372.1,University of Warwick,,West Midlands,GB,2652221,,United Kingdom
grant.2757182,ur.015102754656.15,Daniel John,Zizzo,,Co-PI,,,,,,,,
grant.2757182,ur.012176114017.01,Robert,MacKay,Sinclair,Co-PI,grid.7372.1,University of Warwick,,West Midlands,GB,2652221,,United Kingdom
grant.2757182,ur.012545625267.32,Anders,Poulsen,,Co-PI,grid.8273.e,University of East Anglia,,East of England,GB,2641181,,United Kingdom
grant.2757182,ur.01356300220.28,Robin,Cubitt,Patrick,Co-PI,grid.4563.4,University of Nottingham,,East Midlands,GB,2641170,,United Kingdom
grant.2757182,ur.011430512105.32,Martin,Sefton,,Co-PI,grid.4563.4,University of Nottingham,,East Midlands,GB,2641170,,United Kingdom
grant.2757182,ur.01304323720.79,Daniel,Read,,Co-PI,grid.7372.1,University of Warwick,,West Midlands,GB,2652221,,United Kingdom
grant.2757182,ur.016222746457.27,John,Gathergood,Peter,Co-PI,grid.4563.4,University of Nottingham,,East Midlands,GB,2641170,,United Kingdom
grant.2757182,ur.011001733556.08,Shaun,Hargreaves-Heap,,Co-PI,grid.8273.e,University of East Anglia,,East of England,GB,2641181,,United Kingdom
grant.2757182,ur.01071204352.35,Uwe,Aickelin,,Co-PI,,,,,,,,
grant.2757182,ur.010644346545.36,Theodore,Turocy,Louis,Co-PI,grid.8273.e,University of East Anglia,,East of England,GB,2641181,,United Kingdom
grant.2757182,ur.01116567054.48,Nick,Chater,,Co-PI,grid.7372.1,University of Warwick,,West Midlands,GB,2652221,,United Kingdom
grant.2757182,ur.01256627055.93,Robert,Sugden,,Co-PI,grid.8273.e,University of East Anglia,,East of England,GB,2641181,,United Kingdom
