id,investigator_id,first_name,last_name,middle_name,role,aff_id,aff_name,aff_state_code,aff_state,aff_country_code,aff_city_id,aff_city,aff_country
grant.8585235,,,,,,,,,,,,,
grant.8671895,,M.c.,Schraefel,,PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8676868,,Artem,Prokhorov,,PI,,,,,,,,
grant.8676868,,Stanislav,Uryasev,,Co-PI,,,,,,,,
grant.8676868,,Rustam,Ibragimov,,Co-PI,,,,,,,,
grant.8676393,,Andrew,Roberts,,PI,,,,,,,,
grant.8676393,,Adrian,Muxworthy,,Co-PI,,,,,,,,
grant.8676393,,Richard,Harrison,,Co-PI,,,,,,,,
grant.8676393,,David,Heslop,,Co-PI,,,,,,,,
grant.8676398,,Ian,Jackson,,PI,,,,,,,,
grant.8676398,,Katharina,Marquardt,,Co-PI,,,,,,,,
grant.8676398,,Ulrich,Faul,,Co-PI,,,,,,,,
grant.8676601,,Sergei,Kuzenko,,PI,,,,,,,,
grant.8676601,,Arkady,Tseytlin,,Co-PI,,,,,,,,
grant.8676601,,Stefan,Theisen,,Co-PI,,,,,,,,
grant.8676601,,Evgeny,Buchbinder,,Co-PI,,,,,,,,
grant.8676603,,Kazuhiro,Nogita,,PI,,,,,,,,
grant.8676603,,Christopher,Gourlay,,Co-PI,,,,,,,,
grant.8676603,,Syo,Matsumura,,Co-PI,,,,,,,,
grant.8676603,,Michael,Bermingham,,Co-PI,,,,,,,,
grant.8640118,,Ian,Paulsen,,PI,,,,,,,,
grant.8640118,,Junbiao,Dai,,Co-PI,,,,,,,,
grant.8640118,,Leslie,Mitchell,,Co-PI,,,,,,,,
grant.8640118,,Tom,Ellis,,Co-PI,,,,,,,,
grant.8640118,,Hugh,Goold,,Co-PI,,,,,,,,
grant.8640118,,Maciej,Holowko,,Co-PI,,,,,,,,
grant.8640118,,Anthony,Borneman,,Co-PI,,,,,,,,
grant.8640118,,Nicholas,Turner,,Co-PI,,,,,,,,
grant.8640118,,Malcolm,Ball,,Co-PI,,,,,,,,
grant.8640118,,Michael,Koepke,,Co-PI,,,,,,,,
grant.8640118,,Sarel,Fleishman,,Co-PI,,,,,,,,
grant.8640118,,Manuel,Rodriguez-Concepcion,,Co-PI,,,,,,,,
grant.8640118,,Gavin,Thomas,,Co-PI,,,,,,,,
grant.8640118,,Jane,Calvert,,Co-PI,,,,,,,,
grant.8640118,,Aditi,Mankad,,Co-PI,,,,,,,,
grant.8640118,,Justine,Lacey,,Co-PI,,,,,,,,
grant.8640118,,Colin,Scott,,Co-PI,,,,,,,,
grant.8640118,,Alexander,Beliaev,,Co-PI,,,,,,,,
grant.8640118,,Claudia,Vickers,,Co-PI,,,,,,,,
grant.8640118,,Robert,Speight,,Co-PI,,,,,,,,
grant.8640118,,Ian,O'Hara,,Co-PI,,,,,,,,
grant.8640118,,Nicolle,Packer,,Co-PI,,,,,,,,
grant.8640118,,Lawrence,Lee,,Co-PI,,,,,,,,
grant.8640118,,Wendy,Rogers,,Co-PI,,,,,,,,
grant.8640118,,Michael,Gillings,,Co-PI,,,,,,,,
grant.8640118,,Esteban,Marcellin,,Co-PI,,,,,,,,
grant.8640118,,Oliver,Rackham,,Co-PI,,,,,,,,
grant.8640118,,Josh,Wodak,,Co-PI,,,,,,,,
grant.8640118,,Colin,Jackson,,Co-PI,,,,,,,,
grant.8640118,,Bradley,Sherman,,Co-PI,,,,,,,,
grant.8640118,,Kirill,Alexandrov,,Co-PI,,,,,,,,
grant.8640118,,Brett,Neilan,,Co-PI,,,,,,,,
grant.8640118,,Lars,Nielsen,,Co-PI,,,,,,,,
grant.8640118,,Rachel,Parker,,Co-PI,,,,,,,,
grant.8640118,,Aleksandra,Filipovska,,Co-PI,,,,,,,,
grant.8676326,,Billy,Todd,,PI,,,,,,,,
grant.8676326,,Daniele,Dini,,Co-PI,,,,,,,,
grant.8676326,,Janet,Wong,,Co-PI,,,,,,,,
grant.8676326,,Peter,Daivis,,Co-PI,,,,,,,,
grant.8676690,,Ying,Tan,,PI,,,,,,,,
grant.8676690,,Etienne,Burdet,,Co-PI,,,,,,,,
grant.8676690,,Dana,Kulic,,Co-PI,,,,,,,,
grant.8676690,,Chris,Manzie,,Co-PI,,,,,,,,
grant.8676690,,Denny,Oetomo,,Co-PI,,,,,,,,
grant.8676440,,Phil,Hansbro,,PI,,,,,,,,
grant.8676440,,Ian,Adcock,,Co-PI,,,,,,,,
grant.8676440,,Gabrielle,Belz,,Co-PI,,,,,,,,
grant.8676377,,Thomas,Williams,,PI,,,,,,,,
grant.8676377,,Isak,Pretorius,,Co-PI,,,,,,,,
grant.8676305,,Nicholas,Cox,,PI,,,,,,,,
grant.8676305,,Marc,Nowaczyk,,Co-PI,,,,,,,,
grant.8676305,,Alfred,Rutherford,,Co-PI,,,,,,,,
grant.8676305,,Dimitrios,Pantazis,,Co-PI,,,,,,,,
grant.8676860,,Sarah,Bekessy,,PI,,,,,,,,
grant.8676860,,Atte,Moilanen,,Co-PI,,,,,,,,
grant.8676860,,Andrew,Knight,,Co-PI,,,,,,,,
grant.8676860,,Georgia,Garrard,,Co-PI,,,,,,,,
grant.8673885,,Chess,Stetson,,PI,,"Aipod, Ltd",,,,,London,
grant.8483098,ur.014672131443.52,Xiaodong,Zhang,,PI,,,,,,,,
grant.8671686,,Kenneth,Long,,PI,,,,,,,,
grant.8673537,,Kenneth,Long,,Co-PI,,,,,,,,
grant.8470660,ur.01213426560.50,Kenneth,Long,,Co-PI,,,,,,,,
grant.8470660,ur.012613160437.73,Henrique,Araujo,Miguel,Co-PI,,,,,,,,
grant.8557788,ur.01206735310.03,Mark,Girolami,,Co-PI,,,,,,,,
grant.8557788,ur.0651224667.52,Daniele,Vigolo,,Co-PI,,,,,,,,
grant.8557788,ur.01325514511.60,Paola,Lettieri,,Co-PI,,,,,,,,
grant.8557788,ur.0735125707.02,Liam,Grover,Michael,Co-PI,,,,,,,,
grant.8557788,ur.016074750302.42,Federico,Galvanin,,Co-PI,,,,,,,,
grant.8557788,ur.01072404370.90,Mark,Simmons,,Co-PI,,,,,,,,
grant.8557788,ur.010157366405.47,Panagiota,Angeli,,Co-PI,,,,,,,,
grant.8673292,,Henrique,Araujo,Miguel,Co-PI,,,,,,,,
grant.8469843,ur.01213620004.50,Geoffrey,Thornton,,Co-PI,,,,,,,,
grant.8469843,ur.07461466773.78,Christopher,Howard,Anthony,Co-PI,,,,,,,,
grant.8469843,ur.01172152074.85,Dorothy,Duffy,Margaret,Co-PI,,,,,,,,
grant.8469843,ur.01222500215.59,Neil,Curson,Jonathan,Co-PI,,,,,,,,
grant.8558423,ur.011724106750.87,Joaquin,Prada,Miguel,PI,grid.5475.3,University of Surrey,,South East,GB,2647793,,United Kingdom
grant.8558423,ur.014520015505.79,Emma,Mcintosh,,Co-PI,,,,,,,,
grant.8558423,ur.01151202745.81,Poppy,Lamberton,Helen,Co-PI,,,,,,,,
grant.8673243,,Gavin,Foster,,PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Maeve,Lohan,Carroll,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Tiina,Roose,,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Martin,Palmer,Ralph,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Peter,Langdon,,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Andy,Cundy,,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Juerg,Matter,Michael,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Matthew,Loxham,,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Stephen,Roberts,,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Christopher,Moore,Mark,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,James,Milton,Andrew,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Damon,Teagle,Andrew,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Rachael,James,Helen,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8673243,,Alistair,Pike,William,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.8671524,,Natasha Chamali,Gunawardana,,PI,grid.421662.5,Royal Brompton & Harefield NHS Fdn Trust,,London,GB,2643743,,United Kingdom
grant.8469677,ur.07627626055.82,Ashley,Montanaro,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.8469677,ur.0671310334.31,John,Rarity,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.8469677,ur.01060434620.08,David,May,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.8469677,ur.07400771025.02,Krishna,Coimbatore Balram,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.8469677,ur.01131137410.49,Ruth,Oulton,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.8469677,ur.01205142333.42,Noah,Linden,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.8671532,,Zhe,Li,,PI,grid.4868.2,"Queen Mary, University of London",,London,GB,2643743,,United Kingdom
grant.8671532,,Wing Chung,Tsoi,,Co-PI,,,,,,,,
grant.8673830,,Victoria,Milne,,PI,,Tenshi Consulting Ltd,,South East,,,London,
grant.8672366,,Claus,Andersen,Yding,Co-PI,,,,,,,,
grant.8674285,,Omar,el-Agnaf,,PI,grid.452146.0,Hamad Bin Khalifa University,,,QA,290030,,Qatar
grant.8674285,,Hessa,al-Jaber,,PI,,Trio Investment,,,QA,,,Qatar
grant.8674285,,Khaled,Baagar,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Wadha,al Muftah,,PI,grid.498637.7,Qatar Biobank for Medical Research,,,QA,290030,,Qatar
grant.8674285,,Samya,al Abdulla,,PI,grid.498624.5,Primary Health Care Corporation,,,QA,290030,,Qatar
grant.8674285,,Dena,al-Thani,,PI,grid.452146.0,Hamad Bin Khalifa University,,,QA,290030,,Qatar
grant.8674285,,Manar,Elhassan,,PI,grid.412603.2,Qatar University,,,QA,290030,,Qatar
grant.8674285,,Hiba,Satti,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Dabia,al-Mohanadi,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Tarik,Elhadd,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Michael,Aupetit,,PI,grid.452146.0,Hamad Bin Khalifa University,,,QA,290030,,Qatar
grant.8674285,,Mohamad,Saad,,PI,grid.452146.0,Hamad Bin Khalifa University,,,QA,290030,,Qatar
grant.8674285,,Ziyad,Mahfoud,,PI,grid.416973.e,Weill Cornell Medical College in Qatar,,,QA,290030,,Qatar
grant.8674285,,Abdelkader,Baggag,,PI,grid.452146.0,Hamad Bin Khalifa University,,,QA,290030,,Qatar
grant.8674285,,Dahlia,Hassan,,PI,grid.498624.5,Primary Health Care Corporation,,,QA,290030,,Qatar
grant.8674285,,Noor,Suleiman,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Stephen,Beer,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Aiman,Ibrahim,,PI,grid.498619.b,Ministry of Public Health,,,QA,290030,,Qatar
grant.8674285,,Yasser,Morsy,,PI,grid.498624.5,Primary Health Care Corporation,,,QA,290030,,Qatar
grant.8674285,,Ibrahim,Ibrahim,,PI,,Sidra Medicine,,,QA,,,Qatar
grant.8674285,,Mohammed,Bashir,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Abdul-Badi,Abou-Samra,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Justin,Konje,,PI,,Sidra Medicine,,,QA,,,Qatar
grant.8674285,,,al Anoud al-Thani,,PI,grid.498619.b,Ministry of Public Health,,,QA,290030,,Qatar
grant.8674285,,Marwa,Mokhtar,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Faten,el Taher,,PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Karsten,Suhre,,Co-PI,grid.416973.e,Weill Cornell Medical College in Qatar,,,QA,290030,,Qatar
grant.8674285,,Mahmoud,Zirie,,Co-PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Abdulla,Alhamaq,,Co-PI,grid.418818.c,"Qatar Diabetes Association, Qatar Foundation",,,QA,290030,,
grant.8674285,,Lucilla,Poston,,Co-PI,grid.13097.3c,King's College London,,,GB,2643743,,
grant.8674285,,Shahrad,Taheri,,Co-PI,grid.416973.e,Weill Cornell Medical College in Qatar,,,QA,290030,,Qatar
grant.8674285,,Michael,Lean,,Co-PI,grid.8756.c,University of Glasgow,,,GB,2648579,,
grant.8674285,,Puthen,Jithesh,Veettil,Co-PI,,Sidra Medicine,,,QA,,,Qatar
grant.8674285,,Brian,Caulfield,,Co-PI,grid.7886.1,University College Dublin,,,IE,2964574,,
grant.8674285,,Luis,Fernandez-Luque,,Co-PI,grid.452146.0,Hamad Bin Khalifa University,,,QA,290030,,Qatar
grant.8674285,,Rosa,Baños,Maria,Co-PI,grid.5338.d,University of Valencia,,,ES,2509954,,
grant.8674285,,Monica,Young,,Co-PI,grid.413548.f,Hamad Medical Corporation,,,QA,290030,,Qatar
grant.8674285,,Omar,Albagha,,Co-PI,grid.452146.0,Hamad Bin Khalifa University,,,QA,290030,,Qatar
grant.8538711,ur.014026740320.29,Carolyn,Hicks,,PI,,Brill Power Limited,,,,,Oxford,
grant.8483185,,Stelios,Mores,,PI,,Heath Scientific Company Ltd,,,,,Bletchley,
grant.8673479,,Adam,McLoughlin,,PI,grid.1121.3,Rolls-Royce PLC,,London,GB,2651347,,United Kingdom
grant.8558031,ur.01213050763.91,Peter,Olupot-Olupot,,Co-PI,,,,,,,,
grant.8558031,ur.01044107701.70,Djesika,Amendah,D.,Co-PI,,,,,,,,
grant.8558031,ur.013542757437.16,Diana,Gibb,Mary,Co-PI,,,,,,,,
grant.8558031,ur.010267663533.97,Ann,Walker,Sarah,Co-PI,,,,,,,,
grant.8558031,ur.01200260500.93,Mainga,Hamaluba,,Co-PI,,,,,,,,
grant.8558031,ur.01361732673.39,Sophie,Uyoga,,Co-PI,,,,,,,,
grant.8558031,ur.010121105412.50,Russell,Ware,E.,Co-PI,,,,,,,,
grant.8558031,ur.01151110304.99,Elizabeth,George,,Co-PI,,,,,,,,
grant.8558031,ur.01147514266.60,Charles,Kiyaga,,Co-PI,,,,,,,,
grant.8470252,ur.0721477531.54,Pola,Goldberg Oppenheimer,,Co-PI,,,,,,,,
grant.8470252,ur.01361312545.49,Manuel,Salmeron-Sanchez,,Co-PI,grid.8756.c,University of Glasgow,,Scotland,GB,2648579,,United Kingdom
grant.8470252,ur.01364210512.07,Cristina,Gonzalez-Garcia,,Co-PI,grid.8756.c,University of Glasgow,,Scotland,GB,2648579,,United Kingdom
grant.8470252,ur.0677752327.34,Ivan,Wall,,Co-PI,,,,,,,,
grant.8470252,ur.012600557347.30,Jonathan,Cooper,,Co-PI,grid.8756.c,University of Glasgow,,Scotland,GB,2648579,,United Kingdom
grant.8470252,ur.01360552206.39,Catherine,Berry,Cecilia,Co-PI,grid.8756.c,University of Glasgow,,Scotland,GB,2648579,,United Kingdom
grant.8470252,ur.01047162443.84,Huabing,Yin,,Co-PI,grid.8756.c,University of Glasgow,,Scotland,GB,2648579,,United Kingdom
grant.8470252,ur.0617666540.80,Paula,Mendes,,Co-PI,,,,,,,,
grant.8483240,ur.011057322565.95,Paul,Goddard,,PI,,,,,,,,
grant.8389418,ur.0700024253.11,Oskar,Aszmann,,PI,grid.22937.3d,MEDIZINISCHE UNIVERSITAET WIEN,,,AT,2761369,WIEN,AT
grant.8389418,ur.01247345275.38,Antonio,Bicchi,,PI,grid.25786.3e,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,,,IT,3176219,GENOVA,IT
grant.8470355,ur.01054511575.08,Anastasia,Callaghan,Jane,Co-PI,,,,,,,,
grant.8470355,ur.0601117615.53,Andrew,Rycroft,Nelson,Co-PI,,,,,,,,
grant.8470689,ur.0622013706.98,Gordon,Blunn,,Co-PI,,,,,,,,
grant.7924453,ur.011157113245.95,Benjamin,Mills,,PI,grid.9909.9,University of Leeds,,Yorkshire and The Humber,GB,2644688,,United Kingdom
grant.7924453,ur.0637645210.42,Simon,Poulton,Westley,Co-PI,grid.9909.9,University of Leeds,,Yorkshire and The Humber,GB,2644688,,United Kingdom
grant.7924453,ur.01330447474.44,Katie,Field,Jayne,Co-PI,grid.9909.9,University of Leeds,,Yorkshire and The Humber,GB,2644688,,United Kingdom
grant.7924453,ur.011145130237.04,Sarah,Batterman,Anne,Co-PI,grid.9909.9,University of Leeds,,Yorkshire and The Humber,GB,2644688,,United Kingdom
grant.7836543,ur.013542420340.54,Bao,Nguyen,Ngoc,PI,grid.9909.9,University of Leeds,,Yorkshire and The Humber,GB,2644688,,United Kingdom
grant.7836543,ur.01162675340.53,Andrew,Blacker,John,Co-PI,grid.9909.9,University of Leeds,,Yorkshire and The Humber,GB,2644688,,United Kingdom
grant.7836543,ur.01246411210.72,Nikil,Kapur,,Co-PI,grid.9909.9,University of Leeds,,Yorkshire and The Humber,GB,2644688,,United Kingdom
grant.8483414,ur.010515576230.70,Geoff,Merrett,,Co-PI,,,,,,,,
grant.8483414,ur.015716072340.43,Bashir M.,Al-Hashimi,,Co-PI,,,,,,,,
grant.8557884,ur.01042634342.49,Warwick,Dunn,Brian,Co-PI,,,,,,,,
grant.8557884,ur.015721422404.90,Toru,Suzuki,,Co-PI,,,,,,,,
grant.8557884,ur.01263652562.11,Valerie,O'Donnell,,Co-PI,,,,,,,,
grant.8557884,ur.01045673063.10,Baukje,De Roos,,Co-PI,,,,,,,,
grant.8557884,ur.01007611374.40,Royston,Goodacre,,Co-PI,,,,,,,,
grant.8557884,ur.01140655554.38,Mark,Viant,,Co-PI,,,,,,,,
grant.8557884,ur.0661454703.18,John,Draper,,Co-PI,,,,,,,,
grant.8558108,ur.0772421162.39,Frank,Kelly,,Co-PI,,,,,,,,
grant.7921079,ur.0725646363.33,Seth,Coffelt,,PI,,,,,,,,
grant.7921079,ur.015177643217.68,Nadia,Guerra,,Co-PI,grid.8756.c,University of Glasgow,,,GB,2648579,Glasgow,United Kingdom
grant.7921079,ur.01337331716.27,Karen,Blyth,,Co-PI,,,,,,,,
grant.7921079,ur.0735354406.74,Leo,Carlin,,Co-PI,,,,,,,,
grant.8469787,ur.01106673302.08,Junwang,Tang,,Co-PI,,,,,,,,
grant.8469787,ur.010361237222.86,Daniel,Brett,,Co-PI,,,,,,,,
grant.8469787,ur.01005361031.95,Petra,Szilagyi,Agota,Co-PI,,,,,,,,
grant.8469787,ur.010217155437.86,Ana Belen,Jorge Sobrido,,Co-PI,,,,,,,,
grant.8469787,ur.012711201257.71,Feng,Wang,Ryan,Co-PI,,,,,,,,
grant.8383105,ur.013461553010.06,Mohammed,al-Sulaiti,,PI,grid.4563.4,University of Nottingham,,,GB,2641170,,
grant.7922238,ur.015367422134.72,Kubilay,Atasu,,PI,grid.410387.9,IBM Research GmBH Cognitive Computing and Industry Solutions,,,CH,2658919,,Switzerland
grant.7922238,ur.01142460404.00,Onur,Mutlu,,Co-PI,grid.5801.c,Departement Informatik ETH Zürich,,,CH,2657896,,
grant.7922238,ur.01067053120.06,Jovan,Blanusa,,Co-PI,,,,,,,,
grant.7819637,ur.014350435263.78,Di,Wu,,PI,,,,,,,,
grant.7819637,ur.013553054663.57,Sujit Kumar,Sahu,,PI,,,,,,,,
grant.7819637,ur.015146015663.03,Xuan Thao,Ha,,PI,,,,,,,,
grant.7819637,ur.015743376263.52,Beatriz,Belchiorinho Farola Marques Barata,,PI,,,,,,,,
grant.7819637,ur.012755474263.53,Hasan Dad Ansari,Mohammad,,PI,,,,,,,,
grant.7922003,ur.011656503421.58,Sébastien,Castelltort,,PI,grid.8591.5,University of Geneva,,,CH,2660646,,
grant.7922003,ur.010233537234.73,Cai,Puigdefabregas,,Co-PI,grid.5841.8,Departament de Geodinàmica i Geofisica Universitat de Barcelona,,,ES,3128760,,
grant.7922003,ur.012115541357.72,Stephen,Watkins,,Co-PI,,,,,,,,
grant.7922003,ur.015151556557.73,Luis,Valero Montesa,,Co-PI,grid.8591.5,Département des sciences de la Terre Université de Genève,,,CH,2660646,,
grant.7922003,ur.01051762447.98,Thierry,Adatte,,Co-PI,grid.9851.5,Institut des sciences de la Terre Université de Lausanne,,,CH,2659994,,
grant.7922003,ur.012726770527.02,Dario,Ventra,,Co-PI,grid.8591.5,Département des sciences de la Terre Université de Genève,,,CH,2660646,,
grant.7922003,ur.015701023757.72,Nikhil,Sharma,,Co-PI,,,,,,,,
grant.7922003,ur.015217671757.93,Miguel,Garcès,,Co-PI,grid.5841.8,Department of Earth and Ocean Dynamics Faculty of Earth Science University of Barcelona,,,ES,3128760,,
grant.7870463,ur.0631513120.84,Wyn,Williams,,Co-PI,,,,,,,,
grant.7925117,ur.01076572331.97,Pat,Scott,,Co-PI,,,,,,,,
grant.8538700,ur.013631720275.66,Hassan,Chizari,,PI,grid.21027.36,University of Gloucestershire,,South West,GB,2653261,"THE PARK, CHELTENHAM",
grant.8483203,ur.01114205023.17,Prashant,Kumar,,Co-PI,,,,,,,,
grant.8483203,ur.0741130200.73,DK,Arvind,,Co-PI,,,,,,,,
grant.8101666,ur.07634023133.88,Victor,Parchment,,PI,,Ichthion Limited,,,,,London,
grant.8470156,ur.01153767347.15,Asrat,Mekuria,Hailu,Co-PI,,,,,,,,
grant.8470156,ur.0747114314.30,Orin,Courtenay,,Co-PI,,,,,,,,
grant.8470156,ur.0723060254.38,JA,Cotton,,Co-PI,,,,,,,,
grant.8470156,ur.01256711207.61,Matthew,Berriman,,Co-PI,,,,,,,,
grant.8470573,ur.013164733513.13,Judith,Rousseau,,Co-PI,,,,,,,,
grant.8470573,ur.010177031513.00,Patrick,Rebeschini,,Co-PI,,,,,,,,
grant.8470573,ur.014762475726.34,Arnaud,Doucet,,Co-PI,,,,,,,,
grant.8470573,ur.07445444372.54,Dino,Sejdinovic,,Co-PI,,,,,,,,
grant.8483560,ur.015253234433.56,Jean Pierre,Peron,,Co-PI,,,,,,,,
grant.8483560,ur.015205121233.03,Vanessa,Carregaro Pereira,,Co-PI,,,,,,,,
grant.8483560,ur.014541050042.17,EDUARDO BARBOSA,COELHO,,Co-PI,,,,,,,,
grant.8483560,ur.01234142323.97,Luciano,Pamplona De Góes Cavalcanti,,Co-PI,,,,,,,,
grant.8483560,ur.0700024214.13,Rodrigo Guerino,Stabeli,,Co-PI,,,,,,,,
grant.8483560,ur.0662215473.67,Arturo,Reyes-Sandoval,,Co-PI,,,,,,,,
grant.8483560,ur.015052624537.42,Guilherme,Ribeiro,Sousa,Co-PI,,,,,,,,
grant.8469523,ur.0774064367.76,Eriko,Takano,,Co-PI,,,,,,,,
grant.8469523,ur.0615614611.90,Nigel,Scrutton,Shaun,Co-PI,,,,,,,,
grant.8469523,ur.01241260547.21,Vitor,Pinheiro,,Co-PI,,,,,,,,
grant.8469523,ur.0775254440.57,Philip,Shapira,,Co-PI,,,,,,,,
grant.8469523,ur.01162244006.55,Chris,Barnes,,Co-PI,,,,,,,,
grant.8469766,ur.014367714224.52,Michael,Rushton,James,Co-PI,,,,,,,,
grant.8469766,ur.013026243643.21,Simon Charles,Middleburgh,,Co-PI,,,,,,,,
grant.8469766,ur.011670547002.08,Salih,Gungor,,Co-PI,,,,,,,,
grant.8469766,ur.016237433533.04,Foroogh,Hosseinzadeh,,Co-PI,,,,,,,,
grant.8469766,ur.0760722545.86,Ross,Springell,Stuart,Co-PI,,,,,,,,
grant.8469766,ur.014633533045.69,Eugene,Shwageraus,,Co-PI,,,,,,,,
grant.8469766,ur.01014122010.99,Ian,Farnan,,Co-PI,,,,,,,,
grant.8469766,ur.011630511214.50,David,Knowles,Michael,Co-PI,,,,,,,,
grant.8101373,ur.01132551664.20,Timothy,Barraclough,Giles,PI,,,,,,,,
grant.8104152,ur.010746752767.99,Yoann,Levy,,PI,,,,,,,,
grant.8104152,ur.01102251204.45,Usman,Sapaev,,PI,,,,,,,,
grant.8104152,ur.0771373502.38,Oleg,Romanov,,PI,,,,,,,,
grant.8104152,ur.013066462031.40,Krystof,Hlinomaz,,PI,,,,,,,,
grant.8104152,ur.013762220101.11,Sergei,Lizunov,,PI,,,,,,,,
grant.8104152,ur.013232025463.91,Tatsiana,Smirnova,,PI,,,,,,,,
grant.8104152,ur.013223706440.16,Tzveta,Apostolova,,PI,,,,,,,,
grant.8104152,ur.012227206605.30,Oleg,Khasanov,,PI,,,,,,,,
grant.8104152,ur.014624766463.13,Alexander,Fedotov,,PI,,,,,,,,
grant.8104152,ur.013577733563.48,Olga,Fedotova,,PI,,,,,,,,
grant.8104152,ur.013761272663.06,Cristian G.,Sanchez,,PI,,,,,,,,
grant.8104152,ur.011637064463.49,Sergey,Starinskiy,,PI,,,,,,,,
grant.8104152,ur.01245312772.76,Thibault,Derrien,,PI,,,,,,,,
grant.8104152,ur.016217727463.43,Ryhor,Rusetski,,PI,,,,,,,,
grant.7820054,ur.014020512363.12,Alessandro,Chioino,,PI,,,,,,,,
grant.7820054,ur.016211033763.74,Flavio,Tomasi,,PI,,,,,,,,
grant.7820054,ur.015413453363.45,Manuela,Rizzi,,PI,,,,,,,,
grant.7820054,ur.014616072763.17,Loredana,Cumpana,,PI,,,,,,,,
grant.7820054,ur.07505762563.72,Laura,Upton,,PI,,,,,,,,
grant.7924647,ur.01323037066.07,Darshini,Mahadevia,,Co-PI,,,,,,,,
grant.7924647,ur.011107447005.13,Miguel,Esteban,,Co-PI,,,,,,,,
grant.7924647,ur.014502420624.46,Minal,Pathak,,Co-PI,,,,,,,,
grant.7924647,ur.016105451025.91,Lars,Nilsson,J,Co-PI,,,,,,,,
grant.7924647,ur.011456472625.59,Jamil,Khan,,Co-PI,,,,,,,,
grant.7924647,ur.010633652133.00,Joana,Portugal Pereira,,Co-PI,,,,,,,,
grant.7924943,ur.01310704760.35,David,Hannah,Meldrum,Co-PI,,,,,,,,
grant.7924943,ur.016230006547.33,Nicholas,Barrand,E.,Co-PI,,,,,,,,
grant.8469932,ur.01257237134.52,Toby,Basey-Fisher,,PI,,,,,,,,
grant.7925346,ur.0624500641.54,Daniel,Burgarth,Klaus,PI,,,,,,,,
grant.7925073,ur.016013764665.25,Christopher,Wallis,,PI,,Polymateria  Limited,,,,,London,
grant.8101594,ur.01276756214.02,Hala,Ghattas,,Co-PI,,,,,,,,
grant.8101594,ur.01116070533.59,Bassam,Abu Hamad,A,Co-PI,,,,,,,,
grant.8469966,ur.015522612573.81,Reza,Razavi,,PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.7849326,ur.0734602122.55,Alexander,Cruden,,PI,,,,,,,,
grant.7849326,ur.012156630102.72,Christopher,Jackson,,Co-PI,,,,,,,,
