,id,last_grant_year,total_grants
1774,ur.01343025466.76,,
1775,ur.0621621022.09,2019.0,6.0
1776,ur.0613306061.55,2023.0,8.0
1777,ur.0727137372.57,2022.0,7.0
1778,ur.01310534155.68,2021.0,8.0
1779,ur.0722677733.83,2023.0,29.0
1780,ur.0611165141.62,2022.0,31.0
1781,ur.01221170435.38,2008.0,1.0
1782,ur.011066475117.55,2022.0,58.0
1783,ur.01131126727.99,2022.0,6.0
1784,ur.012740030027.82,2022.0,25.0
1785,ur.01017320452.42,,
1786,ur.01233442232.18,2023.0,10.0
1787,ur.0653777340.46,2019.0,2.0
1788,ur.0773072764.66,2020.0,8.0
1789,ur.01241127370.57,,
1790,ur.0750331202.03,2022.0,2.0
1791,ur.01342123562.37,,
1792,ur.010303602257.22,2023.0,8.0
1793,ur.012673024617.53,2023.0,11.0
1794,ur.01067470442.75,2013.0,5.0
1795,ur.01126756061.95,,
1796,ur.01306204113.30,,
1797,ur.01167035545.46,,
1798,ur.01120521532.18,2013.0,1.0
1799,ur.01072316652.89,,
1800,ur.01004572700.60,,
1801,ur.011034770573.50,,
1802,ur.010676567077.03,,
1803,ur.013775616203.68,,
1804,ur.0766030743.78,,
1805,ur.0705022047.87,2020.0,1.0
1806,ur.0733773013.07,,
1807,ur.0705277551.37,,
1808,ur.01222047611.11,,
1809,ur.013413514417.54,,
1810,ur.01324772327.82,2018.0,8.0
1811,ur.01211252362.37,2019.0,2.0
1812,ur.01042035006.80,,
1813,ur.0651716530.45,,
1814,ur.011271050047.43,2020.0,12.0
1815,ur.015464765577.49,2022.0,8.0
1816,ur.01342206470.04,,
1817,ur.01076204230.50,2019.0,3.0
1818,ur.0764625350.94,,
1819,ur.0576767534.81,,
1820,ur.0625063226.11,,
1821,ur.01044710762.13,,
1822,ur.0706200013.31,,
1823,ur.0605112201.21,2019.0,1.0
1824,ur.01216511620.46,,
1825,ur.01242526720.81,2010.0,1.0
1826,ur.01016370561.14,,
1827,ur.01154533221.21,,
1828,ur.01306731421.51,,
1829,ur.0751235340.36,,
1830,ur.01232635325.94,,
1831,ur.0626023133.44,,
1832,ur.01066070153.42,2007.0,2.0
1833,ur.01205530423.53,2020.0,34.0
1834,ur.013643547701.34,,
1835,ur.01274405570.17,,
1836,ur.012270013457.01,,
1837,ur.0703070102.85,2021.0,3.0
1838,ur.01343345617.21,2019.0,1.0
1839,ur.01274137244.17,2023.0,9.0
1840,ur.01337501432.61,,
1841,ur.01310537306.02,,
1842,ur.0717207646.45,2023.0,3.0
1843,ur.0646376514.16,,
1844,ur.01016754101.20,2020.0,55.0
1845,ur.0646207203.54,,
1846,ur.011171754312.71,,
1847,ur.012224642244.29,,
1848,ur.013241233644.08,,
1849,ur.011704424024.13,2019.0,1.0
1850,ur.013450347414.08,,
1851,ur.014026035201.75,,
1852,ur.014037605340.24,,
1853,ur.0717714277.79,,
1854,ur.0746317637.63,2020.0,5.0
1855,ur.0750026545.53,,
1856,ur.0600237441.55,,
1857,ur.01077027641.36,2021.0,2.0
1858,ur.0724757564.96,2020.0,3.0
1859,ur.0640107274.22,2009.0,1.0
1860,ur.01311524146.33,2021.0,27.0
1861,ur.0577664264.01,,
1862,ur.0654464567.09,,
1863,ur.01157352755.43,2020.0,3.0
1864,ur.0606470155.38,,
1865,ur.01327036113.15,2020.0,9.0
1866,ur.01066531670.84,,
1867,ur.0765377120.16,2007.0,1.0
1868,ur.0607142624.17,,
1869,ur.01065421251.40,2022.0,8.0
1870,ur.0732251620.10,,
1871,ur.0654763303.80,2024.0,10.0
1872,ur.01027277645.72,2011.0,1.0
1873,ur.01071053001.91,,
1874,ur.01101150023.15,,
1875,ur.0756760721.46,,
1876,ur.0715761327.59,,
1877,ur.0604723045.12,2020.0,4.0
1878,ur.01217402305.10,2019.0,1.0
1879,ur.0774117027.94,2021.0,4.0
1880,ur.01272105377.73,,
1881,ur.01217544003.46,,
1882,ur.01172310007.29,2012.0,1.0
1883,ur.01123536002.89,2022.0,40.0
1884,ur.01125315303.25,,
1885,ur.0576637151.16,2020.0,8.0
1886,ur.01100150606.41,2019.0,2.0
1887,ur.0607043561.67,2020.0,7.0
1888,ur.0722127220.39,,
1889,ur.01231737377.70,2022.0,6.0
1890,ur.01165114725.47,,
1891,ur.01220513165.63,,
1892,ur.014601145302.56,2020.0,14.0
1893,ur.01306451660.30,,
1894,ur.0637376200.03,,
1895,ur.01232406320.20,2013.0,10.0
1896,ur.01066263150.73,2021.0,11.0
1897,ur.0643162420.10,,
1898,ur.0715742213.59,2021.0,11.0
1899,ur.0653502601.56,,
1900,ur.0700325643.61,2020.0,1.0
1901,ur.01162064062.22,,
1902,ur.0644450260.31,,
1903,ur.0701172750.01,,
1904,ur.0614534027.57,,
1905,ur.01232717472.37,,
1906,ur.01212150366.38,,
1907,ur.0677736440.29,,
1908,ur.012346226777.92,2019.0,14.0
1909,ur.011236207437.34,2021.0,10.0
1910,ur.0640641606.23,,
1911,ur.0747715225.32,,
1912,ur.0733237501.32,,
1913,ur.011257777533.30,,
1914,ur.01222310474.60,2020.0,1.0
1915,ur.01030457022.35,,
1916,ur.01064057077.28,,
1917,ur.014010602277.02,,
1918,ur.014501742654.05,,
1919,ur.010633421452.91,2022.0,30.0
1920,ur.07744014056.40,,
1921,ur.01125144575.79,2021.0,1.0
1922,ur.01015166243.76,,
1923,ur.010644612524.46,,
1924,ur.011652166240.87,,
1925,ur.01233346133.99,,
1926,ur.014513351771.48,2020.0,28.0
1927,ur.01164667257.69,,
1928,ur.0750363307.15,,
1929,ur.01064454741.63,,
1930,ur.01160757765.17,2018.0,9.0
1931,ur.01100441626.59,,
1932,ur.0702763155.55,2004.0,1.0
1933,ur.01371503712.70,,
1934,ur.0623130360.69,,
1935,ur.0625674224.49,,2.0
1936,ur.0606424650.94,2018.0,8.0
1937,ur.01242565707.48,2015.0,2.0
1938,ur.01120167305.19,,
1939,ur.015355376204.17,,
1940,ur.01232734734.11,,
1941,ur.01122372222.89,2017.0,1.0
1942,ur.01026247610.61,2017.0,4.0
1943,ur.0614121262.26,2015.0,1.0
1944,ur.01070035206.37,,
1945,ur.01074653015.42,2020.0,7.0
1946,ur.0702745757.34,,
1947,ur.0756766474.08,2020.0,28.0
1948,ur.01124727321.24,,
1949,ur.01341332537.32,,
1950,ur.01241671660.21,2023.0,12.0
1951,ur.01005406144.60,,
1952,ur.0646225667.66,,
1953,ur.01230034347.52,2021.0,13.0
1954,ur.0615362216.69,2013.0,3.0
1955,ur.0703011204.77,,
1956,ur.01344451737.47,2021.0,7.0
1957,ur.0733537001.95,2019.0,3.0
1958,ur.01160626745.09,,
1959,ur.01100643525.73,2020.0,4.0
1960,ur.0653023773.49,2021.0,17.0
1961,ur.01273235755.39,,
1962,ur.0641537445.79,,
1963,ur.01042053673.39,,
1964,ur.01223031747.10,,
1965,ur.0654516136.15,2020.0,20.0
1966,ur.01211672434.81,,
1967,ur.01372513422.79,2012.0,1.0
1968,ur.01104022453.78,,
1969,ur.01160145675.48,,
1970,ur.01040627623.85,,
1971,ur.0602303155.26,,1.0
1972,ur.01206221725.56,,1.0
1973,ur.01311560245.40,,
1974,ur.01154372577.94,2023.0,13.0
1975,ur.0577042623.20,,
1976,ur.0655402311.38,2008.0,1.0
1977,ur.01101077522.37,2021.0,7.0
1978,ur.01326646447.11,2019.0,2.0
1979,ur.014030453657.41,2018.0,25.0
1980,ur.01157027640.37,2012.0,1.0
1981,ur.01116645026.59,,
1982,ur.01337301342.46,2019.0,2.0
1983,ur.0676106225.10,2009.0,3.0
1984,ur.01362235124.05,,
1985,ur.01212210305.98,,
1986,ur.07600301301.27,,
1987,ur.01221641342.36,,
1988,ur.01030306151.83,2019.0,7.0
1989,ur.01241127342.18,,
1990,ur.01167033770.39,2017.0,1.0
1991,ur.01217420106.09,,
1992,ur.0601336216.16,2019.0,1.0
1993,ur.01337726774.85,,
1994,ur.01342412156.87,2021.0,22.0
1995,ur.0621657444.05,,
1996,ur.01102201301.00,2021.0,12.0
1997,ur.01220147366.69,,
1998,ur.01004635363.78,,
1999,ur.01117120547.62,,
2000,ur.01332220722.11,,
2001,ur.07712014061.96,,
2002,ur.01350520316.03,2020.0,10.0
2003,ur.01300475341.24,,
2004,ur.01334660040.78,,
2005,ur.0642725460.10,2018.0,7.0
2006,ur.01003416206.40,,
2007,ur.0752173142.37,2020.0,10.0
2008,ur.01011523172.95,2025.0,12.0
2009,ur.01033273244.97,,
2010,ur.0762651646.77,2020.0,7.0
2011,ur.01050100440.62,,
2012,ur.0643560014.86,2022.0,33.0
2013,ur.01366127736.87,,
2014,ur.01370170472.29,,
2015,ur.01024510333.96,,
2016,ur.0643516143.25,,
2017,ur.01031704537.45,,
2018,ur.013006462071.19,,
2019,ur.0754766024.58,2016.0,1.0
2020,ur.015021141207.52,,
2021,ur.07675140577.42,,
2022,ur.015753270517.49,,
2023,ur.010377163437.33,,
2024,ur.013707532037.68,2022.0,17.0
2025,ur.015003775317.57,2025.0,7.0
2026,ur.015017504307.41,,
2027,ur.014407564701.02,,
2028,ur.01260730134.48,,
2029,ur.01355326566.76,,
2030,ur.01356307277.58,,
2031,ur.016126045277.65,,
2032,ur.01303624731.38,,
2033,ur.01035511437.33,,
2034,ur.013750716273.32,,
2035,ur.014167154363.17,,
2036,ur.010330604367.30,,
2037,ur.013321161051.08,,
2038,ur.013700754115.07,,
2039,ur.015273775075.06,,
2040,ur.01271076765.29,2015.0,2.0
2041,ur.01327633623.85,2020.0,15.0
2042,ur.01277357122.18,2012.0,1.0
2043,ur.01315774666.85,2013.0,10.0
2044,ur.01050365066.67,,
2045,ur.01351121346.32,2021.0,9.0
2046,ur.01367420204.63,,
2047,ur.01345357361.71,2007.0,1.0
2048,ur.01202734553.72,,
2049,ur.07436014427.20,,
2050,ur.013452326327.69,,
2051,ur.01046656335.50,2002.0,3.0
2052,ur.014120533242.93,2016.0,5.0
2053,ur.015250616321.65,,
2054,ur.010133025037.52,2022.0,11.0
2055,ur.014254037517.83,1999.0,4.0
2056,ur.07630722417.40,,
2057,ur.013706140257.01,,
2058,ur.013052064064.67,,
2059,ur.014215413724.68,,
2060,ur.013001340432.35,,
2061,ur.013301161474.57,2021.0,4.0
2062,ur.013307116742.31,2018.0,5.0
2063,ur.015140454124.62,2024.0,49.0
2064,ur.014401672042.19,2012.0,8.0
2065,ur.01265247441.34,,1.0
2066,ur.0762506764.08,2019.0,1.0
2067,ur.01332147226.30,,
2068,ur.01315022465.05,,
2069,ur.01370725772.21,2018.0,1.0
2070,ur.01045437517.59,2023.0,15.0
2071,ur.01316732042.14,,
2072,ur.01352715167.29,,
2073,ur.0763473643.40,,
2074,ur.01264302524.69,,
2075,ur.01257156522.04,,
2076,ur.01356227124.82,,
2077,ur.0753775450.30,,
2078,ur.01046476114.00,,
2079,ur.01364776360.50,,
2080,ur.011705017367.87,2022.0,21.0
2081,ur.010360754503.23,,
2082,ur.013651144457.90,2019.0,4.0
2083,ur.07613236322.02,2022.0,5.0
2084,ur.01366162605.14,,
2085,ur.014760151064.56,2023.0,7.0
2086,ur.01167142554.18,,
2087,ur.01355701562.53,,
2088,ur.013001172722.66,2013.0,5.0
2089,ur.013217474120.04,2024.0,4.0
2090,ur.01002374162.44,,
2091,ur.01036007374.30,2014.0,1.0
2092,ur.0767337202.39,,
2093,ur.015135527201.69,,
2094,ur.010223261137.51,2010.0,1.0
2095,ur.014751132737.68,2019.0,14.0
2096,ur.010014537677.09,2005.0,1.0
2097,ur.01012244312.97,,
2098,ur.0762015416.08,,
2099,ur.01351203032.25,,
2100,ur.014635271363.05,2015.0,1.0
2101,ur.012776124053.50,2018.0,4.0
2102,ur.01317602776.27,,
2103,ur.01370154406.32,,
2104,ur.0641662375.19,,
2105,ur.01322323023.21,,
2106,ur.01025740653.28,,
2107,ur.01023065061.35,2019.0,3.0
2108,ur.01330100452.93,,
2109,ur.01370401461.15,,
2110,ur.01002551055.27,2020.0,8.0
2111,ur.01276760410.78,2022.0,9.0
2112,ur.016161134217.18,2019.0,2.0
2113,ur.013145460777.47,2019.0,6.0
2114,ur.01170500530.29,2015.0,6.0
2115,ur.0745107454.60,2022.0,2.0
2116,ur.01035171520.77,2022.0,3.0
2117,ur.01303036367.96,2023.0,19.0
2118,ur.07606670721.23,,
2119,ur.010510246042.74,,
2120,ur.012565663562.87,,
2121,ur.013276137112.41,,
2122,ur.012623463424.35,,
2123,ur.010230662242.38,2023.0,24.0
2124,ur.015724275712.61,2013.0,6.0
2125,ur.01170617301.60,,
2126,ur.01357404505.58,,
2127,ur.01301060057.09,,
2128,ur.01265671725.13,,
2129,ur.01010763700.46,2021.0,12.0
2130,ur.0775127652.18,2018.0,15.0
2131,ur.01357713326.14,2023.0,2.0
2132,ur.0643541135.97,2015.0,1.0
2133,ur.01003447757.57,2006.0,1.0
2134,ur.01313422073.62,2020.0,12.0
2135,ur.0641724363.18,,
2136,ur.01370211650.49,,
2137,ur.0762237274.33,,
2138,ur.0763302042.39,2017.0,3.0
2139,ur.01201423075.83,,
2140,ur.01026171601.65,2014.0,1.0
2141,ur.01322541106.31,2011.0,1.0
2142,ur.01203441030.12,,
2143,ur.01032314435.64,2010.0,2.0
2144,ur.01315013031.54,2017.0,8.0
2145,ur.0753447607.17,,
2146,ur.0631522754.32,,
2147,ur.01353772340.27,,
2148,ur.01320543042.94,,
2149,ur.01036064351.42,2016.0,3.0
2150,ur.01327507471.23,,
2151,ur.01331343457.19,2023.0,5.0
2152,ur.01323166567.42,,
2153,ur.01352714105.87,2021.0,8.0
2154,ur.01263257011.11,,
2155,ur.0752404661.26,,
2156,ur.01370655175.78,2022.0,6.0
2157,ur.0773503655.04,2022.0,4.0
2158,ur.01262341717.29,2011.0,1.0
2159,ur.01166740146.62,2020.0,3.0
2160,ur.0753700014.57,2014.0,5.0
2161,ur.01320343453.18,,
2162,ur.01277630113.09,2010.0,5.0
2163,ur.01331467005.97,,
2164,ur.01043116155.85,2019.0,6.0
2165,ur.01260230343.02,,
2166,ur.0776401453.41,,
2167,ur.01367516426.10,2022.0,3.0
2168,ur.0642006642.05,,
2169,ur.01334150044.66,2020.0,5.0
2170,ur.01012465235.79,2013.0,2.0
2171,ur.0743005361.49,,
2172,ur.01001353121.89,2016.0,1.0
2173,ur.01315232060.33,,
2174,ur.01001307527.28,,
2175,ur.013053214134.99,,
2176,ur.01203401127.19,2014.0,4.0
2177,ur.01014741640.26,2022.0,19.0
2178,ur.01352243270.16,,
2179,ur.012021254442.12,2023.0,21.0
2180,ur.01327760473.44,,
2181,ur.014422701002.75,,
2182,ur.01262151126.68,2017.0,3.0
2183,ur.013277307467.70,2022.0,6.0
2184,ur.07746151362.14,2017.0,4.0
2185,ur.01170413657.06,,
2186,ur.01277444604.25,2021.0,3.0
2187,ur.01013612756.85,2017.0,3.0
2188,ur.015122554672.30,2021.0,23.0
2189,ur.01167114421.95,,
2190,ur.0744326606.50,,
2191,ur.013202115535.03,,
2192,ur.0770165456.06,,
2193,ur.01345047146.27,,
2194,ur.013701550142.38,2022.0,16.0
2195,ur.01036042512.58,2021.0,35.0
2196,ur.01370202755.27,2021.0,7.0
2197,ur.01367012261.23,,
2198,ur.01303225774.57,,
2199,ur.01347214467.09,2017.0,5.0
2200,ur.0743361036.68,,
2201,ur.01321411014.82,2018.0,2.0
2202,ur.01324556467.85,,
2203,ur.01367577025.91,,
2204,ur.01323000437.11,,
2205,ur.01301170022.37,,
2206,ur.01045613146.32,,
2207,ur.014150425733.20,,
2208,ur.010453036107.50,,
2209,ur.014176125013.40,,
2210,ur.0744376373.18,2023.0,19.0
2211,ur.0777227572.02,,
2212,ur.01271151244.20,,
2213,ur.01320062160.78,,
2214,ur.01327672373.79,2018.0,10.0
2215,ur.01264401013.58,2015.0,2.0
2216,ur.01323165653.10,2023.0,12.0
2217,ur.0774700062.43,,
2218,ur.015173635117.93,,
2219,ur.01314503456.82,2008.0,1.0
2220,ur.01012052466.59,2020.0,18.0
2221,ur.01305317014.22,2023.0,7.0
2222,ur.0630663322.35,,
2223,ur.01042713372.33,2022.0,7.0
2224,ur.01013016160.01,,
2225,ur.0775316174.93,,
2226,ur.015712000437.30,2019.0,1.0
2227,ur.01024722205.68,,
2228,ur.01015020064.41,2006.0,1.0
2229,ur.0643627174.70,2019.0,9.0
2230,ur.01331473661.48,,
2231,ur.01261312554.90,,
2232,ur.0755032454.38,2019.0,14.0
2233,ur.01320172170.08,,
2234,ur.01327255035.42,,
2235,ur.0775510071.66,2021.0,2.0
2236,ur.015202745317.68,1998.0,3.0
2237,ur.01357027370.69,2015.0,1.0
2238,ur.01035064075.45,,
2239,ur.01001515760.27,,
2240,ur.01353707271.93,2022.0,7.0
2241,ur.0763147222.93,,
2242,ur.0753150214.85,2017.0,10.0
2243,ur.01304011603.19,2023.0,47.0
2244,ur.015073334742.14,2010.0,1.0
2245,ur.016125655002.34,2020.0,2.0
2246,ur.014215460612.54,2020.0,6.0
2247,ur.013516116052.47,2022.0,18.0
2248,ur.015722662462.35,2015.0,1.0
2249,ur.010001646670.42,,
2250,ur.07762107014.24,,
2251,ur.014735204720.83,,
2252,ur.01202070115.39,,
2253,ur.01305501175.34,,
2254,ur.01321417627.75,,
2255,ur.01170775425.13,,
2256,ur.01201471661.71,,
2257,ur.0774504244.38,2016.0,2.0
2258,ur.01317076542.38,2020.0,16.0
2259,ur.01050352414.35,2016.0,2.0
2260,ur.0770123754.88,,
2261,ur.01050644733.40,2018.0,2.0
2262,ur.01305741055.69,,
2263,ur.01014100275.50,2016.0,2.0
2264,ur.0640762041.00,,
2265,ur.0776053413.72,2011.0,9.0
2266,ur.0766316030.00,,
2267,ur.01354113432.63,2018.0,7.0
2268,ur.01034221256.17,,
2269,ur.0760442276.14,2003.0,1.0
2270,ur.01367513652.04,,
2271,ur.01334414011.76,2016.0,1.0
2272,ur.01013207657.94,2024.0,19.0
2273,ur.01356372565.28,,
2274,ur.01354161141.77,,
2275,ur.01327653705.32,2013.0,1.0
2276,ur.01044741621.37,,
2277,ur.01317561105.02,,
2278,ur.01327703351.49,,
2279,ur.0631120615.67,2016.0,13.0
2280,ur.01357215021.16,,
2281,ur.0753153113.56,2020.0,8.0
2282,ur.01167071067.42,,
2283,ur.01203164167.97,2021.0,1.0
2284,ur.01022064403.21,2019.0,2.0
2285,ur.01364674777.27,2011.0,1.0
2286,ur.01336167427.24,2016.0,1.0
2287,ur.0755574075.40,2019.0,1.0
2288,ur.01276504117.51,,
2289,ur.01004150325.07,2021.0,8.0
2290,ur.01275753723.09,2021.0,22.0
2291,ur.016055111042.56,2015.0,14.0
2292,ur.01353455717.52,,
2293,ur.01355457075.71,2022.0,4.0
2294,ur.01036721714.50,2019.0,1.0
2295,ur.01276730537.18,2021.0,6.0
2296,ur.01300102046.39,2020.0,2.0
2297,ur.014447333557.23,2023.0,12.0
2298,ur.015761425164.24,2015.0,5.0
2299,ur.01313030250.72,2016.0,21.0
2300,ur.01330025470.90,2019.0,6.0
2301,ur.01000611325.96,2020.0,5.0
2302,ur.01264510173.43,,
2303,ur.0744272547.23,,
2304,ur.01327311010.91,,
2305,ur.014057272354.86,,
2306,ur.0760615452.42,2016.0,3.0
2307,ur.01320300334.40,,
2308,ur.01167612643.33,,
2309,ur.01315601474.54,2020.0,3.0
2310,ur.016236001377.15,2021.0,9.0
2311,ur.01301037165.21,2018.0,3.0
2312,ur.01035453045.40,,
2313,ur.0744004601.30,,
2314,ur.01000724744.18,2015.0,1.0
2315,ur.01335742362.14,,
2316,ur.01351611134.13,2020.0,1.0
2317,ur.01346146176.81,,
2318,ur.011710376355.49,,
2319,ur.013206321441.04,,
2320,ur.0752405000.96,2019.0,7.0
2321,ur.0763705764.04,,
2322,ur.07717657417.22,2023.0,18.0
2323,ur.015724616117.08,2023.0,13.0
2324,ur.010513740717.40,2001.0,1.0
2325,ur.014157133617.44,2023.0,13.0
2326,ur.0744770531.07,,
2327,ur.013112642754.04,,
2328,ur.07771412720.99,,
2329,ur.01266042706.80,,
2330,ur.01300772372.22,,
2331,ur.01032757331.33,2010.0,5.0
2332,ur.01367501633.08,,
2333,ur.013541133524.14,,
2334,ur.013463645004.43,,
2335,ur.016245415444.19,2022.0,43.0
2336,ur.014075637753.98,,1.0
2337,ur.01263677437.18,2021.0,8.0
2338,ur.01265606610.67,2013.0,1.0
2339,ur.01331403701.47,2019.0,1.0
2340,ur.0640723275.29,,
2341,ur.01317434720.89,,
2342,ur.0763665630.44,,
2343,ur.01045374522.37,,
2344,ur.01034342043.91,,
2345,ur.0767467764.73,,
2346,ur.014402421057.43,,
2347,ur.014354302337.25,,
2348,ur.011704167624.34,,
2349,ur.016116245104.05,2021.0,21.0
2350,ur.014161501527.06,,
2351,ur.0762576246.53,2018.0,5.0
2352,ur.01025720552.73,2024.0,8.0
2353,ur.0762032250.09,2023.0,10.0
2354,ur.01015123304.42,,
2355,ur.01017060476.31,,
2356,ur.0755724260.50,2017.0,21.0
2357,ur.01003616465.75,,
2358,ur.01327222175.99,2020.0,8.0
2359,ur.01354620530.45,2013.0,5.0
2360,ur.01051035153.89,,
2361,ur.01300722005.37,,
2362,ur.0756031766.85,,
2363,ur.0766536306.87,,
2364,ur.015476537162.34,,
2365,ur.01367606205.37,,
2366,ur.01351216477.78,2023.0,6.0
2367,ur.0643422427.55,2019.0,4.0
2368,ur.01010033321.11,,
2369,ur.01011335463.10,2013.0,3.0
2370,ur.0641214245.33,,
2371,ur.01201371502.93,2022.0,2.0
2372,ur.0753625536.18,,
2373,ur.01027202352.65,2012.0,1.0
2374,ur.01355211674.93,,
2375,ur.01264001136.72,,
2376,ur.0771733111.06,,
2377,ur.01316021572.68,,
2378,ur.01011042064.79,2021.0,8.0
2379,ur.01343322425.29,2021.0,37.0
2380,ur.01167132117.52,,
2381,ur.01020240253.55,,
2382,ur.0762434635.03,2020.0,5.0
2383,ur.01171027651.40,,
2384,ur.01324361352.48,2013.0,5.0
2385,ur.01333523432.48,2001.0,1.0
2386,ur.01354503354.99,,
2387,ur.015247673577.07,2022.0,2.0
2388,ur.01324344076.55,2018.0,2.0
2389,ur.01167506020.06,2017.0,1.0
2390,ur.014423762617.76,2018.0,2.0
2391,ur.012776624217.07,2018.0,2.0
2392,ur.012767730517.49,2016.0,16.0
2393,ur.0762626142.06,,
2394,ur.01300712230.46,2020.0,12.0
2395,ur.01035752673.94,,
2396,ur.010366460327.25,,
2397,ur.01022737601.20,,
2398,ur.01301115201.04,,
2399,ur.01365103204.42,,
2400,ur.01200201656.00,,
2401,ur.0660243744.05,,
2402,ur.01327015201.01,2021.0,10.0
2403,ur.01176456451.73,,
2404,ur.01360666214.93,,
2405,ur.01320477032.55,,
2406,ur.0654451402.12,,1.0
2407,ur.0633361750.55,,
2408,ur.0656005124.91,2020.0,1.0
2409,ur.01361156634.07,,
2410,ur.01322314370.62,,
2411,ur.01174717674.76,,
2412,ur.01153602020.42,2020.0,18.0
2413,ur.01321425711.75,,
2414,ur.01146512213.34,,
2415,ur.0637023211.52,,
2416,ur.0660567663.03,2022.0,45.0
2417,ur.01344641275.60,,
2418,ur.01322240555.31,,
2419,ur.01361572757.44,2018.0,1.0
2420,ur.0631215675.09,,
2421,ur.01176570535.14,2015.0,4.0
2422,ur.01357125251.51,2023.0,24.0
2423,ur.011424671015.51,,
2424,ur.01167564461.44,,
2425,ur.01344557251.86,2023.0,12.0
2426,ur.0664776023.23,2021.0,4.0
2427,ur.014034363331.83,,
2428,ur.0637270340.29,2022.0,24.0
2429,ur.0656646630.26,,
2430,ur.013572701325.94,2020.0,2.0
2431,ur.01325467772.02,2012.0,1.0
2432,ur.01200114412.70,,
2433,ur.0656302310.29,,
2434,ur.01356532450.48,2020.0,3.0
2435,ur.0636676764.25,,
2436,ur.01142112106.06,,
2437,ur.01175746371.99,,
2438,ur.01356646125.05,,
2439,ur.0633532647.42,,
2440,ur.011716462547.53,,
2441,ur.013464155053.38,,
2442,ur.013566637247.07,,
2443,ur.01331205401.36,,
2444,ur.01176032221.25,2009.0,1.0
2445,ur.01356757155.14,,
2446,ur.01372133523.13,,
2447,ur.01177614621.18,,
2448,ur.01147176451.79,,
2449,ur.0656406771.33,2017.0,4.0
2450,ur.011500126355.93,,
2451,ur.013250522377.39,,
2452,ur.01370104661.40,,
2453,ur.013723361541.54,2020.0,7.0
2454,ur.01370127333.24,,
2455,ur.01177177407.08,2022.0,32.0
2456,ur.01371404643.13,2022.0,3.0
2457,ur.01170255306.08,,
2458,ur.01176666624.00,2016.0,3.0
2459,ur.01371457267.41,2023.0,18.0
2460,ur.01201712635.01,,
2461,ur.0633253261.53,,
2462,ur.01344544062.36,2023.0,2.0
2463,ur.014201325004.61,,
2464,ur.013576313644.59,,
2465,ur.014011320674.07,2022.0,8.0
2466,ur.013245217142.11,,
2467,ur.013240100734.42,,
2468,ur.011513047774.21,,
2469,ur.013521027574.25,,
2470,ur.011426421323.45,,
2471,ur.0637550003.11,,
2472,ur.0631200300.35,2019.0,2.0
2473,ur.011771001452.39,2019.0,1.0
2474,ur.013260042324.47,2023.0,60.0
2475,ur.0643157631.99,,
2476,ur.0640665625.97,2021.0,2.0
2477,ur.01326551660.05,,
2478,ur.01171233446.62,1996.0,1.0
2479,ur.01152600504.26,2005.0,1.0
2480,ur.01370034316.09,2011.0,2.0
2481,ur.01171235041.36,,
2482,ur.0637117163.23,,
2483,ur.0634705453.97,,
2484,ur.0655241773.00,2022.0,14.0
2485,ur.01153552461.69,2021.0,4.0
2486,ur.01174077260.11,2015.0,1.0
2487,ur.01201220352.85,,
2488,ur.01371325354.31,,
2489,ur.0635153405.31,2012.0,3.0
2490,ur.01200351230.08,,
2491,ur.01357352412.88,,
2492,ur.01177470717.03,,
2493,ur.01343154553.61,,1.0
2494,ur.0660107161.47,2010.0,1.0
2495,ur.0656244070.83,2022.0,4.0
2496,ur.01146746442.51,2011.0,1.0
2497,ur.01325200747.26,2016.0,7.0
2498,ur.013756710137.24,2024.0,20.0
2499,ur.01170161504.79,,
2500,ur.0632414040.04,,
2501,ur.01351611576.88,,
2502,ur.0633525515.34,,
2503,ur.014225744323.84,,
2504,ur.01326542103.13,,
2505,ur.013216436173.37,2018.0,1.0
2506,ur.012006504573.00,,
2507,ur.01360705721.04,,
2508,ur.01354236121.38,,
2509,ur.011771202561.90,,
2510,ur.01170002671.44,2021.0,14.0
2511,ur.0637373204.82,,
2512,ur.01177457406.60,2017.0,8.0
2513,ur.01171714704.52,,
2514,ur.01344060476.84,2013.0,1.0
2515,ur.0637720373.22,,
2516,ur.0636127660.21,,
2517,ur.014153213240.64,2020.0,7.0
2518,ur.013613247120.25,,
2519,ur.013234326672.64,,
2520,ur.011722250322.36,,
2521,ur.013703371374.29,,
2522,ur.011672673412.34,,
2523,ur.01324312631.75,,
2524,ur.013432751475.67,,
2525,ur.0633513115.36,,
2526,ur.01176056631.53,,
2527,ur.01171563535.44,,
2528,ur.01326017172.27,,
2529,ur.01174747522.13,,
2530,ur.01322600227.45,2015.0,5.0
2531,ur.01151361165.01,,
2532,ur.01326520607.47,,
2533,ur.0637031507.22,2014.0,7.0
2534,ur.01324152413.08,2012.0,4.0
2535,ur.01175103455.23,,
2536,ur.0637757141.30,2019.0,5.0
2537,ur.01174037344.22,,
2538,ur.01325721651.05,,
2539,ur.0635541165.39,,
2540,ur.01151370145.55,2023.0,4.0
2541,ur.0632251544.22,2017.0,7.0
2542,ur.01344575470.75,,
2543,ur.01361505172.42,,
2544,ur.01152465554.90,,
2545,ur.01326152414.09,,
2546,ur.0633662300.35,2013.0,1.0
2547,ur.0633237777.53,,
2548,ur.01153001067.95,2015.0,2.0
2549,ur.01360301775.76,,
2550,ur.01344011543.02,2020.0,5.0
