,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,id,researcher_id,first_name,last_name
5191,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1024765757,ur.01115775542.04,Chikamune,Wada
5192,,,,,,"ITS-Japan Inc., Japan",,,pub.1024765757,,Masahiro,Iinuma
5193,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1086893833,ur.012152525303.38,Daisuke,ISHIHARA
5194,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1086893833,ur.016200412745.11,Tomoyoshi,HORIE
5195,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1086893833,ur.07660576650.58,Tomoya,NIHO
5196,Tsukuba,2110683.0,Japan,JP,grid.208504.b,National Institute of Advanced Industrial Science and Technology,,,pub.1012140812,ur.01166774305.92,Shuichi,Ino
5197,Tsukuba,2110683.0,Japan,JP,grid.208504.b,National Institute of Advanced Industrial Science and Technology,,,pub.1012140812,,Mitsuru,Sato
5198,Tsukuba,2110683.0,Japan,JP,grid.208504.b,National Institute of Advanced Industrial Science and Technology,,,pub.1012140812,ur.0637376675.32,Minako,Hosono
5199,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1012140812,ur.01115775542.04,Chikamune,Wada
5200,,,,,,"Asuka Electric Co., Ltd., Osaka, Japan",,,pub.1012140812,ur.015613676544.49,Shinichi,Yoshimura
5201,,,,,,"Tokyo Healthcare University, Tokyo, Japan",,,pub.1012140812,ur.01242061534.25,Kazuhiko,Yamashita
5202,Tokyo,1850147.0,Japan,JP,grid.265061.6,Tokai University,,,pub.1012140812,ur.01004624662.84,Takashi,Izumi
5203,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090115272,ur.012152525303.38,Daisuke,ISHIHARA
5204,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090115272,ur.016200412745.11,Tomoyoshi,HORIE
5205,,,,,,"PT PLN (Persero), Jakarta, Indonesia",,,pub.1041121496,ur.012232541357.45,Joko,Muslim
5206,Bandung,1650357.0,Indonesia,ID,grid.434933.a,Institut Teknologi Bandung,,,pub.1041121496,ur.012232541357.45,Joko,Muslim
5207,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041121496,ur.012232541357.45,Joko,Muslim
5208,,,,,,"PT PLN (Persero), Jakarta, Indonesia",,,pub.1041121496,ur.014423062757.40,Achmad,Susilo
5209,Bandung,1650357.0,Indonesia,ID,grid.434933.a,Institut Teknologi Bandung,,,pub.1041121496,ur.014423062757.40,Achmad,Susilo
5210,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041121496,ur.014423062757.40,Achmad,Susilo
5211,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041121496,ur.015105013775.46,Kiichi,Nishigouchi
5212,Johor Bahru,1732752.0,Malaysia,MY,grid.410877.d,University of Technology Malaysia,,,pub.1041121496,ur.012002746513.30,Yanuar Z.,Arief
5213,Bandung,1650357.0,Indonesia,ID,grid.434933.a,Institut Teknologi Bandung,,,pub.1041121496,ur.016152620625.98,Umar,Khayam
5214,Bandung,1650357.0,Indonesia,ID,grid.434933.a,Institut Teknologi Bandung,,,pub.1041121496,ur.010354216167.42,,Suwarno
5215,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041121496,ur.07644453127.11,M.,Kozako
5216,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041121496,ur.011212042763.67,Masayuki,Hikita
5217,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090082232,ur.016372377477.22,Takahiro,HIMURO
5218,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090082232,ur.01276200720.38,Hideyuki,IKEDO
5219,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090082232,ur.010131766071.49,Shinobu,SATO
5220,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090082232,ur.01046117352.13,Shigeori,TAKENAKA
5221,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090082232,ur.016004511017.33,Takashi,YASUDA
5222,Yamaguchi,1848689.0,Japan,JP,grid.268397.1,Yamaguchi University,,,pub.1090082133,ur.012105315271.28,Koji,MORI
5223,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090082133,ur.015253760145.65,Kazuto,TAKASHIMA
5224,Tsu,1849796.0,Japan,JP,grid.260026.0,Mie University,,,pub.1090082133,ur.01202363551.37,Naoki,TOMA
5225,Tsu,1849796.0,Japan,JP,grid.260026.0,Mie University,,,pub.1090082133,ur.01170634311.36,Takanori,SANO
5226,Tsu,1849796.0,Japan,JP,grid.260026.0,Mie University,,,pub.1090082133,ur.01161606773.39,Yasuyuki,UMEDA
5227,Tsu,1849796.0,Japan,JP,grid.260026.0,Mie University,,,pub.1090082133,ur.01202202141.50,Hidenori,SUZUKI
5228,Yamaguchi,1848689.0,Japan,JP,grid.268397.1,Yamaguchi University,,,pub.1090082133,ur.010133420511.37,Takashi,SAITO
5229,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1086893917,ur.010751525605.00,Kazuhiro,SUGITANI
5230,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1086893917,ur.015253760145.65,Kazuto,TAKASHIMA
5231,Okayama,1854383.0,Japan,JP,grid.261356.5,Okayama University,,,pub.1086893917,ur.015063450443.20,Toshiro,NORITSUGU
5232,,,,,,Canon,,,pub.1090115273,,Yusuke,SHUKUWA
5233,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090115273,ur.012152525303.38,Daisuke,ISHIHARA
5234,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090115273,ur.016200412745.11,Tomoyoshi,HORIE
5235,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1090115273,ur.07660576650.58,Tomoya,NIHO
5236,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110885950,,Siewteng,Sim
5237,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110885950,ur.01116323260.31,Yoshito,Andou
5238,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1110885950,ur.016617033322.44,Hamra A. A.,Bashid
5239,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1110885950,ur.010703155721.11,Hongngee,Lim
5240,Perth,2063523.0,Australia,AU,grid.1025.6,Murdoch University,Western Australia,AU-WA,pub.1110885950,ur.01137010426.42,Mohammednoor,Altarawneh
5241,Perth,2063523.0,Australia,AU,grid.1025.6,Murdoch University,Western Australia,AU-WA,pub.1110885950,ur.011153334347.53,Zhongtao,Jiang
5242,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110885950,ur.010362311021.55,Kubra,Eksiler
5243,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110885950,ur.011724474721.84,Satoshi,Iikubo
5244,Geneva,2660646.0,Switzerland,CH,grid.8591.5,University of Geneva,,,pub.1106343655,ur.010437327631.85,Gernot W.,Scheerer
5245,Hangzhou,1808926.0,China,CN,grid.494629.4,Westlake Institute for Advanced Study,,,pub.1106343655,ur.01150717352.86,Zhi,Ren
5246,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106343655,ur.07727660141.67,Shinji,Watanabe
5247,,,,,,"PHELIQS, UMR-E 9001, CEA-INAC/UJF-Grenoble 1, 38054, Grenoble, France",,,pub.1106343655,ur.01205404541.63,Gérard,Lapertot
5248,,,,,,"PHELIQS, UMR-E 9001, CEA-INAC/UJF-Grenoble 1, 38054, Grenoble, France",,,pub.1106343655,ur.012554341625.05,Dai,Aoki
5249,Sendai,2111149.0,Japan,JP,grid.69566.3a,Tohoku University,,,pub.1106343655,ur.012554341625.05,Dai,Aoki
5250,Geneva,2660646.0,Switzerland,CH,grid.8591.5,University of Geneva,,,pub.1106343655,ur.015553474755.54,Didier,Jaccard
5251,Osaka,1853909.0,Japan,JP,grid.136593.b,Osaka University,,,pub.1106343655,ur.011464030011.85,Kazumasa,Miyake
5252,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1107849823,ur.013653362133.09,Motomichi,Koyama
5253,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107849823,ur.012112373161.14,Kenji,Hirata
5254,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1107849823,ur.013450535467.38,Yuji,Abe
5255,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1107849823,,Akihiro,Mitsuda
5256,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107849823,ur.011724474721.84,Satoshi,Iikubo
5257,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1107849823,ur.07615573617.15,Kaneaki,Tsuzaki
5258,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106818562,ur.016357156077.09,Huimin,Lu
5259,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106818562,ur.014211537733.39,Masashi,Kondo
5260,Fukuoka,1863967.0,Japan,JP,grid.411497.e,Fukuoka University,,,pub.1106818562,ur.012730255305.21,Yujie,Li
5261,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106818562,ur.0724144151.56,JooKooi,Tan
5262,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106818562,ur.012240303741.11,Hyoungseop,Kim
5263,Kitakyushu,1859307.0,Japan,JP,grid.271052.3,University of Occupational and Environmental Health Japan,,,pub.1106818562,ur.015351053062.29,Seiichi,Murakami
5264,Kitakyushu,1859307.0,Japan,JP,grid.271052.3,University of Occupational and Environmental Health Japan,,,pub.1106818562,,Takotoshi,Aoki
5265,Yamaguchi,1848689.0,Japan,JP,grid.268397.1,Yamaguchi University,,,pub.1106818562,ur.014101145611.46,Shoji,Kido
5266,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105816712,ur.010214262704.60,G.,Magdy
5267,Aswān,359792.0,Egypt,EG,grid.417764.7,Aswan University,,,pub.1105816712,ur.010214262704.60,G.,Magdy
5268,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105816712,ur.012726370125.57,Emad A.,Mohamed
5269,Aswān,359792.0,Egypt,EG,grid.417764.7,Aswan University,,,pub.1105816712,ur.013644416422.01,G.,Shabib
5270,,,,,,"Higher Institute of Engineering and Technology, King Marriott, 23713, Alexandria, Egypt",,,pub.1105816712,ur.013644416422.01,G.,Shabib
5271,Minya,360686.0,Egypt,EG,grid.411806.a,Minia University,,,pub.1105816712,ur.014072276611.68,Adel A.,Elbaset
5272,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105816712,ur.011456332771.53,Yasunori,Mitani
5273,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110958161,ur.010214262704.60,Gaber,Magdy
5274,Aswān,359792.0,Egypt,EG,grid.417764.7,Aswan University,,,pub.1110958161,ur.010214262704.60,Gaber,Magdy
5275,Aswān,359792.0,Egypt,EG,grid.417764.7,Aswan University,,,pub.1110958161,ur.013644416422.01,G.,Shabib
5276,,,,,,"Higher Institute of Engineering and technology, King Marriott, 23713, Alexandria, Egypt",,,pub.1110958161,ur.013644416422.01,G.,Shabib
5277,Minya,360686.0,Egypt,EG,grid.411806.a,Minia University,,,pub.1110958161,ur.014072276611.68,Adel A.,Elbaset
5278,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110958161,ur.011456332771.53,Yasunori,Mitani
5279,Gorakhpur,1270927.0,India,IN,grid.411985.0,Deen Dayal Upadhyay Gorakhpur University,,,pub.1106817236,ur.014550557444.20,Iffat,Ameen
5280,Gorakhpur,1270927.0,India,IN,grid.411985.0,Deen Dayal Upadhyay Gorakhpur University,,,pub.1106817236,ur.015346140044.05,Abhishek Kumar,Tripathi
5281,Gorakhpur,1270927.0,India,IN,grid.411985.0,Deen Dayal Upadhyay Gorakhpur University,,,pub.1106817236,ur.013220646065.02,Afshan,Siddiqui
5282,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106817236,ur.07620457442.79,Gaurav,Kapil
5283,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106817236,ur.011174241121.19,Shyam S.,Pandey
5284,Gorakhpur,1270927.0,India,IN,grid.411985.0,Deen Dayal Upadhyay Gorakhpur University,,,pub.1106817236,ur.011356120224.66,Umesh Nath,Tripathi
5285,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107881317,,Shoki,Mizuguchi
5286,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107881317,ur.07367162573.00,Shinsuke,Inoue
5287,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107881317,ur.013511663141.85,Manabu,Ishimaru
5288,Lincoln,5072006.0,United States,US,grid.24434.35,University of Nebraska–Lincoln,Nebraska,US-NE,pub.1107881317,ur.0716506570.14,Qing,Su
5289,Lincoln,5072006.0,United States,US,grid.24434.35,University of Nebraska–Lincoln,Nebraska,US-NE,pub.1107881317,ur.016174255211.80,Michael,Nastasi
5290,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105178836,,Putao,Zhang
5291,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105178836,,Fu,Yang
5292,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105178836,ur.07620457442.79,Gaurav,Kapil
5293,,,,,,"University of Electro-communication, 1-5-1, Choufugaoka, Choufushi, Tokyo, 182-8585, Japan",,,pub.1105178836,ur.0617543344.56,Qing,Shen
5294,,,,,,"University of Electro-communication, 1-5-1, Choufugaoka, Choufushi, Tokyo, 182-8585, Japan",,,pub.1105178836,ur.0665656544.77,Taro,Toyoda
5295,Miyazaki,1856717.0,Japan,JP,grid.410849.0,University of Miyazaki,,,pub.1105178836,ur.0625276603.41,Kenji,Yoshino
5296,Kyoto,1857910.0,Japan,JP,grid.262576.2,Ritsumeikan University,,,pub.1105178836,ur.013160276771.49,Takashi,Minemoto
5297,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105178836,ur.011174241121.19,Shyam S.,Pandey
5298,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105178836,ur.01144540527.52,Tingli,Ma
5299,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105178836,ur.01055753603.27,Shuzi,Hayase
5300,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106319399,,LI,Rong
5301,Luoyang,1801792.0,China,CN,grid.453074.1,Henan University of Science and Technology,,,pub.1106319399,,LI,Rong
5302,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106319399,ur.012413075361.99,Nao-Aki,Noda
5303,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106319399,ur.012500411227.59,Rei,Takaki
5304,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106319399,ur.012041204017.13,Yoshikazu,Sano
5305,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106319399,ur.013033127431.70,Yasushi,Takase
5306,Nishihara,,Japan,JP,grid.267625.2,University of the Ryukyus,,,pub.1106319399,ur.012702307674.35,Tatsujiro,Miyazaki
5307,Hyderabad,1269843.0,India,IN,grid.417636.1,Indian Institute of Chemical Technology,,,pub.1107793500,ur.01145456433.08,G. Hanumantha,Rao
5308,,,,,,"Academy of Scientific and Innovative Research (AcSIR), CSIR-Human Resource Development Centre, (CSIR-HRDC) Campus, Kamla Nehru Nagar, Ghaziabad, Uttar Pradesh 201002, India",,,pub.1107793500,ur.01145456433.08,G. Hanumantha,Rao
5309,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107793500,ur.010416773662.27,Manish,Pandey
5310,Hyderabad,1269843.0,India,IN,grid.417636.1,Indian Institute of Chemical Technology,,,pub.1107793500,ur.01330633675.10,Kamatham,Narayanaswamy
5311,Hyderabad,1269843.0,India,IN,grid.417636.1,Indian Institute of Chemical Technology,,,pub.1107793500,ur.013337040604.32,Ravulakollu,Srinivasa Rao
5312,,,,,,"Academy of Scientific and Innovative Research (AcSIR), CSIR-Human Resource Development Centre, (CSIR-HRDC) Campus, Kamla Nehru Nagar, Ghaziabad, Uttar Pradesh 201002, India",,,pub.1107793500,ur.013337040604.32,Ravulakollu,Srinivasa Rao
5313,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107793500,ur.011174241121.19,Shyam S.,Pandey
5314,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107793500,ur.01055753603.27,Shuzi,Hayase
5315,Hyderabad,1269843.0,India,IN,grid.417636.1,Indian Institute of Chemical Technology,,,pub.1107793500,ur.01304565543.64,Surya Prakash,Singh
5316,,,,,,"Academy of Scientific and Innovative Research (AcSIR), CSIR-Human Resource Development Centre, (CSIR-HRDC) Campus, Kamla Nehru Nagar, Ghaziabad, Uttar Pradesh 201002, India",,,pub.1107793500,ur.01304565543.64,Surya Prakash,Singh
5317,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107931658,ur.01060005357.52,Shuhei,Takahashi
5318,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107931658,ur.010771015025.39,Hirokazu,Shimooka
5319,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107931658,ur.0657016421.80,Tatsuo,Okauchi
5320,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107931658,ur.011522423261.27,Mitsuru,Kitamura
5321,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110316003,ur.01055753603.27,Shuzi,Hayase
5322,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110316003,,Chi-Huey,Nga
5323,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110316003,ur.012436654063.15,Kengo,Hamada
5324,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110316003,ur.010207475623.17,Daisuke,Hirotani
5325,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110316003,,Akmal,Kamarudin
5326,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1110316003,ur.0617543344.56,Qing,Shen
5327,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110316003,ur.011724474721.84,Satoshi,Iikubo
5328,Miyazaki,1856717.0,Japan,JP,grid.410849.0,University of Miyazaki,,,pub.1110316003,ur.0625276603.41,Kenji,Yoshino
5329,Kyoto,1857910.0,Japan,JP,grid.262576.2,Ritsumeikan University,,,pub.1110316003,ur.013160276771.49,Takashi,Minemoto
5330,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107829997,ur.011570205631.99,Yoshikazu,Terai
5331,Kagoshima,1860827.0,Japan,JP,grid.258333.c,Kagoshima University,,,pub.1107829997,ur.011570205631.99,Yoshikazu,Terai
5332,Kagoshima,1860827.0,Japan,JP,grid.258333.c,Kagoshima University,,,pub.1107829997,ur.015414410331.97,Haruki,Yamaguchi
5333,Kagoshima,1860827.0,Japan,JP,grid.258333.c,Kagoshima University,,,pub.1107829997,ur.07506717531.24,Hiroaki,Tsukamoto
5334,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107829997,ur.011101660531.98,Naoki,Murakoso
5335,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107829997,ur.012337572410.16,Hirofumi,Hoshida
5336,,,,,,"Department of Computer Science & Technology, Neusoft Institute Guangdong, Foshan, Guangdong Province, China",,,pub.1111521778,ur.011466540473.48,Guangyi,Ai
5337,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1111521778,,Motoharu,Hagio
5338,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1111521778,,Mayu,Ichiki
5339,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1111521778,ur.015773714465.27,Hiroaki,Wagatsuma
5340,Wako,1907300.0,Japan,JP,grid.474690.8,RIKEN Center for Brain Science,,,pub.1111521778,ur.015773714465.27,Hiroaki,Wagatsuma
5341,Tsukuba,2110683.0,Japan,JP,grid.208504.b,National Institute of Advanced Industrial Science and Technology,,,pub.1111521778,ur.015773714465.27,Hiroaki,Wagatsuma
5342,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110930570,ur.016105417540.28,Tran Thi Thao,Nguyen
5343,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110930570,ur.012317400335.05,Yuhei,Nagao
5344,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110930570,ur.015532074612.57,Tatsumi,Uwai
5345,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110930570,ur.012166111363.13,Nana,Sutisna
5346,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110930570,ur.016577737035.14,Masayuki,Kurosaki
5347,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1110930570,ur.011713744411.27,Hiroshi,Ochi
5348,Kokubunji,1858964.0,Japan,JP,grid.444176.4,Daiichi Institute of Technology,,,pub.1110930570,ur.014045473747.84,Baiko,Sai
5349,Sapporo,2128295.0,Japan,JP,grid.39158.36,Hokkaido University,,,pub.1105771629,ur.012624502765.30,Yuta,Goto
5350,Sapporo,2128295.0,Japan,JP,grid.39158.36,Hokkaido University,,,pub.1105771629,ur.01021001670.54,Atsushi,Okamoto
5351,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105771629,ur.012104164115.20,Masanori,Takabayashi
5352,Sapporo,2128295.0,Japan,JP,grid.39158.36,Hokkaido University,,,pub.1105771629,ur.012456535221.66,Kazuhisa,Ogawa
5353,Sapporo,2128295.0,Japan,JP,grid.39158.36,Hokkaido University,,,pub.1105771629,ur.011240745132.80,Akihisa,Tomita
5354,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106352330,ur.014364030171.67,Anusha,Pradhan
5355,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106352330,,Maryala,Sai Kiran
5356,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106352330,ur.07620457442.79,Gaurav,Kapil
5357,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106352330,ur.01055753603.27,Shuzi,Hayase
5358,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1106352330,ur.011174241121.19,Shyam S.,Pandey
5359,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104901487,ur.016323530642.42,Zhaosheng,Hu
5360,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104901487,ur.011113737576.59,Zhen,Wang
5361,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104901487,ur.07620457442.79,Gaurav,Kapil
5362,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104901487,ur.01144540527.52,Tingli,Ma
5363,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104901487,ur.011724474721.84,Satoshi,Iikubo
5364,Kyoto,1857910.0,Japan,JP,grid.262576.2,Ritsumeikan University,,,pub.1104901487,ur.013160276771.49,Takashi,Minemoto
5365,Miyazaki,1856717.0,Japan,JP,grid.410849.0,University of Miyazaki,,,pub.1104901487,ur.0625276603.41,Kenji,Yoshino
5366,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1104901487,ur.0665656544.77,Taro,Toyoda
5367,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1104901487,ur.0617543344.56,Qing,Shen
5368,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104901487,ur.01055753603.27,Shuzi,Hayase
5369,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107139183,ur.012337572410.16,Hirofumi,Hoshida
5370,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107139183,ur.011101660531.98,Naoki,Murakoso
5371,Tsukuba,2110683.0,Japan,JP,grid.20515.33,University of Tsukuba,,,pub.1107139183,ur.011222734407.74,Takashi,Suemasu
5372,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107139183,ur.011570205631.99,Yoshikazu,Terai
5373,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107139169,,Kenta,Setojima
5374,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107139169,,Syuya,Ikeda
5375,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107139169,ur.013376142730.63,Kazuya,Ogi
5376,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1107139169,ur.011570205631.99,Yoshikazu,Terai
