,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,id,researcher_id,first_name,last_name
145,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1103567411,ur.07644474375.26,Daiki,Nobayashi
146,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1103567411,ur.016573723011.24,Takeshi,Ikenaga
147,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1105151573,ur.013453547631.90,Dhurga Devi,Rajaratanam
148,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105151573,ur.013453547631.90,Dhurga Devi,Rajaratanam
149,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1105151573,ur.01171212461.29,Hidayah,Ariffin
150,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1105151573,ur.01110226223.39,Mohd Ali,Hassan
151,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1105151573,ur.01170370352.75,Nik Mohd Afizan Nik Abd,Rahman
152,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1105151573,ur.012235654007.98,Haruo,Nishida
153,Tsukuba,2110683.0,Japan,JP,grid.21941.3f,National Institute for Materials Science,,,pub.1103922760,ur.016126363617.46,Aichi,Yamashita
154,Tsukuba,2110683.0,Japan,JP,grid.20515.33,University of Tsukuba,,,pub.1103922760,ur.016126363617.46,Aichi,Yamashita
155,Tsukuba,2110683.0,Japan,JP,grid.21941.3f,National Institute for Materials Science,,,pub.1103922760,ur.011732126660.46,Osamu,Ogiso
156,Tsukuba,2110683.0,Japan,JP,grid.20515.33,University of Tsukuba,,,pub.1103922760,ur.011732126660.46,Osamu,Ogiso
157,Tsukuba,2110683.0,Japan,JP,grid.21941.3f,National Institute for Materials Science,,,pub.1103922760,ur.010372354222.22,Ryo,Matsumoto
158,Tsukuba,2110683.0,Japan,JP,grid.20515.33,University of Tsukuba,,,pub.1103922760,ur.010372354222.22,Ryo,Matsumoto
159,Tsukuba,2110683.0,Japan,JP,grid.21941.3f,National Institute for Materials Science,,,pub.1103922760,ur.014310336431.75,Masashi,Tanaka
160,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1103922760,ur.014310336431.75,Masashi,Tanaka
161,Tsukuba,2110683.0,Japan,JP,grid.21941.3f,National Institute for Materials Science,,,pub.1103922760,ur.010332356011.46,Hiroshi,Hara
162,Tsukuba,2110683.0,Japan,JP,grid.20515.33,University of Tsukuba,,,pub.1103922760,ur.010332356011.46,Hiroshi,Hara
163,Yonago,1848277.0,Japan,JP,grid.472168.e,"National Institute of Technology, Yonago College",,,pub.1103922760,ur.016614037232.28,Hiromi,Tanaka
164,Tsukuba,2110683.0,Japan,JP,grid.21941.3f,National Institute for Materials Science,,,pub.1103922760,ur.010212206615.18,Hiroyuki,Takeya
165,Tsukuba,2110683.0,Japan,JP,grid.208504.b,National Institute of Advanced Industrial Science and Technology,,,pub.1103922760,ur.01354624172.68,Chul-Ho,Lee
166,Tsukuba,2110683.0,Japan,JP,grid.21941.3f,National Institute for Materials Science,,,pub.1103922760,ur.012542273621.12,Yoshihiko,Takano
167,Tsukuba,2110683.0,Japan,JP,grid.20515.33,University of Tsukuba,,,pub.1103922760,ur.012542273621.12,Yoshihiko,Takano
168,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100113326,ur.015322134720.47,Masaya,Inoue
169,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100113326,ur.011107424325.85,Sozo,Inoue
170,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100113326,ur.010072040157.55,Takeshi,Nishida
171,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104297222,ur.010672443305.14,T.,Barbié
172,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104297222,ur.012265404305.30,R.,Kabutan
173,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104297222,ur.013660345305.60,R.,Tanaka
174,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104297222,ur.010072040157.55,T.,Nishida
175,Padang,1633419.0,Indonesia,ID,grid.444045.5,Andalas University,,,pub.1103160422,ur.016057367507.08,Abdul,Rajab
176,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1103160422,ur.016021402637.80,Motoo,Tsuchie
177,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1103160422,ur.07644453127.11,Masahiro,Kozako
178,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1103160422,ur.011212042763.67,Masayuki,Hikita
179,,,,,,"LION SPECIALTY CHEMICALS CO., LTD",,,pub.1103160422,ur.014036516773.45,Takashi,Suzuki
180,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1103722202,ur.012627462037.62,Jong-Hoon,Huh
181,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100161360,ur.016251662474.25,TETSUYA,OJIRO
182,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100161360,ur.013071442640.12,HIDEKI,HONDA
183,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100161360,ur.011020077701.80,KAZUHIRO,TSURUTA
184,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100161360,ur.011156363337.63,TSUYOSHI,HANAMOTO
185,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104602022,ur.015440030355.87,Jiraphan,Inthiam
186,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1104602022,ur.013530037101.53,Eiji,Hayashi
187,Bangkok,1609350.0,Thailand,TH,grid.443738.f,King Mongkut's University of Technology North Bangkok,,,pub.1104602022,ur.016467020705.29,Wisanu,Jitviriya
188,New York,5128581.0,United States,US,grid.254250.4,City College of New York,New York,US-NY,pub.1104602022,ur.014602101525.63,Abbe,Mowshowitz
189,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100106037,ur.013506011335.42,Tetsuji,Moriguchi
190,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1100106037,ur.015241155257.40,Daisuke,Yakeya
