FOR,publication_ids,assignees,publication_date,year,granted_year,title,times_cited,id,assignee_names,filing_status,inventor_names
"[{'id': '3001', 'name': '1005 Communications Technologies'}]","['pub.1033689596', 'pub.1009712171', 'pub.1061496842', 'pub.1056798929', 'pub.1061233342', 'pub.1061162633', 'pub.1061162594', 'pub.1061484713', 'pub.1061494075', 'pub.1061234179', 'pub.1061609220', 'pub.1051527970', 'pub.1061497203', 'pub.1061497559', 'pub.1061162643', 'pub.1061234317', 'pub.1061343935', 'pub.1094931719', 'pub.1061234255', 'pub.1061444260', 'pub.1061495462', 'pub.1061342114', 'pub.1061232378', 'pub.1051732605', 'pub.1061493612']","[{'id': 'grid.261331.4', 'city_name': 'Columbus', 'acronym': 'OSU', 'name': 'The Ohio State University', 'country_name': 'United States'}]",2016-08-23,2013,2016.0,Compact dual band GNSS antenna design,0,US-9425516-B2,"['Ohio State University', 'UNIV OHIO STATE']",Grant,"['Chi-Chih Chen', 'Ming Chen', 'Chia-Wei Liu']"
"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}, {'id': '3164', 'name': '1115 Pharmacology and Pharmaceutical Sciences'}]","['pub.1017566638', 'pub.1045274522', 'pub.1014032498', 'pub.1006691633', 'pub.1055077349', 'pub.1005247268', 'pub.1043430056', 'pub.1033660260', 'pub.1036620057', 'pub.1030631995', 'pub.1054997540', 'pub.1028876249', 'pub.1007470522', 'pub.1030205332', 'pub.1038237641', 'pub.1015825959', 'pub.1019799312', 'pub.1049427198', 'pub.1054972834', 'pub.1023872868', 'pub.1016028064', 'pub.1004319205', 'pub.1032186332', 'pub.1055171467', 'pub.1009462168', 'pub.1007663067', 'pub.1016747257', 'pub.1008495994', 'pub.1021488078', 'pub.1041295032', 'pub.1046237973', 'pub.1007580357', 'pub.1046803374', 'pub.1052579648', 'pub.1054970778', 'pub.1035602923', 'pub.1056297907', 'pub.1007337601', 'pub.1069160143', 'pub.1012932125', 'pub.1016044057', 'pub.1031019714', 'pub.1019452292', 'pub.1054992823', 'pub.1003415693', 'pub.1055075809', 'pub.1032447973', 'pub.1029457101', 'pub.1015713667', 'pub.1075179849', 'pub.1000512989', 'pub.1074960962', 'pub.1054663934', 'pub.1009864227', 'pub.1018591797', 'pub.1019277391', 'pub.1021377185', 'pub.1000338665', 'pub.1054992905', 'pub.1054994204', 'pub.1055946674', 'pub.1008701060']","[{'id': 'grid.427615.3', 'city_name': 'San Diego', 'name': 'ACEA Biosciences (United States)', 'country_name': 'United States'}]",2018-09-04,2014,2018.0,Dynamic monitoring of G-protein coupled receptor (GPCR) and receptor tyrosine kinase (RTK) activity and pathways in living cells using real-time microelectronic cell sensing technology,0,US-10067121-B2,"['Acea Biosciences Inc', 'ACEA BIOSCIENCES INC']",Grant,"['Yama A. Abassi', 'Naichen Yu', 'Josephine Atienza', 'Xiao Xu', 'Xiaobo Wang']"
"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}, {'id': '2867', 'name': '0906 Electrical and Electronic Engineering'}]","['pub.1036620057', 'pub.1015713667', 'pub.1003415693', 'pub.1018591797', 'pub.1021488078', 'pub.1056297907', 'pub.1055077349', 'pub.1074960962', 'pub.1014032498', 'pub.1007337601', 'pub.1045274522', 'pub.1031019714', 'pub.1000512989', 'pub.1055946674', 'pub.1019452292', 'pub.1016044057', 'pub.1017566638', 'pub.1004319205', 'pub.1030631995', 'pub.1052579648', 'pub.1032447973', 'pub.1005247268', 'pub.1054992823', 'pub.1054992905', 'pub.1055075809', 'pub.1006691633', 'pub.1033660260', 'pub.1054970778', 'pub.1075179849', 'pub.1019277391', 'pub.1029457101', 'pub.1023872868', 'pub.1046803374', 'pub.1008495994', 'pub.1016028064', 'pub.1000338665', 'pub.1035602923', 'pub.1012932125', 'pub.1009462168', 'pub.1055171467', 'pub.1069160143', 'pub.1049427198', 'pub.1054972834', 'pub.1007580357', 'pub.1099649559', 'pub.1039597752', 'pub.1015825959']","[{'id': 'grid.427615.3', 'city_name': 'San Diego', 'name': 'ACEA Biosciences (United States)', 'country_name': 'United States'}]",2017-04-18,2011,2017.0,Real time electronic cell sensing systems and applications for cell-based assays,0,US-9625472-B2,"['Acea Biosciences Inc', 'XU XIAO', 'ABASSI YAMA', 'WANG XIAOBO', 'GAN JIANGBO', 'ACEA BIOSCIENCES INC']",Grant,"['Xiao Xu', 'Yama Abassi', 'Xiaobo Wang', 'Jiangbo Gan']"
"[{'id': '2389', 'name': '0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics'}, {'id': '2409', 'name': '0205 Optical Physics'}]","['pub.1059139589', 'pub.1033479918', 'pub.1058173181', 'pub.1041332785', 'pub.1032915830', 'pub.1035872879', 'pub.1014947609', 'pub.1032241005']","[{'id': 'grid.422805.9', 'city_name': 'Tucson', 'name': 'Applied Energetics (United States)', 'country_name': 'United States'}]",2011-03-08,2006,2011.0,Controlled optical filament generation and energy propagation,7,US-7903698-B1,"['Applied Energetics Inc', 'APPLIED ENERGETICS INC']",Grant,"['Paul Lundquist', 'Stephen William McCahon']"
"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['pub.1010422408', 'pub.1034267228', 'pub.1057833883', 'pub.1049719775', 'pub.1060555608', 'pub.1057719767', 'pub.1038360149', 'pub.1061119025', 'pub.1061676211', 'pub.1060578145', 'pub.1057707843', 'pub.1060574155', 'pub.1062166072', 'pub.1057780738', 'pub.1057718220', 'pub.1061676880']","[{'id': 'grid.471215.4', 'city_name': 'Uniondale', 'name': 'TDK (United States)', 'country_name': 'United States'}]",2010-06-01,2006,2010.0,Detection of magnetic beads using a magnetoresistive device together with ferromagnetic resonance,4,US-7729093-B1,"['Headway Technologies Inc', 'HEADWAY TECHNOLOGIES INC']",Grant,['Yuchen Zhou']
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1042436262', 'pub.1040301632', 'pub.1057690882', 'pub.1060823211', 'pub.1033044093']","[{'id': 'grid.170693.a', 'city_name': 'Tampa', 'acronym': 'USF', 'name': 'University of South Florida', 'country_name': 'United States'}]",2007-09-11,2005,2007.0,Measurement of point contact Andreev-reflection characteristics of half-metallic thin films,2,US-7268563-B2,"['University of South Florida', 'UNIV SOUTH FLORIDA']",Grant,"['Srikanth Hariharan', 'Jeff T. Sanders']"
"[{'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}]","['pub.1010862097', 'pub.1055864674', 'pub.1063013987', 'pub.1055965178', 'pub.1037326144', 'pub.1031992195', 'pub.1056282679', 'pub.1057402868', 'pub.1055813016', 'pub.1055709029', 'pub.1040389446', 'pub.1018480692', 'pub.1022306176', 'pub.1049289237', 'pub.1055711530', 'pub.1053362849', 'pub.1063014269', 'pub.1056240817', 'pub.1057451017', 'pub.1020908037', 'pub.1026479534', 'pub.1033978439', 'pub.1010649067', 'pub.1055968283', 'pub.1042416694', 'pub.1055970571', 'pub.1039674011', 'pub.1010232906', 'pub.1057447702', 'pub.1052451020', 'pub.1005922099', 'pub.1055832212', 'pub.1023178854', 'pub.1040026010', 'pub.1052686201', 'pub.1001818342', 'pub.1055866070', 'pub.1030522978', 'pub.1025030752', 'pub.1003823596', 'pub.1008130727', 'pub.1052369386', 'pub.1057395484', 'pub.1035121817', 'pub.1030130209', 'pub.1003966538', 'pub.1056035481', 'pub.1055724222', 'pub.1056262016', 'pub.1055586309', 'pub.1053841983', 'pub.1055714514', 'pub.1056261980', 'pub.1003287577', 'pub.1036186314', 'pub.1015293956', 'pub.1055707938', 'pub.1055946703', 'pub.1051943892', 'pub.1009267750', 'pub.1008298380', 'pub.1049841688', 'pub.1003989278', 'pub.1055703347', 'pub.1055148501', 'pub.1002625630', 'pub.1064481692', 'pub.1006365080', 'pub.1031456014', 'pub.1052537036', 'pub.1005521623', 'pub.1055707939', 'pub.1051156261', 'pub.1042067778', 'pub.1027789586', 'pub.1037453842', 'pub.1055729726', 'pub.1055705595', 'pub.1031355172', 'pub.1014746073', 'pub.1041387293', 'pub.1036635644', 'pub.1002457225', 'pub.1055581682', 'pub.1055708681', 'pub.1003484121', 'pub.1044786338', 'pub.1046605633', 'pub.1028416037', 'pub.1055965102', 'pub.1045771400', 'pub.1055701595', 'pub.1055741089', 'pub.1025021998', 'pub.1045637552', 'pub.1055706165', 'pub.1029277646', 'pub.1040683157', 'pub.1056283760', 'pub.1056261773', 'pub.1055864378', 'pub.1055706166', 'pub.1056039240', 'pub.1040723023', 'pub.1055539005', 'pub.1021700873', 'pub.1028999649', 'pub.1015375262', 'pub.1055872937', 'pub.1005017337', 'pub.1064484012']","[{'id': 'grid.55460.32', 'city_name': 'Austin', 'acronym': 'UT System', 'name': 'The University of Texas System', 'country_name': 'United States'}]",2014-08-12,2009,2014.0,Polymers functionalized with ion-specific recognition elements,0,US-8802074-B2,"['University of Texas System', 'SESSLER JONATHAN L', 'BIELAWSKI CHRISTOPHER W', 'AYDOGAN ABDULLAH', 'COADY DANIEL J', 'UNIV TEXAS']",Grant,"['Jonathan L. Sessler', 'Christopher W. Bielawski', 'Abdullah Aydogan', 'Daniel J. Coady']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1049229036', 'pub.1055657462']","[{'id': 'grid.7892.4', 'city_name': 'Karlsruhe', 'acronym': 'KIT', 'name': 'Karlsruhe Institute of Technology', 'country_name': 'Germany'}]",2015-06-10,2013,,Second-order optical nonlinear material,0,EP-2881780-A1,"['Karlsruher Institut fuer Technologie (KIT)', 'KARLSRUHER INST FÜR TECHNOLOGIE']",Application,"['Alloatti, Luca', 'Frölich, Andreas', 'KOOS, CHRISTIAN', 'KOEBER, SEBASTIAN', 'WEGENER, MARTIN']"
"[{'id': '2867', 'name': '0906 Electrical and Electronic Engineering'}]","['pub.1030205332', 'pub.1056297907', 'pub.1004319205', 'pub.1052579648', 'pub.1036620057', 'pub.1054972834', 'pub.1054994204', 'pub.1007337601', 'pub.1054663934', 'pub.1055171467', 'pub.1016747257', 'pub.1009864227', 'pub.1032186332', 'pub.1009462168', 'pub.1038237641', 'pub.1006691633', 'pub.1035602923', 'pub.1028924859', 'pub.1014032498', 'pub.1019277391', 'pub.1030631995', 'pub.1029457101', 'pub.1043430056', 'pub.1021377185', 'pub.1054997540', 'pub.1021488078', 'pub.1023872868', 'pub.1003415693', 'pub.1019799312', 'pub.1037452376', 'pub.1018591797', 'pub.1054992823']","[{'id': 'grid.427615.3', 'city_name': 'San Diego', 'name': 'ACEA Biosciences (United States)', 'country_name': 'United States'}]",2017-07-18,2009,2017.0,Label-free monitoring of excitation-contraction coupling and excitable cells using impedance based systems with millisecond time resolution,1,US-9709548-B2,"['Acea Biosciences Inc', 'WANG XIAOBO', 'ABASSI YAMA A', 'XI BIAO', 'Zhang wen fu', 'XU XIAO', 'ACEA BIOSCIENCES INC']",Grant,"['Xiaobo Wang', 'Yama A. Abassi', 'Biao Xi', 'Wen Fu Zhang', 'Xiao Xu']"
"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}, {'id': '2921', 'name': '0912 Materials Engineering'}, {'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}, {'id': '3021', 'name': '1007 Nanotechnology'}]","['pub.1057682760', 'pub.1056046140', 'pub.1057994224', 'pub.1035055341', 'pub.1060801229', 'pub.1020928390', 'pub.1039378851', 'pub.1057995544', 'pub.1058037302', 'pub.1057950494', 'pub.1060822805', 'pub.1058008207', 'pub.1045298829', 'pub.1057690442', 'pub.1030052183', 'pub.1057693055', 'pub.1033654796', 'pub.1060822831', 'pub.1059023224', 'pub.1037949445', 'pub.1057693629', 'pub.1056048843', 'pub.1057685843', 'pub.1049779550', 'pub.1057686772', 'pub.1057688705', 'pub.1055152433', 'pub.1058046106', 'pub.1072118390', 'pub.1035848036', 'pub.1043784852', 'pub.1057682403', 'pub.1057702206', 'pub.1059965830', 'pub.1053275500', 'pub.1083632274', 'pub.1056126792', 'pub.1017874042', 'pub.1065177651', 'pub.1050684269', 'pub.1058002592', 'pub.1002249699', 'pub.1057688654', 'pub.1058060884', 'pub.1060434735', 'pub.1010559642', 'pub.1058133241', 'pub.1005035757', 'pub.1064101574', 'pub.1060809294', 'pub.1035668784', 'pub.1041247658', 'pub.1055419099', 'pub.1058043926', 'pub.1057990222', 'pub.1057691153', 'pub.1057686681']","[{'id': 'grid.422173.1', 'city_name': 'Wilsonville', 'name': 'FLIR Systems (United States)', 'country_name': 'United States'}]",2006-03-07,2002,2006.0,Manganese doped upconversion luminescence nanoparticles,162,US-7008559-B2,"['FLIR Detection Inc', 'NOMADICS INC']",Grant,['Wei Chen']
,"['pub.1026078334', 'pub.1047281175', 'pub.1020982215']",,2010-02-25,2008,,NANOSPHERES WITH EXTERNAL SURFACE OF NOBLE METAL,0,WO-2009077599-A3,"['BALDI GIOVANNI', 'BITOSSI MARCO', 'BONACCHI DANIELE', 'COLOROBBIA ITALIANA SPA']",Application,"['BALDI, GIOVANNI', 'BITOSSI, MARCO', 'BONACCHI, DANIELE']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1015004910', 'pub.1026000972', 'pub.1046287937', 'pub.1056053106', 'pub.1038360149', 'pub.1061674983', 'pub.1049719775', 'pub.1040063812']","[{'id': 'grid.410484.d', 'city_name': 'Armonk', 'name': 'IBM (United States)', 'country_name': 'United States'}, {'id': 'grid.168010.e', 'city_name': 'Stanford', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}]",2007-10-30,2004,2007.0,Dumbbell-like nanoparticles and a process of forming the same,12,US-7288134-B2,"['International Business Machines Corp', 'Leland Stanford Junior University', 'IBM']",Grant,"['Shouheng Sun', 'Heng Yu', 'Shan X. Wang']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1061356244', 'pub.1061355845', 'pub.1061097416', 'pub.1061189508', 'pub.1062198904']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2016-11-08,2016,2016.0,Growth of high-performance III-nitride transistor passivation layer for GaN electronics,1,US-9490356-B2,"['US Secretary of Navy', 'US NAVY']",Grant,"['Andrew D. Koehler', 'Travis J. Anderson', 'Karl D. Hobart', 'Francis J. Kub']"
"[{'id': '2464', 'name': '0305 Organic Chemistry'}]","['pub.1004281384', 'pub.1055985491', 'pub.1055992877', 'pub.1022200170']","[{'id': 'grid.462545.4', 'city_name': 'Rennes', 'acronym': 'SAS', 'name': 'Soil Agro and Hydrosystems Spatialization', 'country_name': 'France'}, {'id': 'grid.423851.9', 'city_name': 'Paris', 'name': 'Safran (France)', 'country_name': 'France'}]",2012-09-25,2008,2012.0,"Dinitropyrazole derivatives, their preparation, and energetic compositions comprising them",0,US-8273784-B2,"['Eurenco', 'ArianeGroup SAS', 'HERVE GREGOIRE', 'HERAKLES', 'EURENCO FRANCE']",Grant,['Gregoire Herve']
"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['pub.1028519441', 'pub.1061145958']",,2018-02-27,2016,2018.0,"Apparatuses and methods for sound recording, manipulation, distribution and pressure wave creation through energy transfer between photons and media particles",0,US-9906870-B2,['SHAH AALAP RAJENDRA'],Grant,['Aalap Rajendra SHAH']
"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['pub.1062450795', 'pub.1039252274', 'pub.1048745106', 'pub.1017877852', 'pub.1055075341', 'pub.1055215852', 'pub.1022767699', 'pub.1032539987', 'pub.1011736268', 'pub.1055164164', 'pub.1012595400', 'pub.1033821785', 'pub.1007569226', 'pub.1030127972', 'pub.1055194235', 'pub.1042601541', 'pub.1049905357', 'pub.1055164657', 'pub.1009360096', 'pub.1005854598', 'pub.1029789771', 'pub.1062445211', 'pub.1055215767', 'pub.1055868429', 'pub.1039941964', 'pub.1039038741', 'pub.1062449664', 'pub.1029371872', 'pub.1018600865', 'pub.1055156986', 'pub.1009269842', 'pub.1041652369', 'pub.1032050691', 'pub.1048607705', 'pub.1052404430', 'pub.1017603124']","[{'id': 'grid.26009.3d', 'city_name': 'Durham', 'name': 'Duke University', 'country_name': 'United States'}]",2017-04-18,2003,2017.0,Biosensor,0,US-9625458-B2,"['Duke University', 'HELLINGA HOMME W', 'LOOGER LOREN L', 'UNIV DUKE']",Grant,"['Homme W. Hellinga', 'Loren L. Looger']"
"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['pub.1018475385', 'pub.1051031531']","[{'id': 'grid.3319.8', 'city_name': 'Ludwigshafen am Rhein', 'name': 'BASF (Germany)', 'country_name': 'Germany'}]",2011-03-17,2009,,BLACK COLORING FOR FIBERS,3,US-20110064935-A1,"['BASF SE', 'BASF SE']",Application,['Guenter Scherer']
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1049719775', 'pub.1026000972', 'pub.1046287937', 'pub.1061674983', 'pub.1007340341', 'pub.1038360149', 'pub.1015004910', 'pub.1056053106', 'pub.1040063812']","[{'id': 'grid.168010.e', 'city_name': 'Stanford', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}, {'id': 'grid.410484.d', 'city_name': 'Armonk', 'name': 'IBM (United States)', 'country_name': 'United States'}]",2010-08-03,2007,2010.0,Dumbbell-like nanoparticles and a process of forming the same,6,US-7766993-B2,"['International Business Machines Corp', 'Leland Stanford Junior University', 'IBM', 'UNIV LELAND STANFORD JUNIOR']",Grant,"['Shouheng Sun', 'Heng Yu', 'Shan X. Wang']"
"[{'id': '2953', 'name': '0915 Interdisciplinary Engineering'}]","['pub.1061240564', 'pub.1008964156', 'pub.1021936757', 'pub.1055075666', 'pub.1026113772', 'pub.1056169099', 'pub.1003664138', 'pub.1035766602']","[{'id': 'grid.432095.9', 'city_name': 'Billerica', 'name': 'BioScale (United States)', 'country_name': 'United States'}]",2013-03-19,2008,2013.0,Fluidic system with improved flow characteristics,1,US-8397762-B2,"['PROTERIXBIO, INC.', 'MASTERS BRETT P', 'FALB PETER WIGHT', 'MILLER MICHAEL F', 'BIOSCALE INC']",Grant,"['Brett P. Masters', 'Peter Wight Falb', 'Michael F. Miller']"
"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}, {'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}, {'id': '3021', 'name': '1007 Nanotechnology'}]","['pub.1033209076', 'pub.1049719775', 'pub.1039369904', 'pub.1060800534', 'pub.1057684330', 'pub.1057718817', 'pub.1057707153', 'pub.1061112203', 'pub.1058003817', 'pub.1061676211', 'pub.1057718220', 'pub.1061118942', 'pub.1017403510', 'pub.1056967669', 'pub.1038558732']","[{'id': 'grid.168010.e', 'city_name': 'Stanford', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}]",2012-11-27,2007,2012.0,"Magnetic nanoparticles, magnetic detector arrays, and methods for their use in detecting biological molecules",2,US-8318093-B2,"['Leland Stanford Junior University', 'WANG SHAN X', 'WHITE ROBERT L', 'WEBB CHRIS D', 'LI GUANXIONG', 'UNIV LELAND STANFORD JUNIOR']",Grant,"['Shan X. Wang', 'Robert L. White', 'Chris D. Webb', 'Guanxiong Li']"
"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['pub.1055070253', 'pub.1012735743', 'pub.1019513053', 'pub.1062710917', 'pub.1056162238', 'pub.1034267228', 'pub.1044371460', 'pub.1054996560', 'pub.1069224492', 'pub.1049863113', 'pub.1042214802', 'pub.1010876554', 'pub.1021936757', 'pub.1040730381', 'pub.1037998033', 'pub.1027269040', 'pub.1051057364', 'pub.1025593318', 'pub.1005101635', 'pub.1019083458', 'pub.1055152855', 'pub.1055925740', 'pub.1024064458', 'pub.1032716581', 'pub.1013509483', 'pub.1012039469', 'pub.1050794559', 'pub.1040954939', 'pub.1051134222', 'pub.1054998124', 'pub.1053623396', 'pub.1046195143', 'pub.1060407404', 'pub.1006366017', 'pub.1046932812', 'pub.1054999503', 'pub.1065225489', 'pub.1003873940', 'pub.1039352799', 'pub.1049719775', 'pub.1017458094', 'pub.1036780700', 'pub.1052869950', 'pub.1003457609', 'pub.1018340852', 'pub.1007353912', 'pub.1055071297', 'pub.1034070665', 'pub.1004067769', 'pub.1069095763', 'pub.1028753450', 'pub.1006446380']","[{'id': 'grid.421194.b', 'city_name': 'Boulder', 'name': 'MBio Diagnostics (United States)', 'country_name': 'United States'}]",2014-04-15,2010,2014.0,Integrated sample preparation and analyte detection,4,US-8697435-B2,"['MBio Diagnostics Inc', 'HEIL JAMES R', 'LOCHHEAD MICHAEL J', 'MOLL KEVIN D', 'MYATT CHRISTOPHER J', 'MBIO DIAGNOSTICS INC']",Grant,"['James R. Heil', 'Michael J. Lochhead', 'Kevin D. Moll', 'Christopher J. Myatt']"
"[{'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}]","['pub.1055832584', 'pub.1022465466', 'pub.1055963951', 'pub.1045852203', 'pub.1022105053', 'pub.1046424902', 'pub.1055831992', 'pub.1055410123', 'pub.1012459896', 'pub.1016149904', 'pub.1059205919', 'pub.1025434891', 'pub.1032857122', 'pub.1037054985', 'pub.1038271129', 'pub.1056021587', 'pub.1033095418', 'pub.1039764491', 'pub.1029066240', 'pub.1006857934', 'pub.1009495602', 'pub.1047253999', 'pub.1056141035', 'pub.1013627460', 'pub.1032791535', 'pub.1055948028', 'pub.1049417548', 'pub.1009904744', 'pub.1024025911', 'pub.1055963352', 'pub.1019024657', 'pub.1000320673', 'pub.1055835519', 'pub.1052421815', 'pub.1056141242', 'pub.1014942824', 'pub.1038468436', 'pub.1055963834', 'pub.1011405377', 'pub.1035323366', 'pub.1003026889', 'pub.1055824733', 'pub.1047566585', 'pub.1055739020', 'pub.1056242522', 'pub.1056286544', 'pub.1056139724', 'pub.1055950224', 'pub.1031151131', 'pub.1010579146', 'pub.1056141241', 'pub.1028013919', 'pub.1055220261', 'pub.1025108043', 'pub.1015486408', 'pub.1047674886', 'pub.1055963848', 'pub.1036392280', 'pub.1056022194', 'pub.1047563189', 'pub.1037841906', 'pub.1060175242', 'pub.1055220238', 'pub.1055755677', 'pub.1039476295', 'pub.1016337321', 'pub.1056136625', 'pub.1055816478', 'pub.1055718563', 'pub.1041260501', 'pub.1029198277', 'pub.1045437638', 'pub.1054998379', 'pub.1056180989', 'pub.1053261648', 'pub.1064237899', 'pub.1031677787', 'pub.1056206836', 'pub.1056246287', 'pub.1024484935', 'pub.1010588666', 'pub.1006920602', 'pub.1008679116', 'pub.1055156435', 'pub.1055957235', 'pub.1055220886', 'pub.1055466792', 'pub.1050677524', 'pub.1061240637', 'pub.1055841688', 'pub.1045690984', 'pub.1090525017', 'pub.1000582183', 'pub.1069193221', 'pub.1032424308', 'pub.1053779736']",,2010-11-09,2005,2010.0,Nitric oxide-releasing polymers,38,US-7829553-B2,"['Amulet Pharmaceuticals Inc', 'AMULET PHARMACEUTICALS INC']",Grant,"['Ernst V. Arnold', 'Blaine G. Doletski', 'Robert E. Raulli']"
"[{'id': '2837', 'name': '0903 Biomedical Engineering'}]","['pub.1057718220', 'pub.1034267228', 'pub.1061676880', 'pub.1038360149', 'pub.1049719775', 'pub.1057718817', 'pub.1010422408', 'pub.1057707843']","[{'id': 'grid.471215.4', 'city_name': 'Uniondale', 'name': 'TDK (United States)', 'country_name': 'United States'}]",2013-08-20,2007,2013.0,Discrete contact MR bio-sensor with magnetic label field alignment,4,US-8513029-B2,"['Headway Technologies Inc', 'ZHOU YUCHEN', 'HEADWAY TECHNOLOGIES INC']",Grant,['Yuchen Zhou']
"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['pub.1061162633', 'pub.1061162649']",,2003-11-13,2003,,GEOPHYSICAL SURVEY SYSTEM,2,WO-2003093870-A2,"['UXB INTERNATIONAL INC', 'BOWERS R JOSH', 'HICKMAN TERRY L', 'TYRER DAVID D', 'REKART THEODORE E', 'DUGGER RICHMOND H']",Application,"['BOWERS, R., JOSH', 'HICKMAN, TERRY, L.', 'TYRER, DAVID, D.', 'REKART, THEODORE, E.', 'DUGGER, RICHMOND, H.']"
