id,first_name,total_publications,research_orgs,last_name,current_research_org.id,current_research_org.acronym,name,country,orcid_id,full_name
ur.01346472205.71,Jan,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Caron,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jan Caron
ur.01344265223.52,G,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Meineke,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,G Meineke
ur.013752621075.42,Vahid Nazery,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Goneghany,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Vahid Nazery Goneghany
ur.014606245675.64,Joachim,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hertzberg,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Joachim Hertzberg
ur.012605475526.44,Alp,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Özmert,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Alp Özmert
ur.010211530347.91,Jörg,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Diettrich,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jörg Diettrich
ur.01074551177.20,Manuela,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hoehne,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Manuela Hoehne
ur.013044624564.90,Thomas,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schwarz,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Thomas Schwarz
ur.015666623225.96,B,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Holtgen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,B Holtgen
ur.010017452633.84,Enno,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Pawlowski,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Enno Pawlowski
ur.013617733165.09,Malte,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schulz-Ruthenberg,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Malte Schulz-Ruthenberg
ur.012231006261.90,Carsten,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Johnigk,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Carsten Johnigk
ur.010700233113.75,Ingo,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Moench,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Ingo Moench
ur.016346467211.61,Kai-Uwe,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Preissig,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Kai-Uwe Preissig
ur.016625227142.15,Dongfang,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.28703.3e', 'name': 'Beijing University of Technology', 'country_name': 'China'}]",Li,grid.28703.3e,empty,Beijing University of Technology,China,empty,Dongfang Li
ur.015715051634.08,Paul,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Heinen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Paul Heinen
ur.010474472234.19,B,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.6936.a', 'acronym': 'TUM', 'name': 'Technical University Munich', 'country_name': 'Germany'}]",Läßiger,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,B Läßiger
ur.011631427316.13,Jens,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Poehler,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jens Poehler
ur.015753256234.95,Juergen,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Klein,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Juergen Klein
ur.013631654013.38,Alexander,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gatej,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Alexander Gatej
ur.01300357005.87,Cristian-Alexander,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Tulea,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Cristian-Alexander Tulea
ur.011213562173.92,F J,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Faber,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,F J Faber
ur.010431051063.17,P,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Usedom,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,P Usedom
ur.011122205221.17,F,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schneider,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,F Schneider
ur.013224652441.21,Peter,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Rusbuldt,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Peter Rusbuldt
ur.015452226260.36,Arnd,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Koesters,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Arnd Koesters
ur.010707502124.70,Andreas,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Brenner,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Andreas Brenner
ur.010550561213.73,Ludwig,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Pongratz,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Ludwig Pongratz
ur.012371061104.87,Patricia,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Betz,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Patricia Betz
ur.014473364677.28,Welf,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wawers,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Welf Wawers
ur.014441371077.82,Pelin,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Cebeci,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,['0000-0002-4342-5901'],Pelin Cebeci
ur.014133026762.28,André,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Lamott,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,André Lamott
ur.07361667352.78,Okan,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Güdükkurt,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Okan Güdükkurt
ur.011112554506.13,R,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Haas,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,R Haas
ur.0677140044.77,Marc,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kraushaar,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Marc Kraushaar
ur.014577232247.40,Jana,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kelbassa,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jana Kelbassa
ur.012420651674.00,Christian,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Knaak,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Christian Knaak
ur.010335357461.29,Reinhard,1,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Freudenberg,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Reinhard Freudenberg
