id,first_name,total_publications,research_orgs,last_name,current_research_org.id,current_research_org.acronym,name,country,orcid_id,full_name
ur.014154604212.08,Dieter H H,579,"[{'id': 'grid.43169.39', 'acronym': 'XJTU', 'name': ""Xi'an Jiaotong University"", 'country_name': 'China'}, {'id': 'grid.183446.c', 'acronym': 'MEPhI', 'name': 'Moscow Engineering Physics Institute', 'country_name': 'Russia'}, {'id': 'grid.9227.e', 'acronym': 'CAS', 'name': 'Chinese Academy of Sciences', 'country_name': 'China'}, {'id': 'grid.8664.c', 'acronym': 'JLU', 'name': 'University of Giessen', 'country_name': 'Germany'}, {'id': 'grid.5330.5', 'acronym': 'FAU', 'name': 'University of Erlangen-Nuremberg', 'country_name': 'Germany'}, {'id': 'grid.184769.5', 'acronym': 'LBL', 'name': 'Lawrence Berkeley National Laboratory', 'country_name': 'United States'}, {'id': 'grid.217156.6', 'name': 'Occidental College', 'country_name': 'United States'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.450259.f', 'acronym': 'IMP', 'name': 'Institute of Modern Physics', 'country_name': 'China'}, {'id': 'grid.418028.7', 'acronym': 'FHI', 'name': 'Fritz Haber Institute of the Max Planck Society', 'country_name': 'Germany'}, {'id': 'grid.450272.6', 'acronym': 'MPQ', 'name': 'Max Planck Institute of Quantum Optics', 'country_name': 'Germany'}, {'id': 'grid.5570.7', 'acronym': 'RUB', 'name': 'Ruhr University Bochum', 'country_name': 'Germany'}, {'id': 'grid.159791.2', 'acronym': 'GSI', 'name': 'GSI Helmholtz Centre for Heavy Ion Research', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.419556.a', 'acronym': 'MPIWG', 'name': 'Max Planck Institute for the History of Science', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.418949.9', 'acronym': 'IPCP', 'name': 'Institute of Problems of Chemical Physics', 'country_name': 'Russia'}]",Hoffmann,grid.43169.39,XJTU,Xi'an Jiaotong University,China,empty,Dieter H H Hoffmann
ur.011655213462.04,Joachim,455,"[{'id': 'grid.5719.a', 'name': 'University of Stuttgart', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.424642.2', 'acronym': 'IAF', 'name': 'Institute for Applied Solid State Physics', 'country_name': 'Germany'}, {'id': 'grid.5963.9', 'name': 'University of Freiburg', 'country_name': 'Germany'}, {'id': 'grid.419552.e', 'name': 'Max Planck Institute for Solid State Research', 'country_name': 'Germany'}, {'id': 'grid.7445.2', 'name': 'Imperial College London', 'country_name': 'United Kingdom'}]",Wagner,grid.424642.2,IAF,Institute for Applied Solid State Physics,Germany,empty,Joachim Wagner
ur.01100553767.26,Reinhart,422,"[{'id': 'grid.412301.5', 'acronym': 'UKA', 'name': 'University Hospital Aachen', 'country_name': 'Germany'}, {'id': 'grid.7704.4', 'name': 'University of Bremen', 'country_name': 'Germany'}, {'id': 'grid.12527.33', 'acronym': 'THU', 'name': 'Tsinghua University', 'country_name': 'China'}, {'id': 'grid.7645.0', 'name': 'University of Kaiserslautern', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.5718.b', 'name': 'University of Duisburg-Essen', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}]",Poprawe,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Reinhart Poprawe
ur.0673724257.90,Costas,407,"[{'id': 'grid.8127.c', 'acronym': 'UOC', 'name': 'University of Crete', 'country_name': 'Greece'}, {'id': 'grid.135519.a', 'acronym': 'ORNL', 'name': 'Oak Ridge National Laboratory', 'country_name': 'United States'}, {'id': 'grid.4834.b', 'acronym': 'FORTH', 'name': 'Foundation for Research and Technology Hellas', 'country_name': 'Greece'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.42505.36', 'acronym': 'USC', 'name': 'University of Southern California', 'country_name': 'United States'}]",Fotakis,grid.4834.b,FORTH,Foundation for Research and Technology Hellas,Greece,empty,Costas Fotakis
ur.01250326741.51,Andreas,329,"[{'id': 'grid.6738.a', 'name': 'Braunschweig University of Technology', 'country_name': 'Germany'}, {'id': 'grid.425376.1', 'acronym': 'LZH', 'name': 'Laser Zentrum Hannover', 'country_name': 'Germany'}, {'id': 'grid.10423.34', 'acronym': 'MHH', 'name': 'Hannover Medical School', 'country_name': 'Germany'}, {'id': 'grid.9122.8', 'name': 'University of Hannover', 'country_name': 'Germany'}, {'id': 'grid.5718.b', 'name': 'University of Duisburg-Essen', 'country_name': 'Germany'}, {'id': 'grid.5164.6', 'acronym': 'TUC', 'name': 'Clausthal University of Technology', 'country_name': 'Germany'}, {'id': 'grid.461645.4', 'acronym': 'IWM', 'name': 'Fraunhofer Institute for Mechanics of Materials', 'country_name': 'Germany'}, {'id': 'grid.5570.7', 'acronym': 'RUB', 'name': 'Ruhr University Bochum', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Ostendorf,grid.5570.7,RUB,Ruhr University Bochum,Germany,['0000-0002-3601-6392'],Andreas Ostendorf
ur.013253301015.07,Gunter,287,"[{'id': 'grid.419552.e', 'name': 'Max Planck Institute for Solid State Research', 'country_name': 'Germany'}, {'id': 'grid.28390.30', 'acronym': 'DT', 'name': 'German Telecom', 'country_name': 'Germany'}, {'id': 'grid.5719.a', 'name': 'University of Stuttgart', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.466709.a', 'acronym': 'IVV', 'name': 'Fraunhofer Institute for Process Engineering and Packaging', 'country_name': 'Germany'}, {'id': 'grid.6936.a', 'acronym': 'TUM', 'name': 'Technical University Munich', 'country_name': 'Germany'}, {'id': 'grid.424642.2', 'acronym': 'IAF', 'name': 'Institute for Applied Solid State Physics', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.6852.9', 'acronym': 'TU/e', 'name': 'Eindhoven University of Technology', 'country_name': 'Netherlands'}]",Weimann,grid.6936.a,TUM,Technical University Munich,Germany,empty,Gunter Weimann
ur.0707111111.78,Eckhard,270,"[{'id': 'grid.6926.b', 'name': 'Luleå University of Technology', 'country_name': 'Sweden'}, {'id': 'grid.4488.0', 'acronym': 'TUD', 'name': 'TU Dresden', 'country_name': 'Germany'}, {'id': 'grid.426529.e', 'acronym': 'TITK', 'name': 'Thuringian Institute of Textile and Plastics Research', 'country_name': 'Germany'}, {'id': 'grid.5659.f', 'name': 'University of Paderborn', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461641.0', 'acronym': 'IWS', 'name': 'Fraunhofer Institute for Material and Beam Technology', 'country_name': 'Germany'}]",Beyer,grid.4488.0,TUD,TU Dresden,Germany,empty,Eckhard Beyer
ur.013537400103.23,Ernst Wolfgang,255,"[{'id': 'grid.5164.6', 'acronym': 'TUC', 'name': 'Clausthal University of Technology', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.440789.6', 'acronym': 'STU', 'name': 'Slovak University of Technology in Bratislava', 'country_name': 'Slovakia'}]",Kreutz,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Ernst Wolfgang Kreutz
ur.01052713271.12,Peter,239,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}]",Loosen,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Peter Loosen
ur.010176010250.67,Hans-Joachim,187,"[{'id': 'grid.8385.6', 'acronym': 'FZJ', 'name': 'Jülich Research Centre', 'country_name': 'Germany'}, {'id': 'grid.411327.2', 'acronym': 'HHU', 'name': 'Heinrich Heine University Düsseldorf', 'country_name': 'Germany'}, {'id': 'grid.462501.4', 'acronym': 'UAR', 'name': 'University Alliance Ruhr', 'country_name': 'Germany'}, {'id': 'grid.5570.7', 'acronym': 'RUB', 'name': 'Ruhr University Bochum', 'country_name': 'Germany'}, {'id': 'grid.159791.2', 'acronym': 'GSI', 'name': 'GSI Helmholtz Centre for Heavy Ion Research', 'country_name': 'Germany'}, {'id': 'grid.94225.38', 'acronym': 'NIST', 'name': 'National Institute of Standards and Technology', 'country_name': 'United States'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.410877.d', 'acronym': 'UTM', 'name': 'University of Technology Malaysia', 'country_name': 'Malaysia'}, {'id': 'grid.465320.6', 'acronym': 'ISAN', 'name': 'Institute of Spectroscopy', 'country_name': 'Russia'}, {'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}]",Kunze,grid.5570.7,RUB,Ruhr University Bochum,Germany,empty,Hans-Joachim Kunze
ur.01172236454.44,Stelios,179,"[{'id': 'grid.8127.c', 'acronym': 'UOC', 'name': 'University of Crete', 'country_name': 'Greece'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.11047.33', 'name': 'University of Patras', 'country_name': 'Greece'}, {'id': 'grid.5613.1', 'acronym': 'uB', 'name': 'University of Burgundy', 'country_name': 'France'}, {'id': 'grid.4834.b', 'acronym': 'FORTH', 'name': 'Foundation for Research and Technology Hellas', 'country_name': 'Greece'}, {'id': 'grid.463796.9', 'acronym': 'ICB', 'name': 'Laboratoire Interdisciplinaire Carnot de Bourgogne', 'country_name': 'France'}]",Couris,grid.11047.33,empty,University of Patras,Greece,['0000-0002-8495-7082'],Stelios Couris
ur.016702203653.86,Arnold,178,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.255966.b', 'acronym': 'FIT', 'name': 'Florida Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.4561.6', 'acronym': 'FHG', 'name': 'Fraunhofer Society', 'country_name': 'Germany'}]",Gillner,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Arnold Gillner
ur.012013310463.47,Barry Leslie,174,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.5164.6', 'acronym': 'TUC', 'name': 'Clausthal University of Technology', 'country_name': 'Germany'}, {'id': 'grid.4491.8', 'name': 'Charles University', 'country_name': 'Czechia'}, {'id': 'grid.412043.0', 'name': 'University of Caen Lower Normandy', 'country_name': 'France'}]",Mordike,grid.5164.6,TUC,Clausthal University of Technology,Germany,empty,Barry Leslie Mordike
ur.010270015721.50,Stefan,165,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.466709.a', 'acronym': 'IVV', 'name': 'Fraunhofer Institute for Process Engineering and Packaging', 'country_name': 'Germany'}, {'id': 'grid.9122.8', 'name': 'University of Hannover', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.425376.1', 'acronym': 'LZH', 'name': 'Laser Zentrum Hannover', 'country_name': 'Germany'}]",Kaierle,grid.425376.1,LZH,Laser Zentrum Hannover,Germany,empty,Stefan Kaierle
ur.016105353066.24,Dong-Dong,157,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.64938.30', 'acronym': 'NUAA', 'name': 'Nanjing University of Aeronautics and Astronautics', 'country_name': 'China'}]",Gu,grid.64938.30,NUAA,Nanjing University of Aeronautics and Astronautics,China,empty,Dong-Dong Gu
ur.015555517603.04,Gerd,138,"[{'id': 'grid.6734.6', 'acronym': 'TUB', 'name': 'Technical University of Berlin', 'country_name': 'Germany'}, {'id': 'grid.5734.5', 'acronym': 'UB', 'name': 'University of Bern', 'country_name': 'Switzerland'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Herziger,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Gerd Herziger
ur.011660340015.12,Michael,135,"[{'id': 'grid.6582.9', 'name': 'University of Ulm', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.466709.a', 'acronym': 'IVV', 'name': 'Fraunhofer Institute for Process Engineering and Packaging', 'country_name': 'Germany'}, {'id': 'grid.424642.2', 'acronym': 'IAF', 'name': 'Institute for Applied Solid State Physics', 'country_name': 'Germany'}]",Mikulla,grid.424642.2,IAF,Institute for Applied Solid State Physics,Germany,empty,Michael Mikulla
ur.010223176677.51,Tobias,129,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.7787.f', 'acronym': 'BUW', 'name': 'University of Wuppertal', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Meisen,grid.1957.a,RWTH,RWTH Aachen University,Germany,['0000-0002-1969-559X'],Tobias Meisen
ur.011230243175.78,Johannes,116,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.424642.2', 'acronym': 'IAF', 'name': 'Institute for Applied Solid State Physics', 'country_name': 'Germany'}, {'id': 'grid.214572.7', 'acronym': 'UI', 'name': 'University of Iowa', 'country_name': 'United States'}, {'id': 'grid.5963.9', 'name': 'University of Freiburg', 'country_name': 'Germany'}]",Schmitz,grid.424642.2,IAF,Institute for Applied Solid State Physics,Germany,empty,Johannes Schmitz
ur.07641505010.23,Thomas F E,106,"[{'id': 'grid.424704.1', 'name': 'Bremen University of Applied Sciences', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.429508.2', 'acronym': 'MPIA', 'name': 'Max Planck Institute for Astronomy', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.4372.2', 'acronym': 'MPG', 'name': 'Max Planck Society', 'country_name': 'Germany'}, {'id': 'grid.9613.d', 'acronym': 'FSU', 'name': 'Friedrich Schiller University Jena', 'country_name': 'Germany'}]",Henning,grid.424704.1,empty,Bremen University of Applied Sciences,Germany,empty,Thomas F E Henning
ur.011746223501.50,Konrad,103,"[{'id': 'grid.417971.d', 'acronym': 'IITB', 'name': 'Indian Institute of Technology Bombay', 'country_name': 'India'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wissenbach,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Konrad Wissenbach
ur.011715203015.90,Vadim V,93,"[{'id': 'grid.5802.f', 'name': 'Johannes Gutenberg University of Mainz', 'country_name': 'Germany'}, {'id': 'grid.6734.6', 'acronym': 'TUB', 'name': 'Technical University of Berlin', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.5164.6', 'acronym': 'TUC', 'name': 'Clausthal University of Technology', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.15447.33', 'acronym': 'SPbGU', 'name': 'Saint Petersburg State University', 'country_name': 'Russia'}]",Kostrykin,grid.5802.f,empty,Johannes Gutenberg University of Mainz,Germany,empty,Vadim V Kostrykin
ur.07373514033.45,Reinhard,92,"[{'id': 'grid.159791.2', 'acronym': 'GSI', 'name': 'GSI Helmholtz Centre for Heavy Ion Research', 'country_name': 'Germany'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Noll,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Reinhard Noll
ur.013521014336.52,Alexander M,82,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Olowinsky,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Alexander M Olowinsky
ur.01057157176.00,Hans Dieter,81,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hoffmann,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Hans Dieter Hoffmann
ur.016624011435.04,Jens,80,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.434105.7', 'name': 'DILAS (Germany)', 'country_name': 'Germany'}]",Biesenbach,grid.434105.7,empty,DILAS (Germany),Germany,empty,Jens Biesenbach
ur.01106516065.93,Wolfgang,77,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Schulz,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Wolfgang Schulz
ur.01201774116.33,Larissa,77,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.494742.8', 'acronym': 'JARA', 'name': 'Jülich Aachen Research Alliance', 'country_name': 'Germany'}, {'id': 'grid.5570.7', 'acronym': 'RUB', 'name': 'Ruhr University Bochum', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.8385.6', 'acronym': 'FZJ', 'name': 'Jülich Research Centre', 'country_name': 'Germany'}]",Juschkin,grid.1957.a,RWTH,RWTH Aachen University,Germany,['0000-0002-4865-3399'],Larissa Juschkin
ur.01360435505.35,Willi J,76,"[{'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Neff,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Willi J Neff
ur.011474141075.90,Klaus,76,"[{'id': 'grid.9613.d', 'acronym': 'FSU', 'name': 'Friedrich Schiller University Jena', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Bergmann,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Klaus Bergmann
ur.013003224315.27,Andreas,76,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.5164.6', 'acronym': 'TUC', 'name': 'Clausthal University of Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.13829.31', 'acronym': 'MPIE', 'name': 'Max Planck Institute for Iron Research', 'country_name': 'Germany'}]",Weisheit,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Andreas Weisheit
ur.016216077663.00,Andres,73,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Gasser,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Andres Gasser
ur.013351223127.32,Martin,72,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Traub,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Martin Traub
ur.0576057031.34,Thomas,68,"[{'id': 'grid.7645.0', 'name': 'University of Kaiserslautern', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.5252.0', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}, {'id': 'grid.168010.e', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}, {'id': 'grid.494742.8', 'acronym': 'JARA', 'name': 'Jülich Aachen Research Alliance', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.418615.f', 'name': 'Max Planck Institute of Biochemistry', 'country_name': 'Germany'}]",Taubner,grid.1957.a,RWTH,RWTH Aachen University,Germany,['0000-0002-0628-3043'],Thomas Taubner
ur.0721122527.72,Jochen,66,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Stollenwerk,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Jochen Stollenwerk
ur.013563341201.50,Nikolaus,66,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.424642.2', 'acronym': 'IAF', 'name': 'Institute for Applied Solid State Physics', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.424741.0', 'acronym': 'FHO', 'name': 'University of Applied Sciences of Eastern Switzerland', 'country_name': 'Switzerland'}]",Herres,grid.424741.0,FHO,University of Applied Sciences of Eastern Switzerland,Switzerland,empty,Nikolaus Herres
ur.016231266705.62,Ingomar,62,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.5406.7', 'name': 'Siemens (Germany)', 'country_name': 'Germany'}]",Kelbassa,grid.5406.7,empty,Siemens (Germany),Germany,empty,Ingomar Kelbassa
ur.010661623155.74,Bernd,53,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Jungbluth,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Bernd Jungbluth
ur.015345636027.93,Johannes Henrich,53,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schleifenbaum,grid.1957.a,RWTH,RWTH Aachen University,Germany,['0000-0002-7675-6547'],Johannes Henrich Schleifenbaum
ur.0651740313.41,Rolf,51,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wester,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,['0000-0002-7104-3257'],Rolf Wester
ur.0735624616.19,Wilhelm,50,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.435016.5', 'name': 'TRUMPF (Germany)', 'country_name': 'Germany'}]",Meiners,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Wilhelm Meiners
ur.01341427642.10,Dmitrij N,49,"[{'id': 'grid.424964.9', 'acronym': 'GPI RAS', 'name': 'Prokhorov General Physics Institute', 'country_name': 'Russia'}, {'id': 'grid.440918.0', 'acronym': 'ULCO', 'name': 'University of the Littoral Opal Coast', 'country_name': 'France'}, {'id': 'grid.425806.d', 'acronym': 'LPI RAS', 'name': 'Institute of Physics. PN Lebedev, the Russian Academy of Sciences', 'country_name': 'Russia'}, {'id': 'grid.494538.7', 'name': 'Institute of Marine Geology and Geophysics', 'country_name': 'Russia'}, {'id': 'grid.4886.2', 'acronym': 'RAS', 'name': 'Russian Academy of Sciences', 'country_name': 'Russia'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kozlov,grid.494538.7,empty,Institute of Marine Geology and Geophysics,Russia,['0000-0002-2868-9554'],Dmitrij N Kozlov
